X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-21445,-232785,139.60145132,33.90127018,983.8,1204.1,-9999.0,1205.6
-21335,-232815,139.60264146,33.90100192,975.2,993.4,-9999.0,1009.6
-21325,-232815,139.60274958,33.90100213,995.8,1003.2,-9999.0,1004.8
-21245,-232815,139.60361460,33.90100374,972.0,989.5,-9999.0,1001.8
-21225,-232815,139.60383086,33.90100415,80.0,968.2,-9999.0,999.8
-21215,-232815,139.60393899,33.90100435,79.3,967.6,-9999.0,1002.3
-21195,-232815,139.60415524,33.90100475,79.1,969.0,-9999.0,1003.7
-21185,-232815,139.60426337,33.90100495,79.5,969.0,-9999.0,1004.5
-21175,-232815,139.60437150,33.90100515,79.9,969.3,-9999.0,1003.4
-21385,-232825,139.60210106,33.90091075,86.2,978.5,-9999.0,1008.4
-21355,-232825,139.60242544,33.90091136,429.2,989.2,-9999.0,1005.5
-21345,-232825,139.60253357,33.90091156,994.5,1001.4,-9999.0,1007.0
-21205,-232825,139.60404736,33.90091439,974.8,995.2,-9999.0,1005.7
-21165,-232825,139.60447987,33.90091519,980.0,995.5,-9999.0,1002.8
-21125,-232825,139.60491238,33.90091599,83.1,970.9,-9999.0,996.9
-21115,-232825,139.60502050,33.90091619,81.5,975.0,-9999.0,1001.2
-21545,-232835,139.60037127,33.90081733,78.1,979.7,-9999.0,998.9
-21475,-232835,139.60112816,33.90081875,986.0,992.0,-9999.0,996.6
-21465,-232835,139.60123629,33.90081896,981.2,988.6,-9999.0,998.0
-21425,-232835,139.60166880,33.90081977,1202.8,-9999.0,-9999.0,1207.8
-21415,-232835,139.60177692,33.90081998,994.6,1003.4,-9999.0,1204.7
-21405,-232835,139.60188505,33.90082018,1001.5,-9999.0,-9999.0,1010.9
-21115,-232835,139.60502074,33.90082603,-9999.0,-9999.0,-9999.0,1004.7
-21105,-232835,139.60512887,33.90082623,992.4,-9999.0,-9999.0,1002.5
-21095,-232835,139.60523700,33.90082643,984.4,992.2,-9999.0,998.5
-21065,-232835,139.60556138,33.90082703,82.6,970.4,-9999.0,1002.0
-21555,-232845,139.60026339,33.90072696,79.4,977.8,-9999.0,1001.9
-21525,-232845,139.60058777,33.90072757,997.7,-9999.0,-9999.0,1005.3
-21075,-232845,139.60545349,33.90073667,983.2,992.8,-9999.0,1000.9
-21065,-232845,139.60556162,33.90073687,88.7,966.0,-9999.0,1002.4
-21055,-232845,139.60566975,33.90073707,85.8,965.2,-9999.0,1005.5
-21555,-232855,139.60026363,33.90063679,260.4,977.0,-9999.0,1000.2
-21065,-232855,139.60556186,33.90064670,992.5,1001.3,-9999.0,1005.9
-21055,-232855,139.60566999,33.90064690,90.5,965.5,-9999.0,1006.3
