X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-50725,-162635,139.28074594,34.53270324,2.9427
-50715,-162635,139.28085488,34.53270374,2.3931
-50775,-162645,139.28020187,34.53261063,5.5683
-50765,-162645,139.28031081,34.53261112,5.0198
-50755,-162645,139.28041974,34.53261162,5.1929
-50745,-162645,139.28052867,34.53261211,5.8226
-50735,-162645,139.28063761,34.53261260,6.2608
-50725,-162645,139.28074654,34.53261309,4.9496
-50715,-162645,139.28085547,34.53261359,2.9196
-50535,-162645,139.28281627,34.53262244,8.6514
-50525,-162645,139.28292521,34.53262293,13.6743
-50775,-162655,139.28020247,34.53252048,5.7440
-50765,-162655,139.28031140,34.53252097,4.9758
-50755,-162655,139.28042034,34.53252147,5.2104
-50745,-162655,139.28052927,34.53252196,6.9301
-50735,-162655,139.28063820,34.53252245,13.2492
-50535,-162655,139.28281687,34.53253229,9.2992
-50525,-162655,139.28292580,34.53253278,14.6247
-50775,-162665,139.28020307,34.53243033,5.8178
-50765,-162665,139.28031200,34.53243082,4.9828
-50755,-162665,139.28042093,34.53243132,5.1104
-50745,-162665,139.28052987,34.53243181,6.8474
-50735,-162665,139.28063880,34.53243230,12.8881
-50535,-162665,139.28281746,34.53244214,9.0744
-50525,-162665,139.28292639,34.53244263,8.2738
-50775,-162675,139.28020366,34.53234018,5.4281
-50765,-162675,139.28031260,34.53234067,5.1476
-50755,-162675,139.28042153,34.53234117,5.2398
-50745,-162675,139.28053046,34.53234166,6.4726
-50735,-162675,139.28063939,34.53234215,12.6929
-50535,-162675,139.28281805,34.53235199,9.0836
-50525,-162675,139.28292699,34.53235248,6.5356
-50515,-162675,139.28303592,34.53235297,9.5762
-51225,-162685,139.27530229,34.53222773,6.0432
-51215,-162685,139.27541122,34.53222823,5.4180
-51195,-162685,139.27562908,34.53222922,2.9271
-50785,-162685,139.28009533,34.53224954,4.9451
-50775,-162685,139.28020426,34.53225003,4.7205
-50765,-162685,139.28031319,34.53225052,5.3722
-50755,-162685,139.28042212,34.53225102,5.3115
-50745,-162685,139.28053106,34.53225151,5.5651
-50735,-162685,139.28063999,34.53225200,11.5711
-50535,-162685,139.28281865,34.53226184,9.4742
-50525,-162685,139.28292758,34.53226233,6.6025
-50515,-162685,139.28303651,34.53226282,7.5795
-50505,-162685,139.28314545,34.53226331,8.6905
-50495,-162685,139.28325438,34.53226381,9.9239
-51275,-162695,139.27475822,34.53213509,6.3729
-51265,-162695,139.27486716,34.53213559,6.3318
-51255,-162695,139.27497609,34.53213609,6.6399
-51235,-162695,139.27519395,34.53213708,6.5766
-51225,-162695,139.27530289,34.53213758,5.3351
-51215,-162695,139.27541182,34.53213808,4.9040
-51205,-162695,139.27552075,34.53213857,4.5581
-51195,-162695,139.27562968,34.53213907,2.4286
-50785,-162695,139.28009592,34.53215939,5.0020
-50775,-162695,139.28020485,34.53215988,4.5575
-50765,-162695,139.28031379,34.53216037,5.4757
-50755,-162695,139.28042272,34.53216087,5.3319
-50745,-162695,139.28053165,34.53216136,5.5799
-50735,-162695,139.28064059,34.53216185,11.4121
-50535,-162695,139.28281924,34.53217169,9.7277
-50525,-162695,139.28292817,34.53217218,7.3398
-50515,-162695,139.28303711,34.53217267,6.4549
-50505,-162695,139.28314604,34.53217316,6.3406
-50495,-162695,139.28325497,34.53217365,7.3629
