X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-6995,-391135,139.75891437,32.47356139,1866.0,1868.2,1870.7,2170.2
-6985,-391135,139.75902076,32.47356146,1758.3,1866.8,1869.6,2170.5
-6975,-391135,139.75912714,32.47356152,157.6,1743.2,1868.8,2171.1
-7015,-391145,139.75870166,32.47347108,1863.7,1865.7,1867.5,2170.9
-7005,-391145,139.75880805,32.47347115,1866.4,1868.3,1870.0,2168.9
-6995,-391145,139.75891444,32.47347121,1870.2,1871.8,1873.2,2169.6
-6985,-391145,139.75902083,32.47347127,1875.2,2165.2,2165.7,2168.4
-6975,-391145,139.75912722,32.47347133,1871.8,1874.6,1879.9,2169.2
-7035,-391155,139.75848896,32.47338077,1865.7,1867.5,1869.3,2170.6
-7025,-391155,139.75859535,32.47338083,1867.7,1869.5,1870.9,2170.9
-7015,-391155,139.75870174,32.47338090,1871.4,1872.7,1874.2,2170.6
-7005,-391155,139.75880813,32.47338096,2164.9,2165.4,2166.0,2168.1
-6995,-391155,139.75891452,32.47338102,2167.0,2167.9,-9999.0,2169.2
-6985,-391155,139.75902090,32.47338109,2168.4,-9999.0,-9999.0,2169.9
-6975,-391155,139.75912729,32.47338115,2167.6,2413.6,-9999.0,2415.2
-6965,-391155,139.75923368,32.47338121,1870.6,1873.4,1876.0,2176.8
-7055,-391165,139.75827626,32.47329046,2163.9,2164.4,2164.9,2174.8
-7045,-391165,139.75838265,32.47329052,1879.4,1882.7,2165.1,2173.3
-7035,-391165,139.75848904,32.47329059,2165.6,2166.4,2167.4,2170.1
-7025,-391165,139.75859542,32.47329065,2170.2,-9999.0,-9999.0,2170.4
-6965,-391165,139.75923375,32.47329103,2176.5,2188.5,-9999.0,2190.8
-6955,-391165,139.75934014,32.47329109,1875.8,1878.5,1881.0,2188.6
-6945,-391165,139.75944653,32.47329115,1872.0,1874.8,1877.1,2183.7
-6955,-391175,139.75934022,32.47320091,2174.9,2176.3,2181.7,2185.8
-6945,-391175,139.75944661,32.47320097,1895.0,2174.8,2177.4,2183.5
-6935,-391175,139.75955299,32.47320103,1879.2,1882.2,1892.2,2183.9
-7095,-391185,139.75785086,32.47310984,167.1,1271.6,1859.1,2169.9
-6935,-391185,139.75955307,32.47311085,1884.7,1894.5,1897.4,1901.1
-6925,-391185,139.75965946,32.47311091,1757.0,1877.7,1880.3,2191.5
-7125,-391195,139.75753177,32.47301946,1854.0,1857.5,1862.1,2174.7
-7115,-391195,139.75763816,32.47301953,167.8,1274.7,1859.1,2173.2
-7105,-391195,139.75774454,32.47301959,1858.1,1859.8,1861.6,2171.9
-6935,-391195,139.75955314,32.47302066,1899.2,2192.3,2195.2,2195.5
-6925,-391195,139.75965953,32.47302072,1881.4,1883.5,1886.1,2189.7
-6915,-391195,139.75976592,32.47302079,162.4,1739.3,1879.2,2190.1
-7175,-391205,139.75699990,32.47292896,1845.0,1848.1,1851.5,2182.3
-7165,-391205,139.75710629,32.47292902,1851.3,1855.7,1866.0,2176.6
-7155,-391205,139.75721268,32.47292908,1855.8,1860.2,1864.8,2178.0
-7145,-391205,139.75731907,32.47292915,1274.8,1853.6,1856.7,2179.3
-7135,-391205,139.75742545,32.47292921,1854.2,1857.2,1860.2,2175.4
-7125,-391205,139.75753184,32.47292928,1877.2,1879.3,1882.4,2175.7
-6925,-391205,139.75965960,32.47293054,1886.8,1888.7,1890.3,2187.1
-6915,-391205,139.75976599,32.47293060,1881.2,1883.4,1885.6,2188.4
-6905,-391205,139.75987238,32.47293067,1879.5,1881.7,1883.5,2189.4
-7205,-391215,139.75668082,32.47283858,151.3,1746.2,1844.4,2186.8
-7195,-391215,139.75678720,32.47283864,190.4,1841.2,1845.6,2182.2
-7185,-391215,139.75689359,32.47283871,1844.5,1847.3,1851.0,2181.2
-7175,-391215,139.75699998,32.47283877,1860.5,1864.7,1870.2,2181.2
-7165,-391215,139.75710637,32.47283884,2175.9,2177.7,-9999.0,2180.9
-7155,-391215,139.75721275,32.47283890,2174.4,2176.4,2178.4,2180.2
-7145,-391215,139.75731914,32.47283896,2173.4,2175.4,2177.7,2179.4
-6915,-391215,139.75976606,32.47284042,2188.2,2190.2,-9999.0,2191.4
-6905,-391215,139.75987245,32.47284048,2180.7,2182.4,2184.3,2187.4
-6895,-391215,139.75997884,32.47284054,1884.8,1886.8,1888.8,2187.6
-6885,-391215,139.76008523,32.47284060,1880.0,1882.8,1885.1,2187.7
-7205,-391225,139.75668089,32.47274839,1843.2,1846.8,1850.4,2185.6
-7195,-391225,139.75678728,32.47274846,1861.0,1865.2,1873.7,2185.4
-7185,-391225,139.75689367,32.47274852,1889.8,1893.5,-9999.0,2184.4
-6895,-391225,139.75997891,32.47275036,2181.8,2183.5,-9999.0,2186.8
-6885,-391225,139.76008530,32.47275042,1887.4,1890.4,1893.7,1913.3
-7215,-391235,139.75657458,32.47265814,1849.2,1853.1,1856.3,1903.3
-6885,-391235,139.76008537,32.47266024,1894.4,1896.6,1899.5,1911.1
-6875,-391235,139.76019176,32.47266030,1884.0,1886.4,1888.5,1911.5
-6865,-391235,139.76029815,32.47266036,1738.5,1748.8,1886.5,2193.7
-6885,-391245,139.76008545,32.47257005,1902.0,1904.5,-9999.0,1908.0
-6875,-391245,139.76019183,32.47257011,1890.7,1892.5,1895.0,2191.2
-6865,-391245,139.76029822,32.47257018,1888.1,1890.0,1891.8,2191.6
-6855,-391245,139.76040461,32.47257024,1885.3,1887.8,1889.8,2195.0
-6855,-391255,139.76040468,32.47248005,1892.1,1893.7,1895.2,2195.6
-6835,-391265,139.76061753,32.47238999,1894.2,1896.5,1898.3,2195.8
-7275,-391275,139.75593656,32.47229702,1859.5,1863.4,-9999.0,1878.1
-7285,-391285,139.75583025,32.47220677,1836.2,1839.5,1843.1,1875.4
-7295,-391295,139.75572394,32.47211652,1827.1,1831.3,1836.4,1876.5
-6795,-391295,139.76104329,32.47211968,1892.8,1895.2,1897.2,2604.2
-6785,-391295,139.76114968,32.47211975,159.9,1738.5,1892.0,2602.6
-6795,-391305,139.76104337,32.47202950,1919.0,2602.9,-9999.0,2604.6
-6785,-391305,139.76114975,32.47202956,1894.2,1896.8,1898.9,2601.6
-6775,-391305,139.76125614,32.47202962,160.2,1738.8,1892.8,2600.7
-7315,-391315,139.75551132,32.47193602,1850.2,1854.8,1863.2,1875.2
-6785,-391315,139.76114983,32.47193938,1901.8,1903.2,1904.8,2601.0
-6775,-391315,139.76125621,32.47193944,1893.9,1896.8,1899.2,2599.3
