X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-21445,-232785,139.60145132,33.90127018,3.2690
-21145,-232805,139.60469564,33.90109592,1.3053
-21335,-232815,139.60264146,33.90100192,3.4401
-21325,-232815,139.60274958,33.90100213,3.0035
-21315,-232815,139.60285771,33.90100233,2.5053
-21305,-232815,139.60296584,33.90100253,2.7492
-21295,-232815,139.60307397,33.90100273,2.5042
-21285,-232815,139.60318209,33.90100293,2.6258
-21275,-232815,139.60329022,33.90100314,1.6613
-21265,-232815,139.60339835,33.90100334,1.0347
-21255,-232815,139.60350648,33.90100354,1.9110
-21245,-232815,139.60361460,33.90100374,3.3570
-21235,-232815,139.60372273,33.90100394,2.6724
-21225,-232815,139.60383086,33.90100415,3.8466
-21215,-232815,139.60393899,33.90100435,3.9692
-21195,-232815,139.60415524,33.90100475,4.1554
-21185,-232815,139.60426337,33.90100495,3.7810
-21175,-232815,139.60437150,33.90100515,3.9941
-21385,-232825,139.60210106,33.90091075,4.0337
-21355,-232825,139.60242544,33.90091136,3.5557
-21345,-232825,139.60253357,33.90091156,3.1452
-21335,-232825,139.60264170,33.90091176,2.1897
-21325,-232825,139.60274983,33.90091196,1.5844
-21315,-232825,139.60285795,33.90091217,1.2092
-21305,-232825,139.60296608,33.90091237,0.4684
-21245,-232825,139.60361485,33.90091358,0.2088
-21235,-232825,139.60372297,33.90091378,1.4892
-21225,-232825,139.60383110,33.90091398,2.1152
-21215,-232825,139.60393923,33.90091418,1.7822
-21205,-232825,139.60404736,33.90091439,3.2574
-21195,-232825,139.60415548,33.90091459,2.4506
-21185,-232825,139.60426361,33.90091479,2.0362
-21175,-232825,139.60437174,33.90091499,2.3245
-21165,-232825,139.60447987,33.90091519,3.2221
-21125,-232825,139.60491238,33.90091599,4.3428
-21115,-232825,139.60502050,33.90091619,4.3367
-21545,-232835,139.60037127,33.90081733,4.1592
-21475,-232835,139.60112816,33.90081875,3.7921
-21465,-232835,139.60123629,33.90081896,3.8891
-21455,-232835,139.60134441,33.90081916,2.6828
-21445,-232835,139.60145254,33.90081937,2.8020
-21435,-232835,139.60156067,33.90081957,2.6867
-21425,-232835,139.60166880,33.90081977,2.9673
-21415,-232835,139.60177692,33.90081998,3.2560
-21405,-232835,139.60188505,33.90082018,3.0789
-21395,-232835,139.60199318,33.90082038,2.8134
-21385,-232835,139.60210131,33.90082058,1.9425
-21375,-232835,139.60220943,33.90082079,2.2624
-21365,-232835,139.60231756,33.90082099,1.7290
-21355,-232835,139.60242569,33.90082119,0.0000
-21345,-232835,139.60253381,33.90082140,0.8452
-21335,-232835,139.60264194,33.90082160,0.0660
-21205,-232835,139.60404760,33.90082422,0.6759
-21195,-232835,139.60415573,33.90082442,0.5981
-21175,-232835,139.60437198,33.90082483,0.5225
-21165,-232835,139.60448011,33.90082503,1.5705
-21135,-232835,139.60480449,33.90082563,2.3683
-21125,-232835,139.60491262,33.90082583,2.6949
-21115,-232835,139.60502074,33.90082603,3.2632
-21105,-232835,139.60512887,33.90082623,3.4130
-21095,-232835,139.60523700,33.90082643,3.6083
-21065,-232835,139.60556138,33.90082703,4.1780
-21555,-232845,139.60026339,33.90072696,4.6383
-21545,-232845,139.60037151,33.90072716,3.3717
-21535,-232845,139.60047964,33.90072737,2.9726
-21525,-232845,139.60058777,33.90072757,3.5120
-21515,-232845,139.60069589,33.90072778,3.3175
-21505,-232845,139.60080402,33.90072798,3.1384
-21495,-232845,139.60091215,33.90072818,2.7066
-21485,-232845,139.60102028,33.90072839,1.4861
-21475,-232845,139.60112840,33.90072859,1.8619
-21465,-232845,139.60123653,33.90072879,1.8315
-21455,-232845,139.60134466,33.90072900,1.4490
-21445,-232845,139.60145279,33.90072920,0.6602
-21095,-232845,139.60523724,33.90073627,0.9314
-21085,-232845,139.60534537,33.90073647,2.2852
-21075,-232845,139.60545349,33.90073667,3.5949
-21065,-232845,139.60556162,33.90073687,4.1864
-21055,-232845,139.60566975,33.90073707,4.3705
-21555,-232855,139.60026363,33.90063679,4.1390
-21545,-232855,139.60037176,33.90063700,2.2614
-21535,-232855,139.60047988,33.90063720,1.6118
-21505,-232855,139.60080427,33.90063782,0.0504
-21495,-232855,139.60091239,33.90063802,0.3365
-21485,-232855,139.60102052,33.90063822,0.0347
-21475,-232855,139.60112865,33.90063843,0.0000
-21465,-232855,139.60123677,33.90063863,0.7272
-21085,-232855,139.60534561,33.90064630,0.7566
-21075,-232855,139.60545373,33.90064650,2.0838
-21065,-232855,139.60556186,33.90064670,3.4619
-21055,-232855,139.60566999,33.90064690,4.5000
-21575,-232865,139.60004762,33.90054622,4.3643
-21565,-232865,139.60015575,33.90054643,3.8697
-21555,-232865,139.60026388,33.90054663,2.7545
-21075,-232865,139.60545397,33.90055634,0.7048
-21065,-232865,139.60556210,33.90055654,1.6543
-21055,-232865,139.60567023,33.90055674,2.9951
-21045,-232865,139.60577835,33.90055694,3.8814
-21035,-232865,139.60588648,33.90055714,3.9929
-21025,-232865,139.60599461,33.90055734,4.3886
-21585,-232875,139.59993974,33.90045585,3.7518
-21575,-232875,139.60004787,33.90045606,2.2153
-21565,-232875,139.60015599,33.90045626,0.7747
-21065,-232875,139.60556234,33.90046638,0.2552
-21055,-232875,139.60567047,33.90046658,1.2665
-21045,-232875,139.60577859,33.90046678,2.5981
-21035,-232875,139.60588672,33.90046698,3.1641
-21025,-232875,139.60599485,33.90046718,4.2494
-21595,-232885,139.59983186,33.90036549,4.0435
-21585,-232885,139.59993999,33.90036569,1.4351
-21575,-232885,139.60004811,33.90036590,0.3838
-21035,-232885,139.60588696,33.90037682,1.5606
-21025,-232885,139.60599509,33.90037701,2.5817
-21015,-232885,139.60610321,33.90037721,3.7480
-21005,-232885,139.60621134,33.90037741,4.2496
-21615,-232895,139.59961585,33.90027491,3.6202
-21605,-232895,139.59972398,33.90027512,3.2098
-21595,-232895,139.59983211,33.90027532,2.3696
-21585,-232895,139.59994023,33.90027553,0.6753
-21015,-232895,139.60610345,33.90028705,0.6559
-21005,-232895,139.60621158,33.90028725,2.9250
-20995,-232895,139.60631971,33.90028745,4.1816
-20985,-232895,139.60642783,33.90028765,4.9492
-21625,-232905,139.59950797,33.90018455,4.4488
