X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-50695,-173915,139.28174248,34.43101456,0.3669
-50735,-173935,139.28130846,34.43083230,0.0083
-50685,-173935,139.28185247,34.43083475,1.0363
-50965,-173945,139.27880664,34.43073083,0.0866
-50775,-173965,139.28087504,34.43055988,1.4685
-50765,-173965,139.28098384,34.43056037,0.8818
-50755,-173965,139.28109264,34.43056086,0.0605
-50775,-173975,139.28087563,34.43046973,0.6231
-50555,-174045,139.28327338,34.42984945,0.5742
-50535,-174085,139.28349334,34.42948983,0.9588
-50515,-174125,139.28371330,34.42913020,0.6631
-50515,-174135,139.28371389,34.42904005,0.3052
-50515,-174145,139.28371448,34.42894989,0.6353
-50515,-174155,139.28371507,34.42885974,0.4647
-50505,-174165,139.28382446,34.42877008,0.5152
-50495,-174175,139.28393385,34.42868042,1.1543
-50795,-174195,139.28067109,34.42848541,1.6209
-50795,-174205,139.28067168,34.42839526,0.7238
-50815,-174265,139.28045765,34.42785336,0.5308
-50805,-174315,139.28056941,34.42740310,0.6407
-50805,-174325,139.28057000,34.42731294,0.9137
-50805,-174355,139.28057178,34.42704249,0.5754
-50795,-174365,139.28068117,34.42695283,1.4648
-50795,-174375,139.28068177,34.42686268,1.9735
-50785,-174385,139.28079116,34.42677302,0.7207
-50775,-174405,139.28090114,34.42659321,0.5053
-50775,-174415,139.28090173,34.42650305,1.5324
-50775,-174425,139.28090232,34.42641290,1.3297
-50765,-174425,139.28101112,34.42641339,0.1627
-50765,-174435,139.28101171,34.42632324,0.5952
-50765,-174445,139.28101230,34.42623309,1.0236
-50755,-174455,139.28112169,34.42614343,0.0594
-50745,-174455,139.28123049,34.42614392,0.9090
-50755,-174465,139.28112229,34.42605328,0.3037
-50745,-174465,139.28123108,34.42605377,1.4931
-50085,-174465,139.28841155,34.42608597,1.0530
-50735,-174475,139.28134047,34.42596411,0.4745
-50735,-174485,139.28134106,34.42587396,0.7934
-50735,-174495,139.28134165,34.42578381,0.8062
-50725,-174505,139.28145104,34.42569415,0.6658
-50725,-174515,139.28145163,34.42560399,0.7913
-50725,-174525,139.28145222,34.42551384,0.8722
-50715,-174525,139.28156102,34.42551433,0.2876
-50725,-174535,139.28145282,34.42542369,1.5877
-50715,-174535,139.28156161,34.42542418,0.8917
-50725,-174545,139.28145341,34.42533354,1.8344
-50715,-174545,139.28156220,34.42533403,0.6798
-50715,-174555,139.28156280,34.42524388,1.0572
-50715,-174565,139.28156339,34.42515373,1.9043
-50705,-174565,139.28167218,34.42515422,0.7591
-50705,-174575,139.28167277,34.42506407,1.2315
-50705,-174585,139.28167337,34.42497391,0.9870
-50705,-174595,139.28167396,34.42488376,0.9856
-50705,-174605,139.28167455,34.42479361,1.4657
-50695,-174605,139.28178334,34.42479410,0.0328
-50705,-174615,139.28167514,34.42470346,1.7654
-50695,-174615,139.28178394,34.42470395,0.4208
-50695,-174625,139.28178453,34.42461380,0.6514
-50695,-174635,139.28178512,34.42452365,0.6712
-50695,-174645,139.28178571,34.42443349,0.9471
-50695,-174655,139.28178630,34.42434334,0.8170
-50695,-174665,139.28178690,34.42425319,1.3441
-50695,-174675,139.28178749,34.42416304,1.6360
-50685,-174675,139.28189628,34.42416353,0.4714
-50695,-174685,139.28178808,34.42407289,1.8351
-50685,-174685,139.28189687,34.42407338,0.7622
-50695,-174695,139.28178867,34.42398274,1.8247
-50685,-174695,139.28189746,34.42398323,0.5763
-50695,-174705,139.28178926,34.42389258,1.5530
-50685,-174705,139.28189806,34.42389307,0.2776
-50695,-174715,139.28178986,34.42380243,1.7286
-50685,-174715,139.28189865,34.42380292,0.1055
-50695,-174725,139.28179045,34.42371228,1.4254
-50685,-174725,139.28189924,34.42371277,0.0010
-50695,-174735,139.28179104,34.42362213,1.3118
-50685,-174735,139.28189983,34.42362262,0.1485
-50695,-174745,139.28179163,34.42353198,1.2455
-50695,-174755,139.28179222,34.42344183,1.1421
-50695,-174765,139.28179282,34.42335167,1.1425
-50695,-174775,139.28179341,34.42326152,1.1085
-50695,-174785,139.28179400,34.42317137,0.9592
-50705,-174795,139.28168580,34.42308073,2.0942
-50695,-174795,139.28179459,34.42308122,0.8248
-50705,-174805,139.28168639,34.42299058,1.9586
-50695,-174805,139.28179518,34.42299107,0.6079
-50715,-174815,139.28157820,34.42289993,2.3053
-50705,-174815,139.28168699,34.42290042,1.8388
-50695,-174815,139.28179578,34.42290091,0.3543
-50715,-174825,139.28157879,34.42280978,2.2768
-50705,-174825,139.28168758,34.42281027,1.6854
-50695,-174825,139.28179637,34.42281076,0.0358
-50715,-174835,139.28157938,34.42271963,2.1304
-50705,-174835,139.28168817,34.42272012,1.3944
-50715,-174845,139.28157997,34.42262948,1.9234
-50705,-174845,139.28168876,34.42262997,1.2851
-50715,-174855,139.28158056,34.42253933,1.6272
-50705,-174855,139.28168935,34.42253982,0.6792
-50715,-174865,139.28158116,34.42244917,1.0710
-50715,-174875,139.28158175,34.42235902,1.2139
-50715,-174885,139.28158234,34.42226887,0.5474
-50725,-174905,139.28147474,34.42208808,1.9077
-50725,-174915,139.28147533,34.42199793,1.5062
-50725,-174925,139.28147592,34.42190777,0.3846
-50725,-174935,139.28147651,34.42181762,0.5017
-50735,-174945,139.28136832,34.42172698,1.9374
-50735,-174955,139.28136891,34.42163683,1.6192
-50735,-174965,139.28136950,34.42154668,1.4056
-50735,-174975,139.28137009,34.42145652,0.8271
-50735,-174985,139.28137069,34.42136637,0.3033
-49825,-174985,139.29127048,34.42141065,0.7770
-49815,-174985,139.29137927,34.42141113,1.2869
-50745,-174995,139.28126249,34.42127573,2.0802
-49825,-174995,139.29127106,34.42132050,0.4634
-50745,-175005,139.28126308,34.42118558,1.6690
-50745,-175015,139.28126367,34.42109543,1.9325
-50745,-175025,139.28126427,34.42100527,1.0953
-50755,-175035,139.28115607,34.42091463,2.5038
-50745,-175035,139.28126486,34.42091512,0.3471
-50755,-175045,139.28115666,34.42082448,2.0673
-50755,-175055,139.28115726,34.42073433,1.6994
-50755,-175065,139.28115785,34.42064418,1.0428
-50765,-175075,139.28104965,34.42055353,2.4790
-50765,-175085,139.28105025,34.42046338,1.8486
-50765,-175095,139.28105084,34.42037323,1.4123
-50775,-175105,139.28094265,34.42028259,1.8913
-50775,-175115,139.28094324,34.42019244,2.0518
-50775,-175125,139.28094383,34.42010228,1.1662
-50785,-175135,139.28083564,34.42001164,2.0710
-50785,-175145,139.28083623,34.41992149,1.6177
-50795,-175155,139.28072804,34.41983085,2.1877
-50785,-175155,139.28083682,34.41983134,1.0325
-50795,-175165,139.28072863,34.41974069,2.1084
-50785,-175165,139.28083742,34.41974119,0.3158
-50795,-175175,139.28072922,34.41965054,1.4897
-50805,-175185,139.28062103,34.41955990,1.8314
-50795,-175185,139.28072981,34.41956039,0.6098
-50815,-175195,139.28051284,34.41946926,2.2212
-50805,-175195,139.28062162,34.41946975,1.3697
-50815,-175205,139.28051343,34.41937910,1.7449
-50805,-175205,139.28062221,34.41937960,0.7164
-50825,-175215,139.28040524,34.41928846,2.0705
-50815,-175215,139.28051402,34.41928895,1.1452
-50835,-175225,139.28029704,34.41919782,2.1965
-50825,-175225,139.28040583,34.41919831,1.7152
-50815,-175225,139.28051462,34.41919880,0.5825
-50845,-175235,139.28018885,34.41910717,2.0772
-50835,-175235,139.28029764,34.41910766,1.7259
-50825,-175235,139.28040642,34.41910816,1.2689
-50815,-175235,139.28051521,34.41910865,0.3544
-50845,-175245,139.28018944,34.41901702,1.9862
-50835,-175245,139.28029823,34.41901751,1.0508
-50825,-175245,139.28040702,34.41901800,0.6640
-50845,-175255,139.28019004,34.41892687,1.3985
-50835,-175255,139.28029882,34.41892736,0.4016
-50855,-175265,139.28008185,34.41883623,1.4339
-50845,-175265,139.28019063,34.41883672,0.7699
-49825,-175265,139.29128677,34.41888639,0.7415
-50875,-175275,139.27986487,34.41874509,2.2384
-50865,-175275,139.27997365,34.41874558,1.7843
-50855,-175275,139.28008244,34.41874607,1.3657
-50845,-175275,139.28019123,34.41874657,1.3013
-50835,-175275,139.28030001,34.41874706,0.4889
-50875,-175285,139.27986546,34.41865494,2.0801
-50865,-175285,139.27997425,34.41865543,1.6229
-50855,-175285,139.28008303,34.41865592,1.1265
-50845,-175285,139.28019182,34.41865641,0.6150
-49665,-175285,139.29302850,34.41871379,0.3208
-50885,-175295,139.27975727,34.41856429,2.1284
-50875,-175295,139.27986606,34.41856479,1.5690
-50865,-175295,139.27997484,34.41856528,1.0826
-50855,-175295,139.28008363,34.41856577,1.0323
-50885,-175305,139.27975787,34.41847414,1.9159
-50875,-175305,139.27986665,34.41847463,1.1797
-50865,-175305,139.27997544,34.41847513,0.8262
-50855,-175305,139.28008422,34.41847562,0.8771
-50885,-175315,139.27975846,34.41838399,1.7272
-50875,-175315,139.27986725,34.41838448,0.7891
-50865,-175315,139.27997603,34.41838497,0.5494
-50855,-175315,139.28008482,34.41838547,0.6678
-50895,-175325,139.27965027,34.41829335,2.0791
-50885,-175325,139.27975905,34.41829384,1.3027
-50875,-175325,139.27986784,34.41829433,0.3115
