X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-6995,-315065,139.75834030,33.15955524,0.6486
-6985,-315065,139.75844751,33.15955530,0.1239
-6965,-315065,139.75866192,33.15955543,0.3906
-7015,-315075,139.75812595,33.15946493,0.9431
-7005,-315075,139.75823316,33.15946500,0.4446
-7045,-315085,139.75780440,33.15937456,1.0662
-7035,-315085,139.75791161,33.15937463,0.6888
-7065,-315095,139.75759006,33.15928426,0.3424
-6865,-315095,139.75973424,33.15928554,0.3377
-6855,-315095,139.75984145,33.15928561,0.3922
-6725,-315095,139.76123517,33.15928642,0.4040
-6845,-315105,139.75994874,33.15919550,1.0230
-6785,-315105,139.76059199,33.15919587,0.2232
-6685,-315105,139.76166408,33.15919649,0.1468
-6665,-315105,139.76187850,33.15919662,0.9402
-6645,-315105,139.76209292,33.15919674,0.7982
-6625,-315115,139.76230741,33.15910669,0.2617
-6615,-315115,139.76241462,33.15910675,0.6037
-6595,-315115,139.76262903,33.15910687,0.2328
-7095,-315125,139.75726867,33.15901354,0.3158
-6835,-315125,139.76005610,33.15901521,0.5211
-6815,-315125,139.76027051,33.15901534,1.0290
-6805,-315125,139.76037772,33.15901540,1.3407
-6815,-315135,139.76027059,33.15892516,0.2104
-6805,-315135,139.76037780,33.15892522,0.8623
-5755,-315135,139.77163471,33.15893131,1.0651
-5745,-315135,139.77174192,33.15893136,1.2350
-7095,-315145,139.75726883,33.15883319,0.3622
-6505,-315145,139.76359413,33.15883689,0.5082
-6495,-315145,139.76370134,33.15883695,0.7658
-5775,-315145,139.77142035,33.15884103,1.3166
-5765,-315145,139.77152756,33.15884108,1.2672
-5755,-315145,139.77163477,33.15884114,1.2986
-5745,-315145,139.77174198,33.15884119,1.2714
-5715,-315145,139.77206361,33.15884135,1.2209
-5705,-315145,139.77217081,33.15884140,1.2260
-7095,-315155,139.75726890,33.15874302,0.6036
-7085,-315155,139.75737611,33.15874308,0.1997
-6495,-315155,139.76370141,33.15874678,0.0487
-6485,-315155,139.76380862,33.15874684,0.1902
-5775,-315155,139.77142042,33.15875086,0.9891
-5765,-315155,139.77152763,33.15875091,1.4100
-5755,-315155,139.77163483,33.15875096,1.3420
-5745,-315155,139.77174204,33.15875101,1.2797
-5715,-315155,139.77206367,33.15875117,1.2975
-5705,-315155,139.77217088,33.15875123,1.4555
-5695,-315155,139.77227808,33.15875128,1.3411
-7115,-315165,139.75705456,33.15865271,1.0735
-7105,-315165,139.75716177,33.15865278,0.5597
-7095,-315165,139.75726898,33.15865284,0.1553
-6455,-315165,139.76413031,33.15865684,0.0450
-5775,-315165,139.77142048,33.15866068,1.3055
