X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
12235,79455,142.12297459,26.71716325,1895.7,-9999.0,-9999.0,28242.6
12245,79455,142.12307510,26.71716317,2276.2,-9999.0,-9999.0,27567.9
12305,79455,142.12367816,26.71716264,4647.8,24145.7,-9999.0,25445.8
12245,79445,142.12307500,26.71707290,1878.2,-9999.0,-9999.0,27570.7
12285,79445,142.12347704,26.71707255,2918.1,-9999.0,-9999.0,28509.4
12295,79445,142.12357755,26.71707247,2978.3,-9999.0,-9999.0,25404.3
11945,79435,142.12005960,26.71698522,2280.9,-9999.0,-9999.0,28257.8
12285,79435,142.12347695,26.71698229,2633.2,-9999.0,-9999.0,9528.2
12295,79435,142.12357746,26.71698220,2924.3,-9999.0,-9999.0,9528.0
12305,79435,142.12367797,26.71698212,2989.9,-9999.0,-9999.0,28517.4
11945,79425,142.12005951,26.71689496,2574.6,-9999.0,-9999.0,41243.4
12285,79425,142.12347685,26.71689203,2453.3,-9999.0,-9999.0,9523.6
12295,79425,142.12357736,26.71689194,2977.7,-9999.0,-9999.0,27088.5
11895,79415,142.11955686,26.71680512,-9999.0,-9999.0,-9999.0,34317.0
12285,79415,142.12347675,26.71680177,2583.9,-9999.0,-9999.0,9522.2
12295,79415,142.12357726,26.71680168,2979.9,-9999.0,-9999.0,9516.3
12285,79405,142.12347665,26.71671151,2977.7,-9999.0,-9999.0,9518.7
12125,79395,142.12186840,26.71662263,2248.6,-9999.0,-9999.0,17188.3
12285,79395,142.12347656,26.71662124,2977.7,-9999.0,-9999.0,9520.5
12235,79385,142.12297391,26.71653142,1484.5,15962.2,-9999.0,19087.7
12275,79385,142.12337595,26.71653107,2971.7,-9999.0,-9999.0,9527.3
12225,79375,142.12287330,26.71644124,1824.4,-9999.0,-9999.0,19085.9
12235,79375,142.12297381,26.71644116,1820.7,-9999.0,-9999.0,19089.7
12225,79365,142.12287321,26.71635098,1909.4,-9999.0,-9999.0,19086.2
12235,79365,142.12297372,26.71635089,1815.4,-9999.0,-9999.0,19089.3
12225,79355,142.12287311,26.71626072,1915.3,-9999.0,-9999.0,15951.8
12235,79355,142.12297362,26.71626063,2207.4,-9999.0,-9999.0,15954.4
12245,79355,142.12307413,26.71626054,2305.4,-9999.0,-9999.0,15954.4
12205,79345,142.12267200,26.71617063,9265.7,-9999.0,-9999.0,15947.9
12225,79345,142.12287301,26.71617046,2614.0,-9999.0,-9999.0,15948.3
12195,79335,142.12257139,26.71608045,1920.1,-9999.0,-9999.0,15954.3
12115,79295,142.12176693,26.71572010,2278.2,-9999.0,-9999.0,19303.8
12035,79275,142.12096267,26.71554026,2426.1,-9999.0,-9999.0,17204.3
12215,79235,142.12277144,26.71517766,1588.3,-9999.0,-9999.0,17225.2
12225,79235,142.12287195,26.71517757,2476.7,-9999.0,-9999.0,15948.2
12055,79215,142.12116311,26.71499851,9218.6,-9999.0,-9999.0,28313.0
12055,79205,142.12116302,26.71490825,9212.7,-9999.0,-9999.0,27177.3
12085,79205,142.12146454,26.71490799,2438.3,-9999.0,-9999.0,16131.1
12165,79185,142.12226841,26.71472678,2461.1,-9999.0,-9999.0,9494.9
12425,79155,142.12488133,26.71445372,9298.7,-9999.0,-9999.0,9524.8
12435,79155,142.12498184,26.71445363,9288.3,-9999.0,-9999.0,9517.9
12375,79145,142.12437869,26.71436390,2997.2,-9999.0,-9999.0,28313.1
12435,79145,142.12498174,26.71436337,9286.1,-9999.0,-9999.0,28272.7
12525,79145,142.12588631,26.71436257,3090.9,28672.5,-9999.0,29161.9
12535,79145,142.12598682,26.71436248,4654.4,28677.1,-9999.0,28798.5
12215,79115,142.12277028,26.71409451,2189.7,-9999.0,-9999.0,9489.1
12255,79115,142.12317231,26.71409416,2187.9,-9999.0,-9999.0,9488.1
12265,79115,142.12327282,26.71409407,2188.7,-9999.0,-9999.0,9485.5
12555,79115,142.12618754,26.71409151,4630.3,-9999.0,-9999.0,29007.8
12465,79065,142.12528247,26.71364100,1890.9,-9999.0,-9999.0,27123.2
12485,79035,142.12548319,26.71337004,2788.7,-9999.0,-9999.0,28308.0
12495,79035,142.12558370,26.71336995,2790.7,-9999.0,-9999.0,10963.5
12515,79025,142.12578461,26.71327951,2769.4,-9999.0,-9999.0,28297.9
12195,79015,142.12256830,26.71319206,2177.8,-9999.0,-9999.0,9481.5
12255,79005,142.12317124,26.71310128,2148.2,-9999.0,-9999.0,9484.0
12545,79005,142.12608594,26.71309872,3006.2,-9999.0,-9999.0,28287.5
12235,78985,142.12297003,26.71292093,2181.1,-9999.0,-9999.0,9480.6
12245,78985,142.12307054,26.71292084,2176.7,-9999.0,-9999.0,9481.5
12565,78985,142.12628675,26.71291801,2794.5,-9999.0,-9999.0,28287.0
12245,78975,142.12307044,26.71283058,2170.5,-9999.0,-9999.0,9481.2
12575,78975,142.12638716,26.71282766,2657.3,-9999.0,-9999.0,29188.6
12585,78965,142.12648756,26.71273731,2741.6,-9999.0,-9999.0,29188.9
12595,78955,142.12658797,26.71264696,2790.0,-9999.0,-9999.0,29188.3
12605,78945,142.12668838,26.71255661,3385.3,-9999.0,-9999.0,9537.1
12605,78935,142.12668828,26.71246634,2737.0,-9999.0,-9999.0,9541.7
12605,78925,142.12668818,26.71237608,2741.4,-9999.0,-9999.0,9548.1
12605,78915,142.12668808,26.71228582,2771.4,-9999.0,-9999.0,9550.1
12595,78905,142.12658747,26.71219565,2961.1,-9999.0,-9999.0,9552.4
12595,78895,142.12658737,26.71210538,2272.5,-9999.0,-9999.0,9548.3
12595,78885,142.12658727,26.71201512,2750.3,-9999.0,-9999.0,9553.8
12605,78885,142.12668778,26.71201503,2756.9,-9999.0,-9999.0,9551.0
12195,78875,142.12256694,26.71192839,2372.9,-9999.0,-9999.0,27799.5
12595,78875,142.12658717,26.71192486,1873.8,-9999.0,-9999.0,29571.7
12605,78875,142.12668768,26.71192477,2755.4,-9999.0,-9999.0,9553.1
12615,78875,142.12678818,26.71192468,2758.7,-9999.0,-9999.0,9552.8
12625,78875,142.12688869,26.71192459,2761.4,-9999.0,-9999.0,9554.9
12625,78865,142.12688859,26.71183433,2753.3,-9999.0,-9999.0,28277.8
12655,78855,142.12719000,26.71174379,3084.5,-9999.0,-9999.0,28284.6
12645,78845,142.12708940,26.71165362,2649.3,-9999.0,-9999.0,28278.9
12665,78825,142.12729021,26.71147292,2659.5,-9999.0,-9999.0,28277.4
12665,78815,142.12729011,26.71138266,1867.1,-9999.0,-9999.0,15955.3
12205,78805,142.12266677,26.71129646,2376.0,-9999.0,-9999.0,19358.7
12665,78805,142.12729001,26.71129239,1777.7,-9999.0,-9999.0,15954.2
12115,78795,142.12176213,26.71120698,2705.6,-9999.0,-9999.0,26486.5
12125,78795,142.12186263,26.71120689,2220.6,-9999.0,-9999.0,41277.6
12175,78795,142.12236516,26.71120646,2393.8,-9999.0,-9999.0,19348.5
12205,78795,142.12266667,26.71120620,2199.4,-9999.0,-9999.0,19355.5
12665,78795,142.12728991,26.71120213,1591.5,-9999.0,-9999.0,19243.8
12125,78785,142.12186254,26.71111663,2701.8,-9999.0,-9999.0,41278.8
12135,78785,142.12196304,26.71111655,9222.6,-9999.0,-9999.0,19347.9
12185,78785,142.12246557,26.71111611,2188.6,-9999.0,-9999.0,19357.9
12665,78785,142.12728981,26.71111187,1483.6,19240.9,-9999.0,19243.5
12145,78775,142.12206345,26.71102620,2198.7,-9999.0,-9999.0,19352.3
12765,78775,142.12829476,26.71102070,2651.7,-9999.0,-9999.0,28343.0
12775,78775,142.12839526,26.71102061,2652.2,-9999.0,-9999.0,28338.7
12785,78775,142.12849577,26.71102052,3009.4,-9999.0,-9999.0,28334.7
12795,78775,142.12859627,26.71102043,4598.7,28304.4,-9999.0,28331.1
12145,78765,142.12206336,26.71093593,-9999.0,-9999.0,-9999.0,19320.1
12155,78765,142.12216386,26.71093585,2188.8,-9999.0,-9999.0,19357.8
12165,78765,142.12226437,26.71093576,2186.3,-9999.0,-9999.0,19360.3
12175,78765,142.12236487,26.71093568,1945.5,-9999.0,-9999.0,19366.2
12185,78765,142.12246538,26.71093559,8977.3,-9999.0,-9999.0,19363.3
12785,78765,142.12849566,26.71093026,2662.2,-9999.0,-9999.0,28338.0
12075,78755,142.12135973,26.71084628,2698.6,-9999.0,-9999.0,25746.5
12165,78735,142.12226408,26.71066497,1655.9,18004.6,-9999.0,18019.7
12175,78725,142.12236448,26.71057463,1644.5,18004.3,-9999.0,18018.3
12185,78725,142.12246499,26.71057454,1835.5,18002.1,-9999.0,18018.3
14095,78675,142.14166079,26.71010537,4616.5,-9999.0,-9999.0,28304.9
12155,78665,142.12216290,26.71003322,1856.2,-9999.0,-9999.0,17998.2
12165,78665,142.12226340,26.71003314,1855.2,-9999.0,-9999.0,17995.2
14125,78655,142.14196207,26.70992454,3071.1,-9999.0,-9999.0,9511.0
14135,78655,142.14206258,26.70992444,3070.0,-9999.0,-9999.0,9512.7
14115,78645,142.14186146,26.70983438,3074.7,-9999.0,-9999.0,9505.0
14125,78645,142.14196196,26.70983428,3068.0,-9999.0,-9999.0,9507.1
14165,78645,142.14236398,26.70983388,3083.6,-9999.0,-9999.0,9513.2
12785,78635,142.12849435,26.70975685,4092.7,-9999.0,-9999.0,10992.5
12795,78635,142.12859485,26.70975676,4093.9,-9999.0,-9999.0,10991.9
14095,78635,142.14166034,26.70974432,3140.9,-9999.0,-9999.0,9507.4
14115,78635,142.14186135,26.70974412,3140.9,-9999.0,-9999.0,9502.9
14125,78635,142.14196185,26.70974402,2711.0,-9999.0,-9999.0,9502.7
14135,78635,142.14206235,26.70974392,2715.6,-9999.0,-9999.0,9503.2
12785,78625,142.12849425,26.70966658,2966.9,-9999.0,-9999.0,26379.7
14115,78625,142.14186123,26.70965385,2716.0,-9999.0,-9999.0,28355.3
14125,78625,142.14196174,26.70965375,2710.0,-9999.0,-9999.0,9502.1
14135,78625,142.14206224,26.70965365,2716.1,-9999.0,-9999.0,9504.3
14145,78625,142.14216275,26.70965355,2774.1,-9999.0,-9999.0,9507.1
14895,78625,142.14970052,26.70964580,4629.6,-9999.0,-9999.0,26571.0
14135,78615,142.14206213,26.70956339,2313.4,-9999.0,-9999.0,9504.5
12245,78605,142.12306685,26.70949087,1852.9,9471.7,-9999.0,17991.0
12785,78605,142.12849404,26.70948606,2293.5,-9999.0,-9999.0,26380.8
12805,78605,142.12869505,26.70948588,2965.8,-9999.0,-9999.0,26375.8
12225,78595,142.12286575,26.70940078,2196.4,17975.7,-9999.0,17982.3
12915,78595,142.12980049,26.70939461,4644.2,-9999.0,-9999.0,26405.6
