X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-28195,-207945,139.52766369,34.12507027,88.8,1805.1,1919.8,8306.0
-28005,-207945,139.52972351,34.12507538,61.0,1821.4,1922.6,8234.4
-28225,-207955,139.52733879,34.12497931,96.8,1802.7,1916.1,8296.2
-28215,-207955,139.52744720,34.12497958,124.2,1806.5,1919.7,8296.3
-28205,-207955,139.52755561,34.12497985,95.2,1806.4,1919.2,8304.1
-28195,-207955,139.52766402,34.12498012,1734.1,1816.6,1933.1,8306.3
-28185,-207955,139.52777243,34.12498039,1738.2,1839.1,1937.6,6496.9
-28065,-207955,139.52907337,34.12498362,6477.8,6483.1,-9999.0,8234.0
-28055,-207955,139.52918178,34.12498388,6479.6,8230.9,-9999.0,8237.6
-28035,-207955,139.52939860,34.12498442,1873.3,1905.2,6472.5,8235.7
-28025,-207955,139.52950701,34.12498469,1852.8,1887.3,6468.8,8235.2
-28015,-207955,139.52961542,34.12498496,5855.0,6470.9,8231.4,8232.3
-28005,-207955,139.52972383,34.12498523,1907.2,1937.7,6478.0,8230.4
-27995,-207955,139.52983224,34.12498549,1846.8,1888.0,6465.6,8230.4
-27985,-207955,139.52994066,34.12498576,1881.8,1905.8,6470.1,8229.5
-27975,-207955,139.53004907,34.12498603,1863.5,1890.3,6467.8,8224.7
-27965,-207955,139.53015748,34.12498630,51.0,1825.3,1924.7,8225.8
-28675,-207965,139.52246061,34.12487689,127.0,1774.8,1902.8,7544.6
-28665,-207965,139.52256902,34.12487717,1858.0,1894.2,6498.1,7546.1
-28655,-207965,139.52267743,34.12487744,1388.6,1793.8,1909.1,7547.0
-28265,-207965,139.52690547,34.12488807,6479.0,6503.2,-9999.0,8286.5
-28255,-207965,139.52701388,34.12488834,1760.2,1842.6,1941.0,8296.9
-28245,-207965,139.52712229,34.12488861,1362.5,1810.6,1922.3,8293.0
-28235,-207965,139.52723070,34.12488888,1843.9,1872.2,5848.8,8293.3
-28225,-207965,139.52733911,34.12488915,1894.4,1930.9,6484.4,8296.5
-28215,-207965,139.52744752,34.12488942,1943.1,5853.0,-9999.0,8298.3
-28205,-207965,139.52755593,34.12488969,5849.9,6477.8,-9999.0,8301.4
-28195,-207965,139.52766434,34.12488996,6475.5,6485.1,-9999.0,6499.0
-28185,-207965,139.52777275,34.12489023,6475.5,6493.2,-9999.0,8228.5
-28175,-207965,139.52788117,34.12489050,6470.6,6476.6,-9999.0,8226.0
-28165,-207965,139.52798958,34.12489077,5844.0,6472.9,-9999.0,8224.1
-28155,-207965,139.52809799,34.12489104,5589.8,6471.1,-9999.0,8222.7
-28145,-207965,139.52820640,34.12489130,5586.6,5845.6,-9999.0,8222.0
-28135,-207965,139.52831481,34.12489157,1920.5,1945.2,6479.9,8226.8
-28125,-207965,139.52842322,34.12489184,1835.3,1873.6,5583.4,8224.7
-28115,-207965,139.52853163,34.12489211,1341.5,1828.8,1931.2,8222.9
-28105,-207965,139.52864004,34.12489238,92.0,1819.2,1920.2,8223.0
-28095,-207965,139.52874845,34.12489265,90.6,1819.3,1918.7,8222.2
-28085,-207965,139.52885687,34.12489292,91.8,1818.9,1915.8,6489.6
-28075,-207965,139.52896528,34.12489319,1881.0,1923.3,6475.1,8227.7
-28065,-207965,139.52907369,34.12489346,-9999.0,-9999.0,-9999.0,8248.1
-28055,-207965,139.52918210,34.12489373,7549.0,-9999.0,-9999.0,8252.1
-28045,-207965,139.52929051,34.12489399,-9999.0,-9999.0,-9999.0,8245.4
-28035,-207965,139.52939892,34.12489426,7549.2,-9999.0,-9999.0,7555.8
-28025,-207965,139.52950733,34.12489453,7540.9,-9999.0,-9999.0,7558.9
-28005,-207965,139.52972415,34.12489507,8233.9,-9999.0,-9999.0,8247.2
-27995,-207965,139.52983257,34.12489533,-9999.0,-9999.0,-9999.0,8225.4
-27965,-207965,139.53015780,34.12489614,6479.2,8219.2,-9999.0,8224.7
-27955,-207965,139.53026621,34.12489641,1940.5,6050.4,7498.2,8224.0
-27945,-207965,139.53037462,34.12489667,1841.3,1882.4,6053.4,8224.2
-27935,-207965,139.53048303,34.12489694,46.3,1826.8,1928.6,8228.0
-27925,-207965,139.53059144,34.12489721,43.7,1826.6,1929.9,8225.8
-27915,-207965,139.53069986,34.12489747,38.8,1828.1,1930.4,8227.5
-28785,-207975,139.52126842,34.12478371,1696.6,1798.1,1912.5,8262.8
-28775,-207975,139.52137683,34.12478399,142.5,1764.2,1899.8,8261.7
-28765,-207975,139.52148524,34.12478426,496.2,1770.5,1903.7,8260.8
-28755,-207975,139.52159365,34.12478454,140.8,1761.0,1897.1,8260.5
-28745,-207975,139.52170206,34.12478481,1755.3,1813.5,1952.4,8264.2
-28735,-207975,139.52181048,34.12478509,1908.6,6489.5,-9999.0,8262.7
-28725,-207975,139.52191889,34.12478536,6490.8,6497.1,-9999.0,8260.4
-28715,-207975,139.52202730,34.12478564,6490.8,6498.5,-9999.0,8262.4
-28705,-207975,139.52213571,34.12478591,8262.8,-9999.0,-9999.0,8270.0
-28635,-207975,139.52289458,34.12478783,1905.8,1951.4,6958.6,7551.4
-28625,-207975,139.52300300,34.12478811,1788.2,1843.2,1970.3,7551.6
-28265,-207975,139.52690579,34.12479791,6483.2,6965.1,-9999.0,6968.5
-28255,-207975,139.52701420,34.12479818,1808.1,1861.2,5840.9,6513.2
-28245,-207975,139.52712261,34.12479845,1855.2,1875.2,5850.6,8292.6
-28235,-207975,139.52723102,34.12479872,5844.9,5852.9,-9999.0,8294.5
-28225,-207975,139.52733943,34.12479899,6485.5,8297.0,-9999.0,8299.0
-28215,-207975,139.52744785,34.12479926,-9999.0,-9999.0,-9999.0,8299.8
-28125,-207975,139.52842354,34.12480168,6482.5,8224.2,-9999.0,8225.2
-28115,-207975,139.52853196,34.12480195,5845.9,5853.1,8219.0,8220.5
-28105,-207975,139.52864037,34.12480222,1944.8,5846.6,6484.1,8223.0
-28095,-207975,139.52874878,34.12480249,1914.0,1942.3,6476.6,8222.0
-28085,-207975,139.52885719,34.12480276,1901.5,1934.2,6475.5,6492.0
-28075,-207975,139.52896560,34.12480303,6482.2,-9999.0,-9999.0,8228.3
-28065,-207975,139.52907401,34.12480330,7552.0,-9999.0,-9999.0,8244.7
-28055,-207975,139.52918242,34.12480357,7542.4,7550.0,-9999.0,8241.5
-28045,-207975,139.52929083,34.12480383,6104.5,7543.0,-9999.0,8238.7
-28035,-207975,139.52939924,34.12480410,6097.1,6108.5,-9999.0,8249.8
-28025,-207975,139.52950766,34.12480437,6093.6,7537.6,-9999.0,8251.1
-28005,-207975,139.52972448,34.12480491,6085.1,6090.6,7531.8,8224.8
-27965,-207975,139.53015812,34.12480598,-9999.0,-9999.0,-9999.0,8240.0
-27955,-207975,139.53026653,34.12480625,7532.8,-9999.0,-9999.0,8240.8
-27945,-207975,139.53037494,34.12480651,7547.9,-9999.0,-9999.0,8240.5
-27935,-207975,139.53048335,34.12480678,6475.6,7013.0,-9999.0,8220.5
-27925,-207975,139.53059177,34.12480705,1906.4,1938.7,6475.1,8224.4
-27915,-207975,139.53070018,34.12480732,44.1,1827.5,1931.2,8226.7
-27905,-207975,139.53080859,34.12480758,38.4,1828.0,1929.2,8228.5
-28805,-207985,139.52105193,34.12469300,1799.4,1847.1,6506.2,8262.3
-28795,-207985,139.52116034,34.12469328,1749.3,1805.8,1922.9,8262.9
-28785,-207985,139.52126875,34.12469355,6496.6,7889.5,-9999.0,8261.8
-28615,-207985,139.52311174,34.12469822,6492.4,6509.6,-9999.0,7554.5
-28275,-207985,139.52679771,34.12470748,6478.8,6483.2,6964.8,6965.7
-28265,-207985,139.52690612,34.12470775,6482.2,6504.1,-9999.0,6971.2
-28255,-207985,139.52701453,34.12470802,5847.5,6479.9,-9999.0,6515.4
-28245,-207985,139.52712294,34.12470829,6481.8,-9999.0,-9999.0,6516.4
-28085,-207985,139.52885751,34.12471260,-9999.0,-9999.0,-9999.0,8246.4
-28075,-207985,139.52896592,34.12471287,7549.3,-9999.0,-9999.0,8244.7
-28065,-207985,139.52907433,34.12471314,7543.0,8239.0,-9999.0,8244.5
-28055,-207985,139.52918274,34.12471341,6107.5,7542.4,-9999.0,8241.4
-28045,-207985,139.52929116,34.12471368,6097.5,7537.9,-9999.0,8241.8
-28035,-207985,139.52939957,34.12471394,6090.6,6096.4,-9999.0,8249.1
-28025,-207985,139.52950798,34.12471421,6085.8,6089.7,8227.7,8247.5
-28015,-207985,139.52961639,34.12471448,2563.9,5612.8,6087.8,8228.2
