事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,Q サービス業（他に分類されないもの）,平成21,2009,4月,20.3,166.3,151.1,15.2,14.8,91.1,87.7,3.4
30人以上,Q サービス業（他に分類されないもの）,平成21,2009,5月,18.2,153.8,138.9,14.9,14.4,88.5,85,3.5
30人以上,Q サービス業（他に分類されないもの）,平成21,2009,6月,20.3,166.8,152.5,14.3,14.6,90.4,87.7,2.7
30人以上,Q サービス業（他に分類されないもの）,平成21,2009,7月,20.6,169.9,155.5,14.4,15,91.9,89.2,2.7
30人以上,Q サービス業（他に分類されないもの）,平成21,2009,8月,19.4,159.2,145.5,13.7,14.7,91.1,88.5,2.6
30人以上,Q サービス業（他に分類されないもの）,平成21,2009,9月,18.8,155.4,141.2,14.2,14.4,88.6,85.7,2.9
30人以上,Q サービス業（他に分類されないもの）,平成21,2009,10月,19.5,160.6,146.1,14.5,14.5,89.1,86.3,2.8
30人以上,Q サービス業（他に分類されないもの）,平成21,2009,11月,19.2,159,143.7,15.3,14.7,89,86,3
30人以上,Q サービス業（他に分類されないもの）,平成21,2009,12月,18.8,155.5,141.3,14.2,14.5,88.5,85.5,3
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成21年確報,,,,,,,,,,,,
第７－２表　産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間（事業所規模３０人以上）,,,,,,,,,,,,
