規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5496751,75842,109582,5463809,1518846,70866,79422,1509492
５人以上,鉱業,2044,28,8,2064,13,0,0,13
５人以上,建設業,306112,3128,3787,305453,19483,406,449,19440
５人以上,製造業,666064,9307,12419,662954,51959,989,2389,50557
５人以上,電気・ガス・熱供給・水道業,33812,311,543,33579,701,0,0,702
５人以上,情報通信業,719016,4032,19935,703215,30680,470,1769,29279
５人以上,運輸業,329059,5635,5649,329047,39380,1106,898,39586
５人以上,卸売・小売業,1070376,12176,15844,1066663,418918,16601,16497,419067
５人以上,金融・保険業,354803,5298,6790,353251,19486,413,372,19587
５人以上,不動産業,110737,1794,1744,110824,18392,1292,1043,18604
５人以上,"飲食店,宿泊業",204461,5223,9285,200399,404905,27862,30084,402683
５人以上,"医療,福祉",350029,3077,2704,351155,157998,9217,10429,156033
５人以上,"教育,学習支援業",258083,2807,3264,257612,113215,4953,3646,114536
５人以上,複合サービス事業,47089,272,396,46965,11712,217,23,11906
５人以上,サービス業（他に分類されないもの）,1045066,22754,27214,1040628,232004,7340,11823,227499
30人以上,調査産業計,4023511,53131,83010,3994498,788577,31821,40872,778660
30人以上,鉱業,2044,28,8,2064,13,0,0,13
30人以上,建設業,187687,1733,1975,187445,9523,0,107,9416
30人以上,製造業,512410,8400,10367,510441,27645,430,1815,26262
30人以上,電気・ガス・熱供給・水道業,30934,150,394,30690,478,0,0,478
30人以上,情報通信業,626823,3554,18816,611568,23334,347,1769,21905
30人以上,運輸業,264446,4418,5327,263538,29602,874,742,29733
30人以上,卸売・小売業,684554,7415,8964,683216,183499,4279,4927,182640
30人以上,金融・保険業,303816,4560,6469,301846,14004,224,255,14034
30人以上,不動産業,67730,746,1343,67170,13069,1080,730,13382
30人以上,"飲食店,宿泊業",83998,990,3137,81852,151910,8194,10672,149431
30人以上,"医療,福祉",256060,1608,1587,256834,94784,7276,7787,93520
30人以上,"教育,学習支援業",206709,1870,2036,206529,74892,3651,2474,76083
30人以上,複合サービス事業,35502,26,245,35283,8618,217,23,8812
30人以上,サービス業（他に分類されないもの）,760798,17633,22342,756022,157206,5249,9571,152951
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年５月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
