事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,TL 調査産業計,平成17,2005,年平均,512455,403284,376119,27165,109171,108162,104962,100909,4053,3200
５人以上,TL 調査産業計,平成18,2006,年平均,516550,401429,373203,28226,115121,109075,106050,101567,4483,3025
５人以上,TL 調査産業計,平成19,2007,年平均,512110,397234,370097,27137,114876,106896,103866,99898,3968,3030
５人以上,TL 調査産業計,平成20,2008,年平均,517251,400655,373585,27070,116596,108279,104814,100542,4272,3465
５人以上,TL 調査産業計,平成21,2009,年平均,494621,395933,369780,26153,98688,106303,103760,99810,3950,2543
５人以上,TL 調査産業計,平成21,2009,1月,420985,396625,369345,27280,24360,100403,99709,95464,4245,694
５人以上,TL 調査産業計,平成21,2009,2月,409785,397809,369956,27853,11976,100768,99901,95951,3950,867
５人以上,TL 調査産業計,平成21,2009,3月,429362,401599,373291,28308,27763,102138,100839,97294,3545,1299
５人以上,TL 調査産業計,平成21,2009,4月,419124,401660,373652,28008,17464,105016,104167,100228,3939,849
５人以上,TL 調査産業計,平成21,2009,5月,420349,390887,364396,26491,29462,103019,102489,98551,3938,530
５人以上,TL 調査産業計,平成21,2009,6月,724283,394533,369010,25523,329750,109754,104564,101131,3433,5190
５人以上,TL 調査産業計,平成21,2009,7月,550371,395885,370432,25453,154486,115326,109993,105825,4168,5333
５人以上,TL 調査産業計,平成21,2009,8月,409089,394376,370105,24271,14713,105167,104720,100987,3733,447
５人以上,TL 調査産業計,平成21,2009,9月,403477,393240,369105,24135,10237,105092,104386,100545,3841,706
５人以上,TL 調査産業計,平成21,2009,10月,406879,394736,369568,25168,12143,105573,104522,100525,3997,1051
５人以上,TL 調査産業計,平成21,2009,11月,427712,393978,368352,25626,33734,105406,104656,100638,4018,750
５人以上,TL 調査産業計,平成21,2009,12月,911763,395938,370181,25757,515825,117986,105230,100672,4558,12756
５人以上,D 鉱業,平成17,2005,年平均,627530,447134,440007,7127,180396,55619,49905,49905,0,5714
５人以上,D 鉱業,平成18,2006,年平均,703499,453691,445099,8592,249808,40074,35852,35852,0,4222
５人以上,D 鉱業,平成19,2007,年平均,678091,473173,440651,32522,204918,102823,99062,98989,73,3761
５人以上,D 鉱業,平成20,2008,年平均,730537,482660,452894,29766,247877,92078,89633,88919,714,2445
５人以上,D 鉱業,平成21,2009,年平均,734124,494185,473764,20421,239939,228941,228672,220351,8321,269
５人以上,D 鉱業,平成21,2009,1月,525875,522885,501414,21471,2990,207714,207714,203143,4571,0
５人以上,D 鉱業,平成21,2009,2月,512688,508388,486402,21986,4300,209500,209500,207500,2000,0
５人以上,D 鉱業,平成21,2009,3月,551597,505381,482663,22718,46216,222143,222143,221714,429,0
５人以上,D 鉱業,平成21,2009,4月,516761,511416,484989,26427,5345,183333,183333,182889,444,0
５人以上,D 鉱業,平成21,2009,5月,519037,504778,484631,20147,14259,198000,195231,194308,923,2769
５人以上,D 鉱業,平成21,2009,6月,1441055,495067,478518,16549,945988,244000,244000,227692,16308,0
５人以上,D 鉱業,平成21,2009,7月,774668,497048,474819,22229,277620,487429,487429,452381,35048,0
５人以上,D 鉱業,平成21,2009,8月,580420,479232,461308,17924,101188,227143,227143,224095,3048,0
５人以上,D 鉱業,平成21,2009,9月,516837,480344,463952,16392,36493,218889,218889,215445,3444,0
５人以上,D 鉱業,平成21,2009,10月,494359,487042,465651,21391,7317,196222,196222,160444,35778,0
５人以上,D 鉱業,平成21,2009,11月,473693,471074,451268,19806,2619,152800,152800,149867,2933,0
５人以上,D 鉱業,平成21,2009,12月,1877316,469843,451495,18348,1407473,186833,186833,184833,2000,0
５人以上,E 建設業,平成17,2005,年平均,501907,414570,391568,23002,87337,169596,166258,159577,6681,3338
５人以上,E 建設業,平成18,2006,年平均,486406,408435,384473,23962,77971,155660,145837,138133,7704,9823
５人以上,E 建設業,平成19,2007,年平均,492761,406500,379263,27237,86261,161016,153523,147093,6430,7493
５人以上,E 建設業,平成20,2008,年平均,474962,395783,367989,27794,79179,161899,158239,152679,5560,3660
５人以上,E 建設業,平成21,2009,年平均,494644,409421,379687,29734,85223,164006,146877,142623,4254,17129
５人以上,E 建設業,平成21,2009,1月,419142,410363,380285,30078,8779,148320,148094,142002,6092,226
５人以上,E 建設業,平成21,2009,2月,418741,413159,381728,31431,5582,140445,140315,137082,3233,130
５人以上,E 建設業,平成21,2009,3月,427312,414892,381692,33200,12420,152466,151797,150183,1614,669
５人以上,E 建設業,平成21,2009,4月,448298,414955,382094,32861,33343,191111,179135,176050,3085,11976
５人以上,E 建設業,平成21,2009,5月,431948,400566,371920,28646,31382,103020,101078,98306,2772,1942
５人以上,E 建設業,平成21,2009,6月,685780,409081,380320,28761,276699,227352,158782,154879,3903,68570
５人以上,E 建設業,平成21,2009,7月,573469,412008,384126,27882,161461,172574,161171,156045,5126,11403
５人以上,E 建設業,平成21,2009,8月,453953,404739,376661,28078,49214,148896,148544,143658,4886,352
