地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,東ティモール,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア,ヴァチカン,モンテネグロ,コソボ,セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セイシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,コモロ,ギニアビサウ,南スーダン,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セント・ヴィンセント,セント・クリストファー・ネイヴィース,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル諸島,ミクロネシア,ニュージーランド,ナウル,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
0,13000,東京都総数,390674,181731,208943,336430,111,27,4781,4,6,2621,20,254,1013,161169,7,8313,2486,1036,26,204,29,99880,11,190,35,1980,1168,2,12,8669,1040,27929,11,308,47,875,6906,0,568,4669,13,10,21998,8,205,292,146,77,40,104,207,38,219,4635,2147,69,156,30,387,1192,36,55,2,16,28,62,1,7,33,9,351,113,287,145,506,1994,0,671,915,405,8,8,5522,365,332,16,12,0,7,22,47,8,46,0,2,1,14,2506,45,3,3,80,2,2,3,59,0,18,4,119,0,3,3,482,102,2,34,99,8,3,0,18,40,2,131,7,14,11,3,497,2,11,93,24,4,29,0,0,2,49,5,99,71,115,163,7,13,17,3,0,0,2,19390,2,1,2,2772,22,77,39,4,28,22,4,23,51,408,12,10,0,3,0,7,15901,0,2,6166,248,134,3102,106,504,32,0,69,1884,1,19,67,3726,2811,47,0,2,4,818,1,6,6,5,17,1,0,8,458
1,13100,区部,327266,153851,173415,282738,34,16,4542,3,5,2317,19,155,678,137297,7,7654,1812,712,14,192,22,84335,11,88,28,1494,910,1,11,7509,880,21122,11,227,27,750,5674,0,518,3650,7,6,19423,7,175,259,112,59,31,83,193,34,177,4335,1898,65,125,29,348,1044,20,51,2,16,26,46,1,7,25,9,300,104,226,124,436,1699,0,588,863,365,7,7,4858,291,249,13,7,0,6,15,37,7,31,0,2,0,11,1842,37,3,3,62,2,1,1,44,0,15,4,115,0,1,3,323,64,2,26,75,7,2,0,14,31,1,108,6,11,2,2,355,1,7,56,11,0,21,0,0,1,31,4,87,57,91,129,6,5,12,1,0,0,2,16111,1,1,0,2350,18,65,28,3,19,11,4,16,37,343,9,6,0,3,0,6,13190,0,1,3531,202,103,2056,89,397,27,0,45,546,1,18,47,3218,2499,28,0,1,4,660,1,6,4,2,8,1,0,4,403
4,13101,千代田区,2550,1410,1140,1827,0,0,7,0,0,4,0,0,1,1085,0,119,12,0,0,4,0,400,1,1,0,18,2,0,0,27,6,54,0,8,0,10,31,0,0,37,0,0,439,0,3,6,4,0,0,2,1,1,7,182,47,1,2,0,5,7,0,3,0,0,0,3,0,0,1,0,5,0,2,0,2,42,0,15,15,13,0,0,66,0,0,2,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,209,0,0,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,178,0,0,23,1,0,15,1,3,0,0,0,1,0,0,2,39,35,0,0,0,0,4,0,0,0,0,0,0,0,0,3
4,13102,中央区,4947,2592,2355,3959,0,0,25,0,0,11,0,9,6,2101,0,253,17,17,0,10,1,1068,0,2,0,62,13,0,0,69,19,112,0,10,0,39,61,0,13,41,0,0,475,2,2,5,3,8,0,1,6,0,1,88,37,3,8,0,10,22,0,0,0,0,1,0,0,0,1,1,15,1,5,5,13,82,0,9,10,8,0,0,102,15,8,0,0,0,0,0,1,1,1,0,0,0,0,27,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,1,0,0,0,0,0,0,356,0,0,0,67,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,286,0,0,33,5,3,14,1,2,1,0,1,6,0,0,0,89,70,2,0,1,0,15,0,0,0,0,0,0,0,1,8
4,13103,港区,18853,9988,8865,10053,5,2,39,1,0,48,11,9,39,3403,2,706,127,101,3,50,2,3712,8,2,1,146,41,0,1,99,96,927,10,32,3,137,175,0,62,52,0,1,3383,0,34,69,21,10,2,7,51,9,25,670,324,14,27,7,70,175,0,9,1,0,1,4,0,0,4,2,62,19,37,24,95,221,0,80,269,74,0,5,892,46,14,0,1,0,0,1,2,0,5,0,0,0,0,174,3,0,0,2,0,0,0,1,0,0,0,8,0,0,0,20,1,0,3,3,1,0,0,1,4,0,9,0,1,1,0,23,0,4,3,3,0,5,0,0,0,1,0,15,0,28,32,1,0,0,0,0,0,1,4054,0,1,0,368,4,9,4,0,3,3,0,1,6,35,0,0,0,0,0,1,3619,0,0,447,20,6,298,18,43,7,0,3,47,0,0,5,713,609,3,0,0,0,99,0,1,0,0,0,0,0,1,29
4,13104,新宿区,33574,16262,17312,29910,1,8,1035,0,1,131,2,17,28,12775,1,229,85,25,1,9,0,12255,0,8,5,100,68,0,1,1202,33,657,1,40,3,52,676,0,40,418,2,1,2049,0,13,34,11,2,6,10,16,4,11,848,143,5,8,0,21,80,2,3,0,4,5,4,0,0,1,0,21,10,9,15,14,137,0,80,63,36,0,1,384,15,19,1,1,0,0,3,4,0,0,0,0,0,5,87,0,0,1,3,0,0,0,4,0,1,0,1,0,0,0,8,3,0,2,2,0,1,0,4,0,0,1,0,1,0,0,20,0,1,3,0,0,2,0,0,0,2,1,11,3,4,7,0,0,1,0,0,0,0,1072,0,0,0,197,0,5,3,0,0,1,1,0,2,26,2,0,0,0,0,1,834,0,0,233,22,6,138,9,34,0,0,0,19,0,1,4,191,148,1,0,0,0,41,0,1,0,0,0,0,0,0,32
4,13105,文京区,6935,3357,3578,5945,1,0,110,0,0,24,3,5,20,2823,0,96,50,22,0,4,1,1990,1,3,0,80,35,0,0,142,3,188,0,3,2,25,183,0,12,119,0,0,477,0,3,8,3,0,0,4,4,2,3,159,45,0,5,0,4,22,1,3,0,0,1,0,0,0,0,0,8,1,3,3,10,31,0,15,18,5,0,0,93,10,6,0,0,0,0,0,4,1,2,0,0,0,0,35,1,0,0,0,0,0,0,5,0,1,0,6,0,0,0,2,0,1,0,2,0,0,0,1,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,1,0,0,0,0,0,0,376,0,0,0,51,2,2,1,1,0,0,0,1,1,8,0,1,0,1,0,0,307,0,0,42,3,2,25,0,4,0,0,1,6,0,1,0,52,41,0,0,0,0,10,0,1,0,0,0,0,0,0,8
4,13106,台東区,12503,5946,6557,11736,9,0,58,0,0,32,0,7,26,5956,0,619,29,12,0,3,1,3644,0,3,0,32,36,0,1,224,28,634,0,10,0,9,251,0,17,95,0,0,395,0,5,3,0,4,2,1,3,1,2,88,24,3,2,0,1,25,1,2,0,0,1,0,0,0,0,0,5,1,3,1,14,55,0,11,13,5,0,0,70,7,41,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,2,8,0,0,1,0,0,0,0,224,0,0,0,43,0,3,0,0,0,0,0,1,0,9,3,0,0,0,0,0,165,0,0,56,6,7,28,1,5,1,0,0,6,0,0,2,55,44,0,0,0,0,11,0,0,0,0,0,0,0,0,11
4,13107,墨田区,9213,3697,5516,8613,2,0,66,0,0,99,0,6,21,4425,0,66,25,21,0,1,0,2006,0,4,0,31,49,0,0,81,12,1260,0,1,0,10,368,0,8,51,0,0,299,0,2,2,1,1,1,2,1,0,1,29,22,1,3,0,3,11,1,3,0,0,0,3,0,0,1,0,2,1,4,1,40,80,0,7,8,1,0,0,42,14,7,0,1,0,2,0,0,0,1,0,0,0,0,62,0,0,0,12,0,0,0,4,0,0,0,6,0,0,0,9,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,144,0,0,0,29,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,111,0,0,60,2,1,34,0,7,0,0,0,16,0,0,0,25,16,0,0,0,0,8,0,0,0,0,1,0,0,0,10
4,13108,江東区,20889,9493,11396,19233,3,1,176,0,0,126,0,7,39,10602,0,1135,78,44,0,3,1,4714,0,5,0,82,38,0,2,236,46,1393,0,9,0,35,328,0,21,109,0,0,721,1,3,7,2,5,1,8,8,1,3,95,30,3,5,0,10,28,4,6,0,1,0,5,0,1,3,2,6,0,21,1,33,196,0,27,19,9,1,0,111,23,32,1,0,0,2,2,3,1,1,0,0,0,0,83,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,13,5,0,3,3,0,0,0,0,1,0,5,1,2,0,0,9,0,2,3,3,0,2,0,0,0,1,0,4,8,2,6,0,0,3,0,0,0,0,515,0,0,0,111,1,7,1,0,2,2,0,0,4,13,1,0,0,0,0,0,372,0,1,171,3,2,84,6,24,4,0,2,39,0,3,4,131,100,1,0,0,0,28,0,1,1,0,0,0,0,0,35
