年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets
平成20,2008,総数,Total,,,,,,3157351,1753251,1404100,3157489,1753251,1404238
平成21,2009,総数,Total,,,,,,3141933,1759773,1382160,3141636,1759773,1381863
平成22,2010,総数,Total,,,,,,3132394,1769490,1362904,3132019,1769490,1362529
平成23,2011,総数,Total,,,,,,3092882,1762658,1330224,3092580,1762658,1329922
平成24,2012,総数,Total,,,,,,3198046,1815420,1382626,3197664,1815420,1382244
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,,,,,,2225146,1251511,973635,2224629,1251511,973118
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,,,※,271266,118863,152403,273044,118863,154181
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,渋谷,Shibuya,◎,41476,18558,22918,41249,18558,22691
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,表参道,Omote-Sando,◎,10008,2932,7076,10976,2932,8044
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,外苑前,Gaiemmae,,13349,5936,7413,14164,5936,8228
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,青山一丁目,Aoyama-Itchome,◎,9167,3930,5237,9516,3930,5586
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,赤坂見附,Akasaka-Mitsuke,◎,9317,4006,5311,9027,4006,5021
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,溜池山王,Tameike-Sanno,◎,12227,6501,5726,11802,6501,5301
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,虎ノ門,Toranomon,,19374,10978,8396,19094,10978,8116
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,新橋,Shimbashi,,41223,20602,20621,40295,20602,19693
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,銀座,Ginza,◎,17396,6131,11265,18222,6131,12091
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,京橋,Kyobashi,,7792,3789,4003,8113,3789,4324
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,日本橋,Nihombashi,◎,11239,4155,7084,10239,4155,6084
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,三越前,Mitsukoshimae,◎,12293,5111,7182,11663,5111,6552
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,神田,Kanda,,9612,3760,5852,9458,3760,5698
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,末広町,Suehirocho,,3776,1387,2389,3858,1387,2471
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,上野広小路,Ueno-Hirokoji,◎,3884,981,2903,4248,981,3267
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,上野,Ueno,◎,23024,10597,12427,24256,10597,13659
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,稲荷町,Inaricho,,2613,1233,1380,2616,1233,1383
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,田原町,Tawaramachi,,4931,1880,3051,5211,1880,3331
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,浅草,Asakusa,,18565,6396,12169,19037,6396,12641
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,,,※,319869,170074,149795,322035,170074,151961
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,池袋,Ikebukuro,◎,43202,26155,17047,43853,26155,17698
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新大塚,Shin-Otsuka,,4079,1812,2267,4062,1812,2250
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,茗荷谷,Myogadani,,12650,7766,4884,12716,7766,4950
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,後楽園,Korakuen,◎,10818,4442,6376,10588,4442,6146
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,本郷三丁目,Hongo-Sanchome,,8889,4927,3962,8982,4927,4055
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,御茶ノ水,Ochanomizu,,9564,5078,4486,9650,5078,4572
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,淡路町,Awajicho,◎,9590,5078,4512,9358,5078,4280
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,大手町,Otemachi,◎,7084,3237,3847,6576,3237,3339
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,東京,Tokyo,,30015,14908,15107,31726,14908,16818
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,銀座,Ginza,◎,14017,6060,7957,13972,6060,7912
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,霞ケ関,Kasumigaseki,◎,10604,6964,3640,10332,6964,3368
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,国会議事堂前,Kokkai-Gijidomae,◎,3376,1442,1934,3273,1442,1831
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,赤坂見附,Akasaka-Mitsuke,◎,9758,4383,5375,9108,4383,4725
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,四ツ谷,Yotsuya,◎,12219,6614,5605,11465,6614,4851
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,四谷三丁目,Yotsuya-Sanchome,,7485,3213,4272,7584,3213,4371
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新宿御苑前,Shinjuku-Gyoemmae,,7605,3784,3821,8312,3784,4528
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新宿三丁目,Shinjuku-Sanchome,◎,8403,2686,5717,8844,2686,6158
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新宿,Shinjuku,,39590,20981,18609,40766,20981,19785
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,西新宿,Nishi-Shinjuku ,,11089,5752,5337,11799,5752,6047
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,中野坂上,Nakano-Sakaue,◎,12033,6862,5171,11753,6862,4891
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新中野,Shin-Nakano,,5779,3163,2616,5791,3163,2628
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,東高円寺,Higashi-Koenji,,5880,3339,2541,5768,3339,2429
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新高円寺,Shin-Koenji,,6136,3485,2651,6052,3485,2567
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,南阿佐ケ谷,Minami-Asagaya,,4104,2064,2040,4048,2064,1984
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,荻窪,Ogikubo,,13443,8328,5115,13411,8328,5083
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,中野新橋,Nakano-Shimbashi,,3293,1892,1401,3292,1892,1400
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,中野富士見町,Nakano-Fujimicho,,3252,2000,1252,3163,2000,1163
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,方南町,Honancho,,5912,3659,2253,5791,3659,2132
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,,,※,317025,176871,140154,317994,176871,141123
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,北千住,Kita-Senju,◎,52824,38230,14594,52778,38230,14548
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,南千住,Minami-Senju,,4764,2593,2171,4853,2593,2260
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,三ノ輪,Minowa,,6462,3580,2882,6592,3580,3012
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,入谷,Iriya,,5041,2493,2548,5063,2493,2570
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,上野,Ueno,◎,15019,7723,7296,15264,7723,7541
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,仲御徒町,Naka-Okachimachi,◎,7561,3905,3656,7759,3905,3854
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,秋葉原,Akihabara,,21595,12094,9501,21990,12094,9896
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,小伝馬町,Kodemmacho,,6889,3997,2892,6809,3997,2812
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,人形町,Ningyocho,,14263,8097,6166,14222,8097,6125
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,茅場町,Kayabacho,◎,8576,4697,3879,8119,4697,3422
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,八丁堀,Hatchobori,,18899,10984,7915,18915,10984,7931
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,築地,Tsukiji,,12270,6544,5726,12790,6544,6246
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,東銀座,Higashi-Ginza,,13436,7467,5969,13811,7467,6344
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,銀座,Ginza,◎,13002,5763,7239,13017,5763,7254
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,日比谷,Hibiya,◎,9674,3863,5811,9308,3863,5445
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,霞ケ関,Kasumigaseki,◎,5549,3247,2302,5416,3247,2169
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,神谷町,Kamiyacho,,15674,9240,6434,15701,9240,6461
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,六本木,Roppongi,,22603,9185,13418,23194,9185,14009
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,広尾,Hiro-O,,10318,5052,5266,10211,5052,5159
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,恵比寿,Ebisu,,17569,7750,9819,18279,7750,10529
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,中目黒,Naka-Meguro,,35037,20367,14670,33903,20367,13536
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,,,※,282243,169696,112547,280719,169696,111023
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,中野,Nakano,,25370,15995,9375,24632,15995,8637
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,落合,Ochiai,,4340,2372,1968,4209,2372,1837
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,高田馬場,Takadanobaba,,34696,21574,13122,33423,21574,11849
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,早稲田,Waseda,,13622,8333,5289,13493,8333,5160
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,神楽坂,Kagurazaka,,6807,3778,3029,7055,3778,3277
平成24,2012,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,飯田橋,Iidabashi,◎,12033,6337,5696,12061,6337,5724
