年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,コンクリート Concrete／延長 Length,コンクリート Concrete／面積 Area,高級アスファルト Top-grade asphalt／延長 Length,高級アスファルト Top-grade asphalt／面積 Area,ブロック Blocks／延長 Length,ブロック Blocks／面積 Area,コンクリート平板 Concrete slabs／延長 Length,コンクリート平板 Concrete slabs／面積 Area,簡易 Base-grade asphalt／延長 Length,簡易 Base-grade asphalt／面積 Area,砂利 Gravel roads／延長 Length,砂利 Gravel roads／面積 Area,その他 Others／延長 Length,その他 Others／面積 Area
平成21,2009,0,13000,,総数,Tokyo-to,"24,316,116","181,134,050","542,119","8,368,489","14,293,694","109,271,541","160,280","5,302,312","46,255","2,387,856","6,488,398","42,393,484","2,694,204","5,713,776","91,166","7,696,592"
平成22,2010,0,13000,,総数,Tokyo-to,"24,327,936","181,967,523","541,366","8,279,448","14,429,039","110,426,923","169,550","5,437,490","49,223","2,423,626","6,435,377","42,156,111","2,678,226","5,667,058","25,155","7,576,867"
平成23,2011,0,13000,,総数,Tokyo-to,"24,341,542","182,542,404","535,962","8,287,860","14,424,003","110,348,260","171,839","6,086,360","49,266","2,466,548","6,495,043","42,147,812","2,641,204","5,526,082","24,225","7,679,482"
平成24,2012,0,13000,,総数,Tokyo-to,"24,405,945","183,598,991","541,132","8,296,590","14,511,073","110,553,152","172,931","6,183,114","48,562","2,504,708","6,495,081","42,170,123","2,613,470","5,457,586","23,695","8,433,717"
平成25,2013,0,13000,,総数,Tokyo-to,"24,431,102","184,674,165","547,603","8,535,978","14,534,935","111,353,831","174,823","6,127,506","49,220","2,501,098","6,498,916","42,264,153","2,607,986","5,427,157","17,619","8,464,442"
平成25,2013,1,13100,,区部,All ku,"11,870,062","101,786,314","79,473","3,097,668","8,821,310","70,273,436","129,990","4,494,055","28,320","1,708,463","2,795,040","19,731,863","14,332","46,844","1,597","2,433,985"
平成25,2013,2,13101,1,千代田区,Chiyoda-ku,"175,184","2,771,765",910,"149,014","172,503","2,041,139","1,318","170,572",394,"54,769",-,"246,609",-,-,59,"109,662"
平成25,2013,2,13102,2,中央区,Chuo-ku,"195,150","2,992,615",21,"187,430","187,911","2,076,775","6,609","335,569",78,"66,163",365,"176,958",-,-,166,"149,720"
平成25,2013,2,13103,3,港区,Minato-ku,"305,112","4,397,218","4,623","185,428","286,594","3,123,139","1,597","270,556",-,"47,625","12,188","536,368",-,-,110,"234,102"
平成25,2013,2,13104,4,新宿区,Shinjuku-ku,"355,519","3,361,398","13,075","162,941","342,228","2,773,807",116,"102,952",-,"28,529",100,"204,040",-,-,-,"89,129"
平成25,2013,2,13105,5,文京区,Bunkyo-ku,"207,440","1,949,950","5,289","72,957","195,643","1,635,174","5,825","47,286",683,"24,461",-,"126,279",-,-,-,"43,793"
平成25,2013,2,13106,6,台東区,Taito-ku,"258,495","2,627,896",165,"200,772","213,642","1,869,768","3,994","215,573",-,"58,658","40,694","250,023",-,-,-,"33,102"
平成25,2013,2,13107,7,墨田区,Sumida-ku,"295,660","2,940,876","3,532","61,119","289,150","2,438,202","1,034","94,014",-,"59,197","1,838","228,905",106,218,-,"59,221"
平成25,2013,2,13108,8,江東区,Koto-ku,"390,802","5,588,636","2,909","146,274","377,029","4,246,179","4,676","521,928",-,"63,397","6,105","421,794",-,-,83,"189,064"
平成25,2013,2,13109,9,品川区,Shinagawa-ku,"380,429","3,641,412","2,486","91,381","291,038","2,718,214","2,325","64,094",380,"50,759","80,737","626,921","3,463","9,144",-,"80,899"
平成25,2013,2,13110,10,目黒区,Meguro-ku,"355,183","2,179,976","1,241","44,754","110,160","902,485","4,830","58,638",-,"27,992","238,733","1,115,046",-,-,219,"31,061"
平成25,2013,2,13111,11,大田区,Ota-ku,"851,361","7,510,761","10,879","197,301","784,792","6,394,274","30,323","330,056",147,"21,942","24,595","374,071",14,90,611,"193,027"
平成25,2013,2,13112,12,世田谷区,Setagaya-ku,"1,184,555","8,184,574","5,362","624,101","254,577","2,580,654","7,079","72,485",403,"96,591","910,671","4,730,180","6,341","14,662",122,"65,901"
平成25,2013,2,13113,13,渋谷区,Shibuya-ku,"273,126","2,729,417","8,260","111,134","222,601","2,169,226","1,249","64,446",-,"25,424","41,016","303,183",-,-,-,"56,004"
平成25,2013,2,13114,14,中野区,Nakano-ku,"367,111","2,141,579","2,977","37,177","347,830","1,622,532","2,217","39,746",-,"22,117","14,087","402,461",-,-,-,"17,546"
平成25,2013,2,13115,15,杉並区,Suginami-ku,"687,425","4,596,446",860,"72,679","358,984","2,425,559","14,548","650,465",-,"18,437","310,553","1,314,126","2,480","7,799",-,"107,381"
平成25,2013,2,13116,16,豊島区,Toshima-ku,"309,142","2,343,889",909,"29,319","262,602","1,610,837","6,104","154,704",-,"252,728","39,300","250,303",-,-,227,"45,998"
平成25,2013,2,13117,17,北区,Kita-ku,"372,110","2,951,451","7,304","108,660","285,521","2,029,073","2,203","74,464",-,"80,283","76,691","576,647",391,"8,341",-,"73,983"
平成25,2013,2,13118,18,荒川区,Arakawa-ku,"215,084","1,661,377","1,136","35,103","191,457","1,290,227",580,"56,164",-,"55,852","21,861","180,716",50,787,-,"42,528"
平成25,2013,2,13119,19,板橋区,Itabashi-ku,"740,303","5,826,977","4,819","94,463","296,493","2,930,039","9,172","68,483",-,"6,261","429,819","2,614,371",-,-,-,"113,360"
平成25,2013,2,13120,20,練馬区,Nerima-ku,"1,126,992","7,333,844","1,320","111,574","652,131","4,737,436","9,417","63,235","2,504","58,246","460,625","2,227,788",995,"3,966",-,"131,599"
平成25,2013,2,13121,21,足立区,Adachi-ku,"1,045,764","9,663,662",857,"193,677","1,009,478","6,874,546","3,612","879,103","14,968","301,068","16,480","1,064,384",369,"1,594",-,"349,290"
平成25,2013,2,13122,22,葛飾区,Katsushika-ku,"702,278","5,178,621",539,"62,106","691,514","4,690,965","4,815","44,594","5,287","168,580",-,"141,094",123,243,-,"71,039"
平成25,2013,2,13123,23,江戸川区,Edogawa-ku,"1,075,837","9,211,974",-,"118,304","997,432","7,093,186","6,347","114,928","3,476","119,384","68,582","1,619,596",-,-,-,"146,576"
平成25,2013,1,13200,,市部,All shi,"10,273,586","70,833,210","129,688","3,446,809","5,211,524","37,609,690","43,930","1,520,514","20,412","742,274","3,266,621","20,186,397","1,585,627","3,323,479","15,784","4,004,047"
平成25,2013,2,13201,1,八王子市,Hachioji-shi,"1,512,545","14,240,217","22,014","404,590","863,834","7,893,274","25,911","327,399","5,794","64,183","581,913","3,705,549","13,079","48,427",-,"1,796,795"
平成25,2013,2,13202,2,立川市,Tachikawa-shi,"292,961","2,554,257",373,"164,918","117,465","991,373",-,"81,775",978,"93,284","168,951","1,094,381","5,194","16,610",-,"111,916"
平成25,2013,2,13203,3,武蔵野市,Musashino-shi,"146,081","1,119,722","2,712","125,011","36,142","322,317","1,654","45,734","1,070","21,508","104,022","571,607",481,"1,554",-,"31,991"
平成25,2013,2,13204,4,三鷹市,Mitaka-shi,"290,128","1,909,598","2,021","71,066","65,763","539,326","1,088","229,956",-,"7,019","219,884","1,004,545","1,368","4,894",4,"52,792"
平成25,2013,2,13205,5,青梅市,Ome-shi,"958,720","4,752,177","37,663","250,915","404,461","2,957,190",-,"16,610",931,"15,310","152,159","659,485","363,506","614,332",-,"238,335"
平成25,2013,2,13206,6,府中市,Fuchu-shi,"475,162","3,725,359","3,456","384,663","170,088","1,447,135","1,185","60,585",503,"32,378","284,565","1,641,136","15,365","35,590",-,"123,872"
平成25,2013,2,13207,7,昭島市,Akishima-shi,"252,595","1,735,262","2,068","43,601","219,635","1,198,006",-,"103,580",-,"3,946",-,"274,351","30,892","76,034",-,"35,744"
平成25,2013,2,13208,8,調布市,Chofu-shi,"439,169","2,673,675","2,258","253,066","59,112","647,776",-,"27,880",614,"16,332","324,289","1,593,900","37,405","67,094","15,491","67,627"
平成25,2013,2,13209,9,町田市,Machida-shi,"1,336,868","8,474,946","10,874","195,245","913,009","6,269,549","1,127","29,689",-,"111,256","19,902","587,409","391,956","1,043,172",-,"238,626"
平成25,2013,2,13210,10,小金井市,Koganei-shi,"176,781","1,059,179","1,241","73,448","168,149","812,313",423,"18,424",-,"15,746","1,886","93,684","4,920","15,922",162,"29,642"
平成25,2013,2,13211,11,小平市,Kodaira-shi,"259,418","1,924,501",264,"78,015","254,700","1,426,782",-,"93,075",-,"5,141","3,348","284,474","1,106","3,939",-,"33,075"
平成25,2013,2,13212,12,日野市,Hino-shi,"493,538","3,278,489","7,263","68,905","126,990","1,195,272",440,"13,159",628,"26,279","301,383","1,689,450","56,792","101,085",42,"184,339"
平成25,2013,2,13213,13,東村山市,Higashimurayama-shi,"301,775","1,764,806","1,074","172,392","119,432","698,212",493,"22,499",-,"31,834","151,837","739,245","28,939","70,413",-,"30,211"
平成25,2013,2,13214,14,国分寺市,Kokubunji-shi,"240,451","1,295,683",103,"18,026","217,639","1,090,186","1,181","22,172",-,"1,385",637,"103,780","20,891","46,655",-,"13,479"
平成25,2013,2,13215,15,国立市,Kunitachi-shi,"153,120","1,268,035",545,"79,679","138,523","1,033,816",836,"47,720","2,230","30,500",292,"45,621","10,694","11,707",-,"18,992"
平成25,2013,2,13218,16,福生市,Fussa-shi,"149,945","1,115,049",630,"102,815","52,216","463,804",462,"27,902",11,"3,021","92,932","487,677","3,694","8,080",-,"21,750"
平成25,2013,2,13219,17,狛江市,Komae-shi,"127,779","806,994",112,"70,149","123,007","593,493",21,"18,564",415,"11,174",360,"80,986","3,864","8,978",-,"23,650"
平成25,2013,2,13220,18,東大和市,Higashiyamato-shi,"235,334","1,532,289","1,068","27,936","75,580","582,322",367,"42,448",329,"18,530","129,486","752,226","28,504","64,669",-,"44,158"
平成25,2013,2,13221,19,清瀬市,Kiyose-shi,"183,779","1,045,674",567,"95,542","146,376","751,274",347,"1,956",150,"2,758",-,"119,885","36,339","61,318",-,"12,941"
平成25,2013,2,13222,20,東久留米市,Higashikurume-shi,"248,072","1,521,650","3,501","54,749","26,712","232,190",4,903,167,"5,094","205,848","1,168,592","11,840","28,239",-,"31,883"
平成25,2013,2,13223,21,武蔵村山市,Musashimurayama-shi,"270,552","1,541,896","1,177","89,112","43,416","377,982",142,"1,603",721,"5,840","154,294","855,566","70,802","146,486",-,"65,307"
平成25,2013,2,13224,22,多摩市,Tama-shi,"292,201","3,169,668","3,488","147,062","218,656","1,769,648","5,004","102,998","4,320","80,904","55,910","687,985","4,823","16,395",-,"364,676"
平成25,2013,2,13225,23,稲城市,Inagi-shi,"254,639","1,933,320","2,606","145,358","184,764","1,102,101","1,149","57,493","1,448","68,563","3,349","271,475","61,238","113,877",85,"174,453"
平成25,2013,2,13227,24,羽村市,Hamura-shi,"164,306","1,323,521","1,375","36,794","52,243","558,284",272,"44,887",-,"4,141","106,923","631,350","3,493","8,536",-,"39,529"
平成25,2013,2,13228,25,あきる野市,Akiruno-shi,"751,073","3,338,992","20,835","245,314","152,271","1,121,895",590,"59,035",65,"61,640","200,752","957,142","376,560","701,741",-,"192,225"
平成25,2013,2,13229,26,西東京市,Nishitokyo-shi,"266,594","1,728,251",400,"48,438","261,341","1,534,170","1,234","22,468",38,"4,508","1,699","84,896","1,882","7,732",-,"26,039"
平成25,2013,1,13300,,郡部,All gun,"808,492","4,932,915","40,514","379,817","180,115","1,458,519",203,"45,512",74,"6,337","263,200","1,424,145","324,386","611,231",-,"1,007,354"
平成25,2013,2,13303,1,瑞穂町,Mizuho-machi,"244,745","1,475,098",744,"99,571","34,982","412,912",-,991,-,138,"130,990","741,885","78,029","200,390",-,"19,211"
平成25,2013,2,13305,2,日の出町,Hinode-machi,"141,704","888,556","4,469","41,151","47,320","364,116",203,"41,177",-,"4,296","61,584","306,103","28,128","62,068",-,"69,645"
平成25,2013,2,13307,3,檜原村,Hinohara-mura,"119,832","1,019,774","11,712","88,166","42,237","293,622",-,816,-,"1,264","18,858","113,990","47,025","75,701",-,"446,215"
平成25,2013,2,13308,4,奥多摩町,Okutama-machi,"302,211","1,549,487","23,589","150,929","55,576","387,869",-,"2,528",74,639,"51,768","262,167","171,204","273,072",-,"472,283"
平成25,2013,1,13350,,島部,All islands,"1,478,962","7,121,726","297,928","1,611,684","321,986","2,012,186",700,"67,425",414,"44,024","174,055","921,748","683,641","1,445,603",238,"1,019,056"
平成25,2013,2,13361,1,大島町,Oshima-machi,"498,756","2,019,119","44,956","220,424","100,783","657,859",-,"3,468",-,"13,372","91,578","493,404","261,201","559,058",238,"71,534"
平成25,2013,2,13362,2,利島村,Toshima-mura,"27,706","127,434","19,575","89,758",-,-,-,-,-,-,-,-,"8,131","14,478",-,"23,198"
平成25,2013,2,13363,3,新島村,Niijima-mura,"142,718","672,468","54,172","368,687",-,-,-,"2,774",414,"13,055","18,867","85,390","69,265","131,119",-,"71,443"
平成25,2013,2,13364,4,神津島村,Kozushima-mura,"78,802","276,054","36,045","192,803",-,-,462,"3,204",-,"1,290",568,"2,729","41,727","51,376",-,"24,652"
平成25,2013,2,13381,5,三宅村,Miyake-mura,"134,490","878,232","23,826","132,193","36,757","259,105",-,"13,993",-,"1,402","46,119","245,790","27,788","61,326",-,"164,423"
平成25,2013,2,13382,6,御蔵島村,Mikurajima-mura,"21,273","228,290","20,832","106,838",-,-,-,-,-,-,-,-,441,745,-,"120,707"
平成25,2013,2,13401,7,八丈町,Hachijo-machi,"487,978","2,089,565","53,918","272,675","160,796","954,075",238,"22,168",-,"14,905","12,526","69,656","260,500","597,101",-,"158,985"
平成25,2013,2,13402,8,青ヶ島村,Aogashima-mura,"37,120","157,652","22,663","100,190",-,-,-,-,-,-,-,-,"14,457","29,685",-,"27,777"
平成25,2013,2,13421,9,小笠原村,Ogasawara-mura,"50,119","672,912","21,941","128,116","23,650","141,147",-,"21,818",-,-,"4,397","24,779",131,715,-,"356,337"
,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 ) 4　運輸 4　TRANSPORT,,,,,,,,,,,,,,,,,,,,,,
4-2  地域別道路の舗装状況(平成21～25年) 4-2  PAVEMENT TYPES BY DISTRICT ( 2009-2013 ),,,,,,,,,,,,,,,,,,,,,,
各年4月1日現在,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1,,,,,,,,,,,,,,,,,,,,,,
注 1) 道路の 「延長」 は， 道路の中心線で測り， その部分における舗装の種別により記入した。,,,,,,,,,,,,,,,,,,,,,,
2) 「その他」 とは， 中央分離帯等である。    ,,,,,,,,,,,,,,,,,,,,,,
Note: 1) Length is measured at the center line of the road and is noted by the types of pavement for that section.,,,,,,,,,,,,,,,,,,,,,,
2) “Others” refer to medians strips， etc.,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 Source: Bureau of Construction， TMG,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） (Length in meters， Area in square meters),,,,,,,,,,,,,,,,,,,,,,
