海区,Sea region,区分,Classification,区分,Classification,生産金額 Value
総数,Total,総数,Total,,,3046527
総数,Total,魚類,Fish,総数,Total,2472645
総数,Total,魚類,Fish,きんめだい,Alfonsino,1018404
総数,Total,魚類,Fish,かじき類,Swordfish,174942
総数,Total,魚類,Fish,いさき,Grunt,33896
総数,Total,その他の水産動物,Other marine animals,総数,Total,298743
総数,Total,その他の水産動物,Other marine animals,いせえび,Spiny lobster,183525
総数,Total,その他の水産動物,Other marine animals,いか類,Squid,83553
総数,Total,その他の水産動物,Other marine animals,かめ ,Sea turtle　,8381
総数,Total,貝類,Shellfish,総数,Total,85676
総数,Total,貝類,Shellfish,さざえ,Top shell,22701
総数,Total,貝類,Shellfish,あさり類,Shortnecked clams,21150
総数,Total,貝類,Shellfish,とこぶし,Japanese abalone,18053
総数,Total,藻類,Seaweed,総数,Total,189463
総数,Total,藻類,Seaweed,てんぐさ,Tengusa,80517
総数,Total,藻類,Seaweed,とさかのり,Comb paste,106823
東京湾海区,Tokyo bay area,総数,Total,,,200525
東京湾海区,Tokyo bay area,魚類,Fish,総数,Total,150272
東京湾海区,Tokyo bay area,魚類,Fish,あなご,Conger,33156
東京湾海区,Tokyo bay area,魚類,Fish,すずき,Sea bass,47582
東京湾海区,Tokyo bay area,魚類,Fish,かれい類,Flounder,28348
東京湾海区,Tokyo bay area,その他の水産動物,Other marine animals,総数,Total,19887
東京湾海区,Tokyo bay area,貝類,Shellfish,総数,Total,30366
東京湾海区,Tokyo bay area,貝類,Shellfish,あさり類,Shortnecked clams,21150
東京湾海区,Tokyo bay area,貝類,Shellfish,その他,Other,9216
東京湾海区,Tokyo bay area,藻類,Seaweed,総数,Total,-
大島海区,Oshima sea area,総数,Total,,,1356863
大島海区,Oshima sea area,魚類,Fish,総数,Total,904255
大島海区,Oshima sea area,魚類,Fish,きんめだい,Alfonsino,575746
大島海区,Oshima sea area,魚類,Fish,いさき,Grunt,33695
大島海区,Oshima sea area,魚類,Fish,たかべ,Yellow striped butterfish,95291
大島海区,Oshima sea area,その他の水産動物,Other marine animals,総数,Total,226452
大島海区,Oshima sea area,その他の水産動物,Other marine animals,いせえび,Spiny lobster,161731
大島海区,Oshima sea area,その他の水産動物,Other marine animals,いか類,Squid,62221
大島海区,Oshima sea area,貝類,Shellfish,総数,Total,52729
大島海区,Oshima sea area,貝類,Shellfish,さざえ,Top shell,22646
大島海区,Oshima sea area,貝類,Shellfish,とこぶし,Japanese abalone,16109
大島海区,Oshima sea area,貝類,Shellfish,くぼがい,Chlorostoma lischkei ,6155
大島海区,Oshima sea area,藻類,Seaweed,総数,Total,173427
大島海区,Oshima sea area,藻類,Seaweed,てんぐさ,Tengusa,72549
大島海区,Oshima sea area,藻類,Seaweed,とさかのり,Comb paste,99395
三宅海区,Miyake sea area,総数,Total,,,172005
