年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets
平成20,2008,総数,Total,,,,,,2975330,1732867,1242461,2957800,1723061,1234738
平成21,2009,総数,Total,,,,,,2955069,1727166,1227901,2937939,1717537,1220401
平成22,2010,総数,Total,,,,,,2940343,1732195,1208150,2923230,1722581,1200648
平成23,2011,総数,Total,,,,,,2917201.991,1715214,1201989.991,2899143.811,1705797.82,1193343.991
平成24,2012,総数,Total,,,,,,2986160,1744492,1241669,2967071,1734864,1232206
平成24,2012,区部,Ku area only,,,,,,2541596,1488838,1052760,2522334,1479210,1043123
平成24,2012,小田急電鉄,Odakyu Electric Railway,,,,,,329090,198699,130391,329916,198699,131217
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,,,,311118,187142,123976,312330,187142,125188
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,新宿,Shinjuku,※,89447,53087,36360,86899,53087,33812
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,南新宿,Minami-Shinjuku,※,570,161,409,779,161,618
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,参宮橋,Sangubashi,※,2672,929,1743,2856,929,1927
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,代々木八幡,Yoyogi-Hachiman,※,3351,1736,1615,3831,1736,2095
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,代々木上原,Yoyogi-Uehara,※,40415,27475,12940,43625,27475,16150
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,東北沢,Higashi-Kitazawa,※,1147,469,678,1185,469,716
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,下北沢,Shimo-Kitazawa,※,23896,12989,10907,24412,12989,11423
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,世田谷代田,Setagaya-Daita,※,1470,723,747,1554,723,831
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,梅ヶ丘,Umegaoka,※,5803,3660,2143,5686,3660,2026
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,豪徳寺,Gotokuji,※,4710,2572,2138,4589,2572,2017
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,経堂,Kyodo,※,13006,8026,4980,12897,8026,4871
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,千歳船橋,Chitose-Funabashi,※,9940,6147,3793,9668,6147,3521
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,祖師ヶ谷大蔵,Soshigaya-Okura,※,8053,4807,3246,8021,4807,3214
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,成城学園前,Seijogakuen-Mae,※,15631,9504,6127,15298,9504,5794
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,喜多見,Kitami,※,5763,3551,2212,5833,3551,2282
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,狛江,Komae,,7839,4880,2959,7867,4880,2987
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,和泉多摩川,Izumi-Tamagawa,,2773,1809,964,2705,1809,896
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,鶴川,Tsurukawa,,12510,8112,4398,12376,8112,4264
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,玉川学園前,Tamagawagakuen-Mae,,8894,5888,3006,9012,5888,3124
平成24,2012,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,町田,Machida,,53228,30617,22611,53237,30617,22620
