地域階層,地域コード,地域,District,総数 Total／所有者数 Number of owners,総数 Total／面積 Area,個人 Individual／所有者数 Number of owners,個人 Individual／面積 Area,法人 Companies／所有者数 Number of owners,法人 Companies／面積 Area
0,13100,区部,All ku,1227000,303665,1143666,214457,83334,89208
1,13101,千代田区,Chiyoda-ku,9059,3662,5668,690,3391,2972
1,13102,中央区,Chuo-ku,13346,3318,8949,798,4397,2520
1,13103,港区,Minato-ku,19013,8231,14146,2117,4867,6114
1,13104,新宿区,Shinjuku-ku,38142,8773,33385,5092,4757,3680
1,13105,文京区,Bunkyo-ku,28233,5143,25664,3425,2569,1718
1,13106,台東区,Taito-ku,27223,4420,23074,2571,4149,1849
1,13107,墨田区,Sumida-ku,31973,6392,28988,4109,2985,2283
1,13108,江東区,Koto-ku,33141,13291,29346,4092,3795,9199
1,13109,品川区,Shinagawa-ku,44020,12233,40746,6053,3274,6180
1,13110,目黒区,Meguro-ku,37712,8342,35222,6337,2490,2005
1,13111,大田区,Ota-ku,91256,23600,85385,16212,5871,7388
1,13112,世田谷区,Setagaya-ku,129858,33575,124328,27051,5530,6524
1,13113,渋谷区,Shibuya-ku,28184,7219,24215,4110,3969,3109
1,13114,中野区,Nakano-ku,49275,9548,46604,7735,2671,1813
1,13115,杉並区,Suginami-ku,92537,21033,88818,17991,3719,3042
1,13116,豊島区,Toshima-ku,37671,7505,34700,5465,2971,2040
1,13117,北区,Kita-ku,40794,9751,38577,6147,2217,3605
1,13118,荒川区,Arakawa-ku,24955,5325,23260,3604,1695,1721
1,13119,板橋区,Itabashi-ku,64753,16495,61331,12054,3422,4440
1,13120,練馬区,Nerima-ku,119747,29453,116271,26225,3476,3228
1,13121,足立区,Adachi-ku,99480,27160,95254,21306,4226,5854
1,13122,葛飾区,Katsushika-ku,70804,16468,67858,13262,2946,3206
1,13123,江戸川区,Edogawa-ku,95824,22729,91877,18011,3947,4719
0,13200,市部,All shi,842823,429653,817825,328996,24998,100657
1,13201,八王子市,Hachioji-shi,118465,91032,114735,64219,3730,26813
1,13202,立川市,Tachikawa-shi,29290,13913,28167,10502,1123,3411
1,13203,武蔵野市,Musashino-shi,21865,6793,20810,5166,1055,1628
1,13204,三鷹市,Mitaka-shi,31128,10444,30187,8824,941,1620
1,13205,青梅市,Ome-shi,35038,60186,33933,41723,1105,18462
1,13206,府中市,Fuchu-shi,41160,15133,39984,11201,1176,3932
1,13207,昭島市,Akishima-shi,20263,9121,19534,5909,729,3211
1,13208,調布市,Chofu-shi,36065,12069,34886,9917,1179,2152
1,13209,町田市,Machida-shi,91364,42134,89283,34838,2081,7295
1,13210,小金井市,Koganei-shi,22576,6659,21916,5820,660,839
1,13211,小平市,Kodaira-shi,36853,13182,36045,10474,808,2707
1,13212,日野市,Hino-shi,38318,14517,37388,11262,930,3255
1,13213,東村山市,Higashimurayama-shi,31830,9972,31124,8701,706,1271
1,13214,国分寺市,Kokubunji-shi,26003,8067,25186,6848,817,1219
1,13215,国立市,Kunitachi-shi,13082,4809,12562,4001,520,808
1,13218,福生市,Fussa-shi,10453,3884,10100,3295,353,589
1,13219,狛江市,Komae-shi,14151,3934,13815,3524,336,410
1,13220,東大和市,Higashiyamato-shi,17487,6071,17084,5270,403,801
1,13221,清瀬市,Kiyose-shi,13047,5930,12786,5184,261,746
1,13222,東久留米市,Higashikurume-shi,31055,8518,30400,7239,655,1279
1,13223,武蔵村山市,Musashimurayama-shi,18409,8936,17879,7333,530,1603
1,13224,多摩市,Tama-shi,37699,10190,36981,6699,718,3491
1,13225,稲城市,Inagi-shi,12026,9367,11694,6034,332,3333
1,13227,羽村市,Hamura-shi,12402,6112,12059,4236,343,1877
1,13228,あきる野市,Akiruno-shi,26591,38142,25948,31637,643,6505
1,13229,西東京市,Nishitokyo-shi,56203,10540,53339,9142,2864,1399
,,,,,,,,,
東京都統計年鑑 （平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　1  土地・気象 1   LAND AND CLIMATE,,,,,,,,,
1-4  区市別，所有者別土地所有状況（全地目）（平成24年）1-4  LAND OWNERSHIP BY MUNICIPALITY AND OWNER ( ALL LAND CLASSIFICATION ）( 2012 ),,,,,,,,,
注1) 課税資料（平成24年1月1日)より作成。,,,,,,,,,
2) 面積は評価総地積(免税点未満を含む)。,,,,,,,,,
3) 区部は区分所有に係る土地を除く。,,,,,,,,,
4) 端数処理のため，各項の和と表示した総数は必ずしも一致しない。,,,,,,,,,
Note:1) Material prepared from taxation data (Jan. 1， 2012).,,,,,,,,,
2) Total appraised area (including land under the tax exemption limit).,,,,,,,,,
3) Ku area excludes land coming under condominium unit ownership.,,,,,,,,,
4) Figures may not add up to the totals shown due to rounding of figures.,,,,,,,,,
資料：都都市整備局都市づくり政策部広域調整課 「東京の土地(土地関係資料集)」 Source: Bureau of Urban Development， TMG,,,,,,,,,
地域階層（0:区部・市部　1:区市町村）,,,,,,,,,
（単位　面積　千m2）(Area in 1，000 m2),,,,,,,,,
