年次,Year,地域階層,地域コード,地域,District,施設数 Facilities／総数 Total,施設数 Facilities／公立 Public,施設数 Facilities／私立 Private,児童定員 Capacity／総数 Total,児童定員 Capacity／公立 Public,児童定員 Capacity／私立 Private,入所児童数 Children enrolled／総数 Total,入所児童数 Children enrolled／公立 Public,入所児童数 Children enrolled／私立 Private
平成20,2008,0,13000,東京都,Tokyo-to,1689,995,694,166552,97654,68898,164664,94614,70050
平成21,2009,0,13000,東京都,Tokyo-to,1705,982,723,169184,97144,72040,167938,94459,73479
平成22,2010,0,13000,東京都,Tokyo-to,1740,977,763,173532,97251,76281,172797,95213,77584
平成23,2011,0,13000,東京都,Tokyo-to,1800,961,839,181384,96736,84648,178955,94246,84709
平成24,2012,0,13000,東京都,Tokyo-to,1855,954,901,186698,96547,90151,185263,94596,90667
平成24,2012,1,13100,区部,All ku,1206,746,460,120568,76430,44138,118584,75061,43523
平成24,2012,2,13101,千代田区,Chiyoda-ku,7,6,1,565,465,100,586,488,98
平成24,2012,2,13102,中央区,Chuo-ku,20,14,6,1974,1537,437,1870,1467,403
平成24,2012,2,13103,港区,Minato-ku,24,16,8,2300,1845,455,2296,1839,457
平成24,2012,2,13104,新宿区,Shinjuku-ku,38,24,14,3807,2375,1432,3637,2286,1351
平成24,2012,2,13105,文京区,Bunkyo-ku,29,20,9,2395,1840,555,2429,1841,588
平成24,2012,2,13106,台東区,Taito-ku,22,13,9,1959,1213,746,1895,1159,736
平成24,2012,2,13107,墨田区,Sumida-ku,43,27,16,4247,2745,1502,4127,2600,1527
平成24,2012,2,13108,江東区,Koto-ku,76,43,33,7499,4363,3136,7340,4223,3117
平成24,2012,2,13109,品川区,Shinagawa-ku,61,42,19,5583,4108,1475,5762,4439,1323
平成24,2012,2,13110,目黒区,Meguro-ku,30,22,8,2910,2202,708,2824,2148,676
平成24,2012,2,13111,大田区,Ota-ku,88,54,34,9376,6489,2887,9127,6381,2746
平成24,2012,2,13112,世田谷区,Setagaya-ku,87,49,38,9064,4762,4302,9353,4986,4367
平成24,2012,2,13113,渋谷区,Shibuya-ku,30,21,9,2413,1687,726,2360,1681,679
平成24,2012,2,13114,中野区,Nakano-ku,36,23,13,3473,2213,1260,3421,2154,1267
平成24,2012,2,13115,杉並区,Suginami-ku,56,44,12,5413,4017,1396,5440,4007,1433
平成24,2012,2,13116,豊島区,Toshima-ku,33,24,9,3270,2459,811,3193,2369,824
平成24,2012,2,13117,北区,Kita-ku,56,40,16,5548,4080,1468,4971,3642,1329
平成24,2012,2,13118,荒川区,Arakawa-ku,29,21,8,3381,2395,986,3567,2560,1007
平成24,2012,2,13119,板橋区,Itabashi-ku,94,43,51,8510,3967,4543,8640,3941,4699
平成24,2012,2,13120,練馬区,Nerima-ku,93,60,33,9104,6281,2823,9014,6275,2739
平成24,2012,2,13121,足立区,Adachi-ku,91,54,37,9130,5595,3535,9082,5508,3574
平成24,2012,2,13122,葛飾区,Katsushika-ku,78,44,34,8435,4915,3520,7990,4547,3443
平成24,2012,2,13123,江戸川区,Edogawa-ku,85,42,43,10212,4877,5335,9660,4520,5140
平成24,2012,1,13200,市部,All shi,619,192,427,63733,18890,44843,64707,18707,46000
平成24,2012,2,13201,八王子市,Hachioji-shi,86,16,70,9425,1430,7995,9685,1432,8253
平成24,2012,2,13202,立川市,Tachikawa-shi,29,10,19,3288,1065,2223,3240,930,2310
平成24,2012,2,13203,武蔵野市,Musashino-shi,15,7,8,1387,652,735,1421,680,741
平成24,2012,2,13204,三鷹市,Mitaka-shi,31,19,12,2492,1576,916,2351,1497,854
平成24,2012,2,13205,青梅市,Ome-shi,32,-,32,3145,-,3145,3209,2,3207
平成24,2012,2,13206,府中市,Fuchu-shi,41,16,25,4336,1745,2591,4234,1724,2510
平成24,2012,2,13207,昭島市,Akishima-shi,20,2,18,2473,200,2273,2522,187,2335
平成24,2012,2,13208,調布市,Chofu-shi,32,12,20,3029,1175,1854,3178,1207,1971
平成24,2012,2,13209,町田市,Machida-shi,60,7,53,5283,665,4618,5541,670,4871
平成24,2012,2,13210,小金井市,Koganei-shi,13,5,8,1361,525,836,1401,546,855
平成24,2012,2,13211,小平市,Kodaira-shi,19,10,9,1953,1157,796,2070,1233,837
平成24,2012,2,13212,日野市,Hino-shi,31,12,19,2828,1255,1573,3009,1263,1746
平成24,2012,2,13213,東村山市,Higashimurayama-shi,17,7,10,1721,710,1011,1942,787,1155
平成24,2012,2,13214,国分寺市,Kokubunji-shi,19,7,12,1899,738,1161,1679,677,1002
平成24,2012,2,13215,国立市,Kunitachi-shi,11,4,7,1110,416,694,1134,408,726
平成24,2012,2,13218,福生市,Fussa-shi,12,1,11,1200,80,1120,1202,79,1123
平成24,2012,2,13219,狛江市,Komae-shi,9,6,3,875,628,247,842,636,206
平成24,2012,2,13220,東大和市,Higashiyamato-shi,15,1,14,1747,105,1642,1779,116,1663
平成24,2012,2,13221,清瀬市,Kiyose-shi,13,8,5,1178,578,600,1117,507,610
平成24,2012,2,13222,東久留米市,Higashikurume-shi,17,10,7,1690,1019,671,1680,1018,662
平成24,2012,2,13223,武蔵村山市,Musashimurayama-shi,13,1,12,2009,146,1863,1997,131,1866
平成24,2012,2,13224,多摩市,Tama-shi,20,2,18,2386,247,2139,2463,246,2217
平成24,2012,2,13225,稲城市,Inagi-shi,13,5,8,1531,504,1027,1573,493,1080
平成24,2012,2,13227,羽村市,Hamura-shi,12,4,8,1230,342,888,1223,285,938
平成24,2012,2,13228,あきる野市,Akiruno-shi,15,3,12,1708,200,1508,1742,181,1561
平成24,2012,2,13229,西東京市,Nishitokyo-shi,24,17,7,2449,1732,717,2473,1772,701
平成24,2012,1,13300,郡部,All gun,14,2,12,1300,230,1070,1242,222,1020
平成24,2012,1,13350,島部,All islands,16,14,2,1097,997,100,730,606,124
,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,
18-4  地域別保育所の状況（平成20～24年） 18-4  CHILDREN DAY CARE CENTERS BY DISTRICT ( 2008-2012 ) ,,,,,,,,,,,,,,
各年4月1日現在。休止中の施設を除く。 ,,,,,,,,,,,,,,
As of April 1 of the year noted．Figures exclude facilities currently inactive.,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG    ,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,
