地域階層,国名,Country,マーク Mark,総数 Total／輸出 Exports,総数 Total／輸入 Imports,海上 By sea／輸出 Exports,海上 By sea／輸入 Imports,航空 By air／輸出 Exports,航空 By air／輸入 Imports
0,総額,Total,,12700363,18374257,4687725,8458523,8012639,9915734
1,アジア,Asia,,7487555,10009648,2578897,5666684,4908657,4342965
2,大韓民国,Republic of Korea,,865561,780345,236674,451054,628886,329291
2,中華人民共和国,China,,2072791,5748175,851714,3512610,1221077,2235565
2,台湾,Taiwan,,909809,842887,212796,316205,697013,526682
2,香港,Hong Kong,,1329906,66381,346536,20564,983370,45818
2,ベトナム,Vietnam,,140324,296565,69242,226278,71082,70287
2,タイ,Thailand,,717554,605412,288303,385389,429251,220024
2,シンガポール,Singapore,,534373,380897,151864,100781,382509,280116
2,マレーシア,Malaysia,,304207,549697,103502,202185,200706,347512
2,フィリピン,Philippines,※,224298,299599,71875,154285,152422,145315
2,インドネシア,Indonesia,,239318,235382,178533,188771,60785,46610
2,カンボジア,Cambodia,※,386,13465,386,13465,-,-
2,ミャンマー,Myanmar,※,378,18640,378,18640,-,-
2,インド,India,※,124317,122432,54238,44155,70080,78277
2,パキスタン,Pakistan,※,8922,1781,8922,1781,-,-
2,バングラデシュ,Bangladesh,※,4412,28400,1130,22058,3282,6342
2,マカオ,Macau,※,4089,62,-,-,4089,62
1,中東,Middle East,,127435,71384,51188,16581,76247,54803
2,サウジアラビア,Saudi Arabia,※,20590,2828,8704,2754,11886,74
2,イスラエル,Israel,※,51989,61360,15966,10943,36023,50417
2,アラブ首長国連邦,United Arab Emirates,※,40228,2933,20309,735,19919,2198
1,西欧,Western Europe,,2035317,3729303,733854,1125209,1301463,2604094
2,アイスランド,Iceland,※,418,6716,418,6716,-,-
2,ノルウェー,Norway,※,6774,47113,2768,27422,4006,19691
2,スウェーデン,Sweden,※,36639,72268,12832,29075,23807,43193
2,デンマーク,Denmark,※,12226,119371,6909,53832,5318,65538
2,英国,Britain,,372228,274674,128623,85506,243606,189168
2,アイルランド,Ireland,,14413,259382,4036,22614,10377,236769
2,オランダ,Netherlands,※,426835,187047,229895,128908,196940,58139
2,ベルギー,Belgium,※,83892,75040,41350,28041,42542,47000
2,ルクセンブルク,Luxembourg,※,9395,1054,9395,1054,-,-
2,フランス,France,,144403,633419,61242,185724,83160,447694
2,ドイツ,Germany,※,558749,788932,166429,270104,392319,518828
2,スイス,Swizerland,※,243136,453950,13867,77818,229270,376133
2,ポルトガル,Portugal,※,7715,13739,3721,3573,3995,10166
2,スペイン,Spain,※,23888,178561,10437,43453,13451,135108
2,イタリア,Italy,※,55119,481895,26282,105107,28837,376788
2,フィンランド,Finland,※,9007,29648,4236,17184,4770,12464
2,オーストリア,Austria,※,12538,80355,3978,26658,8560,53697
2,トルコ,Turkey,※,12891,17624,6094,8358,6797,9266
1,中東欧・ロシア等,Inside East Europe， Russia， etc.,,120730,241489,45615,115405,75115,126085
2,ウズベキスタン,Republic of Uzbekistan,※,268,8438,-,-,268,8438
2,ポーランド,Poland,※,22946,40861,13915,29641,9031,11220
2,ロシア,Russia,※,41017,73883,10524,30261,30493,43623
2,ハンガリー,Hungary,※,12928,41742,5403,17067,7525,24675
2,ルーマニア,Romania,※,1144,9281,-,-,1144,9281
2,エストニア,Estonia,※,501,6778,-,-,501,6778
2,チェコ,Czech,※,24918,31586,10595,18970,14323,12616
2,スロバキア,Slovakia,※,5512,1555,-,-,5512,1555
1,欧州連合,European Union,,1837579,3346768,744189,1086936,1093390,2259832
1,北米,Noth Amarica,,2605067,3425299,1181742,1117161,1423325,2308137
2,カナダ,Canada,※,101771,215855,52227,151180,49544,64675
2,アメリカ合衆国,United States of America,,2503295,3204257,1129515,960795,1373780,2243462
1,中南米,Central America,,178002,432744,53811,256156,124191,176589
2,メキシコ,Mexico,※,63627,176433,21619,70268,42008,106166
2,コスタリカ,Costa Rica,※,21959,20500,4906,11961,17053,8539
2,プエルトリコ（米） ,Puerto Rico(U.S.A.),※,19089,39061,781,6069,18307,32992
2,コロンビア,Colombia,※,2769,5691,-,-,2769,5691
2,チリ,Chile,※,5904,92100,1361,89967,4543,2133
2,ブラジル,Brazil,※,43833,64071,14487,53859,29345,10212
2,アルゼンチン,Argentina,※,3713,10807,3713,10807,-,-
1,アフリカ,Africa,,39487,287378,14312,38339,25174,249038
2,チュニジア,Tunisia,※,1142,5764,-,-,1142,5764
2,モーリタニア,Mauritania,※,-,12837,-,12837,-,-
2,南アフリカ共和国,Republic of South Africa,※,15836,246170,6932,9398,8904,236772
1,大洋州,Oceania,,98047,163977,28305,122980,69741,40998
2,オーストラリア,Australia,※,85458,103015,23085,77795,62373,25220
2,ニュージーランド,New Zealand,※,10883,50114,4766,42488,6117,7626
,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　12  商業・サービス・貿易 12  COMMERCE，SERVICES，AND FOREIGN TRADE,,,,,,,,,
12-6  国別輸出入額 (平成24年) 12-6   VALUE OF IMPORTS AND EXPORTS BY SELECTED COUNTRY ( 2012 ),,,,,,,,,
この表は， 輸出入申告書， 積みもどし申告書及び船舶， 航空機の入出港届等を資料として作成されたものである。輸出は本船渡価額 (F.O.B.)，輸入は到着価額 (C.I.F.) である。 なお，「海上」 は東京税関管内の「東京港」であり，「航空」は「東京国際空港(羽田)」 と「成田国際空港」分を合計したものである。,,,,,,,,,
"This table has been prepared in reference to import／export declarations， reshipment declarations， notifications of the seaports／airports of entry／departure， and others. Values of exports and imports are based on F.O.B. and C.I.F. prices， respectively.""By sea"" refers to the values of imports／exports passing through the Port of Tokyo， Tokyo Customs， and ""By air"" refers to the value of trade (import／export) through the Tokyo International Airport (Haneda Airport) and Narita International Airport.  ",,,,,,,,,
注 1) 主要国及び地域のみを掲げたので，各国・地域の合計と小計とは一致しない。,,,,,,,,,
 2) ※については総数及び航空には羽田を含まない。,,,,,,,,,
Note: 1) Totals and subtotals by country and region do not match the sum of their components because data only reter to selected countries and regions.,,,,,,,,,
" 2) As for countries marked with asterisks， ""Total"" and ""By air"" data do not include import／export trade through Haneda Airport.",,,,,,,,,
資料：東京税関 「貿易年表」 Source: Tokyo Customs ,,,,,,,,,
（単位  百万円）(In millions of yen)  ,,,,,,,,,
地域階層 (0:総額　1:地域　2:内訳),,,,,,,,,
