地域階層,地域コード,地域,District,除却 Removed／建築物数 Number,除却 Removed／床面積の合計 Total floor space,除却 Removed／建築物評価額 Estimated value,災害 Damaged by disasters／建築物数 Number,災 害Damaged by disasters／床面積の合計 Total floor space,災害 Damaged by disasters／建築物損害見積額 Estimated damages
0,13000,総数,Tokyo-to,9961,3017683,10543109,248,13002,155789
1,13100,区部,All ku,6758,2283791,9223103,184,8919,97539
5,13101,千代田区,Chiyoda-ku,83,311050,3666613,2,35,401
5,13102,中央区,Chuo-ku,140,187035,707788,11,291,4603
5,13103,港区,Minato-ku,177,233292,578094,1,68,301
5,13104,新宿区,Shinjuku-ku,356,201732,1779383,3,153,3209
5,13105,文京区,Bunkyo-ku,159,36980,48770,-,-,-
5,13106,台東区,Taito-ku,108,27482,9418,6,215,215
5,13107,墨田区,Sumida-ku,181,31783,45957,9,646,646
5,13108,江東区,Koto-ku,191,43980,53185,9,374,1122
5,13109,品川区,Sｈinagawa-ku,263,84634,97354,2,269,1100
5,13110,目黒区,Meguro-ku,195,44528,63617,4,135,2855
5,13111,大田区,Ota-ku,550,138009,182462,12,699,5592
5,13112,世田谷区,Setagaya-ku,733,157907,380105,13,660,4613
5,13113,渋谷区,Shibuya-ku,189,75142,146079,1,13,20
5,13114,中野区,Nakano-ku,237,63352,119390,8,448,26200
5,13115,杉並区,Suginami-ku,547,130528,175772,15,609,1419
5,13116,豊島区,Toshima-ku,197,36376,34592,-,-,-
5,13117,北区,Kita-ku,230,58380,22495,2,74,820
5,13118,荒川区,Arakawa-ku,155,35478,106865,12,472,4611
5,13119,板橋区,Itabashi-ku,325,71421,236946,6,782,3370
5,13120,練馬区,Nerima-ku,592,122561,404703,21,825,16821
5,13121,足立区,Adachi-ku,469,85353,128345,15,1052,11752
5,13122,葛飾区,Katsushika-ku,315,55987,157190,-,-,-
5,13123,江戸川区,Edogawa-ku,366,50801,77980,32,1099,7869
1,13200,市部,All shi,3144,723580,1305073,64,4083,58250
5,13201,八王子市,Hachioji-shi,413,93361,69269,17,1369,11714
5,13202,立川市,Tachikawa-shi,179,35522,39393,6,293,1172
5,13203,武蔵野市,Musashino-shi,94,19306,38498,-,-,-
5,13204,三鷹市,Mitaka-shi,188,44181,76864,-,-,-
5,13205,青梅市,Ome-shi,115,19217,9376,-,-,-
5,13206,府中市,Fuchu-shi,271,128184,193735,11,389,9787
5,13207,昭島市,Akishima-shi,76,15981,7532,4,171,475
5,13208,調布市,Chofu-shi,129,37370,418245,11,837,7007
5,13209,町田市,Machida-shi,238,33557,139383,4,394,3940
5,13210,小金井市,Koganei-shi,106,16166,13840,-,-,-
5,13211,小平市,Kodaira-shi,118,15508,14465,-,-,-
5,13212,日野市,Hino-shi,204,27149,85200,-,-,-
5,13213,東村山市,Higashimurayama-shi,83,22696,36246,1,40,62
5,13214,国分寺市,Kokubunji-shi,94,15448,20745,-,-,-
5,13215,国立市,Kunitachi-shi,104,45222,26387,-,-,-
5,13218,福生市,Fussa-shi,39,3393,2148,-,-,-
5,13219,狛江市,Komae-shi,71,8268,8550,-,-,-
5,13220,東大和市,Higashiyamato-shi,77,8407,6550,-,-,-
5,13221,清瀬市,Kiyose-shi,34,9502,2352,-,-,-
5,13222,東久留米市,Higashikurume-shi,91,47522,35395,-,-,-
5,13223,武蔵村山市,Musashimurayama-shi,47,5035,3669,-,-,-
5,13224,多摩市,Tama-shi,36,26582,2277,-,-,-
5,13225,稲城市,Inagi-shi,46,4782,7195,7,478,21916
5,13227,羽村市,Hamura-shi,61,7628,7039,-,-,-
5,13228,あきる野市,Akiruno-shi,109,21829,30820,-,-,-
5,13229,西東京市,Nishitokyo-shi,121,11764,9900,3,112,2177
,,郡部，島部,All gun and islands,59,10312,14933,-,-,-
,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　3  建設・住居 3  CONSTRUCTION AND HOUSING,,,,,,,,,
3-13  地 域 別 滅 失 建 築 物 （平成24年） ,,,,,,,,,
DESTROYED BUILDINGS BY DISTRICT (2012) ,,,,,,,,,
この表は建築基準法により， 工事施工者から知事に届出のあった建築物除去届及び市町村長からの建築物災害報告によって作成された ,,,,,,,,,
もので，対象は床面積の合計が10平方メートルを越える建築物である。 ,,,,,,,,,
This table is based on notifications of building removal submitted to the Governor by contractors and reports on buildings damaged by ,,,,,,,,,
disasters submitted by the heads of shi，machi，andmura，and covers buildings with total floor space of more than 10 square meters.,,,,,,,,,
（単位　面積　平方メートル， 金額　万円）  (Space in ㎡， Value in 10 thousand yen),,,,,,,,,
資料：都都市整備局市街地建築部建築企画課  Source: Bureau of Urban Development， TMG,,,,,,,,,
