"全国地方公共団体コード","法人番号","ID","地方公共団体名","名称","名称_カナ","名称_英語","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","設置者","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","SSID","提供エリア","URL","備考"
"131032",,"EE0000000001","東京都港区","虎ノ門駅９番口","トラノモンエキ９バングチ","Toranomon Station Exit 9","131032",,"東京都港区虎ノ門一丁目1番15号","東京都","港区","虎ノ門一丁目","1番15号",,"35.669865","139.751303","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000002","東京都港区","内幸町駅Ａ４番口","ウチサイワイチョウエキＡ４バングチ","Uchisaiwaicho Station Exit A4","131032",,"東京都港区西新橋一丁目3番12号","東京都","港区","西新橋一丁目","3番12号",,"35.668889","139.754194","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000003","東京都港区","新橋駅銀座口","シンバシエキギンザクチ","Shimbashi Station Ginza Exit","131032",,"東京都港区新橋一丁目11番","東京都","港区","新橋一丁目","11番",,"35.667359","139.758966","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000131","東京都港区","海洋船舶ビル前","カイヨウセンパクビルマエ","In front of Kaiyo Senpaku Building","131032",,"東京都港区虎ノ門一丁目15番16号","東京都","港区","虎ノ門一丁目","15番16号",,"35.669506","139.748946","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000132","東京都港区","第2岡名ビル前","ダイ２オカナビルマエ","In front of Okana 2nd Building","131032",,"東京都港区新橋一丁目24番16号","東京都","港区","新橋一丁目","24番16号",,"35.668772","139.751228","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000004","東京都港区","新橋駅前西口広場","シンバシエキマエニシグチヒロバ","West Exit Plaza front of Shimbashi Station","131032",,"東京都港区新橋二丁目16番1号","東京都","港区","新橋二丁目","16番1号",,"35.667038","139.757554","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000005","東京都港区","新橋駅前西口広場２","シンバシエキマエニシグチヒロバ２","West Exit Plaza2 in front of Shimbashi Station","131032",,"東京都港区新橋二丁目16番1号","東京都","港区","新橋二丁目","16番1号",,"35.666869","139.75745","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000006","東京都港区","神谷町駅４番口","カミヤチョウエキ４バングチ","Kamiyacho Station Exit 4","131032",,"東京都港区虎ノ門五丁目1番8号","東京都","港区","虎ノ門五丁目","1番8号",,"35.663448","139.745311","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000133","東京都港区","慈恵大学旧館裏門","ジケイダイガクキュウカンウラモン","Jikei University Old Building Back Gate","131032",,"東京都港区西新橋三丁目25番8号","東京都","港区","西新橋三丁目","25番8号",,"35.662551","139.749532","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000134","東京都港区","百楽ビル前","ヒャクラクビルマエ","In front of Hyakuraku Building","131032",,"東京都港区新橋五丁目8番1号","東京都","港区","新橋五丁目","8番1号",,"35.663898","139.755106","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
