"全国地方公共団体コード","法人番号","ID","地方公共団体名","名称","名称_カナ","名称_英語","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","設置者","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","SSID","提供エリア","URL","備考"
"131032",,"EE0000000007","東京都港区","御成門駅Ａ５番口","オナリモンエキＡ５バングチ","Onarimon Station Exit A5","131032",,"東京都港区西新橋三丁目24番","東京都","港区","西新橋三丁目","24番",,"35.661268","139.751402","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000008","東京都港区","港区本庁舎（芝地区総合支所）","ミナトクホンチョウシャ（シバチクソウゴウシショ）","Minato City Hall (Shiba Regional City Office)","131032",,"東京都港区芝公園一丁目5番25号","東京都","港区","芝公園一丁目","5番25号",,"35.65802","139.751476","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000009","東京都港区","大門駅Ａ６番口","ダイモンエキＡ６バングチ","Daimon Station Exit A6","131032",,"東京都港区芝大門二丁目3番1号","東京都","港区","芝大門二丁目","3番1号",,"35.656786","139.753784","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000010","東京都港区","浜松町駅北口","ハママツチョウエキキタグチ","Hamamatsucho Station North Exit","131032",,"東京都港区浜松町二丁目4番1号","東京都","港区","浜松町二丁目","4番1号",,"35.656527","139.756391","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000135","東京都港区","都営芝公園駅前出入口方","トエイシバコウエンエキマエデイリグチカタ","In front of Toei Shibakoen Station entrance/exit","131032",,"東京都港区芝公園二丁目7番1号","東京都","港区","芝公園二丁目","7番1号",,"35.65405","139.75016","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000136","東京都港区","竹芝客船ターミナル公園入口","タケシバキャクセンターミナルコウエンイリグチ","Takeshiba Passenger Boat Terminal Park Entrance","131032",,"東京都港区海岸一丁目12番2号","東京都","港区","海岸一丁目","12番2号",,"35.65501","139.76267","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000011","東京都港区","田町駅三田口","タマチエキミタグチ","Tamachi Station Mita Exit","131032",,"東京都港区芝五丁目34番","東京都","港区","芝五丁目","34番",,"35.646297","139.747229","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000013","東京都港区","乃木坂駅駅前郵便局付近","ノギザカエキエキマエユウビンキョクフキン","Near Post Office in front of Nogizaka Station","131032",,"東京都港区六本木七丁目3番10号","東京都","港区","六本木七丁目","3番10号",,"35.666466","139.727938","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000015","東京都港区","六本木駅４番口","ロッポンギエキ４バングチ","Roppongi Station Exit 4","131032",,"東京都港区六本木七丁目14番12号","東京都","港区","六本木七丁目","14番12号",,"35.663036","139.731505","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000014","東京都港区","六本木駅６番口","ロッポンギエキ６バングチ","Roppongi Station Exit 6","131032",,"東京都港区六本木四丁目8番5号","東京都","港区","六本木四丁目","8番5号",,"35.663946","139.733384","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000012","東京都港区","六本木一丁目駅３番口","ロッポンギイッチョウメエキ３バングチ","Roppongi-itchome Station Exit 3","131032",,"東京都港区六本木一丁目4番","東京都","港区","六本木一丁目","4番",,"35.666436","139.739212","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000016","東京都港区","麻布地区総合支所","アザブチクソウゴウシショ","Azabu Regional City Office","131032",,"東京都港区六本木五丁目16番45号","東京都","港区","六本木五丁目","16番45号",,"35.660606","139.735062","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000017","東京都港区","麻布十番駅５番口","アザブジュウバンエキ５バングチ","Azabu-juban Station Exit 5","131032",,"東京都港区麻布十番一丁目11番8号","東京都","港区","麻布十番一丁目","11番8号",,"35.655585","139.736938","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000137","東京都港区","ツイン一の橋ＮＯ1ビル前","ツインイチノハシナンバー１ビルマエ","In front of Twin Ichinohashi NO1 Building","131032",,"東京都港区麻布十番四丁目3番","東京都","港区","麻布十番四丁目","3番",,"35.65456","139.73715","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000018","東京都港区","広尾駅１番口","ヒロオエキ１バングチ","Hiro-o Station Exit 1","131032",,"東京都港区南麻布五丁目15番","東京都","港区","南麻布五丁目","15番",,"35.651159","139.722362","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000138","東京都港区","有栖川公園広尾門","アリスガワコウエンヒロオモン","Arisugawa Park Hiro-o Gate","131032",,"東京都港区南麻布五丁目7番1号","東京都","港区","南麻布五丁目","7番1号",,"35.65146","139.72394","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000139","東京都港区","仙台坂交差点脇","センダイザカコウサテンワキ","Beside the Sendai-zaka intersection","131032",,"東京都港区南麻布三丁目3番39号","東京都","港区","南麻布三丁目","3番39号",,"35.65185","139.73057","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000140","東京都港区","福泉寺前","フクセンジマエ","In front of Fukusenji Temple","131032",,"東京都港区南麻布一丁目6番8号","東京都","港区","南麻布一丁目","6番8号",,"35.65229","139.73639","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000141","東京都港区","本村公園前","ホンムラコウエンマエ","In front of Hommura Park","131032",,"東京都港区南麻布三丁目4番","東京都","港区","南麻布三丁目","4番",,"35.65027","139.73111","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000142","東京都港区","みずほ銀行麻布支店前","ミズホギンコウアザブシテンマエ","In front of Mizuho Bank Azabu Branch","131032",,"東京都港区南麻布二丁目11番4号","東京都","港区","南麻布二丁目","11番4号",,"35.64776","139.73633","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000019","東京都港区","赤坂見附駅豊川稲荷前歩道橋付近","アカサカミツケエキトヨカワイナリマエホドウキョウフキン","Near Akasaka-mitsuke Station Toyokawa-inari Footbridge","131032",,"東京都港区元赤坂一丁目3番9号","東京都","港区","元赤坂一丁目","3番9号",,"35.677096","139.734456","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000143","東京都港区","赤坂見附駅歩道橋下","アカサカミツケエキホドウキョウシタ","Under Akasaka-mitsuke Station Footbridge","131032",,"東京都港区赤坂三丁目1番2号","東京都","港区","赤坂三丁目","1番2号",,"35.6776","139.7368","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000020","東京都港区","赤坂見附駅１番口","アカサカミツケエキ１バングチ","Akasaka-mitsuke Station Exit 1","131032",,"東京都港区赤坂三丁目3番3号","東京都","港区","赤坂三丁目","3番3号",,"35.675371","139.738006","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000021","東京都港区","赤坂地区総合支所","アカサカチクソウゴウシショ","Akasaka Regional City Office","131032",,"東京都港区赤坂四丁目18番13号","東京都","港区","赤坂四丁目","18番13号",,"35.674754","139.731628","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000023","東京都港区","赤坂駅氷川公園付近","アカサカエキヒカワコウエンフキン","Near Akasaka Station Hikawa Park","131032",,"東京都港区赤坂六丁目5番1号","東京都","港区","赤坂六丁目","5番1号",,"35.671436","139.7374","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000144","東京都港区","ランディック第2赤坂ビル前","ランディックダイ２アカサカビルマエ","In front of Landic No. 2 Akasaka Building","131032",,"東京都港区赤坂二丁目10番9号","東京都","港区","赤坂二丁目","10番9号",,"35.67011","139.74173","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000145","東京都港区","東京スター銀行前","トウキョウスターギンコウマエ","In front of Tokyo Star Bank","131032",,"東京都港区赤坂一丁目6番16号","東京都","港区","赤坂一丁目","6番16号",,"35.66997","139.74208","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000022","東京都港区","青山一丁目駅ＮＴＴビル付近","アオヤマイッチョウメエキＮＴＴビルフキン","Near Aoyama-itchome Station NTT Building","131032",,"東京都港区赤坂八丁目4番23号","東京都","港区","赤坂八丁目","4番23号",,"35.673428","139.726761","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000146","東京都港区","青葉公園","アオバコウエン","Aoba Park","131032",,"東京都港区南青山一丁目4番4号","東京都","港区","南青山一丁目","4番4号",,"35.67094","139.72508","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000024","東京都港区","外苑いちょう並木入口","ガイエンイチョウナミキイリグチ","Gaien Icho Namiki Entrance","131032",,"東京都港区北青山二丁目1番","東京都","港区","北青山二丁目","1番",,"35.66957","139.716135","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000025","東京都港区","外苑前駅外苑前歩道橋付近","ガイエンマエエキガイエンマエホドウキョウフキン","Near Gaiemmae Station Gaiemmae Footbridge","131032",,"東京都港区北青山二丁目14番","東京都","港区","北青山二丁目","14番",,"35.670247","139.716667","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000026","東京都港区","表参道駅Ｂ５番口","オモテサンドウエキＢ５バングチ","Omote-sando Station Exit B5","131032",,"東京都港区北青山三丁目6番12号","東京都","港区","北青山三丁目","6番12号",,"35.665303","139.712018","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000027","東京都港区","表参道駅Ｂ３番口","オモテサンドウエキＢ３バングチ","Omote-sando Station Exit B3","131032",,"東京都港区南青山五丁目1番22号","東京都","港区","南青山五丁目","1番22号",,"35.664156","139.711909","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000028","東京都港区","高輪地区総合支所","タカナワチクソウゴウシショ","Takanawa Regional City Office","131032",,"東京都港区高輪一丁目16番25号","東京都","港区","高輪一丁目","16番25号",,"35.641957","139.73408","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000147","東京都港区","東海大学専門職大学院横","トウカイダイガクセンモンショクダイガクインヨコ","Beside Tokai University Professional Graduate School","131032",,"東京都港区高輪二丁目3番12号","東京都","港区","高輪二丁目","3番12号",,"35.6385","139.73447","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000148","東京都港区","東京研修センター三田教室正面前","トウキョウケンシュウセンターミタキョウシツショウメンマエ","In front of Tokyo Training Center Mita Classroom","131032",,"東京都港区三田三丁目10番5号","東京都","港区","三田三丁目","10番5号",,"35.64062","139.74081","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000149","東京都港区","大和消火器際","ダイワショウカキキワ","Beside Daiwa Fire Extinguisher","131032",,"東京都港区白金台五丁目18番2号","東京都","港区","白金台五丁目","18番2号",,"35.63731","139.72372","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000029","東京都港区","白金台駅１番口","シロガネダイエキ１バングチ","Shirokanedai Station Exit 1 ","131032",,"東京都港区白金台三丁目14番6号","東京都","港区","白金台三丁目","14番6号",,"35.637516","139.725505","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000150","東京都港区","明治学院歩道橋下","メイジガクインホドウキョウシタ","Under the Footbridge of Meiji Gakuin","131032",,"東京都港区白金台一丁目2番37号","東京都","港区","白金台一丁目","2番37号",,"35.63598","139.73121","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000030","東京都港区","泉岳寺交差点付近","センガクジコウサテンフキン","Near Sengakuji intersection","131032",,"東京都港区高輪二丁目15番16号","東京都","港区","高輪二丁目","15番16号",,"35.636808","139.738942","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000151","東京都港区","港区立高輪公園前","ミナトクリツタカナワコウエンマエ","In front of Minato Takanawa Park","131032",,"東京都港区高輪三丁目18番18号","東京都","港区","高輪三丁目","18番18号",,"35.63311","139.73622","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000152","東京都港区","芝浦１丁目交差点際","シバウラ１チョウメコウサテンキワ","Beside Shibaura 1-chome intersection","131032",,"東京都港区芝浦一丁目4番11号","東京都","港区","芝浦一丁目","4番11号",,"35.64868","139.75496","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000031","東京都港区","芝浦港南地区総合支所","シバウラコウナンチクソウゴウシショ","Shibaura-konan Regional City Office","131032",,"東京都港区芝浦一丁目16番1号","東京都","港区","芝浦一丁目","16番1号",,"35.646566","139.751907","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000032","東京都港区","田町駅芝浦口","タマチエキシバウラグチ","Tamachi Station Shibaura Exit","131032",,"東京都港区芝浦三丁目3番","東京都","港区","芝浦三丁目","3番",,"35.645036","139.748183","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000153","東京都港区","グランパーク前","グランパークマエ","In front of Grand Park","131032",,"東京都港区芝浦三丁目4番19号","東京都","港区","芝浦三丁目","4番19号",,"35.64335","139.74679","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000154","東京都港区","芝浦工大前左","シバウラコウダイマエヒダリ","Left in front of Shibaura Institute of Technolog","131032",,"東京都港区芝浦三丁目7番12号","東京都","港区","芝浦三丁目","7番12号",,"35.64366","139.74956","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000034","東京都港区","品川駅港南口","シナガワエキコウナングチ","Shinagawa Station Konan Exit","131032",,"東京都港区港南二丁目14番","東京都","港区","港南二丁目","14番",,"35.628948","139.741558","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000155","東京都港区","東八ツ山公園前","ヒガシヤツヤマコウエンマエ","In front of Higashi-Yatsuyama Park","131032",,"東京都港区港南二丁目8番","東京都","港区","港南二丁目","8番",,"35.62494","139.74366","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000035","東京都港区","お台場学園前","オダイバガクエンマエ","In front of Odaiba Gakuen","131032",,"東京都港区台場一丁目1番","東京都","港区","台場一丁目","1番",,"35.634165","139.776363","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000036","東京都港区","お台場レインボー公園前","オダイバレインボーコウエンマエ","In front of Odaiba Rainbow Park","131032",,"東京都港区台場一丁目3番1号","東京都","港区","台場一丁目","3番1号",,"35.632065","139.778071","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000037","東京都港区","お台場海浜公園東口広場","オダイバカイヒンコウエンヒガシグチヒロバ","Odaiba-kaihinkoen East Exit Plaza","131032",,"東京都港区台場一丁目4番","東京都","港区","台場一丁目","4番",,"35.631181","139.777459","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000039","東京都港区","お台場海浜公園中央駐車場付近","オダイバカイヒンコウエンチュウオウチュウシャジョウフキン","Odaiba-kaihinkoen Central Plaza","131032",,"東京都港区台場一丁目4番","東京都","港区","台場一丁目","4番",,"35.626501","139.769378","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",
"131032",,"EE0000000040","東京都港区","台場交差点付近","ダイバコウサテンフキン","Near Daiba Intersection","131032",,"東京都港区台場一丁目6番","東京都","港区","台場一丁目","6番",,"35.628485","139.775005","企画経営部企画課デジタル改革担当",,,,,,,"Minato_City_Wi-Fi",,"https://www.city.minato.tokyo.jp/jouhokanri/kuse/minatocitywi-fi_01.html",

"公衆無線LANアクセスポイント一覧（Minato_City_Wi-Fi）","Ver202403",,,,,,,,,,,,,,,,,,,,,,,,,,
