表8-2  物質別月別調査結果（ＰＡＭＳ）,,,,,,,,,,,,,,,,,2022年度  PAMS,,
"注)  ・2010（平成22)年度まで「低沸点VOC」としてPAMSの後に配していた4物質を、先頭に配した （番号は、PAMSを従来どおりとしたため、「V1」などとした。）。
・物質名の( )は、HAPｓの番号であり、重複していることを示す。
・２桁への有効数字処理は行っていない。
・検出下限値未満の値は「<」で示し、年平均値算出には検出下限値の1/2を充てる。右側のppb換算値の検出下限値付近の値においては、μg/m3と表示が異なる場合がある。",,,,,,,,,,,,,,,,,,,
V1,Ethane,,※ ＧＣ－ＦＩＤにより測定,,,,,,,基準値,：,,,,,,,分子量：,30.1
,,,,,,,,,,定量下限値：,,0.015,μg/m3,(0.012 ppb,),,換算係数(→ppb）：,,0.799
,,2022年度,,,,,,,,検出下限値：,,0.005,,(0.004 ppb,)       (単位：μg/m3）,,,(単位：ｐｐｂ）,
測定地点（局）,,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月,最大,最小,平 均,最大,最小,平 均
,中央区晴海,4.460,2.600,1.288,1.233,4.661,1.750,2.014,3.668,5.998,8.793,4.033,3.210,8.793,1.233,3.642,7.023,0.984,2.909
区,国設東京新宿,4.503,3.097,1.602,1.569,3.822,1.311,2.536,3.713,8.830,11.839,4.386,3.587,11.839,1.311,4.233,9.456,1.047,3.381
部,目黒区碑文谷,4.406,3.367,1.604,1.705,2.871,1.706,2.529,4.197,13.755,14.083,3.978,3.240,14.083,1.604,4.787,11.248,1.281,3.823
一,大田区東糀谷,4.464,4.001,1.508,1.420,4.946,1.680,2.820,3.723,11.472,15.264,4.445,3.774,15.264,1.420,4.960,12.191,1.134,3.962
般,板橋区氷川町,5.218,3.875,2.521,1.820,3.639,1.782,2.946,5.040,12.901,20.769,6.247,3.940,20.769,1.782,5.892,16.589,1.423,4.706
環,練馬区石神井町,3.881,2.541,1.386,1.691,2.166,1.554,2.743,4.582,11.456,16.784,5.145,3.374,16.784,1.386,4.775,13.405,1.107,3.814
境,足立区西新井,5.256,2.759,1.314,1.551,3.500,1.773,2.662,4.466,10.510,18.603,4.619,3.668,18.603,1.314,5.057,14.858,1.049,4.039
,江戸川区春江町,3.188,4.134,1.111,2.245,1.471,0.923,2.359,4.050,9.972,15.624,4.099,3.327,15.624,0.923,4.375,12.479,0.737,3.495
,区部一般平均,4.422,3.297,1.542,1.654,3.385,1.560,2.576,4.180,10.612,15.220,4.619,3.515,20.769,0.923,4.715,16.589,0.737,3.766
