ID,事業所名称,全国地方公共団体コード,都道府県名,所在地（区市町村）,事業者・所有者,トップレベル認定状況（2022年度末時点）,事業所概要URL
77,東京都水道局淀橋給水所,131041,東京都,新宿区西新宿二丁目10番１号,東京都水道局,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_YODOBASHI-WATER-SUPPLY-STATION
80,東京都水道局練馬給水所,131202,東京都,練馬区光が丘二丁目４番１号,東京都水道局,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_NERIMAWATERSUPPLYSTATION
87,東京都水道局八坂給水所,132136,東京都,東村山市富士見町五丁目４番46号,東京都水道局,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_YASAKA-WATER-SUPPLY-STATION
88,東京都水道局　稲城ポンプ所,132250,東京都,稲城市大丸527番地,東京都水道局,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_INAGIPUMPINGSTATION
89,東京都水道局　日野増圧ポンプ所,132128,東京都,日野市日野550番地,東京都水道局,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R1_HINOBOOSTERPUMPSTATION
272,日本橋一丁目三井ビルディング,131024,東京都,中央区日本橋一丁目４番１号,三井不動産株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_NIHONBASHI1-CHOMEMITSUIBUILDING
296,ＪＲ品川イーストビル,131032,東京都,港区港南二丁目18番１号,東日本旅客鉄道株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_JRSHINAGAWAEASTBUILDING
359,JR東急目黒ビル,131091,東京都,品川区上大崎三丁目１番１号,東日本旅客鉄道株式会社、東急株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_JR-TOKYU-MEGURO-BUILDING
373,森永乳業株式会社　東京多摩工場,132209,東京都,東大和市立野四丁目515番地,森永乳業株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_MORINAGAMILKINDUSTRY
374,池袋地域冷暖房株式会社,131164,東京都,豊島区東池袋三丁目1番1号,池袋地域冷暖房株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_IKEBUKURODISTRICTHEATINGANDCOOLING
437,西池袋熱供給株式会社　センタープラント,131164,東京都,豊島区西池袋一丁目11番,西池袋熱供給株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_NISHI-IKEBUKURO-HEATING
514,永代ダイヤビルディング,131083,東京都,江東区永代一丁目14番５号,三菱倉庫株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_EITAIDIABUILDING
520,日本電気本社ビル,131032,東京都,港区芝五丁目７番１号,野村不動産マスターファンド投資法人、芝ウインドアベニュー合同会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_NECHEADOFFICEBUILDING
590,晴海アイランドトリトンスクエアスーパーブロック,131024,東京都,中央区晴海一丁目８番,第一生命保険株式会社、三井住友信託銀行株式会社、三菱UFJ信託銀行株式会社、株式会社日本建築住宅センター、東京都水道局、株式会社カナデン、トヨタモビリティ東京株式会社、住友商事株式会社、東京電力パワーグリッド株式会社　他,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_HARUMIISLANDTRITONSQUARESUPER-BLOCK
611,新宿パークタワー,131041,東京都,新宿区西新宿三丁目７番１号,東京ガス不動産株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-r4_shinjuku-park-tower
627,錦糸町熱供給株式会社　エネルギーセンター,131075,東京都,墨田区錦糸二丁目2番1号,錦糸町熱供給株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/r5_kinshichoheating-coolingsupplyco-ltd-energycenter
646,新宿三井ビルディング,131041,東京都,新宿区西新宿二丁目１番１号,日本ビルファンド投資法人,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-r4_shinjuku-mitsui-building
649,丸の内熱供給株式会社　丸の内一丁目・二丁目センター,131016,東京都,千代田区丸の内一丁目６番４号,丸の内熱供給株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_MARUNOUCHIHEATSUPPLY
717,汐留シティセンター,131032,東京都,港区東新橋一丁目５番２号,アルダニー・インベストメンツ・ピーティーイー・リミテッド、三井不動産株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_SHIODOMECITYCENTER
807,晴海アイランド地区熱供給センター,131024,東京都,中央区晴海一丁目８番９号,東京都市サービス株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_HEATSUPPLYCENTERINHARUMIISLAND
808,大崎1丁目地区熱供給センター,131091,東京都,品川区大崎一丁目11番１号,東京都市サービス株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_HEATSUPPLYCENTERINOSAKI1-CHOME
809,箱崎地区熱供給センター,131024,東京都,中央区日本橋箱崎町19番21号,東京都市サービス株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_HEATSUPPLYCENTERINHAKOZAKI
896,東芝インフラシステムズ株式会社　府中事業所,132063,東京都,府中市東芝町1番地,東芝インフラシステムズ株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-r4_toshiba-infrastructure-systems
1063,第一三共株式会社　品川研究開発センター,131091,東京都,品川区広町一丁目2番58号,第一三共株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R1_DAIICHISANKYO
1064,第一三共株式会社　葛西研究開発センター,131237,東京都,江戸川区北葛西一丁目16番13号,第一三共株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_DAIICHI-SANKYOKASAIRDCENTER
1191,汐留タワー,131032,東京都,港区東新橋一丁目６番３号,三菱UFJ信託銀行株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_SHIODOMETOWER
1509,日本橋三井タワー,131024,東京都,中央区日本橋室町二丁目１番１号,三井不動産株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_NIHONBASHIMITSUITOWER
1518,明治安田生命ビル・明治生命館,131016,東京都,千代田区丸の内二丁目１番１号,明治安田生命保険相互会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_MEIJIYASUDALIFEBUILDINGMEIJISEIMEIKAN
1612,品川シーサイドイーストタワー,131091,東京都,品川区東品川四丁目12番８号,インベスコ・オフィス・ジェイリート投資法人,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_SHINAGAWASEASIDEEASTTOWER
1616,豊洲三丁目熱供給施設,131083,東京都,江東区豊洲三丁目１番１号,豊洲エネルギーサービス株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_TOYOSU3-CHOME-DHC
