,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Vinylchloride（μg/m3）,0.059,0.053,0.047,0.051,0.044,0.044,0.053,0.072,0.049,0.12,0.123,0.2,0.072,0.38,0.241,0.201,0.186,0.091,0.07,0.043,0.045,0.038,0.07,0.186,0.187,0.384,0.107,0.114,0.127,0.099,0.093,0.15,0.063,0.162,0.163,0.148,0.175,0.289,0.096,0.089,0.068,0.068,0.045,0.05,0.045,0.036,0.035,0.031,0.029,0.056,0.034,0.163,0.048,0.067,0.05,0.051,0.041,0.185,0.15,0.077,0.058,0.073,0.099,0.127,0.071,0.087,0.086,0.087,0.087,0.343,0.109,0.091,0.081,0.089,0.086,0.058,0.175,0.127,0.106,0.091,0.06,0.067,0.345,0.307,0.232,0.203,0.122,0.168,0.136,0.088,0.11,0.123,0.069,0.059,0.06,0.043,0.043,0.049,0.03,0.03,0.04,0.028,0.026,0.031,0.03,0.044,0.073,0.145,0.109,0.251,0.373,0.311,0.099,0.063,0.67,0.106,0.077,0.305,0.266,0.105,0.058,0.045,0.045,0.047,0.099,0.069,0.045,0.055,0.109,0.073,0.215,0.175,0.465,0.213,0.187,0.115,0.084,0.104,0.09,0.079,0.077,0.085,0.089,0.065,0.045,0.044,0.041,0.035,0.033,0.035,0.035,0.036,0.032,0.096,0.062,0.063,0.129,0.15,0.186,0.116,0.189,0.234,0.063,0.09,0.059,0.08,0.143,0.068
"1,3-Butadiene（μg/m3）",0.306,0.141083522,0.196389462,0.161394102,0.114108532,0.22313942,0.157285826,0.111840902,0.1341133,0.146611387,0.118083725,0.440554577,0.18450446,0.412853864,0.250269676,0.255989101,0.290948126,0.195375148,0.383051833,0.221425563,0.275054241,0.455405542,0.298510865,0.161951975,0.233085773,0.156130752,0.139436931,0.133485427,0.255636348,0.227815287,1.16544071,0.203209815,0.19237867,0.135487028,0.169186556,0.172782,0.434336081,0.248684044,0.225719256,0.223983821,0.155929408,0.215219417,0.191366026,0.181269195,0.193041922,0.175761833,0.463240209,0.247843135,0.16449839,0.159553607,0.104089142,0.105048489,0.094685174,0.151600503,0.138513116,0.161276879,0.202972939,0.213620506,0.153785682,0.126533123,0.122192374,0.157190772,0.141207578,0.35156512,0.212370986,0.265668038,0.292594893,0.486969241,0.405661627,0.389968606,0.291570405,0.194137472,0.220803764,0.126977265,0.13883882,0.24898606,0.139371791,0.176744868,0.141989268,0.179688049,0.136079217,0.145548327,0.180019675,0.321813521,0.206987984,0.316981255,0.207098677,0.221062201,0.346681986,0.244765572,0.249566254,0.370258415,0.433786679,0.515692555,0.332810783,0.224362671,0.235764292,0.191248347,0.145641862,0.099723795,0.110969625,0.1160415,0.110115657,0.14535913,0.124373453,0.10929631,0.120247867,0.365307711,0.264164484,0.337172942,0.284971288,0.199159087,0.190429,0.258740636,0.396050544,0.261071736,0.227593899,0.275744977,0.261746832,0.295760619,0.221333394,0.213422654,0.180780809,0.110958084,0.218581079,0.196827986,0.123686817,0.137615721,0.267430333,0.138388908,0.117449392,0.414168505,0.440035644,0.244130866,0.22538397,0.261366009,0.243380759,0.231136711,0.283130642,0.360732061,0.246323485,0.886452965,0.251504991,0.222914388,0.212661007,0.228597888,0.162357701,0.114125843,0.110808063,0.147286327,0.13972756,0.141579746,0.108655834,0.111217737,0.706231186,0.14872307,0.221160292,0.244996374,0.119538151,0.267522654,0.168352784,0.323399829,0.208241148,0.532696896,0.427964697,0.497338023,0.469226333,0.444847867
Acrylonitrile（μg/m3）,0.222735698,0.127539676,0.081281058,0.078109556,0.113743643,0.139432807,0.13847003,0.119848784,0.207144369,0.477687393,0.358019976,0.449518165,0.402158839,0.494768516,0.52229639,0.373817651,0.300386519,0.24421517,0.165799641,0.106321018,0.142073291,0.113080877,0.101316513,0.186218717,0.445749647,0.217344294,0.104803973,0.118155131,0.415725112,0.457839507,0.374954217,0.272591466,0.73195383,0.824261073,0.353279333,0.208527462,0.326980754,0.307524186,0.218066763,0.195710419,0.117643637,0.142933531,0.09882298,0.082025049,0.423941399,0.109779415,0.230800075,0.10548224,0.082825378,0.200643387,0.156038779,0.167456889,0.086277963,0.214726912,0.107220158,0.13745062,0.092173557,0.322828321,0.313324994,0.154087589,0.138627223,0.211390575,0.173045957,0.183975118,0.141100827,0.200935796,0.181336273,0.289581206,0.183620559,0.226341939,0.115899907,0.226371002,0.256956022,0.101246764,0.099758781,0.775901633,0.255752849,0.142387162,0.726711016,0.333122139,0.232636804,0.215594751,0.293446474,0.424284333,0.296515439,0.300409769,0.279086487,0.163456933,0.280961071,0.179654245,0.134386721,0.186676856,0.803109183,0.839275629,0.313627538,0.17287516,0.218997856,0.129459567,0.126911039,0.076988204,0.089725181,0.085664526,0.085811775,0.127890806,0.088014836,0.097019635,0.128445819,0.3691539,0.309023198,0.341502773,0.334338577,0.235489665,0.173169657,0.388197472,0.25225898,0.168508682,0.135536391,0.28057596,0.211476866,0.141992662,0.117792971,0.107423294,0.247082637,0.112305141,0.122714462,0.337119305,0.095564142,0.096249413,0.135643995,0.35056987,0.235200832,0.470458298,0.264191756,0.223177442,0.194111153,0.250871448,0.194469689,0.162369561,0.140293643,0.206459098,0.127732231,0.298024883,0.128332551,0.116898155,0.261711188,0.395220083,0.127856826,0.110543825,0.084945275,0.082294806,0.077950981,0.084492203,0.084050459,0.105905503,0.098276909,0.207212329,0.228302816,0.253918355,0.176675299,0.312668683,0.224717886,0.187396107,0.232476738,0.592345904,0.265177186,0.297356602,0.223749445,0.25550977
Dichloromethane（μg/m3）,1.382558831,1.446378712,1.54410064,1.590969497,1.469985186,1.604570158,1.49907901,1.488040924,1.738983084,1.908068716,1.698656636,1.745374478,1.640239398,1.695580845,1.755030251,2.111041956,2.028071657,1.934163869,1.707639084,1.850291615,1.984292061,2.053425102,1.921153214,2.098507019,1.971634553,2.264030422,2.424470376,2.19243465,2.043592765,2.004291295,1.864045735,2.23461705,2.197536685,1.959711218,2.286857924,1.965536123,2.238594593,1.960566203,2.180430437,1.837113681,1.778203297,1.743204637,1.595933323,1.677751752,1.602159851,1.600022386,1.549401648,1.559299038,1.700566864,1.688466955,1.851304587,1.944061259,2.028426059,2.034420253,2.130401709,2.303406238,2.260294505,2.110458234,1.987684124,2.328377401,2.166459808,2.098321153,2.919098279,2.273602546,2.494049496,2.242692949,2.036260332,2.296027338,2.120123292,1.852131693,1.884360943,1.812096051,1.921376254,1.964934066,1.88309705,1.923671705,1.943605886,2.080766063,2.068220074,2.038444263,2.211885578,2.607074909,2.121359304,2.326490856,2.080961222,1.85575609,2.060463961,1.934354501,2.0920117,2.027711903,2.129734972,2.242732743,2.221335698,2.231576941,2.126683426,2.293060623,2.195646566,2.173977869,2.179963247,2.218148326,2.230517502,2.266710474,2.17680304,2.205724819,2.077822462,2.020821022,2.126764921,2.953607253,1.9685282,2.508271619,2.136109716,2.17550817,2.322100117,1.953831879,1.776561476,2.234501717,2.332250811,3.700747174,2.875561913,2.802179917,2.774000651,3.528393654,2.732057733,2.88670866,2.822544689,2.614278904,2.415339804,2.319048571,2.097517161,2.228054533,1.848648603,1.857939068,1.726197376,1.420336433,1.328581773,1.336622643,1.500500651,1.389739473,1.875895201,1.893099765,2.337946427,2.266176227,1.86114455,1.73116859,1.893634012,1.899592225,2.01626634,2.19944968,2.012218739,2.252249584,1.93149311,1.946506357,1.614403925,1.435612276,1.26565834,1.240431015,1.261411529,1.076553008,0.999929309,1.010360708,1.044860388,1.120786849,1.080030141,1.11033734,1.107077528,1.139711871,1.192086188,1.26285128
"1,1-Dichloroethane（μg/m3）",0.01111912,0.01106634,0.011081408,0.011760228,0.011690839,0.010809153,0.010355121,0.009894305,0.009857342,0.009650862,0.008697852,0.008765248,0.007997585,0.008815504,0.008029838,0.008440878,0.008108569,0.008050759,0.00785258,0.007453173,0.007632769,0.007665279,0.008250463,0.007702432,0.007436142,0.007323118,0.007057611,0.007376547,0.006292061,0.006943832,0.006590093,0.006731739,0.007037517,0.006933792,0.006787934,0.006520178,0.007199889,0.007324684,0.007286542,0.006720903,0.009622059,0.007307625,0.008809331,0.00780536,0.008001204,0.007767438,0.007795306,0.008065441,0.007600231,0.008495066,0.008368884,0.007968694,0.008049962,0.00885732,0.008103363,0.008396752,0.008343351,0.008217939,0.008320895,0.008554675,0.008641355,0.008896039,0.014313611,0.008053822,0.008574782,0.007734914,0.009594205,0.009366619,0.007772835,0.007936967,0.008177682,0.007594036,0.007745765,0.007550703,0.010270725,0.008337171,0.007582416,0.007344805,0.007073873,0.007627358,0.00698097,0.007501148,0.007837087,0.006936854,0.007706263,0.008321664,0.008239504,0.008419782,0.008007209,0.008635469,0.007677608,0.007562973,0.007748523,0.00843485,0.009130973,0.007177581,0.006664706,0.007461921,0.007076516,0.007457384,0.007901647,0.007204734,0.007135359,0.006976962,0.007099159,0.007654284,0.00764145,0.007615767,0.00762788,0.007200225,0.007932547,0.00784809,0.007966513,0.007488325,0.008075862,0.007712323,0.007932547,0.008271985,0.00843639,0.00849447,0.008277244,0.008097743,0.007837531,0.008071339,0.007500383,0.008880625,0.009523967,0.008296835,0.009666519,0.008634733,0.009063887,0.009232842,0.008790119,0.009074459,0.008397928,0.008107539,0.008460505,0.008265935,0.007362368,0.007345024,0.007475491,0.007219067,0.008068314,0.007188154,0.007304301,0.007483039,0.007550916,0.007584854,0.008075113,0.008430354,0.008778797,0.008287802,0.008498231,0.008600059,0.00800195,0.008297598,0.009238878,0.00924866,0.008419032,0.008836878,0.009576762,0.009504376,0.008873077,0.009921431,0.009017891,0.009623507,0.015691113,0.012602649
Chloroform（μg/m3）,0.214604181,0.215750299,0.222919902,0.225568707,0.224129693,0.217278456,0.229096203,0.226485602,0.209841425,0.445764428,0.229548899,0.549376137,1.147007529,0.511598618,0.308164435,2.037047732,0.315010979,0.228354913,0.224420914,0.249606349,0.290004989,0.256703231,0.278582015,0.269263274,0.297480894,0.278947968,0.276255597,0.258833602,0.244914304,0.264048438,0.271289087,0.258284672,0.260846346,0.229478913,0.25366451,0.220150634,0.188539467,0.19587655,0.212553215,0.273537086,0.230903517,0.21078915,0.217167195,0.21248822,0.216017056,0.251083232,0.20248985,0.223127007,0.260415043,0.249723977,0.263839322,0.272478435,0.258898951,0.296722847,0.283025735,0.27498783,0.236484306,0.273040435,0.328168699,0.376618313,1.620258617,0.365652781,0.25395858,0.225923937,0.271838017,0.265159368,0.311818424,0.271824947,0.282842758,0.262440857,0.253684115,0.250351325,0.232328121,0.264022298,0.269224064,0.277092062,0.277601783,0.282646712,0.287051222,0.306642798,0.242653234,0.239320445,1.311459308,0.355667482,0.52620176,0.272413087,0.515561967,0.388941425,0.588798891,0.228115636,0.219838119,0.285421523,0.229618323,0.237615678,0.244441446,0.26209166,0.250452197,0.260015913,0.266714334,0.252960922,0.258347675,0.26758029,0.266943558,0.253877816,0.246517193,0.226918579,0.22974567,0.348865508,0.477396246,0.214553242,0.252044027,0.202060559,0.18938959,0.215813972,0.216336092,0.269401344,0.2796782,0.268280695,0.276430866,0.260448891,0.26527532,0.269936199,0.256615764,0.27095497,0.265071566,0.248376451,0.266561519,0.266281357,0.238405226,0.239856975,0.219150448,0.233438716,0.211191297,0.193884919,0.192356762,0.179163673,0.194496182,0.207460047,0.228408532,0.24609695,0.250222974,0.25498573,0.260436156,0.250337585,0.270089015,0.266994497,0.303835815,0.262282679,0.262180802,0.273158063,0.254578221,0.258322206,0.227529842,0.218819347,0.180386199,0.174260836,0.168721267,0.160647504,0.155375363,0.161997376,0.181837948,0.18798878,0.181124808,0.198749552,0.20576634,0.190701259,0.216692662,0.223429288
"1,2-Dichloroethane（μg/m3）",0.170863695,0.171909023,0.19031314,0.204715444,0.169681101,0.172014612,0.170420222,0.157675661,0.159850789,0.155803601,0.144978786,0.143251899,0.148379424,0.142786968,0.132623294,0.146621662,0.143516497,0.131763907,0.131113703,0.128176947,0.126952395,0.124405762,0.145851668,0.129986682,0.136532072,0.137821644,0.132522479,0.138016706,0.133801214,0.127906028,0.138677747,0.132132356,0.151898568,0.150370588,0.13866089,0.121624527,0.124640655,0.119084923,0.122181008,0.13617446,0.117968739,0.12062374,0.130799438,0.120894658,0.124828394,0.125316048,0.129813294,0.129325641,0.131677213,0.14072589,0.141636176,0.141798727,0.135751827,0.137193113,0.141787891,0.138526032,0.139718074,0.139772257,0.136315338,0.134657317,0.13723646,0.149297751,0.137713277,0.13262001,0.161044776,0.146306811,0.167893595,0.170136799,0.159646836,0.159971938,0.138493522,0.162605266,0.142925748,0.133140173,0.161077286,0.160047796,0.141473625,0.144952218,0.130073376,0.135426725,0.14016238,0.132164867,0.136467052,0.137399011,0.143283361,0.152050282,0.154771971,0.146947846,0.139725576,0.137846096,0.138321246,0.129515145,0.152554608,0.134931847,0.152892491,0.128226962,0.121902197,0.133633106,0.123908383,0.121490401,0.121173635,0.120666809,0.116464377,0.114796075,0.115925875,0.132619454,0.17653381,0.116612201,0.120381719,0.123380439,0.136631826,0.134541169,0.13274616,0.129198379,0.129641852,0.146947846,0.137244241,0.15647195,0.141985175,0.131595243,0.127002133,0.128871054,0.129198379,0.132725043,0.133675341,0.134741788,0.140876493,0.141108788,0.136705738,0.13462564,0.136726856,0.142249147,0.140644198,0.13641009,0.137476536,0.137677154,0.15918558,0.155521651,0.137170328,0.132714484,0.140760346,0.134361668,0.172774851,0.139007573,0.134509492,0.133548635,0.145005013,0.13733927,0.135111348,0.139757253,0.135723763,0.142618707,0.138511305,0.130254266,0.133231869,0.135238055,0.138574659,0.135491468,0.134731229,0.148098763,0.17999712,0.14437148,0.154096203,0.182985282,0.162205418,0.15084407,0.16293398,0.167231442
Benzene（μg/m3）,1.162437201,0.835393451,0.934692737,0.812328296,0.720234268,1.351314921,0.803223848,1.008294657,0.789529693,1.534618668,1.756965444,1.800591179,1.685548344,2.302701071,2.047847184,1.924548867,1.925883432,2.473177992,1.553478418,2.215161141,2.632240367,2.825396085,2.352090199,1.768459689,1.402264009,1.30265981,0.937814869,0.821788074,1.102057928,1.060612459,1.236473585,1.38494377,1.179759633,1.100160053,1.234418979,1.147700023,1.042936628,1.193036203,1.627704615,1.597129524,1.935164855,1.672112653,1.807058347,1.87754471,2.553410196,1.535799121,1.509870056,1.38435389,1.025963431,0.842468063,1.188573634,1.159199329,1.24970741,0.969112695,0.783249259,1.312345808,1.007890882,1.171133709,1.331375843,1.440341179,1.245980054,1.220350203,1.215400342,1.264531347,1.674104566,1.738777621,1.784070132,1.582194451,1.579245052,1.504911646,1.584913028,1.571268851,1.275183379,1.234635554,1.1644826,1.00991699,1.061322024,0.908406368,1.266232594,1.181443782,1.214656581,0.992485614,1.403999453,1.902815504,1.610807897,1.625922498,1.362035346,1.499151824,1.341560751,1.495811583,1.022338663,1.283652133,1.09040961,1.455145606,1.2375718,1.166427165,1.296363375,1.601508138,1.177480781,0.967686988,0.801874424,0.988153253,1.166385516,0.913351845,0.825197803,0.768047195,0.839091873,1.154723827,1.451030695,1.379836081,1.721165401,1.521717193,1.45272164,1.688604298,1.618034418,1.521792161,1.476986284,1.207876141,1.315571843,1.643523539,1.450922408,1.055033042,0.812120051,0.985912543,0.973043035,0.771379106,0.819083746,1.057415358,0.784931655,0.902773027,1.357120776,1.696284354,1.735425981,1.488847888,1.69042852,1.621099776,2.102852496,2.299760122,2.220527272,2.113106453,1.94160465,1.703881111,1.407949083,1.207509631,1.004987735,1.060555685,0.949461433,1.025104149,0.77838445,0.808130087,0.835743302,0.840299691,1.079930749,1.049210527,1.570454725,1.070326515,1.270524403,1.213382125,1.374530013,1.430889292,1.927060858,1.735600907,1.810302357,1.212324243,1.942945744,1.407349339,1.965919273,1.550963044
Carbon Tetrachloride（μg/m3）,0.723086369,0.675548784,0.696939057,0.691886753,0.759912415,0.750545968,0.785124723,0.798395222,0.770952026,0.934486888,0.823840355,0.79042943,0.771030869,0.782050903,0.76588481,0.718842718,0.713015899,0.713495021,0.708124575,0.740515609,0.713915903,0.722821754,0.755246458,0.825550491,0.81763792,0.787957363,0.733747835,0.705380428,0.716963084,0.728242706,0.759842484,0.781004401,0.797082072,0.802738718,0.791980054,1.18367417,0.730150551,0.787300788,0.748720294,0.782805774,0.76088627,0.724067563,0.738023991,0.696945964,0.719235844,0.7203133,0.723006942,0.742367487,0.716070816,0.729875726,0.683999651,0.734000364,0.734000364,0.79108872,0.797704976,0.75701416,0.798226869,0.797418777,0.818664871,0.786358013,0.765886341,0.799388502,0.761627021,0.784236771,0.757350866,0.765162425,0.757350866,0.739421317,0.745970232,0.807940812,0.817031851,0.739219294,0.72255239,0.719050656,0.706575731,0.713124646,0.876864354,0.798950785,0.804960972,0.803698328,0.798849774,0.797519788,0.966175392,0.96476123,0.834624695,0.793108951,0.781844006,0.794113887,0.765735687,0.745969369,0.750349125,0.840093131,0.721987329,0.733338609,0.735454672,0.744066553,0.740753029,0.72620305,0.759945222,0.724857956,0.751907466,0.736766958,0.748183852,0.759863204,0.773412564,0.859925064,0.813076429,0.84914791,0.768721139,0.797132146,0.919010772,0.792834407,0.800921374,0.755122568,0.798263993,0.730763247,0.74149119,0.79083317,0.811583703,0.811682125,0.748610346,0.770345094,0.712243601,0.716049232,0.738308895,0.727859812,0.76112628,0.732797291,0.778120392,0.731370179,0.755713097,0.802069625,0.757468281,0.739391532,0.712620883,0.735241425,0.705304885,0.731304565,0.73096009,0.726547526,0.739424339,0.7397032,0.792735985,0.726695158,0.752580013,0.741212329,0.714195627,0.728056655,0.687457786,0.713572291,0.680633895,0.701450043,0.68028942,0.736291254,0.690836924,0.654765444,0.671825171,0.640904416,0.636590273,0.632144902,0.647531463,0.707125683,0.662918025,0.686276728,0.702827944,0.692477282,0.709028498,0.719116702
