,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
クロロホルム（Chloroform）,12月,0.37,0.31,0.29,0.32,0.28,0.28,0.33,0.67,0.55,0.43,0.38,0.38,0.27,0.3,0.42,0.45,0.47,0.38,0.83,0.66,0.57,0.49,0.31,0.36
クロロホルム（Chloroform）,1月,0.23,0.2,0.2,0.2,0.18,0.18,0.18,0.18,0.16,0.18,0.17,0.19,0.16,0.15,0.15,0.21,0.2,0.22,0.21,0.23,0.24,0.2,0.23,0.23
クロロホルム（Chloroform）,2月,0.25,0.22,0.24,0.2,0.21,0.25,0.24,0.22,0.24,0.21,0.23,0.16,0.15,0.14,0.12,0.11,0.22,0.16,0.19,0.18,0.23,0.2,0.21,0.26
クロロホルム（Chloroform）,3月,0.14,0.22,0.15,0.15,0.15,0.14,0.16,0.16,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13
クロロホルム（Chloroform）,平均,0.29,0.27,0.27,0.29,0.29,0.28,0.3,0.55,0.33,0.32,0.36,0.4,0.31,0.26,0.32,0.24,0.26,0.4,0.4,0.27,0.31,0.43,0.31,0.29
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
"1,2－ジクロロエタン（1,2-Dichloroethane）",4月,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14
"1,2－ジクロロエタン（1,2-Dichloroethane）",5月,0.12,0.18,0.2,0.18,0.15,0.12,0.11,0.11,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.12,0.11
"1,2－ジクロロエタン（1,2-Dichloroethane）",6月,0.17,0.28,0.17,0.18,0.16,0.2,0.19,0.15,0.15,0.14,0.15,0.15,0.16,0.17,0.16,0.15,0.16,0.14,0.16,0.14,0.15,0.13,0.15,0.15
"1,2－ジクロロエタン（1,2-Dichloroethane）",7月,0.079,0.077,0.077,0.076,0.084,0.088,0.09,0.096,0.087,0.084,0.11,0.13,0.14,0.1,0.14,0.12,0.11,0.13,0.11,0.11,0.11,0.13,0.14,0.1
"1,2－ジクロロエタン（1,2-Dichloroethane）",8月,0.092,0.094,0.098,0.098,0.13,0.13,0.089,0.1,0.13,0.12,0.12,0.11,0.11,0.19,0.11,0.093,0.093,0.099,0.09,0.083,0.099,0.079,0.079,0.082
"1,2－ジクロロエタン（1,2-Dichloroethane）",9月,0.085,0.081,0.081,0.08,0.077,0.077,0.077,0.083,0.075,0.088,0.095,0.08,0.077,0.087,0.091,0.087,0.14,0.098,0.079,0.09,0.081,0.082,0.083,0.087
"1,2－ジクロロエタン（1,2-Dichloroethane）",10月,0.092,0.11,0.083,0.082,0.076,0.075,0.074,0.076,0.072,0.077,0.085,0.095,0.086,0.086,0.095,0.1,0.1,0.099,0.085,0.079,0.08,0.078,0.083,0.087
"1,2－ジクロロエタン（1,2-Dichloroethane）",11月,0.098,0.1,0.099,0.095,0.096,0.094,0.096,0.098,0.09,0.092,0.093,0.093,0.088,0.093,0.09,0.13,0.16,0.11,0.1,0.11,0.12,0.098,0.1,0.099
"1,2－ジクロロエタン（1,2-Dichloroethane）",12月,0.092,0.092,0.093,0.091,0.093,0.095,0.1,0.1,0.099,0.11,0.1,0.11,0.11,0.13,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.098
"1,2－ジクロロエタン（1,2-Dichloroethane）",1月,0.11,0.095,0.093,0.095,0.095,0.099,0.096,0.098,0.095,0.098,0.095,0.097,0.1,0.1,0.12,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.099
"1,2－ジクロロエタン（1,2-Dichloroethane）",2月,0.093,0.092,0.093,0.093,0.096,0.096,0.096,0.095,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.1,0.099,0.089,0.096,0.095,0.098,0.1,0.097,0.092
"1,2－ジクロロエタン（1,2-Dichloroethane）",3月,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.13,0.16,0.18,0.12,0.12,0.12,0.12,0.12,0.12,0.12
"1,2－ジクロロエタン（1,2-Dichloroethane）",平均,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
トルエン（Toluene）,4月,4.6,4.7,4.9,4.9,4.7,5.4,4.8,4,5.8,5.5,5.4,7.1,3.8,4,4.3,4.2,7.3,3.9,3.2,3.3,2.9,2.9,3.6,3.7
トルエン（Toluene）,5月,2.7,2.5,2.7,3.1,2.8,3.5,3,2.9,3.4,5.4,4.5,3.9,2.9,3.1,3.4,3.9,3.5,2.8,3.1,2.6,2.9,2.5,2.9,2.6
トルエン（Toluene）,6月,3.2,2.9,3.1,3.2,3.7,3.6,4.3,3.4,3.6,6.4,5.4,6.6,3.2,5.3,5,3.9,4.5,3.7,3,2.8,2.6,2.7,2.7,2.9
トルエン（Toluene）,7月,2.8,2.8,2.6,2.4,2.7,2.6,3.1,3.1,3.9,4,3.7,5,3.8,4.1,5,5.5,5.4,4.2,3.5,3.2,2.7,2.9,3,2.8
トルエン（Toluene）,8月,2.4,2.9,3.3,3.3,3.2,3.3,3.2,2.6,3.3,3.8,4.4,3.9,3.1,2.6,2.9,3,3.7,2.8,2.8,2.6,2.2,2.2,2.4,2.6
トルエン（Toluene）,9月,2.3,2.5,2.6,2.9,3,3,2.8,3.3,3.4,5.3,4.4,5.9,3.5,4,4.9,4.4,4.6,4,3.1,2.4,2.3,2.2,2.2,2.1
トルエン（Toluene）,10月,4,4.3,4.7,4.7,4.3,4.5,4.6,5.2,6.1,10,6.4,7.4,5.1,5.1,6.2,6.4,7.3,8.6,5.5,4.9,4.2,4.3,4.1,4.3
トルエン（Toluene）,11月,6.5,6.1,6.6,6.6,6.5,6.3,6.3,6.2,6.2,6.8,6.9,6.9,5.1,5.9,6.7,6.3,6.8,7.6,7.8,7.3,7.6,8,7.8,6.5
トルエン（Toluene）,12月,8.7,8.4,8.9,8.3,8.2,8.3,8.5,7.8,7.8,8.6,7.4,8.9,6.5,6.5,7.5,8,12,11,9.1,8.5,8.3,8.5,7.7,8.2
トルエン（Toluene）,1月,7.3,6.9,7.3,6.6,6.6,6.6,6.7,6.9,6,7.6,6.7,7.5,5.8,5.1,6.5,6.3,8.1,9.6,15,14,9.8,8.3,11,8.2
トルエン（Toluene）,2月,3.8,3.8,4.4,4.4,4.4,4.6,5.8,5.8,5.6,7.6,5.5,5.4,3.9,3.8,4.6,3.7,4.8,4.6,4,4.2,4.1,3.5,3.4,3.6
トルエン（Toluene）,3月,3.7,4,4.1,4.6,4.5,4,4.5,4.4,4.8,5.1,5.1,6.1,4.1,3.7,4.7,4.2,4,3.3,2.8,2.1,2.6,2.3,2.3,3.3
トルエン（Toluene）,平均,4.3,4.3,4.6,4.6,4.6,4.6,4.8,4.7,5,6.4,5.5,6.2,4.2,4.4,5.1,5,6,5.5,5.2,4.8,4.4,4.2,4.4,4.2
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
m＋ｐ-キシレン（m+p-Xylene）,4月,0.8,0.92,0.88,0.78,0.85,0.95,0.87,0.73,1.1,0.87,1.1,1.7,0.79,1.1,1.2,1.1,1.3,0.8,0.74,0.69,0.63,0.59,0.69,0.81
m＋ｐ-キシレン（m+p-Xylene）,5月,0.54,0.51,0.54,0.57,0.6,0.65,0.53,0.53,0.57,0.82,0.82,0.87,0.6,0.72,1.2,1,1.1,0.76,0.82,0.72,0.68,0.62,0.66,0.64
m＋ｐ-キシレン（m+p-Xylene）,6月,0.75,0.76,0.65,0.72,0.78,0.77,0.75,0.7,0.72,1.2,1.3,1.6,0.8,1.1,1.4,1.2,1.8,1.1,1,0.74,0.81,0.7,0.71,0.81
m＋ｐ-キシレン（m+p-Xylene）,7月,0.71,0.73,0.66,0.62,0.68,0.73,0.79,0.79,0.87,1.3,1.3,1.5,1,1.1,1.3,1.5,1.7,1.5,1.1,1.1,0.77,0.8,0.82,0.77
m＋ｐ-キシレン（m+p-Xylene）,8月,0.72,0.76,0.81,0.88,0.81,0.8,0.75,0.66,0.64,1,0.99,0.95,0.71,0.74,1,0.91,1.3,0.97,0.92,0.78,0.73,0.62,0.66,0.73
m＋ｐ-キシレン（m+p-Xylene）,9月,0.53,0.59,0.53,0.59,0.62,0.64,0.53,0.62,0.61,1.1,1,1.2,0.67,0.88,1.1,1,1.3,1.2,0.78,0.6,0.59,0.54,0.53,0.52
m＋ｐ-キシレン（m+p-Xylene）,10月,0.87,0.94,0.98,0.91,0.9,0.89,0.93,0.9,0.96,1.9,1.2,1.6,0.95,0.97,1.2,1.4,1.4,1.7,1.3,1.2,1.1,0.85,0.87,0.78
m＋ｐ-キシレン（m+p-Xylene）,11月,1.3,1.2,1.3,1.2,1.1,1.1,1.2,1.1,1.2,1.5,1.4,1.4,0.98,1.1,1.3,1.2,1.3,1.5,1.6,1.5,1.8,1.7,1.7,1.4
m＋ｐ-キシレン（m+p-Xylene）,12月,1.9,1.7,1.7,1.6,1.7,1.5,1.6,1.7,1.7,1.8,1.5,2,1.2,1.2,1.6,1.9,1.8,2.1,2.2,2,2.2,2.2,2.2,2
m＋ｐ-キシレン（m+p-Xylene）,1月,1.4,1.3,1.2,1.2,1.1,1,1.2,1.3,1.3,1.7,1.3,1.4,0.89,1.1,1.3,1.3,1.8,1.5,2,1.9,1.5,1.5,1.6,1.6
m＋ｐ-キシレン（m+p-Xylene）,2月,0.71,0.85,0.72,0.75,0.74,0.79,1.1,1.2,1.1,1.5,1.2,1.1,0.77,0.76,0.86,0.85,1.1,0.9,0.92,0.88,0.83,0.72,0.74,0.68
m＋ｐ-キシレン（m+p-Xylene）,3月,0.75,0.86,0.7,0.73,0.62,0.62,0.74,0.72,0.8,1.1,0.91,0.95,0.75,0.64,0.87,0.9,0.98,0.77,0.75,0.5,0.47,0.48,0.5,0.62
m＋ｐ-キシレン（m+p-Xylene）,平均,0.91,0.93,0.89,0.87,0.88,0.87,0.92,0.92,0.97,1.3,1.2,1.4,0.85,0.96,1.2,1.2,1.4,1.2,1.2,1,1,0.94,0.97,0.94
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
o-キシレン（o-Xylene）,4月,0.31,0.36,0.34,0.3,0.32,0.38,0.33,0.29,0.4,0.35,0.41,0.71,0.32,0.43,0.48,0.4,0.47,0.3,0.28,0.26,0.25,0.23,0.27,0.35
o-キシレン（o-Xylene）,5月,0.24,0.21,0.23,0.22,0.23,0.25,0.2,0.2,0.25,0.31,0.32,0.34,0.28,0.31,0.42,0.38,0.39,0.27,0.44,0.35,0.28,0.3,0.3,0.24
o-キシレン（o-Xylene）,6月,0.43,0.36,0.26,0.32,0.29,0.37,0.29,0.27,0.29,0.46,0.57,1,0.41,0.52,0.64,0.56,0.72,0.51,0.38,0.33,0.31,0.28,0.34,0.53
o-キシレン（o-Xylene）,7月,0.36,0.29,0.25,0.24,0.25,0.29,0.32,0.3,0.35,0.48,0.57,0.63,0.4,0.5,0.57,0.62,0.68,0.54,0.38,0.4,0.3,0.38,0.31,0.34
o-キシレン（o-Xylene）,8月,0.27,0.3,0.31,0.37,0.39,0.38,0.3,0.27,0.34,0.55,0.51,0.55,0.44,0.39,0.79,0.39,0.65,0.4,0.36,0.34,0.32,0.24,0.24,0.3
o-キシレン（o-Xylene）,9月,0.26,0.27,0.22,0.24,0.24,0.24,0.2,0.24,0.24,0.4,0.39,0.48,0.27,0.35,0.42,0.4,0.47,0.44,0.3,0.23,0.22,0.21,0.23,0.22
o-キシレン（o-Xylene）,10月,0.32,0.34,0.37,0.34,0.33,0.34,0.39,0.32,0.34,0.65,0.45,0.56,0.35,0.36,0.43,0.5,0.48,0.61,0.44,0.42,0.36,0.3,0.31,0.28
o-キシレン（o-Xylene）,11月,0.47,0.45,0.45,0.41,0.4,0.39,0.45,0.41,0.42,0.51,0.52,0.5,0.35,0.43,0.56,0.43,0.46,0.54,0.56,0.54,0.67,0.59,0.58,0.5
o-キシレン（o-Xylene）,12月,0.66,0.59,0.59,0.54,0.57,0.51,0.57,0.6,0.6,0.64,0.52,0.68,0.44,0.47,0.52,0.63,0.64,0.72,0.76,0.68,0.73,0.75,0.76,0.68
o-キシレン（o-Xylene）,1月,0.48,0.44,0.43,0.41,0.39,0.37,0.41,0.47,0.47,0.58,0.44,0.5,0.32,0.38,0.51,0.49,0.7,0.61,0.78,0.71,0.55,0.55,0.59,0.56
o-キシレン（o-Xylene）,2月,0.26,0.31,0.26,0.27,0.28,0.29,0.43,0.45,0.39,0.54,0.53,0.41,0.32,0.33,0.35,0.35,0.42,0.35,0.37,0.41,0.32,0.31,0.29,0.25
o-キシレン（o-Xylene）,3月,0.29,0.31,0.27,0.27,0.23,0.22,0.27,0.27,0.29,0.4,0.33,0.35,0.3,0.27,0.37,0.45,0.76,0.29,0.28,0.23,0.26,0.21,0.2,0.27
o-キシレン（o-Xylene）,平均,0.36,0.35,0.33,0.33,0.33,0.34,0.35,0.34,0.37,0.49,0.46,0.56,0.35,0.4,0.51,0.47,0.57,0.47,0.4,0.41,0.38,0.36,0.37,0.38
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
総キシレン（total-Xylen）,4月,1.1,1.3,1.2,1.1,1.2,1.3,1.2,1,1.6,1.2,1.5,2.4,1.1,1.6,1.7,1.5,1.8,1.1,1,0.95,0.88,0.81,0.96,1.2
総キシレン（total-Xylen）,5月,0.78,0.71,0.76,0.78,0.83,0.9,0.73,0.73,0.81,1.1,1.2,1.2,0.87,1,1.6,1.4,1.5,1,1.3,1.1,0.96,0.92,0.96,0.87
総キシレン（total-Xylen）,6月,1.2,1.1,0.91,1,1.1,1.1,1,0.97,1,1.7,1.9,2.6,1.2,1.7,2.1,1.8,2.5,1.6,1.4,1.1,1.1,0.98,1.1,1.3
総キシレン（total-Xylen）,7月,1.1,1,0.92,0.86,0.94,1,1.1,1.1,1.2,1.8,1.9,2.2,1.4,1.6,1.9,2.1,2.3,2,1.5,1.5,1.1,1.2,1.1,1.1
総キシレン（total-Xylen）,8月,0.99,1.1,1.1,1.2,1.2,1.2,1.1,0.94,0.98,1.6,1.5,1.5,1.2,1.1,1.8,1.3,2,1.4,1.3,1.1,1.1,0.86,0.9,1
総キシレン（total-Xylen）,9月,0.79,0.85,0.75,0.83,0.86,0.88,0.73,0.86,0.84,1.5,1.4,1.7,0.94,1.2,1.5,1.4,1.8,1.6,1.1,0.83,0.81,0.75,0.76,0.73
総キシレン（total-Xylen）,10月,1.2,1.3,1.4,1.3,1.2,1.2,1.3,1.2,1.3,2.6,1.6,2.1,1.3,1.3,1.6,1.9,1.9,2.3,1.7,1.6,1.4,1.2,1.2,1.1
総キシレン（total-Xylen）,11月,1.8,1.7,1.7,1.6,1.5,1.5,1.7,1.6,1.6,2,1.9,1.9,1.3,1.5,1.8,1.6,1.7,2,2.2,2,2.5,2.3,2.2,1.9
総キシレン（total-Xylen）,12月,2.6,2.3,2.3,2.1,2.3,2,2.2,2.3,2.3,2.5,2.1,2.7,1.7,1.7,2.1,2.5,2.5,2.8,2.9,2.7,2.9,3,2.9,2.7
総キシレン（total-Xylen）,1月,1.8,1.7,1.6,1.6,1.5,1.4,1.6,1.8,1.8,2.3,1.7,1.9,1.2,1.5,1.8,1.8,2.5,2.1,2.7,2.6,2.1,2,2.2,2.1
総キシレン（total-Xylen）,2月,0.98,1.2,0.98,1,1,1.1,1.5,1.7,1.4,2,1.7,1.5,1.1,1.1,1.2,1.2,1.5,1.2,1.3,1.3,1.1,1,1,0.93
総キシレン（total-Xylen）,3月,1.1,1.2,0.97,1,0.85,0.84,1,0.99,1.1,1.5,1.2,1.3,1,0.91,1.3,1.4,1.7,1.1,1,0.72,0.73,0.69,0.7,0.89
総キシレン（total-Xylen）,平均,1.3,1.3,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.8,1.6,1.9,1.2,1.4,1.7,1.7,2,1.7,1.6,1.5,1.4,1.3,1.3,1.3
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
エチルベンゼン（Ethylbenzene）,4月,1.1,1.2,1.1,1.1,1.2,1.1,1.1,0.87,1.9,1.2,1.6,2.9,1.1,1.8,2,1.6,2.1,1,0.97,0.86,0.79,0.73,0.79,0.95
エチルベンゼン（Ethylbenzene）,5月,0.6,0.55,0.6,0.63,0.67,0.73,0.58,0.61,0.74,1.2,1.3,1.4,0.93,1.1,1.8,1.7,1.7,1.1,1.2,0.96,0.78,0.7,0.76,0.79
エチルベンゼン（Ethylbenzene）,6月,0.84,0.89,0.77,0.87,1,0.96,0.92,0.84,0.94,1.9,2,2.6,1.2,1.7,2.2,1.7,2.8,1.4,1.4,0.83,0.87,0.7,0.8,0.96
エチルベンゼン（Ethylbenzene）,7月,0.73,0.77,0.71,0.63,0.71,0.77,0.85,0.81,0.99,1.6,1.7,2.1,1.3,1.3,1.8,2,2.3,1.9,1.4,1.2,0.83,0.86,0.9,0.88
エチルベンゼン（Ethylbenzene）,8月,0.73,0.81,0.91,1,0.86,0.89,0.79,0.72,0.74,1.2,1.3,1.3,0.93,0.88,1.3,1.1,1.9,1.2,1.1,0.81,0.77,0.63,0.69,0.73
エチルベンゼン（Ethylbenzene）,9月,0.53,0.62,0.53,0.62,0.62,0.63,0.53,0.61,0.65,1.5,1.4,1.7,0.93,1.2,1.6,1.4,1.8,1.5,0.87,0.65,0.64,0.56,0.56,0.57
エチルベンゼン（Ethylbenzene）,10月,0.93,1,1,0.95,0.95,0.96,0.92,0.93,1.1,2.8,1.6,2.1,1.3,1.3,1.7,2.2,2,2.2,1.5,1.4,1.2,0.95,0.95,0.83
エチルベンゼン（Ethylbenzene）,11月,1.5,1.4,1.5,1.4,1.3,1.2,1.3,1.2,1.3,1.9,1.9,2.1,1.4,1.5,1.9,1.5,1.7,1.9,2,1.7,2,1.9,1.9,1.6
エチルベンゼン（Ethylbenzene）,12月,2.1,2,2,1.9,2,1.8,1.8,1.7,1.8,2.2,2,2.7,1.6,1.7,1.9,2.4,2.5,2.6,2.7,2.4,2.7,2.5,2.2,2
エチルベンゼン（Ethylbenzene）,1月,1.5,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.3,2.2,1.5,2,1.1,1.6,1.9,1.7,2.4,1.9,2.3,2.1,1.7,1.5,1.6,1.6
エチルベンゼン（Ethylbenzene）,2月,0.8,0.91,0.84,0.87,0.84,0.89,1.1,1.2,1.1,1.9,1.6,1.5,1,0.99,1.2,1.1,1.4,1.1,1.1,0.92,0.91,0.8,0.76,0.75
エチルベンゼン（Ethylbenzene）,3月,0.86,0.99,0.86,0.93,0.77,0.78,0.86,0.81,0.98,1.7,1.2,1.4,1.1,0.91,1.4,1.3,1.5,1,0.94,0.6,0.54,0.54,0.53,0.7
エチルベンゼン（Ethylbenzene）,平均,1,1,1,1,1,0.99,1,0.95,1.1,1.8,1.6,2,1.2,1.3,1.7,1.6,2,1.6,1.5,1.2,1.1,1,1,1
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
スチレン（Styrene）,4月,0.26,0.4,0.26,0.22,0.25,0.31,0.25,0.22,0.36,0.29,0.39,0.46,0.27,0.33,0.45,0.35,0.39,0.24,0.22,0.21,0.18,0.17,0.21,0.23
スチレン（Styrene）,5月,0.31,0.22,0.27,0.27,0.25,0.27,0.21,0.23,0.24,0.27,0.31,0.33,0.25,0.28,0.36,0.34,0.37,0.29,0.52,0.49,0.4,0.35,0.42,0.4
スチレン（Styrene）,6月,0.35,0.54,0.33,0.32,0.42,0.3,0.32,0.28,0.26,0.31,1.1,0.75,0.4,0.31,0.35,0.34,0.46,0.38,0.33,0.35,0.41,0.34,0.31,0.68
スチレン（Styrene）,7月,0.43,0.31,0.32,0.38,0.39,0.46,0.37,0.29,0.34,0.33,0.33,0.31,0.25,0.22,0.25,0.36,0.34,0.34,0.24,0.43,0.33,0.36,0.49,0.34
スチレン（Styrene）,8月,0.25,0.25,0.3,0.28,0.31,0.29,0.26,0.2,0.2,0.19,0.18,0.3,0.15,0.15,0.2,0.16,0.24,0.4,0.29,0.27,0.31,0.29,0.26,0.25
スチレン（Styrene）,9月,0.25,0.25,0.14,0.21,0.24,0.21,0.23,0.18,0.14,0.15,0.16,0.21,0.15,0.17,0.19,0.19,0.2,0.27,0.18,0.22,0.15,0.16,0.26,0.28
スチレン（Styrene）,10月,0.13,0.15,0.18,0.16,0.17,0.18,0.18,0.16,0.14,0.23,0.16,0.22,0.18,0.18,0.2,0.25,0.3,0.31,0.37,0.2,0.18,0.17,0.16,0.12
スチレン（Styrene）,11月,0.22,0.22,0.21,0.22,0.2,0.2,0.21,0.19,0.18,0.21,0.29,0.25,0.23,0.22,0.22,0.2,0.22,0.3,0.33,0.34,0.34,0.3,0.31,0.25
スチレン（Styrene）,12月,0.43,0.41,0.39,0.36,0.37,0.32,0.32,0.29,0.29,0.28,0.25,0.31,0.25,0.26,0.25,0.33,0.25,0.49,0.38,0.35,0.38,0.4,0.42,0.39
スチレン（Styrene）,1月,0.36,0.32,0.31,0.31,0.28,0.25,0.27,0.29,0.25,0.28,0.23,0.31,0.21,0.24,0.31,0.38,0.39,0.35,0.4,0.48,0.38,0.37,0.39,0.41
スチレン（Styrene）,2月,0.19,0.2,0.19,0.19,0.18,0.19,0.27,0.3,0.29,0.5,0.38,0.31,0.26,0.23,0.25,0.23,0.26,0.2,0.28,0.35,0.23,0.24,0.22,0.18
スチレン（Styrene）,3月,0.19,0.28,0.22,0.24,0.22,0.18,0.19,0.17,0.17,0.24,0.2,0.2,0.24,0.19,0.24,0.27,0.3,0.23,0.2,0.17,0.19,0.19,0.2,0.21
スチレン（Styrene）,平均,0.28,0.3,0.26,0.26,0.27,0.26,0.26,0.23,0.24,0.27,0.33,0.33,0.24,0.23,0.27,0.28,0.31,0.32,0.3,0.32,0.29,0.28,0.3,0.31
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
"1,1－ジクロロエタン（1,1-Dichloroethane）",4月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",5月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",6月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",7月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",8月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
