台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-617,○,26,環改化,三,106,台東区北上野二丁目５１番５他２筆,,,,,9,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,,適合,1700,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-617,○,26,環改化,三,106,台東区北上野二丁目５１番５他２筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-617,○,26,環改化,三,106,台東区北上野二丁目５１番５他２筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,
指-512,○,26,環多改,自,1,東大和市立野三丁目５８０番２他１０筆,,,,,22,土壌概況,,,,,,,3,52,,,,,不検出,1.4,不検出,,,,,,,,,,,,,,,,適合,0.15,,,,,適合,適合,,,,,適合,0.2,適合,0.89,,,,1.7,2.4,,,,,,適合,適合,230,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-512,○,26,環多改,自,1,東大和市立野三丁目５８０番２他１０筆,,,,,21,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.15,,,,,適合,適合,,,,,,0.4,,0.89,,,,1.7,2.4,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-514,○,26,環多改,自,2,昭島市中神町字東武蔵野１３１４番３,,,,,64,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.088,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,570,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-528,○,26,環多改,自,3,日野市石田一丁目１９２番２６,,,,,42,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.012,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,210,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-528,○,26,環多改,自,3,日野市石田一丁目１９２番２６,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
指-526,○,26,環多改,自,4,西東京市谷戸町２丁目３０２０番５７他１筆,,,,,105,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,800,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-526,○,26,環多改,自,4,西東京市谷戸町２丁目３０２０番５７他１筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-538,○,26,環多改,自,5,昭島市福島町字武蔵野上１２７２－３他２筆,,,,,825,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,810,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-539,○,26,環多改,自,6,府中市白糸台三丁目３１番４他２筆,,,,,67,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-539,○,26,環多改,自,6,府中市白糸台三丁目３１番４他２筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-547,○,26,環多改,自,7,調布市染地二丁目８番２２１,,,,,157,土壌概況,,,,,,,不検出,0.2,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.11,0.53,0.011,適合,適合,適合,適合,,適合,,,,適合,適合,1900,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-547,○,26,環多改,自,7,調布市染地二丁目８番２２１,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,,0.11,0.53,0.011,,,,,,,,,,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-547,○,26,環多改,自,7,調布市染地二丁目８番２２１,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,,,,,,
指-565,○,26,環多改,自,8,西東京市田無町六丁目１６４６番１他１０筆,,,,,81,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.024,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,1000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-565,○,26,環多改,自,8,西東京市田無町六丁目１６４６番１他１０筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-562,○,26,環多改,自,9,東村山市秋津町四丁目１７番１,,,,,19,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.012,適合,適合,適合,適合,適合,0.95,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-562,○,26,環多改,自,9,東村山市秋津町四丁目１７番１,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-562,○,26,環多改,自,9,東村山市秋津町四丁目１７番１,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,,,,,
指-586,○,26,環多改,自,10,調布市深大寺東町８丁目３３番１他１筆,,,,,60,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,3.3,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-586,○,26,環多改,自,10,調布市深大寺東町８丁目３３番１他１筆,,,,,14,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-586,○,26,環多改,自,10,調布市深大寺東町８丁目３３番１他１筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-577,○,26,環多改,自,11,あきる野市高尾字高野５０３番１他２筆,,,,,65,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,0.018,適合,適合,適合,適合,適合,0.011,適合,1.3,,,,,,適合,適合,240,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-580,○,26,環多改,自,12,昭島市郷地町三丁目７５３番２他２筆,,,,,55,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,2600,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-593,○,26,環多改,自,13,武蔵野市中町２丁目２９８０番２他８筆,,,,,43,土壌概況,,,,,,,0.3,0.9,,,,,不検出,不検出,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,,0.0022,適合,適合,適合,,,,,,適合,適合,220,適合,,150,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-593,○,26,環多改,自,13,武蔵野市中町２丁目２９８０番２他８筆,,,,,12,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,適合,,,,,,0.0022,,,,,,,,,,,220,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-608,○,26,環多改,自,14,立川市泉町１４７２－３他２１筆,,,,,546,土壌概況,,,,,,,0.1,1.9,,,,,,0.2,0.1,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,適合,,,0.14,,4.6,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-608,○,26,環多改,自,14,立川市泉町１４７２－３他２１筆,,,,,691,土壌概況,,,,,,,0.2,1.9,不検出,,不検出,不検出,不検出,0.1,0.1,不検出,不検出,0.27,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.044,0.08,適合,適合,0.033,適合,1.1,適合,適合,適合,適合,適合,適合,適合,2500,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-608,○,26,環多改,自,14,立川市泉町１４７２－３他２１筆,,,,,222,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.1,0.018,0.077,適合,適合,0.098,適合,適合,,,,,,250,適合,13000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-608,○,26,環多改,自,14,立川市泉町１４７２－３他１４筆,,,,,43,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,適合,,,適合,,,0.025,,,,0.017,,8.3,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-613,○,26,環多改,自,15,立川市泉町１４７２番５他４筆,,,,,458,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.27,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,1000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-613,○,26,環多改,自,15,立川市泉町１４７２番５他４筆,,,,,10,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-245,,26,環多改,自,16,立川市曙町３丁目４１－１他１筆,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.2,適合,適合,適合,適合,,,,,,,,,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-245,,26,環多改,自,16,立川市曙町３丁目４１－１他１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-245,,26,環多改,自,16,立川市曙町３丁目４１－１他１筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,
指-333,,26,環改化,自,1,北区堀船二丁目２０－１,,,,,219,土壌概況,,,,,,,0.4,5.6,不検出,,不検出,不検出,不検出,不検出,0.1,不検出,不検出,不検出,,,,,,,,,,,,,適合,0.1,,,,,適合,0.34,適合,,,,適合,適合,適合,適合,0.015,適合,0.066,適合,適合,,,,,,適合,適合,2800,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-333,,26,環改化,自,1,北区堀船二丁目２０－１,,,,,8,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.1,,,,,適合,3.2,適合,,,,,,,,適合,,0.005,,,,,,,
指-372,,26,環改化,自,2,杉並区高井戸東三丁目１２４２番１他４筆,,,,,10,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.039,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-372,,26,環改化,自,2,杉並区高井戸東三丁目１２４２番１他４筆,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-135,,26,環改化,自,3,北区西ケ原二丁目３番１０他１筆,,,,,23,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-551,,26,環改化,自,4,墨田区八広四丁目１３６番他５筆,,,,,53,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.03,適合,適合,適合,1.1,,適合,,,,適合,適合,310,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-551,,26,環改化,自,4,墨田区八広四丁目１３６番他５筆,,,,,10,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,1.1,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-551,,26,環改化,自,4,墨田区八広四丁目１３６番他５筆,,,,,10,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,適合,,,,,
指-364,,26,環改化,自,5,江東区豊洲六丁目２１番４他１筆,,,,,13,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,0.015,適合,0.16,0.021,適合,0.048,適合,,,,,,,,,適合,適合,182,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-364,,26,環改化,自,5,江東区豊洲六丁目２１番４他１筆,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,適合,0.16,0.021,適合,0.048,適合,,,,,,,,,適合,,182,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-364,,26,環改化,自,5,江東区豊洲六丁目２１番４他１筆,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,適合,1.2,適合,適合,適合,適合,,,,,,,,
指-522,○,26,環改化,自,6,港区海岸３丁目１０２番４,,,,,9,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.09,適合,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-522,○,26,環改化,自,6,港区海岸３丁目１０２番４,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-522,○,26,環改化,自,6,港区海岸３丁目１０２番４,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,
"指-529
指-530","○
○",26,環改化,自,7,大田区東六郷二丁目１－５他１０筆,,,,,32,土壌概況,,,,,,,0.9,5.2,不検出,,不検出,不検出,不検出,0.1,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,1.6,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,5000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-529
指-530","○
○",26,環改化,自,7,大田区東六郷二丁目１－５他１０筆,,,,,25,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,適合,,,,,,0.44,,,,,,,,,,,,,8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-529
指-530","○
○",26,環改化,自,7,大田区東六郷二丁目１－５他１０筆,,,,,25,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,0.051,,適合,,,,,,適合,,,,,,,,,,
指-541,○,26,環改化,自,9,江東区豊洲５丁目６番１３,,,,,28,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,,,,適合,,,,,適合,1500,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-541,○,26,環改化,自,9,江東区豊洲５丁目６番１３,,,,,7,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-520,○,26,環改化,自,11,板橋区前野町３丁目２０番１他３筆,,,,,65,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,380,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-520,○,26,環改化,自,11,板橋区前野町３丁目２０番１他３筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-542,,26,環改化,自,13,新宿区百人町三丁目４２０－３,,,,,68,土壌概況,,,,,,,0.2,0.2,0.1,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.095,0.38,適合,0.025,適合,適合,適合,適合,適合,適合,適合,適合,適合,4600,適合,210,26,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-542,,26,環改化,自,13,新宿区百人町三丁目４２０－３,,,,,37,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,適合,適合,,,,,,,,0.095,72,,0.025,,,,,,,,,,290,,210,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-527,○,26,環改化,自,14,大田区大森西四丁目２２６番他５筆,,,,,108,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,15,適合,適合,適合,,,,適合,適合,4200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-527,○,26,環改化,自,14,大田区大森西四丁目２２６番他５筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-611,○,26,環改化,自,15,港区芝浦４丁目２１－１他５筆,,,,,386,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.12,0.44,適合,適合,適合,適合,1.5,,,,,,適合,適合,4100,適合,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-441,,26,環改化,自,16,荒川区東尾久七丁目２８３３番１,,,,,2,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.036,0.2,,適合,0.12,適合,適合,適合,適合,適合,0.075,適合,適合,適合,適合,0.74,適合,適合,適合,0.9,適合,適合,適合,適合,適合,適合,適合,190,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-441,,26,環改化,自,16,荒川区東尾久七丁目２８３３番１,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.036,0.2,,適合,0.12,適合,適合,適合,0.018,適合,0.075,適合,適合,適合,適合,0.74,適合,適合,適合,0.9,適合,適合,適合,適合,適合,適合,適合,190,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-441,,26,環改化,自,16,荒川区東尾久七丁目２８３３番１,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.21,,適合,0.11,適合,適合,適合,適合,適合,0.11,適合,適合,適合,適合,0.02,適合,適合,適合,適合,適合,適合,適合,適合,適合
指-533,,26,環改化,自,17,板橋区蓮根三丁目３０－４他１７筆,,,,,140,土壌概況,,,,,,,1.4,,不検出,,,不検出,不検出,0.2,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.08,適合,,,適合,,適合,適合,,,,,,適合,適合,適合,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-533,,26,環改化,自,17,板橋区蓮根三丁目３０－４他１７筆,,,,,6,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,適合,,,,適合,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-533,,26,環改化,自,17,板橋区蓮根三丁目３０－４他１７筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,
指-581,,26,環改化,自,18,大田区羽田空港１丁目,,,,,2,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.1,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-232,,26,環改化,自,19,江東区豊洲六丁目９番１他４筆,,,,,2,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-200,○,26,環改化,自,20,文京区本郷二丁目２０１－１他４筆,,,,,27,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,160,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
