27,CFC-114                    （Ref）,0.018,0.018,0.018,0.018,0.018,0.017,0.018,0.018,0.018,0.017,0.017,0.017,0.018,0.018,0.017,0.018,0.018,0.019,0.018,0.017
28,n-Pentane,0.639,0.461,0.510,0.812,0.539,0.436,0.723,0.524,0.580,0.369,0.603,0.486,0.561,0.496,0.878,0.687,0.761,0.795,0.732,0.153
29,HCFC-225ca,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005
30,HCFC-141b,0.039,0.040,0.042,0.047,0.039,0.037,0.039,0.037,0.040,0.038,0.038,0.038,0.040,0.038,0.041,0.040,0.042,0.039,0.040,0.040
31,HCFC-225cb,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008
32,CFC-113,0.071,0.072,0.073,0.070,0.072,0.072,0.072,0.070,0.072,0.070,0.070,0.070,0.071,0.070,0.072,0.071,0.072,0.071,0.071,0.069
33,"1,1-Dichloroethylene",< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,0.010,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008,< 0.008
34,3-Chloro-1-propene,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04
35,n-Hexane,0.315,0.290,0.276,0.468,0.288,0.277,0.409,0.280,0.325,0.222,0.331,0.277,0.316,0.298,0.340,0.319,0.373,0.387,0.350,0.084
36,"cis-1,2-Dichloroethylene",< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02
37,"1,1,1-Trichloroethane",< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01
38,"1,2-Dichloropropane",< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009,< 0.009
39,"cis-1,3-Dichloropropene",0.018,0.014,0.010,0.019,0.015,0.016,0.018,0.017,0.016,0.011,0.011,0.011,0.015,0.019,< 0.009,0.014,0.011,0.014,0.013,< 0.009
40,"trans-1,3-Dichloropropene",< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02
41,"1,1,2-Trichloroethane",< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02
42,"1,2-Dibromoethane",< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004
43,Chlorobenzene,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005
44,"1,1,2,2-Tetrachloroethane",< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005
45,n-Decane,0.181,0.230,0.222,0.278,0.339,0.255,0.381,0.306,0.274,0.206,0.235,0.221,0.263,0.275,0.255,0.265,0.273,0.401,0.301,0.055
46,p-Ethyltoluene,0.030,0.031,0.035,0.043,0.039,0.035,0.074,0.042,0.041,0.033,0.070,0.051,0.043,0.053,0.039,0.046,0.049,0.060,0.050,0.009
47,"1,3,5-Trimethylbenzene",0.026,0.026,0.031,0.038,0.033,0.030,0.068,0.038,0.036,0.028,0.065,0.047,0.038,0.049,0.034,0.042,0.044,0.062,0.047,0.008
48,"1,2,4-Trimethylbenzene",0.100,0.101,0.119,0.146,0.132,0.119,0.260,0.148,0.141,0.112,0.247,0.179,0.148,0.193,0.134,0.163,0.166,0.207,0.175,0.030
49,m-Dichlorobenzene,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004
50,"1,2,3-Trimethylbenzene",0.028,0.030,0.036,0.043,0.038,0.033,0.075,0.042,0.041,0.032,0.067,0.050,0.042,0.051,0.037,0.044,0.045,0.056,0.047,0.013
51,n-Undecane,0.063,0.058,0.067,0.115,0.085,0.078,0.106,0.088,0.082,0.063,0.078,0.070,0.080,0.079,0.084,0.081,0.080,0.112,0.089,0.020
52,p-Dichlorobenzene,0.055,0.078,0.106,0.086,0.160,0.100,0.145,0.089,0.102,0.112,0.078,0.095,0.101,0.114,0.122,0.118,0.128,0.129,0.123,0.015
53,Benzylchloride,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004
54,o-Dichlorobenzene,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004,< 0.004
55,"1,2,4-Trichlorobenzene",< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006
56,"Hexachloro-1,3-butadiene",< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005
57,CFC-11,0.250,0.253,0.255,0.255,0.252,0.253,0.255,0.249,0.253,0.251,0.253,0.252,0.252,0.248,0.251,0.250,0.257,0.278,0.258,0.244
58,HFC-134a,0.241,0.268,0.256,0.257,0.253,0.226,0.258,0.222,0.248,0.226,0.228,0.227,0.243,0.223,0.222,0.222,0.236,0.261,0.235,0.182
,,,,,,,,,,,,,,,,,,,,,
1,IPA                            （Ref）,0.681,0.852,0.837,0.811,1.172,0.892,1.957,0.911,1.014,0.749,0.811,0.780,0.967,0.947,0.767,0.857,0.865,1.543,1.030,0.165
2,Acetone                     （Ref）,3.138,3.123,3.099,3.160,3.383,3.541,3.757,2.783,3.248,3.991,3.441,3.716,3.342,2.851,2.946,2.899,3.167,3.111,3.019,2.327
3,MTBE                         （Ref）,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006,< 0.006
4,Methylacetate             （Ref）,0.070,0.064,0.063,0.075,0.068,0.075,0.084,0.075,0.072,0.080,0.093,0.087,0.075,0.073,0.066,0.069,0.068,0.070,0.069,0.059
5,n-Propylalcohol           （Ref）,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2,0.237,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2,< 0.2
6,MEK                           （Ref）,0.840,0.849,0.786,0.703,1.194,1.036,1.899,0.939,1.031,0.882,1.065,0.974,1.019,1.032,0.810,0.921,0.892,1.262,0.999,0.283
7,Ethylacetate                （Ref）,1.378,1.548,1.417,1.205,2.194,2.221,3.483,1.764,1.901,1.687,2.227,1.957,1.912,1.832,1.755,1.794,1.735,2.291,1.903,1.445
8,Isobutylalcohol             （Ref）,0.112,0.103,0.118,0.169,0.126,0.118,0.146,0.080,0.122,0.184,0.194,0.189,0.135,0.117,0.138,0.128,0.154,0.151,0.140,0.031
9,n-Buthylalcohol           （Ref）,0.838,0.186,0.343,0.277,0.308,0.284,0.264,0.254,0.344,1.466,5.834,3.650,1.005,0.278,0.307,0.292,0.220,0.169,0.243,0.710
10,MiBK                          （Ref）,0.046,0.048,0.060,0.062,0.067,0.056,0.076,0.052,0.058,0.055,0.059,0.057,0.058,0.058,0.053,0.055,0.060,0.066,0.059,0.014
11,Butylacetate               （Ref）,0.086,0.100,0.107,0.111,0.134,0.117,0.176,0.100,0.116,0.128,0.150,0.139,0.121,0.142,0.128,0.135,0.123,0.156,0.137,0.044
