,表6  地点別年平均濃度（ppb）,,,,,,注）極性物質及び一部の低沸点の物質については、測定精度が十分ではない。,,,,,,,,,,,,HAPs＋極性物質,,
,,2022年度,,,,,,,,,,,,,,,,,,(単位：ppb）,
,NAME,区部一般環境,,,,,,,,,多摩一般,,,都一般平均,沿道,,,,,,"檜原（ﾊﾞｯ ｸｸﾞﾗｳﾝ
ﾄﾞ)"
,,中央区晴海,国設東京新宿,目黒区碑文谷,大田区東糀谷,板橋区氷川町,練馬区石神井町,足立区西新井,江戸川区春江町,区部一般平均,小金井市貫井北町,東大和市奈良橋,多摩部一般平均,,京葉道路亀戸,環八通り八幡山,２地点沿道平均,甲州街道大原,中山道大和町,４地点沿道平均,
1,Vinylchloride,0.057,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,0.039,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,0.067,< 0.02,0.037,< 0.02,< 0.02,0.023,< 0.02
2,"1,3-Butadiene",0.105,0.060,0.065,0.171,0.065,0.051,0.089,0.074,0.085,0.040,0.048,0.044,0.077,0.089,0.073,0.081,0.088,0.100,0.088,0.021
3,Dichloromethane,0.317,0.368,0.355,0.393,0.487,0.431,0.568,0.392,0.414,0.365,0.339,0.352,0.401,0.392,0.340,0.366,0.561,0.490,0.446,0.200
4,Acrylonitrile,0.112,0.051,0.042,0.110,0.052,0.035,0.071,0.055,0.066,0.033,0.043,0.038,0.060,0.052,0.052,0.052,0.064,0.065,0.058,0.022
5,"1,1-Dichloroethane",< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005,< 0.005
6,Chloroform,0.056,0.047,0.050,0.058,0.054,0.050,0.070,0.052,0.054,0.044,0.033,0.038,0.051,0.054,0.039,0.047,0.045,0.054,0.048,0.026
7,Carbon tetrachloride,0.094,0.093,0.094,0.093,0.095,0.093,0.097,0.091,0.094,0.092,0.092,0.092,0.094,0.095,0.095,0.095,0.096,0.096,0.095,0.094
8,"1,2-Dichloroethane",0.023,0.026,0.025,0.029,0.024,0.024,0.024,0.024,0.025,0.022,0.024,0.023,0.025,0.024,0.023,0.023,0.026,0.024,0.024,0.020
9,Benzene,0.321,0.269,0.231,0.650,0.260,0.208,0.314,0.255,0.314,0.215,0.218,0.216,0.294,0.273,0.242,0.258,0.310,0.366,0.298,0.151
10,Trichloroethylene,0.091,0.111,0.087,0.505,0.192,0.129,0.329,0.279,0.215,0.081,0.099,0.090,0.190,0.327,0.086,0.207,0.105,0.219,0.184,0.031
11,Toluene,1.239,1.396,1.353,1.793,1.930,1.425,3.226,1.688,1.756,1.324,3.654,2.489,1.903,1.839,1.393,1.616,1.732,2.539,1.876,1.274
12,Tetrachloroethylene,0.015,0.031,0.020,0.017,0.021,0.026,0.053,0.019,0.025,0.018,0.012,0.015,0.023,0.019,0.018,0.019,0.018,0.023,0.020,< 0.006
13,Ethylbenzene,0.271,0.274,0.312,0.408,0.321,0.257,0.405,0.343,0.324,0.245,0.338,0.291,0.317,0.325,0.346,0.336,0.365,0.395,0.358,0.086
14,"m,p-Xylene",0.243,0.241,0.280,0.381,0.288,0.234,0.390,0.309,0.296,0.219,0.321,0.270,0.291,0.306,0.336,0.321,0.406,0.420,0.367,0.068
15,o-Xylene,0.091,0.085,0.108,0.136,0.104,0.085,0.141,0.107,0.107,0.079,0.116,0.097,0.105,0.112,0.117,0.115,0.156,0.151,0.134,0.027
16,Styrene,0.029,0.027,0.034,0.045,0.030,0.038,0.043,0.033,0.035,0.029,0.028,0.029,0.034,0.031,0.030,0.030,0.038,0.037,0.034,0.017
17,HCFC-22,0.358,0.367,0.396,0.377,0.539,0.350,0.408,0.383,0.397,0.340,0.337,0.339,0.386,0.357,0.347,0.352,0.370,0.504,0.395,0.297
18,iso-Butane,1.918,1.808,1.903,2.093,2.303,2.057,2.713,2.410,2.151,1.936,1.870,1.903,2.101,2.172,2.595,2.383,2.265,2.271,2.326,1.137
19,CFC-12,0.551,0.553,0.560,0.544,0.551,0.558,0.554,0.547,0.552,0.546,0.555,0.551,0.552,0.550,0.555,0.552,0.560,0.562,0.557,0.540
20,HCFC142b                  （Ref）,0.031,0.038,0.034,0.031,0.031,0.033,0.032,0.030,0.032,0.056,0.033,0.044,0.035,0.032,0.029,0.030,0.034,0.055,0.037,0.027
21,Chloromethane,0.684,0.663,0.655,0.648,0.680,0.701,0.689,0.645,0.671,0.634,0.671,0.652,0.667,0.682,0.663,0.673,0.663,0.683,0.673,0.570
22,n-Butane,1.665,1.746,2.078,2.434,2.597,1.865,3.014,2.538,2.242,1.682,1.628,1.655,2.125,2.263,2.910,2.586,2.661,2.719,2.638,0.469
23,cis-2-Butene,0.058,0.031,0.047,0.081,0.043,0.035,0.088,0.083,0.058,0.029,0.048,0.038,0.054,0.060,0.134,0.097,0.073,0.077,0.086,0.007
24,Bromomethane,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02
25,Chloroethane,0.032,0.038,0.031,0.030,0.037,0.038,0.044,0.033,0.035,0.028,0.021,0.024,0.033,0.035,0.041,0.038,0.032,0.038,0.037,< 0.02
26,HCFC-123                  （Ref）,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007,< 0.007
