台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-440,○,25,環多改,自,4,昭島市福島町字砂川道下１０９８－１０他１筆,,,,,124,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-440,○,25,環多改,自,4,昭島市福島町字砂川道下１０９８－１０他１筆,,,,,77,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,,,,,,,,,,,,,,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-440,○,25,環多改,自,4,昭島市福島町字砂川道下１０９８－１０他１筆,,,,,5,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-440,○,25,環多改,自,4,立川市泉町１４７２－３他１４筆,,,,,34,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,適合,,,適合,,,0.025,,,,0.017,,8.3,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-439,,25,環多改,自,5,府中市四谷五丁目２３番６２外１筆,,,,,0,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.011,0.18,0.028,,,,3.2,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-442,○,25,環多改,自,6,羽村市神明台二丁目１番１,,,,,518,土壌概況,,,,,,,1.4,2.8,0.1,,不検出,不検出,不検出,不検出,0.2,不検出,不検出,0.38,,,,,,,,,,,,,,,,,,,,,,,,,適合,3.3,適合,適合,適合,適合,適合,適合,5.8,,適合,,,,適合,適合,2500,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-442,○,25,環多改,自,6,羽村市神明台二丁目１番１,,,,,137,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-442,○,25,環多改,自,6,羽村市神明台二丁目１番１,,,,,18,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,適合,適合,適合,,,適合,,3.3,,,,,,,11,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-442,○,25,環多改,自,6,羽村市神明台二丁目１番１,,,,,4,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,適合,適合,適合,,,適合,,適合,,,,,,,適合,,,,,
指-449,○,25,環多改,自,7,昭島市中神町字東武蔵野１３１４番３他２筆,,,,,691,土壌概況,,,,,,,0.1,不検出,不検出,,不検出,不検出,不検出,0.1,不検出,不検出,不検出,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.11,0.077,,,0.14,,4.6,,,,,,250,,7400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-448
指-456","○
○",25,環多改,自,8,立川市高松町一丁目３８８番１他１筆,,,,,166,土壌概況,,,,,,,7.5,,,,,,不検出,不検出,0.4,,,,,,,,,,,,,,,,適合,,,,,,適合,適合,適合,,,,,適合,適合,9.7,,,,,,,,,,,,適合,2200,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-446,,25,環多改,自,9,青梅市新町六丁目１６番地３,,,,,10,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,,,適合,2.2,,,,,,,適合,適合,適合,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-446,,25,環多改,自,9,青梅市新町六丁目１６番地３,,,,,6,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-446,,25,環多改,自,9,青梅市新町六丁目１６番地３,,,,,4,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
"指-497
指-498","○
",25,環多改,自,10,福生市大字福生字奈賀８７０－１他６筆,,,,,36,土壌概況,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-497
指-498","○
",25,環多改,自,10,福生市大字福生字奈賀８７０－１他６筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-499,○,25,環多改,自,11,三鷹市下連雀六丁目５７７－１他４筆,,,,,27,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,640,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-499,○,25,環多改,自,11,三鷹市下連雀六丁目５７７－１他３筆,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-496,○,25,環多改,自,12,国立市大字谷保字岨ノ下１７９６番１他他筆,,,,,17,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.069,0.024,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-496,○,25,環多改,自,12,国立市大字谷保字岨ノ下１７９６番１他他筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-496,○,25,環多改,自,12,国立市大字谷保字岨ノ下１７９６番１他他筆,,,,,4,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,
指-495,○,25,環多改,自,13,羽村市神明台二丁目６番１３,,,,,81,土壌概況,,,,,,,1.7,不検出,不検出,,不検出,不検出,不検出,不検出,0.2,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.3,0.012,適合,適合,適合,適合,適合,1.3,,適合,,,,適合,適合,260,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-495,○,25,環多改,自,13,羽村市神明台二丁目６番１３,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,適合,,,,,0.3,0.012,,,,,,1.3,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-411,○,25,環改化,自,1,千代田区大手町１丁目５－１他１０筆,,,,,48,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.39,0.0014,,適合,適合,,,,,,,,7800,適合,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-411,○,25,環改化,自,1,千代田区大手町１丁目５－６他１筆,,,,,18,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.0018,,,,,,,,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-411,○,25,環改化,自,1,千代田区大手町１丁目５－６他１筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,
指-403,,25,環改化,自,2,足立区足立三丁目１４３５番１,,,,,60,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.038,適合,適合,適合,0.92,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-416,○,25,環改化,自,3,千代田区大手町２丁目９－２他１筆,,,,,28,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.0008,,適合,適合,,,,,,,,1300,適合,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-416,○,25,環改化,自,3,千代田区大手町２丁目９－２他１筆,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-415,○,25,環改化,自,4,品川区南大井二丁目３９番他１筆,,,,,39,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.015,適合,適合,適合,適合,適合,1,,,,,,適合,適合,680,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-415,○,25,環改化,自,4,品川区南大井二丁目３９番他１筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,,1,,,,,,,,680,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-415,○,25,環改化,自,4,品川区南大井二丁目３９番他１筆,,,,,4,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,,,,,
指-431,,25,環改化,自,5,江東区豊洲六丁目１－４他７筆,,,,,40,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,,不検出,不検出,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.081,適合,適合,,,,適合,,,,適合,,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-431,,25,環改化,自,5,江東区豊洲六丁目１－４他７筆,,,,,5,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-431,,25,環改化,自,5,江東区豊洲六丁目１－４他７筆,,,,,180,土壌概況,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.7,適合,適合,0.034,適合,,,,,,,,,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-431,,25,環改化,自,5,江東区豊洲六丁目１－４他７筆,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-431,,25,環改化,自,5,江東区豊洲六丁目１－４他７筆,,,,,21,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.58,適合,適合,0.067,0.0016,,,,,,,,,適合,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-431,,25,環改化,自,5,江東区豊洲六丁目１－４他７筆,,,,,17,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,適合,0.8,0.011,適合,0.018,適合,,,,,,,,
指-396,,25,環改化,自,6,北区堀船二丁目３０番他２筆,,,,,64,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-396,,25,環改化,自,6,北区堀船二丁目３０番他２筆,,,,,19,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-396,,25,環改化,自,6,北区堀船二丁目３０番他２筆,,,,,13,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-354,,25,環改化,自,7,江東区豊洲六丁目２１番１他２筆,,,,,23,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.08,,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-232,,25,環改化,自,8,江東区豊洲六丁目２１番１他１筆,,,,,5,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,,,,,,,,,,,適合,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-232,,25,環改化,自,8,江東区豊洲六丁目２１番１他１筆,,,,,10,土壌概況,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,430,適合,86,適合,適合,0.027,適合,,,,,,,,,適合,70,510,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-232,,25,環改化,自,8,江東区豊洲六丁目２１番１他１筆,,,,,10,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,適合,0.6,適合,適合,0.04,適合,,,,,,,,,適合,適合,280,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-232,,25,環改化,自,8,江東区豊洲六丁目２１番１他１筆,,,,,10,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,適合,0.9,適合,適合,0.017,適合,,,,,,,,
指-403,,25,環改化,自,9,足立区足立三丁目１４３５番１,,,,,3,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.019,適合,適合,適合,適合,,,,,,適合,適合,470,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-403,,25,環改化,自,9,足立区足立三丁目１４３５番１,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,0.92,,,,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-403,,25,環改化,自,9,足立区足立三丁目１４３５番１,,,,,4,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,1,,,,,
指-421,,25,環改化,自,10,足立区六町三丁目６－６０他６筆,,,,,9,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,1.4,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.018,適合,0.032,適合,適合,適合,0.9,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-421,,25,環改化,自,10,足立区六町三丁目６－６０他６筆,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,0.027,,0.059,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-421,,25,環改化,自,10,足立区六町三丁目６－６０他６筆,,,,,5,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,適合,,,,適合,,,,,
指-420,○,25,環改化,自,11,墨田区押上二丁目２２番８,,,,,57,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,600,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-420,○,25,環改化,自,11,墨田区押上二丁目２２番８,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-232,,25,環改化,自,12,江東区豊洲六丁目９－４,,,,,6,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,8.6,0.038,,0.52,0.012,,,,,,,,,,適合,2000,,280,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-428,○,25,環改化,自,14,江東区亀戸七丁目４８－１他４筆,,,,,53,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.016,適合,適合,適合,2.6,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-428,○,25,環改化,自,14,江東区亀戸七丁目４８－１他４筆,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-428,○,25,環改化,自,14,江東区亀戸七丁目４８－１他４筆,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,適合,,,,,
指-388,,25,環改化,自,15,江東区豊洲６丁目９番７,,,,,51,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-388,,25,環改化,自,15,江東区豊洲６丁目９番７,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-364,,25,環改化,自,16,江東区豊洲六丁目２１番４他１筆,,,,,11,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.1,適合,適合,0.034,適合,,,,,,,,,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-418,,25,環改化,自,17,江東区新砂３丁目１－５他１筆,,,,,43,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,400,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-418,,25,環改化,自,17,江東区新砂３丁目１－５他１筆,,,,,12,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-417,○,25,環改化,自,18,大田区東糀谷五丁目１２４８番１,,,,,48,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,,,,490,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-417,○,25,環改化,自,18,大田区東糀谷五丁目１２４８番１,,,,,6,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-430,○,25,環改化,自,19,新宿区西新宿５丁目５５７番９,,,,,1,土壌概況,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.07,適合,適合,適合,適合,適合,,,,,,適合,適合,480,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-430,○,25,環改化,自,19,新宿区西新宿５丁目５５７番９,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-430,○,25,環改化,自,19,新宿区西新宿５丁目５５７番９,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,
指-232,,25,環改化,自,20,江東区豊洲六丁目８番他２１筆,,,,,25,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,,,,,,,,,,,,適合,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-436,○,25,環改化,自,21,中央区湊二丁目９－２他９筆,,,,,15,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.046,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,1500,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-436,○,25,環改化,自,21,中央区湊二丁目９－２他５筆,,,,,8,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-436,○,25,環改化,自,21,中央区湊二丁目９－２他５筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
指-426,○,25,環改化,自,22,中央区京橋２丁目２７,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.056,適合,,0.00062,,適合,適合,,,,,,適合,適合,200,適合,,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-426,○,25,環改化,自,22,中央区京橋２丁目２７,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.00078,,,,,,,,,,,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-426,○,25,環改化,自,22,中央区京橋２丁目２７,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,,,,,,
指-445,○,25,環改化,自,23,渋谷区東２丁目２１番５,,,,,8,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,720,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-445,○,25,環改化,自,23,渋谷区東２丁目２１番５,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
