,表7  地点別年平均濃度（μg/m3）,,,,,,注）極性物質及び一部の低沸点の物質については、測定精度が十分ではない。,,,,,,,,,,,,HAPs＋極性物質,,
,,2022年度,,,,,,,,,,,,,,,,,,（単位：μg/m3）,
,NAME,区部一般環境,,,,,,,,,多摩一般,,,都一般平均,沿道,,,,,,"檜原（ﾊﾞｯ ｸｸﾞﾗｳﾝ
ﾄﾞ)"
,,中央区晴海,国設東京新宿,目黒区碑文谷,大田区東糀谷,板橋区氷川町,練馬区石神井町,足立区西新井,江戸川区春江町,区部一般平均,小金井市貫井北町,東大和市奈良橋,多摩部一般平均,,京葉道路亀戸,環八通り八幡山,２地点沿道平均,甲州街道大原,中山道大和町,４地点沿道平均,
1,Vinylchloride,0.148,< 0.03,< 0.03,0.031,< 0.03,< 0.03,0.101,0.036,0.050,< 0.03,< 0.03,< 0.03,0.043,0.174,< 0.03,0.096,< 0.03,< 0.03,0.059,< 0.03
2,"1,3-Butadiene",0.237,0.136,0.146,0.384,0.146,0.115,0.200,0.167,0.191,0.089,0.108,0.098,0.173,0.201,0.163,0.182,0.199,0.225,0.197,0.047
3,Dichloromethane,1.118,1.300,1.252,1.387,1.719,1.521,2.007,1.385,1.461,1.288,1.197,1.242,1.417,1.386,1.201,1.293,1.980,1.731,1.574,0.708
4,Acrylonitrile,0.248,0.112,0.092,0.242,0.114,0.078,0.157,0.122,0.146,0.074,0.094,0.084,0.133,0.115,0.116,0.115,0.141,0.143,0.129,0.049
5,"1,1-Dichloroethane",< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02
6,Chloroform,0.276,0.232,0.249,0.288,0.267,0.247,0.346,0.256,0.270,0.217,0.165,0.191,0.254,0.268,0.195,0.232,0.222,0.268,0.238,0.130
7,Carbon tetrachloride,0.604,0.596,0.601,0.595,0.610,0.596,0.623,0.585,0.601,0.590,0.589,0.590,0.599,0.607,0.605,0.606,0.617,0.614,0.611,0.600
8,"1,2-Dichloroethane",0.096,0.108,0.101,0.118,0.099,0.100,0.098,0.099,0.102,0.090,0.100,0.095,0.101,0.097,0.095,0.096,0.105,0.097,0.099,0.082
9,Benzene,1.043,0.875,0.751,2.112,0.843,0.674,1.021,0.829,1.019,0.698,0.709,0.703,0.956,0.887,0.786,0.837,1.008,1.190,0.968,0.491
10,Trichloroethylene,0.496,0.608,0.474,2.760,1.050,0.707,1.801,1.526,1.178,0.445,0.540,0.493,1.041,1.788,0.472,1.130,0.573,1.195,1.007,0.169
11,Toluene,4.746,5.346,5.184,6.869,7.393,5.459,12.357,6.467,6.728,5.073,13.997,9.535,7.289,7.047,5.336,6.191,6.635,9.726,7.186,4.882
12,Tetrachloroethylene,0.106,0.217,0.138,0.120,0.146,0.179,0.363,0.134,0.175,0.126,0.084,0.105,0.161,0.129,0.127,0.128,0.125,0.160,0.135,< 0.04
13,Ethylbenzene,1.198,1.211,1.380,1.801,1.418,1.137,1.788,1.514,1.431,1.083,1.492,1.288,1.402,1.438,1.527,1.482,1.611,1.746,1.581,0.380
14,"m,p-Xylene",1.074,1.064,1.238,1.684,1.274,1.032,1.722,1.364,1.307,0.966,1.420,1.193,1.284,1.353,1.484,1.419,1.793,1.856,1.622,0.299
15,o-Xylene,0.404,0.377,0.476,0.600,0.458,0.377,0.624,0.473,0.474,0.350,0.510,0.430,0.465,0.497,0.517,0.507,0.690,0.668,0.593,0.120
16,Styrene,0.123,0.118,0.148,0.195,0.128,0.165,0.188,0.142,0.151,0.126,0.121,0.124,0.145,0.133,0.128,0.130,0.166,0.159,0.147,0.073
17,HCFC-22,1.286,1.319,1.425,1.357,1.939,1.259,1.469,1.380,1.429,1.224,1.212,1.218,1.387,1.286,1.248,1.267,1.331,1.814,1.420,1.067
18,iso-Butane,4.634,4.370,4.599,5.058,5.565,4.971,6.557,5.825,5.197,4.680,4.518,4.599,5.078,5.248,6.271,5.760,5.474,5.487,5.620,2.748
19,CFC-12,2.773,2.779,2.814,2.736,2.770,2.807,2.784,2.748,2.777,2.745,2.794,2.769,2.775,2.765,2.792,2.778,2.816,2.824,2.799,2.714
20,HCFC142b                  （Ref）,0.128,0.160,0.141,0.131,0.131,0.137,0.132,0.126,0.136,0.232,0.138,0.185,0.146,0.133,0.120,0.126,0.142,0.229,0.156,0.113
21,Chloromethane,1.436,1.392,1.376,1.361,1.428,1.473,1.446,1.356,1.409,1.332,1.409,1.371,1.401,1.433,1.393,1.413,1.392,1.435,1.413,1.198
22,n-Butane,4.025,4.219,5.023,5.881,6.275,4.507,7.283,6.134,5.418,4.064,3.935,3.999,5.134,5.468,7.032,6.250,6.432,6.571,6.376,1.134
23,cis-2-Butene,0.134,0.071,0.109,0.189,0.100,0.081,0.204,0.194,0.135,0.067,0.112,0.090,0.126,0.141,0.314,0.227,0.171,0.179,0.201,0.015
24,Bromomethane,0.069,0.074,0.057,0.065,0.065,0.057,0.058,0.051,0.062,0.070,0.063,0.067,0.063,0.062,0.062,0.062,0.063,0.056,0.061,0.053
25,Chloroethane,0.086,0.103,0.084,0.081,0.099,0.102,0.117,0.088,0.095,0.074,0.056,0.065,0.089,0.095,0.111,0.103,0.086,0.101,0.098,0.043
26,HCFC-123                  （Ref）,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04
27,CFC-114                    （Ref）,0.131,0.127,0.130,0.129,0.129,0.124,0.130,0.128,0.128,0.123,0.122,0.122,0.127,0.130,0.121,0.126,0.131,0.133,0.129,0.120
28,n-Pentane,1.915,1.383,1.529,2.435,1.617,1.306,2.167,1.570,1.740,1.108,1.808,1.458,1.684,1.488,2.632,2.060,2.282,2.384,2.196,0.459
29,HCFC-225ca,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04
30,HCFC-141b,0.189,0.193,0.205,0.231,0.192,0.179,0.189,0.182,0.195,0.187,0.185,0.186,0.193,0.187,0.198,0.193,0.202,0.191,0.195,0.193
31,HCFC-225cb,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06
32,CFC-113,0.557,0.561,0.569,0.548,0.561,0.564,0.559,0.543,0.558,0.548,0.546,0.547,0.556,0.545,0.560,0.552,0.558,0.553,0.554,0.540
33,"1,1-Dichloroethylene",< 0.03,0.031,< 0.03,0.031,< 0.03,< 0.03,< 0.03,0.039,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,0.030,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03
34,3-Chloro-1-propene,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1,< 0.1
35,n-Hexane,1.130,1.039,0.990,1.679,1.033,0.993,1.466,1.004,1.167,0.794,1.189,0.991,1.132,1.067,1.218,1.143,1.338,1.389,1.253,0.301
36,"cis-1,2-Dichloroethylene",< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05
