,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
クロロホルム（Chloroform）,11月,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.19,0.14,0.13,0.15,0.15,0.15,0.14
クロロホルム（Chloroform）,12月,0.16,0.15,0.14,0.14,0.13,0.13,0.15,0.19,0.15,0.14,0.19,0.19,0.12,0.14,0.14,0.17,0.2,0.16,0.18,0.15,0.15,0.14,0.14,0.15
クロロホルム（Chloroform）,1月,0.13,0.12,0.1,0.1,0.09,0.09,0.09,0.11,0.1,0.11,0.1,0.14,0.12,0.09,0.09,0.09,0.1,0.1,0.11,0.11,0.11,0.11,0.14,0.14
クロロホルム（Chloroform）,2月,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.12,0.11,0.13,0.13,0.12,0.12
クロロホルム（Chloroform）,3月,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.1,0.08,0.09,0.09,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.1,0.1
クロロホルム（Chloroform）,平均,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.13,0.12,0.12,0.12,0.13
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
"1,2－ジクロロエタン（1,2-Dichloroethane）",4月,0.099,0.098,0.093,0.099,0.094,0.094,0.095,0.094,0.098,0.09,0.096,0.099,0.099,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.095,0.1,0.1
"1,2－ジクロロエタン（1,2-Dichloroethane）",5月,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.097,0.095,0.091,0.095,0.1,0.11,0.1,0.1,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.11
"1,2－ジクロロエタン（1,2-Dichloroethane）",6月,0.098,0.091,0.1,0.1,0.096,0.096,0.11,0.1,0.12,0.11,0.1,0.11,0.12,0.12,0.1,0.11,0.11,0.094,0.092,0.093,0.087,0.089,0.088,0.096
"1,2－ジクロロエタン（1,2-Dichloroethane）",7月,0.09,0.083,0.084,0.079,0.079,0.086,0.088,0.09,0.085,0.097,0.093,0.091,0.09,0.098,0.097,0.11,0.1,0.096,0.091,0.097,0.092,0.097,0.098,0.097
"1,2－ジクロロエタン（1,2-Dichloroethane）",8月,0.095,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.12,0.11,0.099,0.1,0.1,0.11,0.1,0.11,0.1,0.11
"1,2－ジクロロエタン（1,2-Dichloroethane）",9月,0.069,0.078,0.073,0.075,0.077,0.081,0.086,0.083,0.083,0.077,0.072,0.077,0.07,0.075,0.077,0.091,0.085,0.1,0.19,0.16,0.1,0.11,0.076,0.076
"1,2－ジクロロエタン（1,2-Dichloroethane）",10月,0.099,0.095,0.096,0.087,0.085,0.086,0.084,0.08,0.081,0.074,0.078,0.085,0.083,0.086,0.09,0.12,0.14,0.11,0.12,0.11,0.11,0.1,0.11,0.12
"1,2－ジクロロエタン（1,2-Dichloroethane）",11月,0.094,0.092,0.089,0.1,0.1,0.1,0.11,0.11,0.1,0.095,0.092,0.093,0.094,0.094,0.094,0.099,0.1,0.1,0.12,0.1,0.11,0.098,0.093,0.094
"1,2－ジクロロエタン（1,2-Dichloroethane）",12月,0.13,0.12,0.11,0.11,0.1,0.099,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13
"1,2－ジクロロエタン（1,2-Dichloroethane）",1月,0.085,0.083,0.079,0.081,0.079,0.08,0.075,0.083,0.086,0.086,0.081,0.081,0.076,0.078,0.08,0.088,0.091,0.093,0.09,0.088,0.083,0.082,0.08,0.085
"1,2－ジクロロエタン（1,2-Dichloroethane）",2月,0.087,0.081,0.087,0.084,0.085,0.088,0.087,0.087,0.087,0.089,0.087,0.084,0.083,0.09,0.092,0.096,0.092,0.097,0.094,0.11,0.1,0.092,0.09,0.083
"1,2－ジクロロエタン（1,2-Dichloroethane）",3月,0.092,0.093,0.082,0.084,0.08,0.08,0.084,0.08,0.079,0.079,0.08,0.084,0.086,0.084,0.078,0.08,0.087,0.087,0.089,0.085,0.087,0.097,0.091,0.091
"1,2－ジクロロエタン（1,2-Dichloroethane）",平均,0.096,0.094,0.092,0.093,0.091,0.092,0.094,0.093,0.094,0.092,0.091,0.093,0.092,0.095,0.095,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.097,0.099
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
トルエン（Toluene）,4月,2.3,2.3,2.5,3.2,3.5,4.1,4.4,3.5,3.1,2.5,2,2.2,2.4,2.2,2.2,2.3,2.6,2.6,3,2.8,2.5,2.3,2.1,2.3
トルエン（Toluene）,5月,5.7,5,3.3,4.2,4.4,4.7,4.6,4.1,3.1,2.7,2.7,2.6,2.6,2,2.1,2.3,2.3,2.6,3,2.6,2.6,2.4,2.5,2.5
トルエン（Toluene）,6月,2.6,2.7,2.6,3.2,3.3,3.7,4,4.1,3.8,3.6,3.3,3.5,3.4,3.3,3.3,3.8,3.1,3.2,3.4,3.1,2.8,2.8,2.8,2.4
トルエン（Toluene）,7月,3.3,3,3.4,3.8,3.9,4.3,4.6,4.6,4.4,4.3,4,4.2,4.6,4.3,4,4.3,4.4,4.7,4.8,4.3,4.9,4.2,3.8,3.9
トルエン（Toluene）,8月,2.6,3.2,3.3,3.7,4.5,5.2,4.9,5.2,4.6,3.8,3.5,3.4,3.1,2.5,2.7,2.3,3,2.9,3.3,3.3,3.2,3.1,2.5,2.9
トルエン（Toluene）,9月,3.7,4.2,4.1,4.7,5.1,5.9,6.1,5.5,4.1,3.8,3.9,4.3,3.6,3.4,3.5,3.7,3.9,3.9,4.8,4.1,4.2,4.5,4,3.9
トルエン（Toluene）,10月,4.2,4.5,4.9,5,4.7,5,5.4,4.8,4.3,3.3,3.6,3.7,3.5,3.3,3.2,3.9,4.8,5.5,5.5,6,6.1,5.5,6.3,4.2
トルエン（Toluene）,11月,6.7,6.7,6.6,6.3,5,5.2,6.4,6.5,5.3,4.9,4.1,4.3,3.8,4,4.3,4.9,6.1,7.3,7.8,7.4,7.9,8.2,7.5,7.3
トルエン（Toluene）,12月,7.5,7.3,6.7,6.8,6.2,6.9,7.3,8,7.8,7.8,7,6.5,6.1,7.3,6.7,7,8.3,10,9.4,9,8.9,9,9.6,9.2
トルエン（Toluene）,1月,5.6,5.4,5,4.4,4.3,4.4,4.6,4.8,5.1,4.5,4.1,4.3,3.5,3.7,4.2,4.7,5.3,5.8,6.6,6.3,5.7,5.5,5.4,5.8
トルエン（Toluene）,2月,4.8,4.5,4.7,4.6,4.8,5.5,5.9,6.2,5,4.3,3.7,3.2,3.2,3.5,3.8,3.8,3.9,4.7,5.5,6.2,5.8,6.2,6.4,5.4
トルエン（Toluene）,3月,2.9,3.3,3.4,3.8,3.6,3.8,4.3,4,3.1,2.8,4.1,2.6,2.5,2.6,2.7,2.6,2.6,2.8,2.9,3,3.4,3.3,3.2,3
トルエン（Toluene）,平均,4.3,4.3,4.2,4.5,4.4,4.9,5.2,5.1,4.5,4,3.8,3.7,3.5,3.5,3.6,3.8,4.2,4.7,5,4.8,4.8,4.7,4.7,4.4
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
m＋ｐ-キシレン（m+p-Xylene）,4月,0.49,0.42,0.39,0.5,0.47,0.59,0.72,0.63,0.51,0.46,0.35,0.38,0.4,0.35,0.39,0.43,0.46,0.55,0.64,0.68,0.65,0.56,0.46,0.52
m＋ｐ-キシレン（m+p-Xylene）,5月,0.68,0.64,0.65,0.73,0.8,0.89,0.86,0.73,0.61,0.51,0.49,0.46,0.44,0.35,0.39,0.46,0.47,0.61,0.62,0.61,0.65,0.6,0.62,0.62
m＋ｐ-キシレン（m+p-Xylene）,6月,0.74,0.67,0.62,0.69,0.73,0.77,0.86,0.89,0.82,0.78,0.67,0.72,0.68,0.77,0.83,0.84,0.74,0.75,0.8,0.78,0.71,0.74,0.74,0.67
m＋ｐ-キシレン（m+p-Xylene）,7月,0.86,0.73,0.75,0.84,0.86,0.91,1.1,1.1,1,1.1,0.81,0.82,0.81,0.79,0.76,0.97,0.95,1.1,1.2,1.1,1.2,0.99,0.93,0.93
m＋ｐ-キシレン（m+p-Xylene）,8月,0.62,0.63,0.58,0.69,0.72,0.82,0.85,0.9,0.8,0.65,0.61,0.61,0.62,0.45,0.53,0.53,0.68,0.74,0.72,0.77,0.73,0.8,0.66,0.69
m＋ｐ-キシレン（m+p-Xylene）,9月,0.76,0.79,0.78,0.83,0.8,0.96,1.1,1,0.74,0.75,0.62,0.65,0.59,0.55,0.63,0.75,0.77,0.87,1.2,0.93,1,1,0.92,0.87
m＋ｐ-キシレン（m+p-Xylene）,10月,0.83,0.83,0.78,0.79,0.77,0.78,0.86,0.84,0.8,0.65,0.71,0.63,0.56,0.51,0.55,0.69,0.84,0.98,1.1,1.1,1.2,1.1,1,0.89
m＋ｐ-キシレン（m+p-Xylene）,11月,1.2,1.2,0.93,0.88,0.77,0.83,1,1.1,0.93,0.82,0.73,0.75,0.73,0.7,0.79,0.96,1.2,1.7,1.8,1.5,1.6,1.4,1.4,1.4
m＋ｐ-キシレン（m+p-Xylene）,12月,1.4,1.3,1.2,1.1,1.1,1.1,1.2,1.5,1.4,1.3,1.2,1.1,1,1.1,1.1,1.2,1.5,1.8,2.1,1.9,2,1.8,1.6,1.5
m＋ｐ-キシレン（m+p-Xylene）,1月,1.2,0.99,0.86,0.75,0.7,0.68,0.74,0.91,0.9,0.87,0.78,0.8,0.63,0.62,0.65,0.73,0.94,1.2,1.3,1.3,1.3,1.1,1.1,1.1
m＋ｐ-キシレン（m+p-Xylene）,2月,0.82,0.7,0.68,0.66,0.68,0.82,1,1.2,0.91,0.71,0.64,0.54,0.53,0.54,0.65,0.68,0.81,0.92,1.1,1.2,1.1,1.2,2.4,1
m＋ｐ-キシレン（m+p-Xylene）,3月,0.5,0.49,0.46,0.48,0.49,0.51,0.65,0.65,0.48,0.47,0.53,0.44,0.38,0.37,0.45,0.46,0.6,0.57,0.57,0.57,0.67,0.64,0.6,0.56
m＋ｐ-キシレン（m+p-Xylene）,平均,0.83,0.78,0.72,0.75,0.74,0.81,0.92,0.96,0.83,0.75,0.68,0.66,0.62,0.59,0.65,0.72,0.83,0.97,1.1,1,1.1,1,1,0.9
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
o-キシレン（o-Xylene）,4月,0.18,0.16,0.15,0.19,0.17,0.22,0.28,0.25,0.21,0.2,0.14,0.16,0.16,0.14,0.16,0.17,0.19,0.21,0.25,0.27,0.25,0.22,0.17,0.19
o-キシレン（o-Xylene）,5月,0.26,0.24,0.25,0.28,0.3,0.34,0.34,0.29,0.25,0.21,0.21,0.2,0.19,0.16,0.17,0.19,0.18,0.26,0.24,0.23,0.25,0.23,0.24,0.24
o-キシレン（o-Xylene）,6月,0.27,0.26,0.23,0.26,0.28,0.3,0.34,0.35,0.34,0.32,0.29,0.3,0.28,0.34,0.37,0.34,0.3,0.3,0.32,0.31,0.29,0.29,0.28,0.25
o-キシレン（o-Xylene）,7月,0.33,0.27,0.28,0.31,0.31,0.34,0.42,0.41,0.41,0.41,0.32,0.32,0.33,0.32,0.32,0.38,0.37,0.4,0.45,0.39,0.43,0.36,0.34,0.34
o-キシレン（o-Xylene）,8月,0.25,0.25,0.22,0.26,0.27,0.31,0.33,0.36,0.33,0.28,0.26,0.26,0.26,0.2,0.22,0.21,0.27,0.28,0.28,0.31,0.28,0.31,0.26,0.27
o-キシレン（o-Xylene）,9月,0.29,0.31,0.3,0.32,0.3,0.37,0.44,0.44,0.32,0.3,0.26,0.28,0.26,0.24,0.27,0.3,0.31,0.34,0.47,0.37,0.42,0.4,0.36,0.33
o-キシレン（o-Xylene）,10月,0.32,0.31,0.3,0.3,0.29,0.3,0.34,0.33,0.33,0.25,0.28,0.25,0.23,0.21,0.24,0.28,0.33,0.39,0.43,0.42,0.46,0.43,0.39,0.34
o-キシレン（o-Xylene）,11月,0.43,0.39,0.34,0.31,0.28,0.31,0.39,0.44,0.36,0.32,0.27,0.29,0.28,0.27,0.31,0.37,0.46,0.62,0.7,0.57,0.61,0.53,0.5,0.49
o-キシレン（o-Xylene）,12月,0.51,0.48,0.44,0.42,0.39,0.42,0.46,0.58,0.55,0.49,0.45,0.44,0.4,0.43,0.43,0.45,0.58,0.69,0.78,0.67,0.68,0.67,0.59,0.54
o-キシレン（o-Xylene）,1月,0.39,0.36,0.31,0.28,0.25,0.25,0.28,0.35,0.35,0.33,0.29,0.3,0.24,0.24,0.25,0.29,0.36,0.44,0.48,0.47,0.47,0.41,0.41,0.41
o-キシレン（o-Xylene）,2月,0.31,0.26,0.26,0.26,0.26,0.32,0.41,0.48,0.37,0.3,0.26,0.22,0.22,0.22,0.27,0.29,0.33,0.38,0.44,0.48,0.44,0.46,0.8,0.39
o-キシレン（o-Xylene）,3月,0.2,0.19,0.18,0.19,0.19,0.2,0.26,0.26,0.21,0.2,0.21,0.19,0.16,0.16,0.2,0.19,0.24,0.23,0.23,0.24,0.28,0.26,0.24,0.22
o-キシレン（o-Xylene）,平均,0.31,0.29,0.27,0.28,0.27,0.31,0.36,0.38,0.34,0.3,0.27,0.27,0.25,0.24,0.27,0.29,0.33,0.38,0.4,0.39,0.41,0.38,0.38,0.33
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
総キシレン（total-Xylen）,4月,0.68,0.59,0.54,0.69,0.64,0.81,1,0.88,0.72,0.66,0.49,0.54,0.56,0.5,0.55,0.59,0.65,0.76,0.89,0.95,0.9,0.79,0.64,0.71
総キシレン（total-Xylen）,5月,0.94,0.88,0.9,1,1.1,1.2,1.2,1,0.86,0.73,0.69,0.67,0.64,0.51,0.56,0.65,0.65,0.87,0.85,0.85,0.89,0.83,0.87,0.85
総キシレン（total-Xylen）,6月,1,0.93,0.85,0.94,1,1.1,1.2,1.2,1.2,1.1,0.95,1,0.96,1.1,1.2,1.2,1,1.1,1.1,1.1,1,1,1,0.93
総キシレン（total-Xylen）,7月,1.2,1,1,1.2,1.2,1.3,1.5,1.5,1.5,1.5,1.1,1.2,1.1,1.1,1.1,1.4,1.3,1.5,1.7,1.5,1.6,1.4,1.3,1.3
総キシレン（total-Xylen）,8月,0.86,0.88,0.81,0.95,0.99,1.1,1.2,1.3,1.1,0.92,0.87,0.87,0.88,0.65,0.75,0.74,0.94,1,1,1.1,1,1.1,0.92,0.97
総キシレン（total-Xylen）,9月,1.1,1.1,1.1,1.2,1.1,1.3,1.5,1.5,1.1,1.1,0.88,0.93,0.85,0.79,0.9,1.1,1.1,1.2,1.6,1.3,1.5,1.4,1.3,1.2
総キシレン（total-Xylen）,10月,1.2,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.1,0.9,1,0.88,0.79,0.72,0.79,0.97,1.2,1.4,1.6,1.6,1.7,1.6,1.4,1.2
総キシレン（total-Xylen）,11月,1.6,1.6,1.3,1.2,1.1,1.2,1.4,1.6,1.3,1.1,1,1,1,0.97,1.1,1.3,1.7,2.3,2.5,2.1,2.2,2,1.9,1.9
総キシレン（total-Xylen）,12月,1.9,1.8,1.6,1.6,1.5,1.6,1.7,2.1,2,1.8,1.7,1.6,1.4,1.5,1.6,1.6,2.1,2.5,2.8,2.6,2.6,2.5,2.2,2
総キシレン（total-Xylen）,1月,1.5,1.3,1.2,1,0.95,0.93,1,1.3,1.3,1.2,1.1,1.1,0.87,0.85,0.9,1,1.3,1.6,1.8,1.7,1.8,1.5,1.5,1.5
総キシレン（total-Xylen）,2月,1.1,0.97,0.95,0.92,0.94,1.1,1.4,1.7,1.3,1,0.89,0.76,0.74,0.76,0.92,0.97,1.1,1.3,1.5,1.7,1.6,1.6,3.2,1.4
総キシレン（total-Xylen）,3月,0.7,0.68,0.64,0.67,0.68,0.71,0.91,0.91,0.68,0.67,0.73,0.63,0.54,0.53,0.64,0.65,0.84,0.81,0.81,0.81,0.94,0.9,0.84,0.78
総キシレン（total-Xylen）,平均,1.1,1.1,1,1,1,1.1,1.3,1.3,1.2,1.1,0.95,0.93,0.87,0.84,0.91,1,1.2,1.4,1.5,1.4,1.5,1.4,1.4,1.2
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
エチルベンゼン（Ethylbenzene）,4月,0.52,0.5,0.48,0.56,0.57,0.65,0.71,0.61,0.49,0.47,0.43,0.5,0.59,0.51,0.51,0.58,0.62,0.68,0.7,0.72,0.65,0.56,0.51,0.56
エチルベンゼン（Ethylbenzene）,5月,0.73,0.72,0.75,0.82,0.95,1,0.95,0.71,0.56,0.51,0.6,0.64,0.69,0.57,0.59,0.69,0.69,0.67,0.68,0.61,0.6,0.53,0.56,0.68
エチルベンゼン（Ethylbenzene）,6月,0.78,0.73,0.74,0.81,0.77,0.8,0.85,0.81,0.76,0.74,0.79,0.95,0.89,0.88,0.9,0.92,0.88,0.89,0.83,0.74,0.61,0.6,0.67,0.68
エチルベンゼン（Ethylbenzene）,7月,0.83,0.75,0.8,0.88,0.92,0.92,1,0.95,0.89,0.93,0.88,1,1.1,1.1,1,1.4,1.3,1.3,1.2,1.1,1.2,0.96,0.91,0.91
エチルベンゼン（Ethylbenzene）,8月,0.57,0.61,0.65,0.78,0.85,0.88,0.96,0.94,0.86,0.78,0.77,0.8,0.93,0.65,0.79,0.73,0.85,0.92,0.79,0.72,0.67,0.69,0.58,0.62
エチルベンゼン（Ethylbenzene）,9月,0.8,0.88,0.88,0.95,0.96,1.1,1.2,1,0.76,0.85,0.76,0.89,0.86,0.81,0.88,0.92,0.91,1,1.1,0.9,0.93,0.92,0.93,0.84
エチルベンゼン（Ethylbenzene）,10月,0.98,1.1,1,1.1,1,1,1,0.9,0.87,0.75,0.86,0.9,0.9,0.76,0.86,1,1.2,1.4,1.6,1.5,1.4,1.4,1.2,1.1
エチルベンゼン（Ethylbenzene）,11月,1.7,1.8,1.4,1.3,1.2,1.2,1.3,1.2,1,0.95,0.94,1,1,1,1,1.2,1.6,2.3,2.1,1.9,2.1,1.9,1.8,1.9
エチルベンゼン（Ethylbenzene）,12月,1.8,1.8,1.7,1.6,1.6,1.4,1.5,1.6,1.5,1.5,1.4,1.4,1.3,1.5,1.6,1.7,2.4,2.2,2.7,2.6,2.5,2.4,2,1.9
エチルベンゼン（Ethylbenzene）,1月,1.5,1.4,1.3,1,0.9,0.81,0.84,0.89,0.85,0.9,0.96,0.99,0.84,0.78,0.87,1,1.3,1.5,1.6,1.5,1.5,1.3,1.3,1.3
エチルベンゼン（Ethylbenzene）,2月,1.2,1.1,1.1,1,1,1.1,1.2,1.2,1.1,0.89,0.89,0.77,0.8,0.9,1.1,1.1,1.3,1.3,1.4,1.7,1.5,1.6,3.8,1.5
エチルベンゼン（Ethylbenzene）,3月,0.65,0.7,0.7,0.71,0.69,0.7,0.79,0.75,0.56,0.55,0.86,0.63,0.55,0.58,0.71,0.75,1.3,0.88,0.82,0.69,0.78,0.83,0.76,0.74
エチルベンゼン（Ethylbenzene）,平均,1,1,0.95,0.96,0.95,0.97,1,0.96,0.85,0.81,0.85,0.88,0.88,0.83,0.9,1,1.2,1.3,1.3,1.2,1.2,1.1,1.3,1.1
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
スチレン（Styrene）,4月,0.1,0.09,0.09,0.1,0.09,0.11,0.14,0.11,0.09,0.09,0.08,0.09,0.1,0.09,0.1,0.1,0.1,0.12,0.12,0.14,0.15,0.12,0.09,0.09
スチレン（Styrene）,5月,0.13,0.12,0.13,0.15,0.17,0.2,0.18,0.14,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.14,0.14
スチレン（Styrene）,6月,0.16,0.17,0.16,0.18,0.2,0.21,0.22,0.21,0.19,0.18,0.17,0.18,0.23,0.19,0.19,0.24,0.19,0.18,0.17,0.19,0.15,0.15,0.15,0.15
スチレン（Styrene）,7月,0.21,0.18,0.18,0.2,0.21,0.22,0.25,0.24,0.21,0.2,0.17,0.2,0.2,0.21,0.2,0.23,0.21,0.27,0.24,0.23,0.24,0.23,0.21,0.21
スチレン（Styrene）,8月,0.18,0.19,0.2,0.21,0.21,0.23,0.22,0.22,0.18,0.14,0.11,0.15,0.14,0.11,0.12,0.13,0.17,0.18,0.19,0.18,0.18,0.18,0.17,0.18
スチレン（Styrene）,9月,0.16,0.18,0.18,0.19,0.19,0.22,0.25,0.23,0.16,0.17,0.15,0.16,0.25,0.14,0.16,0.17,0.18,0.2,0.25,0.19,0.2,0.2,0.19,0.17
スチレン（Styrene）,10月,0.21,0.22,0.2,0.2,0.22,0.22,0.23,0.2,0.18,0.15,0.18,0.22,0.19,0.14,0.17,0.25,0.2,0.24,0.26,0.28,0.26,0.24,0.22,0.21
スチレン（Styrene）,11月,0.29,0.27,0.29,0.24,0.22,0.22,0.24,0.25,0.2,0.16,0.15,0.16,0.19,0.2,0.18,0.21,0.27,0.38,0.45,0.39,0.38,0.35,0.33,0.32
スチレン（Styrene）,12月,0.33,0.34,0.3,0.32,0.31,0.31,0.31,0.35,0.33,0.28,0.24,0.25,0.26,0.3,0.3,0.3,0.37,0.38,0.53,0.43,0.43,0.43,0.38,0.36
スチレン（Styrene）,1月,0.39,0.39,0.34,0.31,0.3,0.26,0.28,0.34,0.33,0.28,0.25,0.29,0.25,0.25,0.27,0.33,0.36,0.4,0.47,0.44,0.43,0.39,0.41,0.4
スチレン（Styrene）,2月,0.33,0.31,0.32,0.32,0.31,0.36,0.37,0.41,0.33,0.26,0.24,0.22,0.25,0.28,0.32,0.33,0.41,0.47,0.41,0.47,0.56,0.47,0.55,0.39
スチレン（Styrene）,3月,0.21,0.19,0.18,0.18,0.17,0.19,0.23,0.22,0.16,0.16,0.18,0.19,0.19,0.19,0.24,0.22,0.28,0.23,0.23,0.23,0.26,0.26,0.23,0.21
スチレン（Styrene）,平均,0.23,0.22,0.21,0.22,0.22,0.23,0.24,0.24,0.21,0.18,0.17,0.19,0.2,0.18,0.2,0.22,0.24,0.26,0.3,0.28,0.28,0.26,0.26,0.24
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
"1,1－ジクロロエタン（1,1-Dichloroethane）",4月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",5月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",6月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",7月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
