ID,RegYear,RegMonth,RegDay,RegHour,RegWeek,OpeDate,MeasName,Benzene,Trichloroethene,Tetrachloroethene,Dichloromethane,Vinylchloride,"1,3-Butadiene",Acrylonitrile,Chloroform,"1,2-Dichloroethane",Toluene,m+p-Xylene,o-Xylene,total-Xylen,Ethylbenzene,Styrene,"1,1-Dichloroethane",Carbon Tetrachloride
,,,,,,,検出下限値,0.09,0.017,0.014,0.16,0.012,0.11,0.02,0.05,0.04,0.011,0.026,0.014,0.040,0.01,0.003,0.06,0.015
,,,,,,,ND数,0,0,0,0,887,1441,187,0,0,0,0,0,0,0,0,2994,0
,,,,,,,欠測数,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687
,,,,,,,平均値,1.148,1.311,0.270,2.010,0.152,0.618,0.082,0.225,0.186,9.170,1.401,0.456,1.858,1.735,0.146,0.080,0.717
1,2020,4,1,1,水,2020/4/1 1:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
2,2020,4,1,2,水,2020/4/1 2:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
3,2020,4,1,3,水,2020/4/1 3:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
4,2020,4,1,4,水,2020/4/1 4:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
5,2020,4,1,5,水,2020/4/1 5:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
6,2020,4,1,6,水,2020/4/1 6:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
7,2020,4,1,7,水,2020/4/1 7:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
8,2020,4,1,8,水,2020/4/1 8:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
9,2020,4,1,9,水,2020/4/1 9:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
10,2020,4,1,10,水,2020/4/1 10:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
11,2020,4,1,11,水,2020/4/1 11:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
12,2020,4,1,12,水,2020/4/1 12:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
13,2020,4,1,13,水,2020/4/1 13:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
14,2020,4,1,14,水,2020/4/1 14:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
15,2020,4,1,15,水,2020/4/1 15:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
16,2020,4,1,16,水,2020/4/1 16:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
17,2020,4,1,17,水,2020/4/1 17:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
18,2020,4,1,18,水,2020/4/1 18:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
19,2020,4,1,19,水,2020/4/1 19:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
20,2020,4,1,20,水,2020/4/1 20:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
21,2020,4,1,21,水,2020/4/1 21:00,江戸川区南葛西,,,,,,,,,,,,,,,,,
