ID,RegYear,RegMonth,RegDay,RegHour,RegWeek,OpeDate,MeasName,Benzene,Trichloroethene,Tetrachloroethene,Dichloromethane,Vinylchloride,"1,3-Butadiene",Acrylonitrile,Chloroform,"1,2-Dichloroethane",Toluene,m+p-Xylene,o-Xylene,total-Xylen,Ethylbenzene,Styrene,"1,1-Dichloroethane",Carbon Tetrachloride
,,,,,,,検出下限値,0.09,0.017,0.014,0.16,0.012,0.11,0.02,0.05,0.04,0.011,0.026,0.014,0.040,0.01,0.003,0.06,0.015
,,,,,,,ND数,10,19,7,0,2484,3826,770,0,37,0,105,154,115,4,83,7149,0
,,,,,,,欠測数,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420
,,,,,,,平均値,1.188,0.796,0.280,4.558,0.321,1.078,0.367,0.417,0.216,4.720,0.653,0.245,0.898,0.906,0.070,0.081,1
1,2022,4,1,1,金,2022/4/1 1:00,品川区豊町,0.6862 ,0.2771 ,0.0497 ,1.3188 ,0.0124 ,ND,0.0174 ,0.2911 ,0.2753 ,0.8790 ,0.1514 ,0.0573 ,0.2087 ,0.2067 ,0.0109 ,ND,1.0380 
2,2022,4,1,2,金,2022/4/1 2:00,品川区豊町,0.6841 ,0.2303 ,0.0470 ,1.3503 ,ND,ND,ND,0.2691 ,0.2666 ,0.8302 ,0.1431 ,0.0529 ,0.1960 ,0.1947 ,0.0132 ,ND,1.0500 
3,2022,4,1,3,金,2022/4/1 3:00,品川区豊町,0.6591 ,0.0817 ,0.0502 ,0.9942 ,ND,ND,0.0230 ,0.2248 ,0.2416 ,0.6742 ,0.1236 ,0.0472 ,0.1708 ,0.1503 ,0.0146 ,ND,1.0365 
4,2022,4,1,4,金,2022/4/1 4:00,品川区豊町,0.6208 ,0.1042 ,0.0626 ,1.0544 ,ND,ND,ND,0.2706 ,0.2304 ,0.7906 ,0.1438 ,0.0497 ,0.1935 ,0.1873 ,0.0164 ,ND,1.0492 
5,2022,4,1,5,金,2022/4/1 5:00,品川区豊町,0.6048 ,0.1407 ,0.0763 ,0.9923 ,ND,ND,ND,0.2602 ,0.2146 ,0.8434 ,0.1642 ,0.0557 ,0.2199 ,0.2031 ,0.0176 ,ND,1.0640 
6,2022,4,1,6,金,2022/4/1 6:00,品川区豊町,0.5149 ,0.0617 ,0.0476 ,0.7776 ,ND,ND,ND,0.2110 ,0.1817 ,0.4456 ,0.1126 ,0.0372 ,0.1498 ,0.1278 ,0.0082 ,ND,1.0383 
7,2022,4,1,7,金,2022/4/1 7:00,品川区豊町,0.6133 ,0.0905 ,0.1457 ,0.8177 ,ND,ND,ND,0.2580 ,0.1780 ,0.8736 ,0.2243 ,0.0767 ,0.3010 ,0.1638 ,0.0155 ,ND,1.0445 
8,2022,4,1,8,金,2022/4/1 8:00,品川区豊町,0.7928 ,0.1452 ,0.0643 ,1.7785 ,ND,0.1157 ,ND,0.2317 ,0.1958 ,1.8142 ,0.5918 ,0.1904 ,0.7822 ,0.8077 ,0.0348 ,ND,1.0376 
9,2022,4,1,9,金,2022/4/1 9:00,品川区豊町,0.8559 ,0.3853 ,0.0736 ,10.3213 ,ND,0.1425 ,0.0277 ,0.3099 ,0.1932 ,2.5955 ,0.8213 ,0.2643 ,1.0856 ,1.0870 ,0.0927 ,ND,1.0238 
10,2022,4,1,10,金,2022/4/1 10:00,品川区豊町,0.8593 ,1.0980 ,0.1056 ,13.1872 ,ND,ND,ND,0.4031 ,0.1861 ,3.0569 ,0.8230 ,0.2804 ,1.1034 ,0.8279 ,0.0483 ,ND,1.0440 
11,2022,4,1,11,金,2022/4/1 11:00,品川区豊町,0.7834 ,1.5497 ,0.2897 ,1.9988 ,ND,ND,ND,0.2385 ,0.1693 ,3.9601 ,0.5774 ,0.2011 ,0.7785 ,0.8086 ,0.0379 ,ND,1.0318 
12,2022,4,1,12,金,2022/4/1 12:00,品川区豊町,0.6992 ,0.9300 ,0.2127 ,2.0229 ,ND,ND,ND,0.2546 ,0.1669 ,3.4647 ,0.4280 ,0.1473 ,0.5753 ,0.6423 ,0.0356 ,ND,1.0191 
13,2022,4,1,13,金,2022/4/1 13:00,品川区豊町,0.7963 ,1.3106 ,0.1536 ,4.8151 ,ND,ND,ND,0.3462 ,0.1656 ,4.3896 ,0.7509 ,0.2535 ,1.0044 ,1.2048 ,0.0501 ,ND,1.0236 
14,2022,4,1,14,金,2022/4/1 14:00,品川区豊町,0.5739 ,0.3373 ,0.1064 ,1.3421 ,ND,ND,ND,0.2384 ,0.1594 ,1.7900 ,0.2727 ,0.0932 ,0.3659 ,0.3822 ,0.0173 ,ND,1.0413 
15,2022,4,1,15,金,2022/4/1 15:00,品川区豊町,0.5293 ,0.6550 ,0.0831 ,0.9705 ,ND,ND,ND,0.2159 ,0.1570 ,1.8267 ,0.2100 ,0.0765 ,0.2865 ,0.2889 ,0.0127 ,ND,0.9894 
16,2022,4,1,16,金,2022/4/1 16:00,品川区豊町,0.5627 ,0.1833 ,0.1169 ,1.1081 ,ND,ND,ND,0.2153 ,0.1566 ,1.1032 ,0.1834 ,0.0679 ,0.2513 ,0.2293 ,0.0135 ,ND,0.9912 
