台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-638,,27,環多改,自,3,日野市さくら町１番１他１筆,,,,,94,土壌概況,,,,,,,0.4,,不検出,,,,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,適合,適合,適合,,適合,,,,適合,適合,370,,,,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-638,,27,環多改,自,3,日野市さくら町１番１他１３筆,,,,,62,土壌概況,,,,,,,不検出,,不検出,,不検出,不検出,不検出,不検出,不検出,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,,適合,適合,適合,適合,,,,,,適合,適合,860,適合,,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-638,,27,環多改,自,3,日野市さくら町１番１他１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-638,,27,環多改,自,3,日野市さくら町１番１他１３筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-652
指-653",,27,環多改,自,4,立川市羽衣町一丁目８８番１他２０筆,,,,,69,土壌概況,,,,,,,不検出,0.5,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.013,適合,適合,適合,22,,,,,,適合,適合,170,適合,適合,適合,適合,適合,14000,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-652
指-653",,27,環多改,自,4,立川市羽衣町一丁目８８番１他２０筆,,,,,36,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.023,,,,,適合,適合,,,,,,,,,0.021,,,,57,,,,,,,,250,,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-652
指-653",,27,環多改,自,4,立川市羽衣町一丁目８８番１他２０筆,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,,,,適合,,,,適合,,,,,
指-658,○,27,環多改,自,5,武蔵野市中町三丁目１６６７番１他２筆,,,,,147,土壌概況,,,,,,,1.7,1,,,,,不検出,不検出,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,0.0006,,適合,適合,,適合,,,,適合,,2200,,,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-658,○,27,環多改,自,5,武蔵野市中町３丁目１６４９番１他２筆,,,,,28,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,,,,,0.0006,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-658,○,27,環多改,自,5,武蔵野市中町３丁目１６４９番１他２筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-658,○,27,環多改,自,5,武蔵野市中町３丁目１６４９番１他２筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,
指-245,,27,環多改,自,7,立川市曙町３丁目４１－１他１筆,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.3,適合,適合,適合,適合,,,,,,,,,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-245,,27,環多改,自,7,立川市曙町３丁目４１－１他１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-245,,27,環多改,自,7,立川市曙町３丁目４１－１他１筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,
指-670,,27,環多改,自,8,東村山市本町一丁目２番２３,,,,,3,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-690,○,27,環多改,自,9,日野市大字日野６３２番１他２２筆,,,,,67,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,適合,1.8,,,,,,,,適合,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-690,○,27,環多改,自,9,日野市大字日野７３０番他１筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-690,○,27,環多改,自,9,日野市大字日野７３０番他１筆,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-684,,27,環多改,自,10,昭島市松原町４丁目３８０８番４他１９４筆,,,,,316,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.14,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,2200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-684,,27,環多改,自,10,昭島市松原町４丁目３８０８番４他１９４筆,,,,,27,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-684,,27,環多改,自,10,昭島市松原町４丁目３８０８番４他１９４筆,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-691,○,27,環多改,自,11,昭島市郷地町三丁目７３６－１他２筆,,,,,28,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,770,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-691,○,27,環多改,自,11,昭島市郷地町三丁目７３６－１他２筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-713
指-714","○
○",27,環多改,自,12,日野市旭が丘六丁目６番１,,,,,121,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.12,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,870,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-713
指-714","○
○",27,環多改,自,12,日野市旭が丘六丁目６番１,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-745,○,27,環多改,自,13,日野市大坂上四丁目１６番１他１筆,,,,,221,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.8,,適合,,,,適合,適合,610,適合,適合,適合,適合,適合,34000,,,,,,,,,,,,,,,,,,,,,,,,,,
指-745,○,27,環多改,自,13,日野市大坂上四丁目１６番１他１筆,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,820,,,,,,34000,,,,,,,,,,,,,,,,,,,,,,,,,,
指-616,,27,環改化,自,1,新宿区河田町９番４他５筆,,,,,33,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.03,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-616,,27,環改化,自,1,新宿区河田町９番４他５筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-695,,27,環改化,自,2,足立区宮城２丁目３８番１,,,,,53,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.2,適合,0.022,適合,適合,適合,2.6,,,,,,適合,適合,3400,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-695,,27,環改化,自,2,足立区宮城２丁目３８番１,,,,,9,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,0.42,,,,4,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-695,,27,環改化,自,2,足立区宮城２丁目３８番１,,,,,9,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,2.9,,,,,
指-621,,27,環改化,自,3,品川区北品川四丁目２８７番１,,,,,74,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.21,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.1,0.079,0.56,0.036,適合,適合,2.2,適合,,適合,,,,630,適合,3300,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-621,,27,環改化,自,3,品川区北品川四丁目２８７番１,,,,,25,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.1,0.14,0.19,0.029,,,3.1,,,,,,,9100,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-621,,27,環改化,自,3,品川区北品川四丁目２８７番１,,,,,8,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,適合,適合,適合,,,適合,,,,,,
指-636,,27,環改化,自,4,江戸川区西小松川町３００１番１３,,,,,1,土壌概況,,,,,,,不検出,0.1,,,,,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-636,,27,環改化,自,4,江戸川区西小松川町３００１番１３,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.06,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-636,,27,環改化,自,4,江戸川区西小松川町３００１番１３,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,,,,,,,,,,,,,
指-620,○,27,環改化,自,5,新宿区信濃町３５番１,,,,,49,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,,不検出,不検出,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-510,,27,環改化,自,7,港区浜松町二丁目５番３８,,,,,12,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.092,適合,適合,適合,適合,0.9,,,,,,適合,適合,310,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-510,,27,環改化,自,8,港区浜松町二丁目５番３８,,,,,12,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,0.019,適合,,適合,2.7,,,,,,,適合,,適合,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-632,○,27,環改化,自,9,練馬区東大泉二丁目９７３番６０他３筆,,,,,60,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.34,,適合,,,,,,,,,適合,適合,1000,適合,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-632,○,27,環改化,自,9,練馬区東大泉二丁目９７３番６０他３筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-632,○,27,環改化,自,9,練馬区東大泉二丁目９７３番６０他３筆,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,
指-633,,27,環改化,自,11,中央区勝どき五丁目３０２番,,,,,8,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.026,適合,適合,適合,0.94,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-633,,27,環改化,自,11,中央区勝どき五丁目３０２番,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-633,,27,環改化,自,11,中央区勝どき五丁目３０２番,,,,,4,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,適合,,,,,
指-648,,27,環改化,自,12,大田区矢口一丁目５３５番１他１筆,,,,,108,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.035,,0.014,,0.02,適合,3.5,,,,,,適合,,2600,,適合,,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-634,,27,環改化,自,14,江東区大島２丁目１番４他他筆,,,,,34,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.082,0.53,,,適合,2.3,適合,適合,,,,適合,適合,4200,適合,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-634,,27,環改化,自,14,江東区大島２丁目１番４他他筆,,,,,21,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.35,,,,2,,,,,,,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-634,,27,環改化,自,14,江東区大島２丁目１番４他他筆,,,,,9,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.037,,,,適合,,,,,
指-654,,27,環改化,自,15,大田区京浜島二丁目８番３他２筆,,,,,48,土壌概況,,,,,,,不検出,不検出,不検出,,,,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.075,,,適合,適合,3.9,,,,,,,,330,適合,,,適合,適合,6500,,,,,,,,,,,,,,,,,,,,,,,,,,
指-651,,27,環改化,自,17,足立区梅島２丁目８２番１０他３筆,,,,,43,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.6,,適合,,,,適合,適合,760,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-651,,27,環改化,自,17,足立区梅島二丁目８２番１０,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-651,,27,環改化,自,17,足立区梅島二丁目８２番１０,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-663,○,27,環改化,自,18,港区愛宕一丁目５番２他２筆,,,,,5,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.1,適合,適合,適合,適合,適合,,,,,,適合,適合,480,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-663,○,27,環改化,自,18,港区愛宕一丁目５番２他２筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-663,○,27,環改化,自,18,港区愛宕一丁目５番２他２筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,
指-656,○,27,環改化,自,19,渋谷区幡ヶ谷二丁目４２番７他８筆,,,,,40,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.079,適合,0.32,適合,0.016,35,12,,,,,,適合,,46000,適合,350,適合,適合,適合,4200,,,,,,,,,,,,,,,,,,,,,,,,,,
指-656,○,27,環改化,自,19,渋谷区幡ヶ谷二丁目４２番７他８筆,,,,,24,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,,0.32,,0.038,35,12,,,,,,,,46000,,350,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,
指-656,○,27,環改化,自,19,渋谷区幡ヶ谷二丁目４２番７他８筆,,,,,19,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,0.019,4.3,3.6,,,,,
指-640,,27,環改化,自,20,港区港南一丁目６番５他４筆,,,,,42,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,0.2,不検出,不検出,不検出,不検出,0.06,,,,,,,,,,,,適合,,,,,,,,,,,,,適合,適合,適合,適合,0.027,適合,適合,適合,適合,,適合,,,,適合,適合,200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-640,,27,環改化,自,20,港区港南一丁目６番５他４筆,,,,,7,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,適合,,,,,0.2,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-640,,27,環改化,自,20,港区港南一丁目６番５他４筆,,,,,7,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,適合,,,適合,,0.045,,,,,,,,,
指-645,○,27,環改化,自,21,大田区大森西一丁目１９５番４他１筆,,,,,2,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-645,○,27,環改化,自,21,大田区大森西一丁目１９５番４他１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-603,,27,環改化,自,22,大田区羽田空港二丁目,,,,,84,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.2,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-603,,27,環改化,自,22,大田区羽田空港二丁目,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-603,,27,環改化,自,22,大田区羽田空港二丁目,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,
指-642,,27,環改化,自,23,新宿区新小川町１２番２他９筆,,,,,16,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.016,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,6900,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-642,,27,環改化,自,23,新宿区新小川町６番１,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-642,,27,環改化,自,23,新宿区新小川町６番１,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-510,,27,環改化,自,24,港区浜松町二丁目５番２５の４,,,,,6,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.013,適合,適合,適合,適合,,,,,,適合,適合,830,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-510,,27,環改化,自,24,港区浜松町二丁目５番２５の４,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-510,,27,環改化,自,24,港区浜松町二丁目５番２５の４,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
指-686,,27,環改化,自,25,大田区東糀谷三丁目３０番１他５筆,,,,,38,土壌概況,,,,,,,0.1,0.1,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,2.2,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.2,適合,適合,0.022,適合,適合,適合,1.9,,適合,,,,適合,適合,2400,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-686,,27,環改化,自,25,大田区東糀谷三丁目３０番１他５筆,,,,,21,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,0.6,,0.2,,,0.026,,,,1.9,,,,,,,,7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
