台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-631,,27,環改化,三,3,葛飾区東四つ木３丁目３７６番６,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-655,○,27,環改化,三,4,渋谷区恵比寿一丁目４７番３,,,,,2,土壌概況,,,,,,,0.4,5.3,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,0.013,,,,,適合,適合,,,,,適合,適合,0.046,0.1,0.023,0.0019,適合,4.2,6.8,,適合,,,,適合,適合,260,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-655,○,27,環改化,三,4,渋谷区恵比寿一丁目４７番３,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.013,,,,,適合,適合,,,,,,,0.046,0.1,0.023,0.0019,,4.2,6.8,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-655,○,27,環改化,三,4,渋谷区恵比寿一丁目４７番３,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,,適合,適合,適合,適合,,適合,適合,,,,,
指-637,,27,環改化,三,14,江東区新木場三丁目２番１１３,,,,,36,土壌概況,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,, 省略,,,,,,,,,,,,,11,0.095,,,1.8,,,,,,,,,,適合,適合,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-647,,27,環改化,三,19,大田区京浜島二丁目３－１１,,,,,5,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-646,,27,環改化,三,20,荒川区町屋五丁目１５４１番６,,,,,2,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,2.7,,,,,3.3,,,,,,,適合,,適合,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-641,,27,環改化,三,22,江東区潮見一丁目３番１,,,,,23,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.029,適合,0.015,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,400,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-641,,27,環改化,三,22,江東区潮見一丁目３番１,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-643,,27,環改化,三,23,大田区大森西１－４７－６他１筆,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,適合,,,,,,,,,,,,適合,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-643,,27,環改化,三,23,大田区大森西１－４７－６他１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-643,,27,環改化,三,23,大田区大森西１－４７－６他１筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,
指-518,○,27,環改化,三,27,大田区大森西三丁目３６３番１他３筆,,,,,58,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.71,,,,,適合,95,,,,,,,適合,,,,,,1.9,,,,,
指-672,,27,環改化,三,33,大田区北嶺町７－２１,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.035,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-668,○,27,環改化,三,34,大田区大森中二丁目３７３２番他２筆,,,,,15,土壌概況,,,,,,,,,1.6,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,0.1,0.023,,,適合,適合,,,,,,適合,,530,適合,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-668,○,27,環改化,三,34,大田区大森中二丁目３７３２番他２筆,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,0.1,0.023,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-668,○,27,環改化,三,34,大田区大森中二丁目３７３２番他２筆,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,適合,適合,,,,,,,,,
指-673,○,27,環改化,三,35,文京区春日一丁目２３番,,,,,27,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,590,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-673,○,27,環改化,三,35,文京区春日一丁目２３番,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-628,○,27,環改化,三,37,中野区弥生町五丁目９番他１９筆,,,,,4,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-628,○,27,環改化,三,37,中野区弥生町五丁目９番他１９筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,,,0.00082,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-628,○,27,環改化,三,37,中野区弥生町五丁目９番他１９筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,,,,,,
指-664,,27,環改化,三,40,足立区加平二丁目５番８他１筆,,,,,3,土壌概況,,,,,,,不検出,,,,,,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.017,7.3,,,,71,1.2,,,,,,,適合,適合,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-659,○,27,環改化,三,43,大田区大森東三丁目６３９３番２,,,,,4,土壌概況,,,,,,,300,,,,,,不検出,不検出,不検出,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,適合,適合,,,,,,,,,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-659,○,27,環改化,三,43,大田区大森東三丁目６３９３番２,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-659,○,27,環改化,三,43,大田区大森東三丁目６３９３番２,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,適合,,,,,,,,,,,,,,,,,,
指-667,,27,環改化,三,44,大田区西六郷三丁目１６番８他１筆,,,,,5,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-698,,27,環改化,三,50,江東区千石３丁目２番１８,,,,,9,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,0.25,,,適合,0.95,,,,,,,,3800,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-698,,27,環改化,三,50,江東区千石３丁目２番１８,,,,,9,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,0.25,,,,1.5,,,,,,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-698,,27,環改化,三,50,江東区千石３丁目２番１８,,,,,7,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.03,,,,適合,,,,,
指-712,○,27,環改化,三,55,葛飾区堀切２丁目５３番４０他１筆,,,,,3,土壌概況,,,,,,,76,0.2,,,,,0.4,4.8,,,,,,,,,,,,,,,,,0.92,適合,,,,,適合,0.37,,,,,,適合,適合,13,,,,15,2,,,,,,,適合,8400,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-683,○,27,環改化,三,58,葛飾区四つ木三丁目３２番３,,,,,3,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0.14,,,,6.2,30,,,,,,,,5000,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-683,○,27,環改化,三,58,葛飾区四つ木三丁目３２番３,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0.14,,,,0.7,9.9,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-683,○,27,環改化,三,58,葛飾区四つ木三丁目３２番３,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,適合,適合,,,,,,
指-709,○,27,環改化,三,70,世田谷区玉川２丁目１４９６番２他２筆,,,,,26,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.015,適合,0.076,適合,0.04,適合,適合,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-709,○,27,環改化,三,70,世田谷区玉川２丁目１４９６番２他２筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,0.076,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-709,○,27,環改化,三,70,世田谷区玉川２丁目１４９６番２他２筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,0.004,,,,,,,
指-700,○,27,環改化,三,71,北区滝野川六丁目１４番２７,,,,,1,土壌概況,,,,,,,不検出,7.5,,,,,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-700,○,27,環改化,三,71,北区滝野川六丁目１４番２７,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-700,○,27,環改化,三,71,北区滝野川六丁目１４番２７,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,
指-711,○,27,環改化,三,82,渋谷区宇田川町２８－２０他６筆,,,,,114,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.4,,,,,,適合,適合,360,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-711,○,27,環改化,三,82,渋谷区宇田川町２８－２０他６筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-711,○,27,環改化,三,82,渋谷区宇田川町２８－２０他６筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-753,○,27,環改化,三,87,江戸川区松江四丁目４９０番２他５筆,,,,,48,土壌概況,,,,,,,不検出,,0.1,,,,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,適合,0.3,,,,,,,,,,,,適合,490,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-753,○,27,環改化,三,87,江戸川区松江四丁目４９０番２他５筆,,,,,6,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,1.2,0.035,0.3,,,,,,,,,,,,適合,490,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-753,○,27,環改化,三,87,江戸川区松江四丁目４９０番２他５筆,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,適合,適合,適合,,,,,,,,,,
指-728,○,27,環改化,三,89,葛飾区東四つ木一丁目６７番１５,,,,,2,土壌概況,,,,,,,0.39,,,,,,不検出,不検出,不検出,,,,,,,,,,,,,,,,適合,,,,,,適合,適合,,,,,,0.5,0.33,,,,0.046,3.6,適合,,,,,,,適合,29000,,,,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-728,○,27,環改化,三,89,葛飾区東四つ木一丁目６７番１５,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,適合,,,,,,,,,,,,,,,,,,
指-728,○,27,環改化,三,89,葛飾区東四つ木一丁目６７番１５,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.33,,,,0.046,3.6,,,,,,,,,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-728,○,27,環改化,三,89,葛飾区東四つ木一丁目６７番１５,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,適合,適合,,,,,,
指-775,,27,環改化,三,92,荒川区東尾久二丁目６５番１,,,,,2,土壌概況,,,,,,,2.5,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,11,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,4900,770,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-775,,27,環改化,三,92,荒川区東尾久二丁目６５番１,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,73,,,,,,,,,,,,,4900,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-775,,27,環改化,三,92,荒川区東尾久二丁目６５番１,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,適合,,,,,,,,,,
指-756,,27,環改化,三,93,江戸川区中央二丁目１１５２番１他１筆,,,,,8,土壌概況,,,,,,,0.2,7.5,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.022,5.9,,,,7.3,4.4,,,,,,,適合,710,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-756,,27,環改化,三,93,江戸川区中央二丁目１１５２番１他１筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,1.3,0.056,5.9,,,,12,9,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-756,,27,環改化,三,93,江戸川区中央二丁目１１５２番１他１筆,,,,,4,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.036,,,,,適合,適合,,,,,,適合,適合,適合,,,,150,適合,,,,,
指-644,○,27,環多改,自,1,東村山市萩山町１丁目３５番１,,,,,23,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,適合,適合,,適合,適合,,適合,,,,,適合,,,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-639,○,27,環多改,自,2,青梅市今井三丁目１０番６他３筆,,,,,123,土壌概況,,,,,,,,,不検出,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,0.057,,適合,適合,適合,,,,,,,,,,,,適合,適合,適合,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-639,○,27,環多改,自,2,青梅市今井三丁目１０番６他３筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
