,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
クロロホルム（Chloroform）,12月,0.18,0.19,0.18,0.18,0.17,0.15,0.16,0.17,0.17,0.17,0.14,0.19,0.16,0.16,0.18,0.17,0.48,0.33,0.21,0.2,0.17,0.18,0.18,0.18
クロロホルム（Chloroform）,1月,0.15,0.16,0.15,0.13,0.13,0.13,0.15,0.16,0.15,0.16,0.14,0.14,0.17,0.14,0.15,0.19,0.13,0.15,0.17,0.17,0.16,0.15,0.15,0.15
クロロホルム（Chloroform）,2月,0.37,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.12,0.12,0.12,0.14,0.14,0.2,0.15,0.15,0.16,0.14,0.13,0.14,0.15,0.68,0.76
クロロホルム（Chloroform）,3月,0.14,0.13,0.13,0.14,0.14,0.14,0.16,0.15,0.14,0.15,0.2,0.34,1.5,0.13,0.15,0.13,0.14,0.13,0.14,0.15,0.13,0.14,0.15,0.16
クロロホルム（Chloroform）,平均,0.19,0.17,0.17,0.17,0.18,0.18,0.2,0.19,0.17,0.23,0.18,0.25,1.4,0.16,0.22,0.18,0.18,0.18,0.2,0.16,0.17,0.17,0.21,0.22
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
"1,2－ジクロロエタン（1,2-Dichloroethane）",4月,0.14,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.15,0.12,0.13,0.14,0.14,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.13
"1,2－ジクロロエタン（1,2-Dichloroethane）",5月,0.17,0.19,0.14,0.16,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.14,0.14,0.13,0.13,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.17
"1,2－ジクロロエタン（1,2-Dichloroethane）",6月,0.11,0.12,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.11,0.16,0.13,0.13,0.12,0.13,0.12,0.11,0.098,0.096,0.097,0.094,0.1,0.11,0.11
"1,2－ジクロロエタン（1,2-Dichloroethane）",7月,0.11,0.1,0.1,0.11,0.097,0.12,0.1,0.14,0.16,0.13,0.11,0.16,0.14,0.13,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.12,0.13,0.11
"1,2－ジクロロエタン（1,2-Dichloroethane）",8月,0.12,0.21,0.24,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.15,0.14,0.16,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.11,0.12
"1,2－ジクロロエタン（1,2-Dichloroethane）",9月,0.082,0.082,0.082,0.086,0.084,0.09,0.1,0.1,0.097,0.11,0.094,0.088,0.08,0.081,0.085,0.092,0.086,0.097,0.069,0.13,0.28,0.071,0.087,0.14
"1,2－ジクロロエタン（1,2-Dichloroethane）",10月,0.11,0.1,0.095,0.12,0.095,0.092,0.093,0.088,0.087,0.092,0.11,0.15,0.11,0.11,0.13,0.17,0.12,0.1,0.11,0.11,0.21,0.12,0.13,0.12
"1,2－ジクロロエタン（1,2-Dichloroethane）",11月,0.096,0.097,0.097,0.097,0.093,0.093,0.097,0.099,0.097,0.11,0.11,0.1,0.096,0.1,0.1,0.11,0.11,0.11,0.097,0.093,0.097,0.094,0.11,0.095
"1,2－ジクロロエタン（1,2-Dichloroethane）",12月,0.094,0.096,0.088,0.085,0.085,0.08,0.078,0.081,0.084,0.086,0.085,0.086,0.091,0.09,0.092,0.099,0.1,0.097,0.097,0.1,0.1,0.097,0.097,0.095
"1,2－ジクロロエタン（1,2-Dichloroethane）",1月,0.083,0.083,0.082,0.079,0.082,0.079,0.079,0.08,0.081,0.081,0.079,0.081,0.083,0.089,0.087,0.088,0.09,0.094,0.094,0.092,0.09,0.092,0.088,0.084
"1,2－ジクロロエタン（1,2-Dichloroethane）",2月,0.12,0.094,0.089,0.095,0.091,0.095,0.091,0.087,0.089,0.089,0.089,0.098,0.095,0.093,0.096,0.095,0.1,0.1,0.11,0.11,0.093,0.46,0.11,0.11
"1,2－ジクロロエタン（1,2-Dichloroethane）",3月,0.14,0.1,0.1,0.094,0.095,0.097,0.097,0.091,0.091,0.093,0.091,0.092,0.1,0.092,0.093,0.089,0.097,0.095,0.1,0.099,0.097,0.13,0.11,0.15
"1,2－ジクロロエタン（1,2-Dichloroethane）",平均,0.11,0.12,0.12,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.13,0.14,0.11,0.12
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
トルエン（Toluene）,4月,2.6,2.9,2.9,4.6,4.6,4.3,3.8,3.8,4.4,5.8,5.1,5.4,3.9,4.2,7.2,5,7,4.8,4.6,3.5,3.2,2.9,2.5,2.7
トルエン（Toluene）,5月,2.7,3.1,3.4,3.9,4,4.9,4.2,3.9,4.2,4.4,4.2,5,3.2,3.2,4,2.6,3.8,3.5,2.6,2.5,3,2.6,2.5,2.5
トルエン（Toluene）,6月,3,3,3.6,3.4,3.8,3.9,3.4,3.4,3.9,4.3,4.6,6.6,3.8,4.1,4.1,3.7,5,3.3,3.1,2.7,2.7,2.6,2.6,2.6
トルエン（Toluene）,7月,3.6,4.2,4.4,4.6,4.7,5.1,5.3,5.2,6.3,11,7.5,11,7.6,6.8,7.7,5.6,6.6,5.8,5.1,4.6,4.6,4.2,4,3.9
トルエン（Toluene）,8月,2.8,2.8,3,3.1,3.4,3.5,4.1,4.4,4.6,5.9,5.1,5.4,3.4,4.6,4.6,3.9,5.5,4.1,3.5,3.1,2.9,2.7,2.4,2.5
トルエン（Toluene）,9月,2.9,3.1,3.5,4,4.3,4.8,4.5,4.2,5.5,6.6,4.6,6.6,3.5,4.9,4.8,5.4,6.1,4.4,4.2,3.3,3.1,3.2,3.1,3.3
トルエン（Toluene）,10月,4,4.8,4.8,4.6,5.2,4.8,5.3,5.7,5.4,8.9,8.4,8.4,5.7,7.7,7,7,11,7.1,8.3,6.2,8.1,6.2,5.4,4.8
トルエン（Toluene）,11月,7.4,6.5,6.8,6.9,6.5,6,5.8,5.3,5.8,9.3,8.1,10,6.8,6.9,7.9,8.5,10,10,10,7.9,8.3,7.7,7.1,7.7
トルエン（Toluene）,12月,7.3,6.8,7.5,6.9,6.6,6.1,6.2,6.9,7.9,9.2,8.2,12,10,8,9,11,11,15,12,9.5,8.5,7.7,7.4,7.5
トルエン（Toluene）,1月,5.5,5.5,5.1,4.6,5.1,5.4,5,6.7,6.7,8.8,7,7.9,6.6,6.6,6.7,6.6,9.9,10,10,9.4,8.1,6.9,5.7,5.4
トルエン（Toluene）,2月,4.9,5.3,4.7,5.1,5,5.2,5.4,6.1,7,7.6,6,5.9,5.1,6.3,7.9,4.9,6.9,8.2,5.6,6.3,6.3,5.5,5.2,5.9
トルエン（Toluene）,3月,5.2,4.8,4.6,4.5,5.3,4.8,5.5,5.2,4.9,7.5,6.8,8.9,5.9,8.2,7.7,5.2,5.8,6.4,4.7,4.3,4,4.4,4.4,4.9
トルエン（Toluene）,平均,4.3,4.4,4.5,4.7,4.9,4.9,4.9,5.1,5.5,7.4,6.3,7.8,5.5,5.9,6.6,5.8,7.4,6.9,6.2,5.3,5.2,4.7,4.4,4.5
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
m＋ｐ-キシレン（m+p-Xylene）,4月,0.6,0.63,0.63,0.75,0.68,0.68,0.68,0.67,0.71,1.1,1,1.1,0.66,0.83,1.2,1.3,1.7,1.4,1.5,0.92,0.66,0.65,0.6,0.67
m＋ｐ-キシレン（m+p-Xylene）,5月,0.71,0.72,0.83,1.1,1.1,1.2,0.9,0.74,0.63,0.85,0.95,1.4,0.76,0.8,1.1,0.89,1.2,0.93,0.85,0.76,0.77,0.76,0.74,0.72
m＋ｐ-キシレン（m+p-Xylene）,6月,0.72,0.69,0.8,0.8,1,0.88,0.75,0.64,0.78,1,1,1.4,0.75,0.85,1.2,1,1.4,1,1,0.8,0.68,0.68,0.67,0.81
m＋ｐ-キシレン（m+p-Xylene）,7月,1.1,1.2,1.3,1.2,1.1,1.2,1.3,1.2,1.3,5.4,2.6,2.2,1.6,1.6,1.9,1.7,2.2,1.9,1.6,1.4,1.5,1.4,1.2,1.2
m＋ｐ-キシレン（m+p-Xylene）,8月,0.94,0.93,0.95,0.74,0.78,0.85,0.87,0.85,0.94,1.3,1.5,1.5,0.84,1.4,1.4,1.5,2,1.5,1.2,1,1,0.97,0.79,0.91
m＋ｐ-キシレン（m+p-Xylene）,9月,0.68,0.68,0.79,0.84,0.96,1,0.94,0.82,1,1.3,1,1.4,0.72,0.97,1.3,1.2,1.5,1.3,1.3,0.9,0.86,0.79,0.71,0.71
m＋ｐ-キシレン（m+p-Xylene）,10月,0.79,0.84,0.87,0.96,1.3,1.2,1.3,1,0.99,1.9,1.5,2,1,1.2,1.6,1.4,1.9,1.5,1.2,1.2,1.3,1.2,1.1,1
m＋ｐ-キシレン（m+p-Xylene）,11月,1.3,1.1,1,1,1,0.95,1,0.92,0.98,1.4,1.4,1.9,1.2,1.2,1.5,1.7,1.9,2.1,1.9,1.5,1.6,1.4,1.4,1.6
m＋ｐ-キシレン（m+p-Xylene）,12月,1.4,1.3,1.4,1.2,1.2,1.1,1.1,1.3,1.3,1.6,1.4,4.5,3.3,1.6,1.9,1.9,2.3,3.1,2.5,1.8,1.5,1.6,1.6,1.5
m＋ｐ-キシレン（m+p-Xylene）,1月,1,0.98,0.91,0.8,0.87,0.84,0.87,1.1,1.2,1.7,1.3,1.6,0.99,0.98,1.3,1.1,1.9,1.8,2.2,2,1.4,1.3,1.2,1.1
m＋ｐ-キシレン（m+p-Xylene）,2月,0.99,0.92,0.77,0.8,0.85,0.89,0.93,0.99,1,1.2,0.94,1.2,0.84,0.85,1.4,1.1,1.4,1.6,1.5,1.2,1.2,1,1,1.2
m＋ｐ-キシレン（m+p-Xylene）,3月,0.98,0.78,0.73,0.72,0.76,0.72,0.86,0.77,0.75,1.4,1.5,1.6,0.99,1,1.4,0.98,1.6,1.3,1.2,0.98,0.75,0.83,0.85,0.96
m＋ｐ-キシレン（m+p-Xylene）,平均,0.93,0.89,0.91,0.91,0.96,0.96,0.96,0.92,0.97,1.7,1.3,1.8,1.1,1.1,1.4,1.3,1.7,1.6,1.5,1.2,1.1,1.1,0.98,1
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
o-キシレン（o-Xylene）,4月,0.24,0.31,0.26,0.29,0.26,0.25,0.24,0.25,0.27,0.46,0.36,0.4,0.26,0.32,0.44,0.5,0.64,0.5,0.54,0.52,0.25,0.24,0.24,0.27
o-キシレン（o-Xylene）,5月,0.36,0.37,0.39,0.42,0.42,0.42,0.37,0.31,0.25,0.36,0.41,0.54,0.43,0.37,0.46,0.37,0.47,0.36,0.32,0.33,0.29,0.35,0.37,0.32
o-キシレン（o-Xylene）,6月,0.24,0.24,0.3,0.29,0.35,0.31,0.27,0.24,0.31,0.42,0.43,0.55,0.31,0.37,0.46,0.41,0.54,0.4,0.39,0.29,0.24,0.31,0.24,0.27
o-キシレン（o-Xylene）,7月,0.47,0.41,0.46,0.42,0.39,0.41,0.43,0.44,0.46,1.8,0.84,0.78,0.58,0.61,0.69,0.66,0.82,0.68,0.56,0.48,0.55,0.5,0.46,0.49
o-キシレン（o-Xylene）,8月,0.32,0.47,0.32,0.26,0.29,0.31,0.35,0.33,0.39,0.56,0.73,0.64,0.37,0.59,0.57,0.64,0.79,0.56,0.46,0.39,0.41,0.38,0.33,0.32
o-キシレン（o-Xylene）,9月,0.24,0.23,0.27,0.3,0.34,0.36,0.34,0.31,0.37,0.5,0.42,0.52,0.29,0.38,0.48,0.47,0.56,0.53,0.5,0.34,0.38,0.29,0.25,0.26
o-キシレン（o-Xylene）,10月,0.29,0.31,0.32,0.34,0.35,0.34,0.38,0.38,0.35,0.68,0.53,0.87,0.42,0.44,0.76,1,0.84,0.55,0.45,0.42,0.48,0.43,0.39,0.37
o-キシレン（o-Xylene）,11月,0.46,0.38,0.36,0.37,0.37,0.34,0.37,0.34,0.37,0.54,0.52,0.78,0.47,0.47,0.57,0.71,1.1,0.74,0.67,0.55,0.6,0.53,0.51,0.54
o-キシレン（o-Xylene）,12月,0.47,0.44,0.46,0.41,0.4,0.38,0.39,0.44,0.49,0.58,0.49,1.3,0.92,0.52,0.64,0.66,0.84,1.1,0.87,0.64,0.52,0.59,0.55,0.51
o-キシレン（o-Xylene）,1月,0.37,0.35,0.33,0.29,0.31,0.3,0.32,0.41,0.42,0.62,0.51,0.59,0.45,0.38,0.48,0.44,0.67,0.66,0.78,0.78,0.52,0.47,0.43,0.38
o-キシレン（o-Xylene）,2月,0.36,0.34,0.28,0.34,0.33,0.33,0.35,0.37,0.39,0.44,0.35,0.43,0.35,0.37,0.6,0.5,0.56,0.62,0.57,0.45,0.49,0.42,0.48,0.49
o-キシレン（o-Xylene）,3月,0.38,0.27,0.26,0.26,0.28,0.26,0.32,0.28,0.28,0.53,0.54,0.6,0.4,0.39,0.61,0.54,0.57,0.55,0.43,0.37,0.28,0.3,0.3,0.37
o-キシレン（o-Xylene）,平均,0.35,0.34,0.33,0.33,0.34,0.33,0.34,0.34,0.36,0.62,0.51,0.67,0.44,0.43,0.56,0.58,0.7,0.6,0.6,0.46,0.42,0.4,0.38,0.38
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
総キシレン（total-Xylen）,4月,0.85,0.94,0.88,1,0.94,0.93,0.92,0.92,0.97,1.6,1.4,1.5,0.92,1.2,1.7,1.8,2.4,1.9,2.1,1.4,0.91,0.9,0.85,0.94
総キシレン（total-Xylen）,5月,1.1,1.1,1.2,1.5,1.5,1.6,1.3,1.1,0.89,1.2,1.4,1.9,1.2,1.2,1.5,1.3,1.7,1.3,1.2,1.1,1.1,1.1,1.1,1
総キシレン（total-Xylen）,6月,0.96,0.93,1.1,1.1,1.4,1.2,1,0.88,1.1,1.4,1.5,1.9,1.1,1.2,1.6,1.4,1.9,1.4,1.4,1.1,0.92,0.99,0.92,1.1
総キシレン（total-Xylen）,7月,1.6,1.6,1.8,1.6,1.5,1.6,1.8,1.7,1.8,7.2,3.5,3,2.2,2.2,2.5,2.3,3,2.6,2.2,1.9,2,1.9,1.6,1.7
総キシレン（total-Xylen）,8月,1.3,1.4,1.3,1,1.1,1.2,1.2,1.2,1.3,1.9,2.2,2.1,1.2,2,2,2.1,2.8,2,1.6,1.4,1.5,1.4,1.1,1.2
総キシレン（total-Xylen）,9月,0.92,0.91,1.1,1.1,1.3,1.4,1.3,1.1,1.4,1.8,1.5,1.9,1,1.4,1.8,1.7,2.1,1.8,1.8,1.2,1.2,1.1,0.97,0.98
総キシレン（total-Xylen）,10月,1.1,1.2,1.2,1.3,1.6,1.6,1.6,1.4,1.4,2.6,2,2.9,1.4,1.6,2.3,2.4,2.7,2,1.7,1.6,1.8,1.6,1.5,1.4
総キシレン（total-Xylen）,11月,1.8,1.4,1.4,1.4,1.4,1.3,1.4,1.3,1.4,2,1.9,2.7,1.7,1.7,2,2.4,3.1,2.9,2.5,2.1,2.2,2,1.9,2.1
総キシレン（total-Xylen）,12月,1.9,1.7,1.8,1.6,1.6,1.5,1.5,1.7,1.8,2.1,1.9,5.8,4.3,2.1,2.5,2.6,3.1,4.2,3.3,2.5,2,2.2,2.1,2
総キシレン（total-Xylen）,1月,1.4,1.3,1.2,1.1,1.2,1.1,1.2,1.5,1.6,2.3,1.8,2.2,1.5,1.4,1.7,1.6,2.5,2.4,3,2.8,1.9,1.7,1.6,1.4
総キシレン（total-Xylen）,2月,1.4,1.3,1.1,1.1,1.2,1.2,1.3,1.4,1.4,1.7,1.3,1.6,1.2,1.2,2,1.6,1.9,2.3,2,1.6,1.7,1.5,1.5,1.7
総キシレン（total-Xylen）,3月,1.4,1.1,0.98,0.97,1,0.98,1.2,1.1,1,2,2,2.2,1.4,1.4,2,1.5,2.1,1.9,1.6,1.4,1,1.1,1.2,1.3
総キシレン（total-Xylen）,平均,1.3,1.2,1.3,1.2,1.3,1.3,1.3,1.3,1.3,2.3,1.9,2.5,1.6,1.5,2,1.9,2.5,2.2,2,1.7,1.5,1.5,1.4,1.4
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
エチルベンゼン（Ethylbenzene）,4月,0.71,0.75,0.72,0.95,0.78,0.75,0.77,0.75,0.87,1.7,1.5,1.6,1,1.3,1.8,1.8,2.6,1.9,1.6,1.2,0.76,0.73,0.68,0.7
エチルベンゼン（Ethylbenzene）,5月,0.84,0.79,0.97,1.3,1.3,1.4,1.1,0.87,0.76,1.1,1.2,1.9,0.95,1,1.7,1.1,1.8,1.1,1.1,0.88,0.9,0.91,0.82,0.75
エチルベンゼン（Ethylbenzene）,6月,0.8,0.84,0.97,0.94,1.3,1.1,0.86,0.68,0.91,1.4,1.6,2.2,1.1,1.3,1.7,1.3,2,1.3,1.4,0.83,0.71,0.7,0.68,0.71
エチルベンゼン（Ethylbenzene）,7月,1.3,1.5,1.7,1.5,1.4,1.4,1.8,1.6,1.8,11,4.2,3.5,2.6,2.4,2.8,2.5,3.5,2.7,2.2,1.7,1.9,1.8,1.3,1.6
エチルベンゼン（Ethylbenzene）,8月,1.2,1.2,1.3,0.88,0.89,0.9,1,1.1,1.2,1.8,2,2.2,1.1,2,2,2.1,3,2,1.4,1.2,1.3,1.1,0.82,1.1
エチルベンゼン（Ethylbenzene）,9月,0.77,0.79,0.97,0.98,1.2,1.2,1.1,0.95,1.4,2,1.5,2.3,1.1,1.5,2,1.8,2.4,1.8,1.5,1.1,0.92,0.89,0.82,0.81
エチルベンゼン（Ethylbenzene）,10月,1,1.1,1.1,1.2,1.2,1.1,1.2,1.2,1.3,3.3,2.4,3.4,1.7,2,2.7,2.3,3.2,2.2,1.8,1.6,1.8,1.5,1.4,1.5
エチルベンゼン（Ethylbenzene）,11月,1.8,1.5,1.5,1.5,1.4,1.3,1.3,1.2,1.3,2.3,2.3,3.3,2.1,2,2.6,2.7,3.2,3.4,2.8,2.2,2.2,2,1.9,2.1
エチルベンゼン（Ethylbenzene）,12月,1.9,1.7,1.8,1.6,1.6,1.5,1.5,1.5,1.6,2.4,2.2,8.7,5.9,2.5,3.2,2.9,3.7,5.1,3.6,2.6,2,2.1,2.3,2
エチルベンゼン（Ethylbenzene）,1月,1.4,1.3,1.2,1.1,1.2,1.1,1.1,1.3,1.5,2.9,2,2.6,1.6,1.5,2.1,1.8,3.1,2.7,3.2,2.8,1.8,1.6,1.5,1.4
エチルベンゼン（Ethylbenzene）,2月,1.3,1.3,1.1,1.1,1.2,1.2,1.1,1.2,1.3,2,1.5,1.8,1.3,1.4,2.2,1.6,2.3,2.7,2.2,1.7,1.7,1.5,1.3,1.7
エチルベンゼン（Ethylbenzene）,3月,1.2,1.1,0.98,0.98,1,0.98,1.1,0.95,0.95,2.3,2.3,2.6,1.5,1.6,2.2,1.6,2.5,2,1.6,1.3,1.1,1.1,1.1,1.3
エチルベンゼン（Ethylbenzene）,平均,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.1,1.2,2.8,2.1,3,1.8,1.7,2.3,2,2.8,2.4,2,1.6,1.4,1.3,1.2,1.3
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
スチレン（Styrene）,4月,0.22,0.21,0.11,0.26,0.15,0.24,0.13,0.24,0.12,0.26,0.18,0.17,0.13,0.16,0.22,0.22,0.28,0.25,0.29,0.6,0.15,0.22,0.14,0.17
スチレン（Styrene）,5月,0.29,0.18,0.2,0.32,0.26,0.23,0.29,0.15,0.11,0.14,0.15,0.17,0.13,0.12,0.22,0.16,0.22,0.14,0.15,0.22,0.21,0.41,0.27,0.21
スチレン（Styrene）,6月,0.23,0.2,0.25,0.25,0.25,0.24,0.2,0.21,0.2,0.21,0.17,0.23,0.15,0.15,0.17,0.23,0.32,0.22,0.35,0.23,0.25,0.23,0.23,0.2
スチレン（Styrene）,7月,0.38,0.56,0.45,0.7,0.39,0.5,0.39,0.61,0.37,0.55,0.43,0.32,0.31,0.27,0.28,0.36,0.41,0.48,0.43,0.66,0.54,0.64,0.87,0.73
スチレン（Styrene）,8月,0.47,0.42,0.41,0.28,0.29,0.26,0.21,0.22,0.21,0.23,0.27,0.3,0.17,0.2,0.23,0.26,0.31,0.31,0.33,0.38,0.59,0.34,0.4,0.36
スチレン（Styrene）,9月,0.17,0.16,0.19,0.25,0.28,0.29,0.29,0.2,0.21,0.34,0.2,0.22,0.14,0.15,0.17,0.2,0.24,0.27,0.29,0.23,0.27,0.19,0.2,0.28
スチレン（Styrene）,10月,0.2,0.23,0.24,0.22,0.25,0.29,0.26,0.26,0.22,0.33,0.23,0.32,0.27,0.2,0.3,0.33,0.34,0.27,0.27,0.32,0.32,0.27,0.24,0.25
スチレン（Styrene）,11月,0.43,0.36,0.35,0.34,0.33,0.36,0.3,0.24,0.23,0.32,0.49,0.48,0.37,0.33,1.9,0.77,0.58,0.58,0.6,0.46,0.43,0.44,0.52,0.5
スチレン（Styrene）,12月,0.5,0.43,0.46,0.42,0.38,0.37,0.46,0.41,0.41,0.36,0.36,0.66,0.59,0.37,0.47,0.54,0.62,0.69,0.67,0.61,0.54,0.51,0.5,0.5
スチレン（Styrene）,1月,0.33,0.32,0.31,0.27,0.29,0.27,0.28,0.31,0.31,0.38,0.38,0.36,0.31,0.32,0.34,0.31,0.46,0.46,0.53,0.51,0.41,0.47,0.37,0.34
スチレン（Styrene）,2月,0.35,0.28,0.24,0.28,0.29,0.3,0.32,0.3,0.31,0.32,0.27,0.35,0.28,0.27,0.43,0.37,0.39,0.47,0.54,0.45,0.5,0.45,0.37,0.48
スチレン（Styrene）,3月,0.39,0.27,0.25,0.26,0.26,0.25,0.27,0.22,0.22,0.39,0.48,0.44,0.33,0.36,0.53,0.5,0.53,0.47,0.39,0.39,0.24,0.31,0.34,0.59
スチレン（Styrene）,平均,0.33,0.3,0.29,0.32,0.29,0.3,0.28,0.28,0.24,0.32,0.3,0.34,0.27,0.24,0.44,0.35,0.39,0.38,0.4,0.42,0.37,0.37,0.37,0.38
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
"1,1－ジクロロエタン（1,1-Dichloroethane）",4月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",5月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",6月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",7月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",8月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
