台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-820,,29,環改化,自,26,港区港南二丁目１０２番,,,,,9,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,,,,適合,,,,,,,,,,適合,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-905,,29,環改化,自,27,中央区勝どき四丁目６０１番外１筆,,,,,8,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.016,適合,,,,適合,適合,,,,,,適合,,230,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-892,○,29,環改化,自,28,新宿区霞ヶ丘町５番１,,,,,75,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,,,,,,,,,330,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-892,○,29,環改化,自,28,新宿区霞ヶ丘町５番１,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-880
指-881","○
○",29,環改化,自,29,豊島区西巣鴨三丁目４１５番２外３筆,,,,,16,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.018,適合,適合,適合,適合,適合,0.97,,適合,,,,適合,適合,1200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-880
指-881","○
○",29,環改化,自,29,豊島区西巣鴨三丁目４１５番２外３筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,,,,,
"指-880
指-881","○
○",29,環改化,自,29,豊島区西巣鴨三丁目４１５番２外３筆,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,0.97,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-880
指-881","○
○",29,環改化,自,29,豊島区西巣鴨三丁目４１５番２外３筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,,,,,
指-749,,29,環改化,自,30,大田区羽田旭町１０番１外７筆,,,,,399,土壌概況,,,,,,,0.8,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,適合,適合,0.016,0.39,0.069,適合,0.011,2.5,2.7,,適合,,,,適合,適合,7000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-749,,29,環改化,自,30,大田区羽田旭町１０番１外７筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,,,,,,,,,,,,,
指-686,,29,環改化,自,31,大田区東糀谷三丁目３０番２外３筆,,,,,14,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.09,適合,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-686,,29,環改化,自,31,大田区東糀谷三丁目３０番２外３筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-686,,29,環改化,自,31,大田区東糀谷三丁目３０番２外３筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,
指-901,○,29,環改化,自,32,品川区広町２丁目３７２１－１外３８筆,,,,,186,土壌概況,,,,,,,不検出,0.5,不検出,不検出,不検出,不検出,不検出,不検出,1.5,不検出,不検出,不検出,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,適合,,,,適合,適合,適合,0.064,適合,適合,適合,適合,適合,,,,,,適合,適合,660,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-901,○,29,環改化,自,32,品川区広町２丁目３７２１－１外３８筆,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-901,○,29,環改化,自,32,品川区広町２丁目３７２１－１外３８筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,
指-906,○,29,環改化,自,33,豊島区東池袋五丁目１６６番２３外１筆,,,,,1,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,適合,適合,160,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-906,○,29,環改化,自,33,豊島区東池袋五丁目１６６番２３外１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-953,,29,環改化,自,34,新宿区霞ヶ丘町１８番,,,,,86,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,0.0037,,,,,,,,,,,適合,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-810,,29,環改化,自,35,江東区夢の島二丁目３番２,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.04,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-893,,29,環改化,自,36,北区堀船三丁目９番２外２筆,,,,,10,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.2,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-609,○,29,環改化,自,37,北区浮間５丁目５番,,,,,10,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,530,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-909,○,29,環改化,自,38,新宿区霞ヶ丘町１８番外１筆,,,,,4,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,適合,,,,,,,,,,,330,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-909,○,29,環改化,自,38,新宿区霞ヶ丘町１８番外１筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-915,○,29,環改化,自,39,新宿区早稲田鶴巻町５１３番２外１筆,,,,,41,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,600,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-919
指-1369","○
",29,環改化,自,40,文京区千駄木二丁目１４８－３３外３筆,,,,,1,土壌概況,,,,,,,0.1,3.6,不検出,不検出,不検出,不検出,不検出,不検出,0.4,不検出,不検出,不検出,,,,,,,,,,,,,適合,0.011,,0.11,,,適合,0.5,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-919
指-1369","○
",29,環改化,自,40,文京区千駄木二丁目１４８－３３外３筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.017,,1.3,,,適合,8.7,適合,,,,,,,,,,,,,,,,,
指-910,,29,環改化,自,41,文京区根津一丁目４３－２３,,,,,1,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,280,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-910,,29,環改化,自,42,文京区根津一丁目６４－４,,,,,1,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,160,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-833,,29,環改化,自,43,足立区関原一丁目９７６－７外１３筆,,,,,11,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,700,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-831,,29,環改化,自,44,港区西新橋三丁目１０１番１６外４筆,,,,,53,土壌概況,,,,,,,,,不検出,,,不検出,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.063,0.016,0.0019,適合,適合,適合,,,,,,適合,適合,1200,適合,適合,19,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-912,○,29,環改化,自,45,練馬区東大泉二丁目１０５１－６外２筆,,,,,4,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.1,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,0.83,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-912,○,29,環改化,自,45,練馬区東大泉二丁目１０５１－６外２筆,,,,,4,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,適合,,,,,
指-912,○,29,環改化,自,45,練馬区東大泉二丁目１０５１－６外２筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-912,○,29,環改化,自,45,練馬区東大泉二丁目１０５１－６外２筆,,,,,4,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,適合,,,,,
指-985,,29,環改化,自,46,江東区豊洲６丁目９番９,,,,,68,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,省略,省略,0.028,,,,1.2,,,,,,,,省略,省略,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-985,,29,環改化,自,46,江東区豊洲６丁目９番９,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,1.7,,,,,
指-921,,29,環改化,自,47,渋谷区神南二丁目１番,,,,,232,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,適合,,,,,,,,,,,1600,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-695,,29,環改化,自,48,足立区宮城２丁目３８番１,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.017,適合,適合,適合,適合,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-695,,29,環改化,自,48,足立区宮城２丁目３８番１,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.085,0.081,0.082,適合,適合,適合,0.96,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-695,,29,環改化,自,48,足立区宮城２丁目３８番１,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,適合,0.13,,,,1.5,,,,,
指-930,○,29,環改化,自,49,世田谷区桜上水３－３７１－１,,,,,124,土壌概況,,,,,,,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,,,,不検出,適合,,適合,適合,適合,適合,適合,適合,,,,適合,,,,,,,,,,,,,適合,適合,適合,適合,,適合,,適合,適合,,,,,,適合,適合,420,適合,,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-930,○,29,環改化,自,49,世田谷区桜上水３－３７１－１,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-930,○,29,環改化,自,49,世田谷区桜上水３－３７１－１,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-926,,29,環改化,自,50,北区豊島六丁目２番１５外１６筆,,,,,18,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.02,適合,適合,適合,11,,,,,,適合,適合,750,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-763,,29,環改化,自,51,江東区青海三丁目地先,,,,,20,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,1,,,,,,,,,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-601,,29,環改化,自,52,港区三田一丁目１０１番９,,,,,18,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,830,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-934
指-935","○
○",29,環改化,自,53,北区桐ケ丘一丁目１０４５番１,,,,,62,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.1,,適合,,,,適合,適合,220,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-934
指-935","○
○",29,環改化,自,53,北区桐ケ丘一丁目１０４５番１,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-916,,29,環改化,自,54,板橋区蓮根３丁目２８番１外６筆,,,,,77,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.011,適合,適合,適合,適合,,適合,,,,適合,適合,2600,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-916,,29,環改化,自,54,板橋区蓮根３丁目２８番１外６筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
指-928,,29,環改化,自,55,目黒区三田二丁目３０番１外１筆,,,,,202,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.3,適合,0.15,適合,0.0016,適合,適合,1.6,,適合,,,,適合,適合,1500,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-939,,29,環改化,自,56,足立区扇三丁目６３番外４筆,,,,,23,土壌概況,,,,,,,0.3,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,不検出,,不検出,,,,,,,,,,,,,適合,,,,,,適合,適合,,,,,適合,適合,適合,適合,0.019,適合,,適合,適合,,適合,適合,,,適合,適合,適合,適合,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-939,,29,環改化,自,56,足立区扇三丁目６３番外４筆,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,適合,,,,,,,,,適合,,,,,,,,,
指-1063,,29,環改化,自,57,大田区羽田空港二丁目,,,,,53,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.011,適合,適合,適合,0.9,適合,適合,適合,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1063,,29,環改化,自,57,大田区羽田空港二丁目,,,,,53,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1063,,29,環改化,自,57,大田区羽田空港二丁目,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,適合,,,,,
指-927,○,29,環改化,自,58,北区滝野川三丁目５１－１４外６筆,,,,,115,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,180,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-927,○,29,環改化,自,58,北区滝野川三丁目５１－１４外６筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-662,,29,環改化,自,59,江東区新砂二丁目６２５番１外１３筆,,,,,45,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,適合,,,,,,,,,,,適合,,1800,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-662,,29,環改化,自,59,江東区新砂二丁目６２５番１外１３筆,,,,,6,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-929,,29,環改化,自,61,北区王子５丁目１番１１４外３筆,,,,,88,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.14,適合,0.049,0.0031,適合,適合,3.8,,適合,適合,適合,適合,適合,適合,720,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-929,,29,環改化,自,61,北区王子５丁目１番１１４外３筆,,,,,8,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,36,0.0031,,,3.8,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-929,,29,環改化,自,61,北区王子５丁目１番１１４外３筆,,,,,8,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,適合,,,適合,,,,,
指-947,,29,環改化,自,62,新宿区市谷本村町４２番１外１筆,,,,,115,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.045,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,1400,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-947,,29,環改化,自,62,新宿区市谷本村町４２番１,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-947,,29,環改化,自,62,新宿区市谷本村町４２番１,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
"指-757
指-944","○
○",29,環改化,自,63,目黒区目黒本町５丁目２４番７１外２筆,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.3,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,650,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-757
指-944","○
○",29,環改化,自,63,目黒区目黒本町５丁目２４番７１外２筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,
指-931,○,29,環改化,自,64,大田区南六郷一丁目４１番３外３筆,,,,,34,土壌概況,,,,,,,0.2,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,,適合,適合,0.016,適合,適合,適合,適合,適合,0.96,,適合,,,,適合,適合,180,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-931,○,29,環改化,自,64,大田区南六郷一丁目４１番３外３筆,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,,,,適合,,,,,,適合,,,,,
指-931,○,29,環改化,自,64,大田区南六郷一丁目４１番３外３筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,0.96,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
