台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-982,○,29,環改化,三,99,板橋区成増二丁目２２０番１外１２筆,,,,,7,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,6.8,,,,,,
指-973,○,29,環改化,三,105,足立区本木西町８番１外１筆,,,,,6,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,適合,適合,,,,1.3,適合,,,,,,,適合,適合,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-973,○,29,環改化,三,105,足立区本木西町８番１外１筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,適合,,,,,,
指-984,○,29,環改化,三,106,板橋区中丸町２９番３外１筆,,,,,4,土壌概況,,,,,,,不検出,,,不検出,,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,適合,1.3,,,,19,適合,,,,,,,適合,適合,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-984,○,29,環改化,三,106,板橋区中丸町２９番３外１筆,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,適合,,,,,,
指-890,○,29,環多改,自,1,日野市日野３２０番２外８筆,,,,,36,土壌概況,,,,,,,0.67,不検出,不検出,不検出,不検出,不検出,0.2,0.23,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,,適合,適合,0.015,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,190,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-890,○,29,環多改,自,1,日野市日野３２０番２外８筆,,,,,7,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合
指-890,○,29,環多改,自,1,日野市日野３２０番２外８筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-890,○,29,環多改,自,1,日野市日野３２０番２外８筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-439,,29,環多改,自,2,府中市四谷五丁目２３番６２,,,,,0,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.011,0.18,0.028,,,,3.2,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-917,○,29,環多改,自,3,羽村市緑ヶ丘３丁目３－１５,,,,,126,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.6,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-886,○,29,環多改,自,4,小平市小川東町３丁目２０５１番６外４４筆,,,,,97,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.063,適合,適合,適合,適合,適合,4.9,適合,適合,適合,,,適合,適合,480,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-907,○,29,環多改,自,5,調布市染地３丁目１番８１５,,,,,12,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.013,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-292
指-293","○
",29,環多改,自,6,調布市野水二丁目１番１外１筆,,,,,52,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-943,○,29,環多改,自,7,立川市柏町五丁目５番１外１筆,,,,,10,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,0.99,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-952,,29,環多改,自,8,府中市日鋼町１番１９,,,,,136,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.08,適合,適合,適合,適合,1.7,,適合,,,,適合,適合,1100,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-952,,29,環多改,自,8,府中市日鋼町１番１９,,,,,14,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,1.7,,,,,,,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-850,,29,環多改,自,9,日野市石田一丁目３８２番３外５筆,,,,,41,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.052,適合,0.027,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-850,,29,環多改,自,9,日野市石田一丁目３８２番３外５筆,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
"指-990
指-991","○
○",29,環多改,自,10,武蔵野市緑町３丁目５９８－１外７筆,,,,,177,土壌概況,,,,,,,0.3,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,,適合,適合,適合,0.08,適合,0.0014,適合,適合,適合,,適合,,,,適合,適合,200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-990
指-991","○
○",29,環多改,自,10,武蔵野市緑町３丁目５９８－１外７筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,,,,,
"指-990
指-991","○
○",29,環多改,自,11,三鷹市牟礼６丁目１９７３番１外６筆,,,,,52,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.73,0.095,適合,適合,12,1.7,,,,,,適合,適合,9900,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-990
指-991","○
○",29,環多改,自,11,三鷹市牟礼６丁目１９７３番１外６筆,,,,,22,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,1.6,適合,,,,,
指-975,○,29,環多改,自,12,立川市泉町９３５番２７外２筆,,,,,197,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.15,適合,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-858,,29,環多改,自,13,府中市浅間町１－９－１,,,,,11,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-860,,29,環多改,自,14,府中市浅間町１－９－１,,,,,4,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-861,,29,環多改,自,15,府中市浅間町１－９－１,,,,,17,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-924,,29,環改化,三,54,大田区仲池上一丁目６９９番２,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,19,適合,,,,,,,,,,,,,,,,,
指-634,,29,環改化,自,1,江東区大島二丁目５７番３外２筆,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,,,適合,適合,,適合,,,,適合,適合,220,適合,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-634,,29,環改化,自,1,江東区大島二丁目５７番７,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-855,○,29,環改化,自,2,足立区堀之内一丁目１４番１０外３筆,,,,,22,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,560,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-856,○,29,環改化,自,3,江東区東砂８丁目２３０８番２外１筆,,,,,63,土壌概況,,,,,,,0.6,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,380,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-856,○,29,環改化,自,3,江東区東砂８丁目２３０８番２外１筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-856,○,29,環改化,自,3,江東区東砂８丁目２３０８番２外１筆,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,
指-887,,29,環改化,自,4,江東区大島二丁目１２０番２外６筆,,,,,107,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,1.5,0.036,0.42,0.036,,適合,適合,1.1,,適合,,,,適合,適合,1800,適合,適合,,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-865,○,29,環改化,自,5,千代田区北の丸公園２番,,,,,69,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,800,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-871,,29,環改化,自,6,新宿区西落合２丁目４３０番１０,,,,,7,土壌概況,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,適合,適合,適合,適合,0.03,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-871,,29,環改化,自,6,新宿区西落合２丁目４３０番１,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-871,,29,環改化,自,6,新宿区西落合２丁目４３０番１,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
指-837,,29,環改化,自,7,江東区有明四丁目１番外１１筆,,,,,243,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,,0.063,適合,,,2.1,,,,,,,,250,,適合,適合,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-868,○,29,環改化,自,8,港区虎ノ門一丁目１番６３外３筆,,,,,3,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.038,適合,,適合,適合,,,,,,,,710,,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-868,○,29,環改化,自,8,港区虎ノ門一丁目１番６３外３筆,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
"指-880
指-881","○
○",29,環改化,自,9,豊島区西巣鴨三丁目４１５番２外４筆,,,,,106,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,2.1,,適合,,,,適合,適合,360,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-880
指-881","○
○",29,環改化,自,9,豊島区西巣鴨三丁目４１５番２外４筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
"指-880
指-881","○
○",29,環改化,自,9,豊島区西巣鴨三丁目４１５番２外４筆,,,,,7,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-880
指-881","○
○",29,環改化,自,9,豊島区西巣鴨三丁目４１５番２外４筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
"指-847
指-889",,29,環改化,自,11,世田谷区粕谷一丁目５７６－１外３２筆,,,,,21,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.044,適合,適合,適合,適合,4.8,0.83,適合,適合,適合,適合,適合,適合,適合,2500,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-807
指-997","○
",29,環改化,自,12,板橋区弥生町６１番３外２筆,,,,,7,土壌概況,,,,,,,,,,,不検出,不検出,,,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,適合,適合,,,適合,,適合,適合,適合,,,,,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-807
指-997","○
",29,環改化,自,12,板橋区弥生町６１番３外２筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
指-831,,29,環改化,自,13,港区西新橋三丁目１０１番１６外６筆,,,,,22,土壌概況,,,,,,,,,不検出,,,不検出,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.2,適合,0.00053,適合,適合,適合,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-922,,29,環改化,自,14,新宿区戸山三丁目４３番１８４外２筆,,,,,100,土壌概況,,,,,,,不検出,不検出,不検出,不検出,,,不検出,不検出,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,0.06,適合,適合,適合,適合,2.3,,,,,,適合,,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-922,,29,環改化,自,14,新宿区戸山三丁目４３番１８４外２筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,適合,,,,,
"指-847
指-889",,29,環改化,自,15,世田谷区粕谷一丁目５７６－１外３２筆,,,,,21,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.044,適合,適合,適合,適合,4.8,0.83,適合,適合,適合,適合,適合,適合,適合,2500,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-720,○,29,環改化,自,16,江東区大島三丁目２１番１,,,,,19,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,0.016,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-720,○,29,環改化,自,16,江東区大島三丁目２１番１,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,
指-720,○,29,環改化,自,16,江東区大島三丁目２１番１,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-720,○,29,環改化,自,16,江東区大島三丁目２１番１,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,
指-809,○,29,環改化,自,17,足立区六町一丁目１１４５番３外３筆,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,2.1,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-809,○,29,環改化,自,17,足立区六町一丁目１１４５番３外３筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,
指-900,○,29,環改化,自,18,足立区六町一丁目１２４１番３外１筆,,,,,2,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,280,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-895,○,29,環改化,自,19,足立区六町一丁目１３０８番３外１６筆,,,,,25,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.012,適合,適合,適合,1.8,,適合,,,,適合,適合,200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-895,○,29,環改化,自,19,足立区六町一丁目１３０８番３外１６筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,適合,,,,,
指-897,,29,環改化,自,20,大島町野増字クヅアラ６３８－１,,,,,41,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.2,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-893,,29,環改化,自,21,北区堀船三丁目８番,,,,,41,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.1,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-893,,29,環改化,自,21,北区堀船三丁目８番,,,,,5,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-896,,29,環改化,自,22,足立区鹿浜２丁目４５番,,,,,52,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,0.034,適合,0.014,適合,適合,適合,0.83,適合,適合,適合,適合,適合,適合,適合,1200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-896,,29,環改化,自,22,足立区鹿浜２丁目４５番,,,,,52,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-891,,29,環改化,自,23,板橋区舟渡四丁目２８６５番３外１筆,,,,,60,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.031,適合,適合,適合,18,,,,,,適合,適合,1000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-833,,29,環改化,自,24,足立区本木一丁目７７２－７外６筆,,,,,6,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.7,,適合,,,,適合,適合,410,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-898,,29,環改化,自,25,足立区小台一丁目５１１番２外２筆,,,,,9,土壌概況,,,,,,,不検出,不検出,不検出,7,不検出,不検出,不検出,0.2,不検出,不検出,不検出,4.6,,,,,,,,,,,,,適合,0.012,,0.0062,,,適合,適合,適合,適合,,0.16,適合,2.3,0.17,適合,0.061,適合,適合,適合,1.2,適合,0.071,適合,適合,適合,適合,適合,850,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-898,,29,環改化,自,25,足立区小台一丁目５１１番２外２筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.011,,0.0067,,,適合,0.23,適合,適合,,適合,,,,,,,,,,,,,,
