ID,RegYear,RegMonth,RegDay,RegHour,RegWeek,OpeDate,MeasName,Benzene,Trichloroethene,Tetrachloroethene,Dichloromethane,Vinylchloride,"1,3-Butadiene",Acrylonitrile,Chloroform,"1,2-Dichloroethane",Toluene,m+p-Xylene,o-Xylene,total-Xylen,Ethylbenzene,Styrene,"1,1-Dichloroethane",Carbon Tetrachloride
,,,,,,,検出下限値,0.09,0.017,0.014,0.16,0.012,0.11,0.02,0.05,0.04,0.011,0.026,0.014,0.040,0.01,0.003,0.06,0.015
,,,,,,,ND数,5,0,0,198,1522,2624,489,0,0,0,0,0,0,0,0,4030,0
,,,,,,,欠測数,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700
,,,,,,,年間平均,1.297,1.469,0.215,1.995,0.069,0.331,0.149,0.235,0.182,9.104,1.722,0.584,2.315,1.894,0.594,0.076,1
1,2020,4,1,1,水,2020/4/1 1:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
2,2020,4,1,2,水,2020/4/1 2:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
3,2020,4,1,3,水,2020/4/1 3:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
4,2020,4,1,4,水,2020/4/1 4:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
5,2020,4,1,5,水,2020/4/1 5:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
6,2020,4,1,6,水,2020/4/1 6:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
7,2020,4,1,7,水,2020/4/1 7:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
8,2020,4,1,8,水,2020/4/1 8:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
9,2020,4,1,9,水,2020/4/1 9:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
10,2020,4,1,10,水,2020/4/1 10:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
11,2020,4,1,11,水,2020/4/1 11:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
12,2020,4,1,12,水,2020/4/1 12:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
13,2020,4,1,13,水,2020/4/1 13:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
14,2020,4,1,14,水,2020/4/1 14:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
15,2020,4,1,15,水,2020/4/1 15:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
16,2020,4,1,16,水,2020/4/1 16:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
17,2020,4,1,17,水,2020/4/1 17:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
18,2020,4,1,18,水,2020/4/1 18:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
19,2020,4,1,19,水,2020/4/1 19:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
20,2020,4,1,20,水,2020/4/1 20:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
21,2020,4,1,21,水,2020/4/1 21:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
22,2020,4,1,22,水,2020/4/1 22:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
23,2020,4,1,23,水,2020/4/1 23:00,江戸川区鹿骨,,,,,,,,,,,,,,,,,
