表8-2  物質別月別調査結果（ＰＡＭＳ）,,,,,,,,,,,,,,,,,2021年度  PAMS,,
"注)  ・2010（平成22)年度まで「低沸点VOC」としてPAMSの後に配していた4物質を、先頭に配した （番号は、PAMSを従来どおりとしたため、「V1」などとした。）。
・物質名の( )は、HAPｓの番号であり、重複していることを示す。
・２桁への有効数字処理は行っていない。
・検出下限値未満の値は「<」で示し、年平均値算出には検出下限値の1/2を充てる。右側のppb換算値の検出下限値付近の値においては、μg/m3と表示が異なる場合がある。",,,,,,,,,,,,,,,,,,,
V1,Ethane,,※ ＧＣ－ＦＩＤにより測定,,,,,,,基準値,：,,,,,,,分子量：,30.1
,,,,,,,,,,定量下限値：,,0.031,μg/m3,(0.025 ppb,),,換算係数(→ppb）：,,0.799
,,2021年度,,,,,,,,検出下限値：,,0.009,,(0.008 ppb,)       (単位：μg/m3）,,,(単位：ｐｐｂ）,
測定地点（局）,,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月,最大,最小,平 均,最大,最小,平 均
,中央区晴海,3.472,2.867,4.434,9.720,1.993,2.566,4.614,6.668,4.834,4.823,4.798,4.853,9.720,1.993,4.637,7.763,1.591,3.703
区,国設東京新宿,3.969,3.605,4.549,9.608,1.896,3.414,5.263,6.642,4.446,4.972,5.626,4.942,9.608,1.896,4.911,7.674,1.515,3.923
部,目黒区碑文谷,3.622,3.825,4.825,9.240,1.686,3.731,5.231,9.213,4.455,6.576,6.738,5.344,9.240,1.686,5.374,7.380,1.347,4.292
一,大田区東糀谷,4.239,3.338,5.386,10.938,2.032,3.216,6.128,8.819,3.975,5.988,5.913,7.383,10.938,2.032,5.613,8.736,1.623,4.483
般,板橋区氷川町,4.345,4.241,4.846,9.289,2.614,4.190,6.575,6.531,6.033,6.408,8.123,6.386,9.289,2.614,5.798,7.419,2.088,4.631
環,練馬区石神井町,3.654,4.423,3.945,6.730,1.424,2.982,5.432,6.707,3.576,6.359,7.981,3.991,7.981,1.424,4.767,6.375,1.137,3.807
境,足立区西新井,4.643,3.431,3.597,9.446,2.493,2.433,5.852,5.131,4.157,5.211,5.852,4.814,9.446,2.433,4.755,7.545,1.944,3.798
,江戸川区春江町,3.136,3.005,3.485,7.303,0.938,2.801,4.202,4.661,4.672,5.460,5.303,5.449,7.303,0.938,4.201,5.833,0.749,3.356
,区部一般平均,3.885,3.592,4.383,9.035,1.884,3.167,5.412,6.796,4.519,5.725,6.292,5.395,10.938,0.938,5.007,8.736,0.749,3.999
