,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Vinylchloride（μg/m3）,0.049,0.062,0.162,0.088,0.082,0.037,0.036,0.034,0.027,0.022,0.025,0.055,0.076,0.046,0.055,0.051,0.067,0.078,0.095,0.024,0.03,0.046,0.064,0.076,0.061,0.068,0.06,0.037,0.037,0.045,0.053,0.033,0.034,0.031,0.028,0.027,0.032,0.026,0.02,0.047,0.047,0.028,0.024,0.022,0.025,0.029,0.036,0.034,0.049,0.05,0.04,0.045,0.043,0.04,0.04,0.036,0.03,0.03,0.028,0.041,0.051,0.026,0.03,0.028,0.044,0.044,0.033,0.041,0.055,0.078,0.522,0.153,0.107,0.066,0.041,0.04,0.06,0.106,0.107,0.093,0.08,0.061,0.047,0.034,0.03,0.031,0.055,0.048,0.048,0.049,0.039,0.049,0.029,0.033,0.031,0.028,0.025,0.033,0.037,0.028,0.022,0.024,0.02,0.024,0.081,0.065,0.041,0.047,0.028,0.025,0.027,0.035,0.039,0.068,0.112,0.142,0.075,0.085,0.112,0.077,0.071,0.071,0.074,0.034,0.028,0.027,0.034,0.03,0.034,0.035,0.033,0.028,0.037,0.048,0.057,0.081,0.065,0.045,0.037,0.045,0.04,0.044,0.044,0.038,0.027,0.028,0.034,0.039,0.029,0.039,0.03,0.029,0.025,0.021,0.021,0.026,0.053,0.048,0.038,0.029,0.047,0.042,0.054,0.063,0.055,0.074,0.058,0.047
"1,3-Butadiene（μg/m3）",0.298,0.284521098,0.279618828,0.227464267,0.204340369,0.240951782,0.634906933,0.402897057,0.347995468,0.306816256,0.283966058,0.26879846,0.247647801,0.267566653,0.288354429,0.241968088,0.289958423,0.320617508,0.425801391,0.374833018,0.416438404,0.414957923,0.381695318,0.617622868,0.380298247,0.34844145,0.347464418,0.216934096,0.17832604,0.371487728,0.364874743,0.394479829,0.274772737,0.262861825,0.262830623,0.253890534,0.470537631,0.238045015,0.264137996,0.324765771,0.267541704,0.265805136,0.33620467,0.319736583,0.375864279,0.368603103,0.378981926,0.284340821,0.270705072,0.249665016,0.241391819,0.256189112,0.234496828,0.333789584,0.461631465,0.558832262,0.373658046,0.304828586,0.252824521,0.228208392,0.25702018,0.168706879,0.202165446,0.229561186,0.295758182,0.322332878,0.383054623,0.388635903,0.38053358,0.34565257,0.303049123,0.367691004,0.345431663,0.257813688,0.215893949,0.190934019,0.221538709,0.267898411,0.338502407,0.298576737,0.404306792,0.256173969,0.265349659,0.275769628,0.231727437,0.222419002,0.201431697,0.222656083,0.326019021,0.426661103,0.643389776,0.482468489,0.510808486,0.467111244,0.342160449,0.36224784,0.257455417,0.245041289,0.201957025,0.251124072,0.293749198,0.284818117,0.575315172,0.325294708,0.330064783,0.306098299,0.311285089,0.28914036,0.245446106,0.217169954,0.237447171,0.241304832,0.280941652,0.415302469,0.593997963,0.606936701,0.548890715,0.448206601,0.386724232,0.368102454,0.289473937,0.301450126,0.268776784,0.193756,0.330856389,0.291613555,0.499476703,0.378758186,0.327362168,0.311199925,0.298706004,0.268923699,0.282328217,0.284077925,0.309213262,0.309824823,0.317073242,0.339173846,0.392282046,0.730131541,0.420758372,0.390586989,0.48151823,0.360395016,0.367350344,0.31835052,0.300227142,0.261260276,0.306114252,0.344241515,0.416539563,0.421706912,0.368172411,0.3214771,0.335959695,0.232624526,0.346619438,0.288965248,0.22766344,0.248306493,0.265777231,0.366742784,0.359761527,0.756779231,0.501840135,0.487733491,0.458921077,0.361223862
Acrylonitrile（μg/m3）,0.11169666,0.113534781,0.095717195,0.120428781,0.097751276,0.130143781,0.292521654,0.179046925,0.150360246,0.117286924,0.115273894,0.168445408,0.111092456,0.126717564,0.143005666,0.116755936,0.152875838,0.170069175,0.195166288,0.154004658,0.170139978,0.165453494,0.140375594,0.188190886,0.123375791,0.115452937,0.139046296,0.104073735,0.080390876,0.158287847,0.202673389,0.170417108,0.144331434,0.139035786,0.133265363,0.119169484,0.188395087,0.113888183,0.1300151,0.178629172,0.145074716,0.126333228,0.141496731,0.160786894,0.187114776,0.174125232,0.174192095,0.102717324,0.201863562,0.163399979,0.114703279,0.13758163,0.12986106,0.151154213,0.189157782,0.191901068,0.159227394,0.120958058,0.132952187,0.10533689,0.09957255,0.076197663,0.093602658,0.095738629,0.173294567,0.153456924,0.187408018,0.184009809,0.158540609,0.163559849,0.137768021,0.173562298,0.158624928,0.105563315,0.099369271,0.085365434,0.084298282,0.124454795,0.200683104,0.12289308,0.162317589,0.110868514,0.114011866,0.128114573,0.13381738,0.120198477,0.104992103,0.114805305,0.176203732,0.192646435,0.249627475,0.212070143,0.200809648,0.151592968,0.104946379,0.156632145,0.112855453,0.11748534,0.082889129,0.12148917,0.129868347,0.146649289,0.319044148,0.118454895,0.144039323,0.133025497,0.14753718,0.118263822,0.137488785,0.113742106,0.102646378,0.108668263,0.138328674,0.189562741,0.259215208,0.256562562,0.213810693,0.212380199,0.177043893,0.182784376,0.14178861,0.139697352,0.161088181,0.092619136,0.14356098,0.14861893,0.241484452,0.16165256,0.16204419,0.149334345,0.118136214,0.115135028,0.130845823,0.121763964,0.140801859,0.168606954,0.143433619,0.139301099,0.191547073,0.300835988,0.175208319,0.185190209,0.260722406,0.138681152,0.17954352,0.117704808,0.138879365,0.142612579,0.128202438,0.14648539,0.222263814,0.222951,0.184055477,0.151616239,0.180823232,0.111096197,0.147308414,0.207059266,0.147011278,0.112808931,0.125154858,0.148015451,0.152391162,0.378330318,0.24531686,0.211719127,0.177708997,0.156561237
Dichloromethane（μg/m3）,1.145859844,1.184443747,1.289822956,1.379445528,1.334096369,1.310723686,1.347554273,1.395025986,1.353189019,1.313372431,1.389573348,1.641172219,1.67093877,1.635779329,1.633119792,1.694726654,1.833414095,1.686011794,1.790112996,1.360739951,1.419480264,1.398680257,1.414755074,1.458555951,1.518287555,1.50072477,1.494330978,1.543412511,1.657503403,1.866707977,1.767268788,1.720535302,1.735807894,1.494376648,1.587210218,1.517371589,1.610084272,1.433329265,1.564075026,1.527668455,1.434409231,1.401357646,1.369054249,1.393155446,1.314473721,1.334171737,1.271112938,1.277012955,1.427516404,1.651779891,1.602036938,1.861165181,1.914662694,1.907906393,1.867940102,1.932841843,1.727637214,1.691680266,1.763837527,1.735853931,1.620973145,1.576195891,1.822387498,1.599362587,1.522104312,1.607463467,1.576361741,1.532281077,1.606807743,1.530610856,1.53322318,1.844323535,1.879560029,1.916829678,1.984256017,1.916843818,1.986278186,1.981688743,1.925502536,1.996042891,1.75259158,1.668278495,1.609032651,1.627334847,1.604723223,1.590563469,1.640433015,1.614890495,1.817611218,1.880789686,1.800374376,1.773960908,1.986457482,1.923029204,1.885241693,1.816511557,1.89041453,1.963253453,2.082439912,2.254223417,2.11384394,2.094727362,2.048149172,1.952836539,1.903675135,2.086013879,1.836720654,1.85906368,1.889539846,1.752235208,1.805642909,1.766341733,1.947903255,1.990974253,1.82326033,1.918580664,1.75018578,1.85261798,1.999618761,1.907707782,1.752617101,1.760004127,1.938941326,1.997810507,2.170921064,2.109536249,2.183614038,1.973180761,1.851774191,1.753985224,1.686665824,1.605669686,1.506655599,1.465749466,1.376613101,1.377595123,1.467280485,1.30618218,1.252104255,1.392893385,1.629121991,1.418358875,1.35663313,1.397595798,1.511583303,1.576951066,1.590438899,1.625178607,1.579056851,1.620082538,1.684535958,1.535681161,1.383839743,1.285728563,1.21520332,1.147565434,1.123337563,1.038328805,0.972102855,0.997184497,1.017576007,1.018015302,0.980506453,0.935724151,0.953186185,1.049791618,1.035234268,1.071706228
"1,1-Dichloroethane（μg/m3）",0.013851626,0.01187604,0.013359482,0.015105835,0.013716715,0.012778517,0.012653101,0.012536721,0.011449959,0.011902627,0.010884005,0.011808079,0.012005409,0.011835373,0.01142269,0.011522369,0.011426174,0.012088846,0.096118902,0.010157868,0.009359191,0.010038017,0.010676986,0.010590061,0.010689441,0.010992614,0.010766854,0.0099671,0.009405527,0.008969373,0.010674389,0.009408851,0.009709309,0.010055656,0.010619546,0.011437793,0.010422963,0.010424587,0.008778109,0.008775289,0.009624734,0.008432851,0.009275559,0.009839451,0.009662507,0.008860299,0.009529274,0.008393783,0.009895549,0.009789203,0.008652895,0.011343035,0.010113725,0.009419908,0.010350252,0.010802591,0.01112342,0.011251104,0.010975675,0.011830121,0.009767698,0.01093552,0.010266589,0.010242121,0.010042822,0.009739556,0.011039779,0.009164002,0.009379825,0.009268231,0.010323305,0.009948189,0.010433017,0.010142833,0.010103302,0.009964888,0.009641318,0.009549373,0.009750433,0.010404281,0.009568329,0.010116279,0.00998819,0.010934945,0.010237592,0.010457091,0.010263377,0.010869026,0.010191352,0.009768817,0.010437214,0.010187386,0.009943325,0.010032399,0.009985373,0.010334073,0.010002127,0.00971425,0.009313081,0.009881606,0.01033686,0.010428099,0.008807038,0.010207504,0.009254384,0.010122873,0.008868188,0.010005972,0.008976832,0.01001373,0.010124716,0.012079953,0.009334477,0.011740937,0.011437446,0.011515436,0.009187886,0.011105107,0.01099066,0.010209546,0.010641668,0.010933031,0.010033483,0.010358521,0.010366869,0.011631695,0.010957838,0.010797947,0.011400481,0.012536515,0.011413055,0.011365139,0.010404444,0.01081438,0.01062708,0.011075716,0.01117938,0.010513828,0.010860903,0.009919705,0.010037715,0.009817503,0.011896028,0.011261759,0.011093511,0.010766375,0.010691492,0.01068204,0.011134834,0.011082644,0.011022081,0.01144336,0.010913434,0.011777098,0.01181961,0.012398546,0.011298089,0.011535948,0.011309212,0.011116734,0.01143927,0.012246887,0.012231471,0.011249938,0.01101159,0.011675675,0.013367144,0.014758849
Chloroform（μg/m3）,0.206399044,0.207372859,0.204929183,0.196344338,0.187475797,0.183978513,0.183232942,0.186017346,0.179746485,0.17667323,0.175677788,0.196794373,0.195266922,0.193527442,0.18807858,0.192751363,0.193991505,0.186191762,0.291503653,0.174510739,0.187049073,0.190130455,0.199725736,0.212544242,0.208770169,0.192402824,0.194740613,0.189907866,0.189222241,0.190581461,0.202127359,0.193112496,0.188260743,0.173340904,0.17411184,0.17420607,0.189136379,0.1739673,0.177046019,0.174934495,0.163204402,0.161983837,0.172060456,0.171913009,0.176110725,0.193453675,0.177782595,0.191353706,0.198478912,0.19707975,0.211653313,0.213042845,0.201456999,0.208623264,0.194535102,0.197019306,0.202867088,0.206907447,0.192594934,0.193431583,0.188986159,0.17577103,0.177942044,0.1861832,0.184542384,0.200745059,0.20193306,0.20183258,0.221225657,0.212641074,0.225318243,0.218617301,0.220735034,0.234307799,0.222152855,0.199196066,0.200905616,0.209726355,0.20728021,0.203048173,0.19240922,0.191435775,0.198054268,0.195928079,0.185377626,0.190835951,0.188564403,0.210372197,0.207662028,0.195567993,0.213114257,0.227265092,0.207242188,0.214299599,0.216196992,0.214350835,0.213628,0.205275498,0.208227348,0.205573289,0.206717462,0.201740331,0.206111039,0.204667336,0.183691662,0.190379675,0.180018982,0.181145367,0.185952614,0.187127919,0.185410187,0.206712044,0.211058987,0.195584639,0.198105384,0.218078636,0.211691055,0.22468477,0.222843566,0.224237114,0.214104209,0.208173546,0.214280706,0.217232576,0.211115487,0.207922823,0.192796925,0.20242041,0.201386745,0.191939684,0.173049126,0.168853055,0.167254413,0.168832809,0.167011482,0.175483574,0.175140017,0.172402377,0.179223852,0.194169663,0.191492169,0.201572556,0.202577013,0.199294781,0.203188242,0.204125396,0.209040102,0.201542582,0.200220421,0.208595086,0.202410141,0.195058932,0.187198564,0.173893456,0.163700045,0.160534033,0.158570818,0.155508878,0.152907872,0.167664229,0.158430854,0.161787833,0.177254426,0.183799134,0.185628256,0.208662787,0.198003182,0.199206234
"1,2-Dichloroethane（μg/m3）",0.18542257,0.184474379,0.186337026,0.167445352,0.153945665,0.144590768,0.139114571,0.136305907,0.132445726,0.126142063,0.130287052,0.133153413,0.131136566,0.128913225,0.130167722,0.124423257,0.132549285,0.129664185,0.208710505,0.109288931,0.110730112,0.110723533,0.117568493,0.122510101,0.120725195,0.118890428,0.121471272,0.111349211,0.114392144,0.116238995,0.124961692,0.111085474,0.107986827,0.104468395,0.106539602,0.107116682,0.115340032,0.113590769,0.10880372,0.111399604,0.103242926,0.100899655,0.110033171,0.113760328,0.109324441,0.114977388,0.119635455,0.125329737,0.127006319,0.125885151,0.117083245,0.121285679,0.116773687,0.116371629,0.11491668,0.118267377,0.117176936,0.119335505,0.11213013,0.109656963,0.112737019,0.111699469,0.114209003,0.113186127,0.118152914,0.114967054,0.117460383,0.120429223,0.122276363,0.131446463,0.138874681,0.124446882,0.124444705,0.119531504,0.117279401,0.115266648,0.114825304,0.12265396,0.123026312,0.124901115,0.1301632,0.126993055,0.124729271,0.120794856,0.129254984,0.133824241,0.143569389,0.139261355,0.132368367,0.138448,0.130386598,0.12914292,0.119849166,0.122774667,0.1162695,0.120453062,0.110287027,0.116227577,0.112652146,0.11565569,0.112807449,0.117337871,0.111588849,0.109197536,0.108745805,0.112346488,0.106000498,0.107829879,0.110622037,0.112999332,0.12192454,0.127170983,0.130840251,0.131280203,0.125340737,0.124565492,0.127752959,0.126584394,0.122749929,0.125280435,0.122157923,0.121262938,0.122206922,0.120176591,0.118882673,0.121584118,0.124599661,0.131983199,0.135365822,0.136570776,0.133738446,0.127070731,0.128421916,0.127050797,0.126257121,0.124308738,0.124230213,0.122925235,0.11397132,0.117547137,0.118903121,0.120898127,0.126751517,0.122521782,0.121835865,0.125207367,0.121463153,0.124472393,0.12468838,0.125923226,0.123974806,0.125283573,0.121003951,0.120714922,0.120182892,0.125735721,0.128043348,0.125717169,0.121745221,0.127044258,0.13039246,0.159177473,0.148896733,0.149301518,0.140355854,0.154603408,0.164555407,0.16662073
Benzene（μg/m3）,1.022001232,0.93759423,0.898836813,0.853431772,0.794813201,0.847297617,1.043810525,1.089459482,1.009409889,1.00101673,0.946738591,1.024882309,1.009830341,1.01975234,1.061730803,0.969518615,1.068214452,1.14149467,1.24150427,0.965963854,1.045220478,1.056807656,1.04238111,1.118415337,1.064378051,0.972385273,0.912758925,0.865846218,0.90674174,1.099719572,1.15052323,1.164983422,1.056143804,1.028735499,0.935497621,0.899789893,0.905581488,0.917670757,0.905256049,0.935755539,0.866075532,0.893064474,0.868300314,0.929348771,0.924803431,1.08543948,0.916033774,0.760301495,0.787232834,0.790583349,0.774495866,0.820856668,0.792912429,0.87996941,0.998376407,1.138974766,1.098003724,0.988572636,0.865456419,0.909225905,0.810252065,0.733063113,0.832193818,0.839248072,1.045535319,1.033659752,1.156487873,1.126952332,1.134661295,1.124284928,1.081816234,1.044789171,1.02027148,0.952045061,0.843330599,0.812913219,0.831305155,0.913406651,0.970868546,1.025404879,1.116366771,0.936828027,0.944451718,1.010711304,0.887927103,0.857039114,0.915850884,0.960419334,1.094160544,1.107560919,1.313552563,1.223514711,1.181361472,1.099986757,1.101966928,1.012689154,0.90304703,0.926711156,0.878412533,0.906065077,0.861966737,0.967997186,1.09068889,1.014746428,1.02030744,1.031462247,1.008971733,0.966062234,1.048922119,0.898227609,1.030062289,1.003562471,1.181145343,1.306075851,1.269411941,1.327305777,1.216722348,1.259621583,1.207465852,1.20626843,1.045640799,0.977228201,1.019944355,0.832205186,0.953479421,0.975831542,1.099871611,1.154182712,1.128759786,1.145105109,1.01149319,0.982293258,0.983978831,0.981678922,1.095783347,1.11190391,1.209861227,1.203762803,1.206448349,1.348987612,1.220867664,1.155768128,1.296130254,1.199572517,1.198297772,1.052329953,1.034352959,1.015805869,0.968615306,1.052882669,1.070233432,1.084395144,1.014970513,1.007233969,0.955169636,0.921854905,1.018342611,1.061192481,0.972053729,0.958062241,1.110122134,1.1569567,1.200973912,1.269572638,1.42862404,1.325346631,1.132006346,1.02209897
Carbon Tetrachloride（μg/m3）,0.714347931,0.717045951,0.7282265,0.733935083,0.739474559,0.740741732,0.756109426,0.765841803,0.773178648,0.771034093,0.785927109,0.793915058,0.78660765,0.782691512,0.775731005,0.772113144,0.769182107,0.776958098,0.883213809,0.747070365,0.756721775,0.751055959,0.760194953,0.768823694,0.767982097,0.757036048,0.765277598,0.757545868,0.769209359,0.783257316,0.783054134,0.78069867,0.787451352,0.777165578,0.784172707,0.778184131,0.807188577,0.789469288,0.780908373,0.785665956,0.764747891,0.755086094,0.760932871,0.771358251,0.765946465,0.750736667,0.754266785,0.75269884,0.738678358,0.7498281,0.750677347,0.760531509,0.754491706,0.752462448,0.758575527,0.784306665,0.793697031,0.78137841,0.785312261,0.78715067,0.790959031,0.799098658,0.816410942,0.812394721,0.820458536,0.816191594,0.825760972,0.798227241,0.793326501,0.79925741,0.812571496,0.80653041,0.811807113,0.819596055,0.817496826,0.82016929,0.827769876,0.827962024,0.82854527,0.83456591,0.844534637,0.859714363,0.850055181,0.846763105,0.856384825,0.870405761,0.861727694,0.85425306,0.852175514,0.858174762,0.856732975,0.815681541,0.817247133,0.814087265,0.810734706,0.819676824,0.800328941,0.791104062,0.795720997,0.798486447,0.811767124,0.800416877,0.807672605,0.80872187,0.80187205,0.817430894,0.794685127,0.804765077,0.807167929,0.783781811,0.791856663,0.77478684,0.787871813,0.779857721,0.768716909,0.774999821,0.760412479,0.768190914,0.76909138,0.770828769,0.716081744,0.70846953,0.748542247,0.725766365,0.742625377,0.748018724,0.757887828,0.765420092,0.753863991,0.767800013,0.7726806,0.77166709,0.751899506,0.783455165,0.764479638,0.764752921,0.76392524,0.756336414,0.752143768,0.752946157,0.757099216,0.752235223,0.748747152,0.73998013,0.741748981,0.743351429,0.739777211,0.733452445,0.724495725,0.734735144,0.712139188,0.746887447,0.735412562,0.731570871,0.733820653,0.740351925,0.770738313,0.734531907,0.731098903,0.724786905,0.7588199,0.719570242,0.704084326,0.70265272,0.697918437,0.731438761,0.711454432,0.712169599
