台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-684,,28,環多改,自,3,昭島市松原町４丁目３８０８番４外１９９筆,,,,,160,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,0.013,適合,適合,,,,,,適合,適合,780,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-764,,28,環多改,自,4,昭島市福島町字砂川道下１０９８－１０,,,,,7,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,700,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-764,,28,環多改,自,4,昭島市築地町字沖ノ原３５６－２外６筆,,,,,45,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,2100,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-764,,28,環多改,自,4,昭島市福島町字砂川道下１０９８－１０,,,,,24,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-764,,28,環多改,自,4,昭島市築地町字沖ノ原３５６－２外６筆,,,,,27,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-764,,28,環多改,自,4,昭島市築地町字沖ノ原３５６－２外６筆,,,,,117,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,13000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-764,,28,環多改,自,4,昭島市築地町字沖ノ原３５６－２外６筆,,,,,9,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-764,,28,環多改,自,4,昭島市築地町字沖ノ原３５６－２外６筆,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-764,,28,環多改,自,4,昭島市築地町字沖ノ原３５６－２外６筆,,,,,7,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-808,○,28,環多改,自,5,小平市小川東町３丁目２０５１番６外４８筆,,,,,185,土壌概況,,,,,,,0.1,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.6,適合,適合,適合,,,適合,適合,1200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-808,○,28,環多改,自,5,小平市小川東町３丁目２０５１番６外４８筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,,,,,,,,適合,,,,,
指-797,○,28,環多改,自,6,日野市旭が丘三丁目５番１外１０筆,,,,,136,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,0.016,適合,適合,,,,,,,,530,,,,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-797,○,28,環多改,自,6,日野市旭が丘三丁目５番１外１０筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-797,○,28,環多改,自,6,日野市旭が丘三丁目５番１外１０筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,
指-800,○,28,環多改,自,7,三鷹市大沢五丁目７５０－６外４３筆,,,,,108,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,2.2,,適合,,,,,,適合,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-800,○,28,環多改,自,7,三鷹市大沢五丁目７５０－６外４３筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-803,,28,環多改,自,8,三鷹市牟礼五丁目１８６０番１,,,,,46,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,2400,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-813,○,28,環多改,自,9,西多摩郡日の出町大字平井字三吉場末３７６番１,,,,,216,土壌概況,,,,,,,不検出,不検出,不検出,,,,不検出,不検出,不検出,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,170,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-824,○,28,環多改,自,10,府中市東芝町１番地１外９筆,,,,,100,土壌概況,,,,,,,不検出,,,,,,不検出,不検出,不検出,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,,適合,,適合,,,,,適合,4400,適合,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-845,,28,環多改,自,11,三鷹市新川一丁目１８番１外１筆,,,,,175,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,2.7,適合,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,適合,適合,,,,,適合,適合,適合,0.07,0.042,0.0045,適合,1.8,2.6,,適合,,,,適合,適合,1900,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-845,,28,環多改,自,11,三鷹市新川一丁目１８番１外１筆,,,,,7,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,,,適合,適合,適合,,適合,適合,,,,,
指-836,○,28,環多改,自,12,羽村市神明台４丁目７番２８,,,,,54,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.1,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-864,○,28,環多改,自,13,青梅市末広町２丁目９番１外９筆,,,,,1344,土壌概況,,,,,,,0.3,,,,不検出,,0.6,不検出,1.6,,,,,,,,,,,,,,,,適合,,,,,,適合,適合,適合,,,,,,適合,適合,,,,,,,,,,,,,200,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-885
指-886","○
○",28,環多改,自,14,小平市小川東町３丁目２０５１番６外１８２筆,,,,,1342,土壌概況,,,,,,,1.9,0.2,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.14,,,,,,,,,,,,,適合,0.054,,,,,適合,適合,,,,適合,,,0.054,0.24,,,,,2,,,,,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-885
指-886","○
○",28,環多改,自,14,小平市小川東町３丁目２０５１番６外１８２筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,適合,,,,,,,,,,,,,,
指-850,,28,環多改,自,15,日野市石田一丁目４８１番１,,,,,32,土壌概況,,,,,,,不検出,0.2,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,780,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-850,,28,環多改,自,15,日野市石田一丁目４８１番１,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,,,,,,,,,,,,,,
指-858,,28,環多改,自,16,府中市浅間町１－９－１,,,,,328,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,0.95,,適合,,,,適合,適合,1500,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-859,,28,環多改,自,17,府中市浅間町１－９－１,,,,,122,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,870,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-860,,28,環多改,自,18,府中市浅間町１－９－１外１筆,,,,,176,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,610,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-861,,28,環多改,自,19,府中市浅間町１－９－１,,,,,596,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,880,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-854,,28,環多改,自,20,調布市国領町二丁目外５１筆,,,,,5,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.07,適合,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-721,,28,環改化,自,1,江戸川区小松川二丁目１０番５,,,,,112,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-733,○,28,環改化,自,2,杉並区梅里一丁目１５７番１外４筆,,,,,21,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,280,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-733,○,28,環改化,自,2,杉並区梅里一丁目１５７番１外４筆,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-724,○,28,環改化,自,3,千代田区大手町一丁目１１番外１筆,,,,,34,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,0.0007,,,適合,,,,,,,,適合,,適合,適合,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-724,○,28,環改化,自,3,千代田区大手町一丁目１１番外１筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,
"指-736
指-737","○
○",28,環改化,自,4,中野区中野二丁目１０１番１０外６筆,,,,,22,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.11,適合,適合,適合,適合,適合,,適合,,,,適合,適合,3000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-736
指-737","○
○",28,環改化,自,4,中野区中野二丁目１０１番１０外６筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,
指-744,○,28,環改化,自,5,文京区本郷２丁目１３－１外１筆,,,,,17,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,620,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-749,,28,環改化,自,6,大田区羽田旭町１０番１外２筆,,,,,56,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.069,0.024,適合,適合,2.5,2.7,,適合,,,,適合,適合,7000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-742,,28,環改化,自,7,江東区扇橋１－１３－６外４筆,,,,,111,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.06,0.24,0.086,0.0011,適合,適合,3.1,適合,適合,適合,適合,適合,適合,適合,780,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-742,,28,環改化,自,7,江東区扇橋１－１３－６外４筆,,,,,48,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.24,0.086,0.0011,,,3.1,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-742,,28,環改化,自,7,江東区扇橋１－１３－６外４筆,,,,,28,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.03,適合,,,適合,,,,,
指-732,○,28,環改化,自,8,品川区大井一丁目３５７５番１外８４筆,,,,,7,土壌概況,,,,,,,不検出,0.6,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,適合,,,,,適合,適合,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,2100,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-732,○,28,環改化,自,8,品川区大井一丁目３６１５番１６,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-731,,28,環改化,自,9,葛飾区四つ木一丁目２０８番２０外４８筆,,,,,55,土壌概況,,,,,,,6.3,不検出,不検出,,不検出,不検出,不検出,1.5,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.08,0.014,適合,適合,適合,1.9,,適合,適合,,,適合,適合,1200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-731,,28,環改化,自,9,葛飾区四つ木一丁目２１５番１１外６１筆,,,,,15,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,0.05,,,,,,,,,,,,,2.3,,,,,,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-731,,28,環改化,自,9,葛飾区四つ木一丁目２１５番１１外６１筆,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,適合,,,,,,,,,,,,,適合,,,,,
指-837,,28,環改化,自,10,江東区有明四丁目１番外１１筆,,,,,243,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,,0.063,適合,,,2.1,,,,,,,,250,,適合,適合,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-735,,28,環改化,自,11,江東区東砂七丁目７０１番１３,,,,,33,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.2,0.17,適合,0.42,適合,適合,適合,2.2,,適合,,,,適合,適合,2200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-735,,28,環改化,自,11,江東区東砂七丁目７０１番１３,,,,,30,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.077,,0.51,,,,2.2,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-735,,28,環改化,自,11,江東区東砂七丁目７０１番１３,,,,,30,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,0.067,,,,0.92,,,,,
指-750,○,28,環改化,自,12,新宿区本塩町２５番外３筆,,,,,28,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,500,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-730,○,28,環改化,自,13,文京区小石川一丁目４番１外５筆,,,,,15,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,2900,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-702,,28,環改化,自,14,品川区東品川四丁目２４番１,,,,,71,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,適合,適合,適合,適合,0.077,適合,適合,適合,2.5,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-743,,28,環改化,自,15,大田区羽田空港三丁目１番,,,,,70,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,1,,,,,,,,適合,適合,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-743,,28,環改化,自,15,大田区羽田空港三丁目１番,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-743,,28,環改化,自,15,大田区羽田空港三丁目１番,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,
指-776,○,28,環改化,自,17,新宿区河田町９番１２外５筆,,,,,66,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,0.0057,適合,適合,適合,,適合,,,,適合,適合,1500,適合,適合,51,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-776,○,28,環改化,自,17,新宿区河田町９番１２外５筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,
"指-736
指-737","○
○",28,環改化,自,18,中野区中野二丁目１０１番７,,,,,20,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,720,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-748,,28,環改化,自,19,江東区大島八丁目２２３番５外２筆,,,,,0,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,省略,,,,,,,,,,,,,,省略,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-695,,28,環改化,自,20,足立区宮城二丁目３８番１,,,,,85,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.2,適合,0.42,0.0023,0.012,適合,4,,,,,,適合,適合,3400,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-695,,28,環改化,自,20,足立区宮城二丁目３８番１,,,,,17,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.023,適合,適合,,2.9,,,,,
指-744,○,28,環改化,自,22,文京区本郷２丁目１３－１外１筆,,,,,36,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.075,適合,適合,適合,適合,適合,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-747,○,28,環改化,自,24,大田区矢口三丁目１３１番２外５筆,,,,,55,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.5,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,210,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-747,○,28,環改化,自,24,大田区矢口三丁目１３１番２外５筆,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-747,○,28,環改化,自,24,大田区矢口三丁目１３１番２外５筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,
指-760,,28,環改化,自,25,大田区羽田空港一丁目,,,,,44,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.18,適合,0.052,0.0026,適合,適合,5.1,,適合,,,,適合,適合,690,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
