台帳番号	全解除	年度	文書記号	種別	番号	所在地	起点（地番）	起点ｘ座標	起点ｙ座標	回転角（度分秒）	調査区画数	調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）	地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）	評価区画	採取区画	深度(m)	標高(TPm)	標高(APm)	TCE_GAS(ppm)	PCE_GAS(ppm)	DCM_GAS(ppm)	VC_GAS(ppm)	CCl4_GAS(ppm)	EDC_GAS(ppm)	"1,1-DCE_GAS(ppm)"	"1,2-DCE_GAS(ppm)"	"1,1,1-TCE_GAS(ppm)"	"1,1,2-TCE_GAS(ppm)"	"1,3-DCP_GAS(ppm)"	Bz_GAS(ppm)	TCE_GAS(WATER）(mg/l)	PCE_GAS(WATER）(mg/l)	DCM_GAS(WATER）(mg/l)	VC_GAS(WATER）(mg/l)	CCl4_GAS(WATER）(mg/l)	EDC_GAS(WATER）(mg/l)	"1,1-DCE_GAS(WATER）(mg/l)"	"1,2-DCE_GAS(WATER）(mg/l)"	"1,1,1-TCE_GAS(WATER）(mg/l)"	"1,1,2-TCE_GAS(WATER）(mg/l)"	"1,3-DCP_GAS(WATER）(mg/l)"	Bz_GAS(WATER）(mg/l)	TCE_Elu(mg/l)	PCE_Elu(mg/l)	DCM_Elu(mg/l)	VC_Elu(mg/l)	CCl4_Elu(mg/l)	EDC_Elu(mg/l)	"1,1-DCE_Elu(mg/l)"	"1,2-DCE_Elu(mg/l)"	"1,1,1-TCE_Elu(mg/l)"	"1,1,2-TCE_Elu(mg/l)"	"1,3-DCP_Elu(mg/l)"	Bz_Elu(mg/l)	Cd_Elu(mg/l)	CN_Elu(mg/l)	Pb_Elu(mg/l)	Cr6+_Elu(mg/l)	As_Elu(mg/l)	Hg_Elu(mg/l)	Se_Elu(mg/l)	B_Elu(mg/l)	F_Elu(mg/l)	有機リン_Elu(mg/l)	PCB_Elu(mg/l)	チウラム_Elu(mg/l)	シマジン_Elu(mg/l)	チオベンカルブ_Elu(mg/l)	Cd_Con(mg/kg)	CN_Con(mg/kg)	Pb_Con(mg/kg)	Cr6+_Con(mg/kg)	As_Con(mg/kg)	Hg_Con(mg/kg)	Se_Con(mg/kg)	B_Con(mg/kg)	F_Con(mg/kg)	TCE_Wat(mg/l)	PCE_Wat(mg/l)	DCM_Wat(mg/l)	VC_Wat(mg/l)	CCl4_Wat(mg/l)	EDC_Wat(mg/l)	"1,1-DCE_Wat(mg/l)"	"1,2-DCE_Wat(mg/l)"	"1,1,1-TCE_Wat(mg/l)"	"1,1,2-TCE_Wat(mg/l)"	"1,3-DCP_Wat(mg/l)"	Bz_Wat(mg/l)	Cd_Wat(mg/l)	CN_Wat(mg/l)	Pb_Wat(mg/l)	Cr6+_Wat(mg/l)	As_Wat(mg/l)	Hg_Wat(mg/l)	Se_Wat(mg/l)	B_Wat(mg/l)	F_Wat(mg/l)	有機リン_Wat(mg/l)	PCB_Wat(mg/l)	チウラム_Wat(mg/l)	シマジン_Wat(mg/l)	チオベンカルブ_Wat(mg/l)
指-1149		31	環改化	三	91	大田区大森南二丁目３３３番１外１筆					1	地下水対象地境界																																																																																	適合					適合					
指-1149		31	環改化	三	91	大田区大森南二丁目３３３番１外１筆					3	土壌詳細																																													0.017	150					0.87									1900																															
指-1149		31	環改化	三	91	大田区大森南二丁目３３３番１外１筆					3	地下水詳細																																																																																適合	2100					1.5					
指-1156	○	31	環改化	三	97	葛飾区堀切２丁目１２番２２					1	土壌概況							不検出			不検出			不検出	不検出																														適合	適合	2.2				1.9	1.8							適合	適合	適合				適合	適合																										
指-1156	○	31	環改化	三	97	葛飾区堀切２丁目１２番２２					1	地下水代表地点																																																																																	適合				2.5	適合					
指-1173		31	環改化	三	100	墨田区押上三丁目５００番４					1	土壌概況							3.4			不検出			不検出	不検出																														0.25	適合	適合				1.9	適合							適合	600	適合				適合	適合																										
指-1173		31	環改化	三	100	墨田区押上三丁目５００番４					1	土壌詳細																															適合													0.55						1.9									640																																
指-1173		31	環改化	三	100	墨田区押上三丁目５００番４					1	地下水詳細																																																																		適合													適合						適合						
指-1168	○	31	環改化	三	102	北区赤羽南二丁目１８７番１外２筆					36	土壌概況							不検出	0.7	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出													適合	適合		適合			適合	適合					適合		0.022	適合				適合	1						適合		710	適合				適合	適合																										
指-1168	○	31	環改化	三	102	北区赤羽南二丁目１８７番１外２筆					1	地下水代表地点																																																																		適合	適合		適合			適合	適合							適合						適合					
指-1168	○	31	環改化	三	102	北区赤羽南二丁目１８７番１外２筆					3	土壌詳細																																													0.022						0.82								620																																
指-1076	○	31	環多改	四	3	東大和市桜が丘二丁目２２９番１外９筆					144	土壌概況																																											適合	適合	適合	0.054	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	250	適合	適合	適合	適合	適合	適合																										
指-1076	○	31	環多改	四	3	東大和市桜が丘二丁目２２９番１外９筆					9	土壌詳細																																														0.15													250																																
指-1076	○	31	環多改	四	3	東大和市桜が丘二丁目２２９番１外９筆					3	地下水詳細																																																																																	適合										
指-1081	○	31	環多改	四	5	武蔵野市境南町一丁目１０番２					167	土壌概況											不検出																																	適合	適合	適合		適合	適合		適合							適合	1000	適合		適合	適合		適合																										
"指-1065
指-1129"		31	環多改	四	26	日野市日野台３丁目１番３					8	土壌概況							0.2	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出													0.85	適合		0.032			適合	0.19				適合	適合	適合	適合	適合	適合	適合	適合	適合	適合		適合				適合	適合	310	適合	適合	適合	適合	適合	適合																										
"指-1065
指-1129"		31	環多改	四	26	日野市日野台３丁目１番３					6	地下水代表地点																																																																		適合	適合		適合			適合	適合																		
"指-1065
指-1129"		31	環多改	四	26	日野市日野台３丁目１番３					3	土壌詳細																																																											180																																
指-1111	○	31	環多改	四	50	武蔵村山市伊奈平二丁目８１番１外１筆					63	土壌概況																																														0.08														適合																															
指-1111	○	31	環多改	四	50	武蔵村山市伊奈平二丁目８１番１外１筆					1	地下水代表地点																																																																																	適合										
指-1111	○	31	環多改	四	50	武蔵村山市伊奈平二丁目８１番１外１筆					1	土壌詳細																																														0.08																																													
指-1103		31	環多改	四	52	日野市大字日野４２１番８					103	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	0.048	適合	適合	適合	適合	適合	適合		適合				適合	適合	440	適合	適合	適合	適合	適合	適合																										
指-1137	○	31	環多改	四	97	あきる野市小川東一丁目２３番１外５筆					39	土壌概況																																														0.07														適合																															
指-1137	○	31	環多改	四	97	あきる野市小川東一丁目２３番１外５筆					1	地下水代表地点																																																																																	適合										
指-1137	○	31	環多改	四	97	あきる野市小川東一丁目２３番１外５筆					1	土壌詳細																																														0.07																																													
指-1137	○	31	環多改	四	97	あきる野市小川東一丁目２３番１外５筆					1	地下水詳細																																																																																	適合										
指-1101	○	31	環改化	四	22	文京区目白台二丁目２１８番１外２筆					54	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	適合	0.023	適合	適合	適合						適合	適合	適合	適合	適合	71	適合	適合	適合																										
指-1101	○	31	環改化	四	22	文京区目白台二丁目２１８番１外２筆					1	地下水代表地点																																																																																			適合								
指-1101	○	31	環改化	四	22	文京区目白台二丁目２１８番１外２筆					1	土壌詳細																																																0.046														99																													
指-1101	○	31	環改化	四	22	文京区目白台二丁目２１８番１外２筆					1	地下水詳細																																																																																			適合								
指-744	○	31	環改化	四	31	文京区本郷二丁目１３番１外１筆					6	土壌概況							不検出	不検出	2	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出			適合		適合										適合		適合								適合	適合	0.012	適合	適合	適合	適合	適合	適合		適合				適合	適合	適合	適合	適合	適合	適合	適合	適合																										
指-744	○	31	環改化	四	31	文京区本郷二丁目１３番１外１筆					1	地下水代表地点																																																																				適合		適合										適合											
指-744	○	31	環改化	四	31	文京区本郷二丁目１３番１外１筆					6	土壌詳細																																													0.012																																														
指-1106		31	環改化	四	35	千代田区神田駿河台一丁目８番１３					19	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合													適合	適合	適合	適合	0.02	適合		適合	適合						適合	適合	適合	適合	適合	適合		適合	適合																										
指-1106		31	環改化	四	35	千代田区神田駿河台一丁目８番１３					2	地下水代表地点																																																																																		適合									
指-1106		31	環改化	四	35	千代田区神田駿河台一丁目８番１３					2	土壌詳細																																															0.055																																												
指-992	○	31	環改化	四	44	港区虎ノ門五丁目１８番６４外２筆					2	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	適合	適合	適合	適合	適合						適合	適合	1100	適合	適合	適合	適合	適合	適合																										
指-1008		31	環改化	四	54	港区白金一丁目１０００番					8	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合													適合	適合	0.032	適合	適合	0.0007	適合	適合	適合		適合				適合	適合	310	適合	適合	適合	適合	適合	適合																										
指-1008		31	環改化	四	54	港区白金一丁目１０００番					1	地下水代表地点																																																																																適合			適合								
指-1008		31	環改化	四	54	港区白金一丁目１０００番					1	土壌詳細																																													0.026			適合											適合																																
指-1133	○	31	環改化	四	61	板橋区若木一丁目７９７番１外７筆					18	土壌概況							不検出		不検出	不検出		不検出	不検出	不検出				不検出																										適合	0.011	適合	適合			適合		適合						適合	1100	適合	適合			適合																											
指-1133	○	31	環改化	四	61	板橋区若木一丁目７９７番１外７筆					1	地下水代表地点																																																																																適合											
指-1133	○	31	環改化	四	61	板橋区若木一丁目７９７番１外７筆					2	土壌詳細																																													0.011														1100																																
指-1133	○	31	環改化	四	61	板橋区若木一丁目７９７番１外７筆					2	地下水詳細																																																																																適合											
指-1104		31	環改化	四	75	江東区住吉１丁目２４番１外７筆					40	土壌概況																																											適合	適合	適合	適合	0.2	適合	適合	適合	1.4		適合				適合	適合	290	適合	適合	適合	適合	適合	適合																										
指-1131	○	31	環改化	四	86	北区赤羽台一丁目１番１外１筆					55	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	適合	適合	0.081	適合	適合		適合				適合	適合	1500	適合	適合	適合	適合	適合	適合																										
指-1131	○	31	環改化	四	86	北区赤羽台一丁目１番１外１筆					1	地下水代表地点																																																																																				適合							
指-1131	○	31	環改化	四	86	北区赤羽台一丁目１番１外１筆					1	土壌詳細																																																	0.081										1500																																
指-1154		31	環改化	四	99	港区芝浦一丁目１番９外６筆					83	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出		0.39																								適合	適合	適合	0.013	適合	0.22	適合	適合	1.9	適合		適合				適合	適合	4000	適合	適合	適合	適合	適合	適合																										
指-1154		31	環改化	四	99	港区芝浦一丁目１番９外６筆					20	地下水代表地点																																																																													適合			適合		適合			適合						
指-1154		31	環改化	四	99	港区芝浦一丁目１番９外６筆					83	土壌詳細																																													0.013		0.22			1.9									4000																																
指-1140	○	31	環改化	四	103	港区虎ノ門一丁目３００番１外１６筆					31	土壌概況							不検出	不検出	不検出	不検出			不検出	不検出				不検出	適合	適合	適合	適合			適合	適合				適合													適合		0.06	適合	0.045	適合	適合								適合		350	適合	適合	適合	適合																												
指-1140	○	31	環改化	四	103	港区虎ノ門一丁目３００番１外１６筆					2	地下水代表地点																																																																																		適合									
指-1140	○	31	環改化	四	103	港区虎ノ門一丁目３００番１外４筆					4	土壌詳細																																													0.06		0.066												350																																
指-1115	○	31	環改化	四	109	江東区新砂一丁目６２４－２３外４筆					106	土壌概況																																													適合	4													270	適合																															
指-1115	○	31	環改化	四	109	江東区新砂一丁目６２４－２３外４筆					2	地下水代表地点																																																																																	適合										
指-1115	○	31	環改化	四	109	江東区新砂一丁目６２４－２３外４筆					1	地下水対象地境界																																																																																	適合										
指-1115	○	31	環改化	四	109	江東区新砂一丁目６２４－２３外４筆					7	土壌詳細																																														0.39													460																																
指-1115	○	31	環改化	四	109	江東区新砂一丁目６２４－２３外４筆					1	地下水詳細																																																																																	適合										
指-992	○	31	環改化	四	123	港区虎ノ門五丁目１０８番３外９筆					19	土壌概況							2.6	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出													適合	適合		適合			適合	適合					適合	1	0.039	適合	適合	適合	適合	適合	適合		適合				適合	適合	1300	適合	適合	適合	適合	適合	適合																										
指-992	○	31	環改化	四	123	港区虎ノ門五丁目１０８番３外９筆					7	地下水代表地点																																																																		適合	適合		適合			適合	適合						適合	適合											
指-992	○	31	環改化	四	123	港区虎ノ門五丁目１０８番３外９筆					9	土壌詳細																																												0.2	0.039														570																																
指-1119		31	環改化	四	127	足立区六町二丁目１７－２外５筆					34	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	0.09																								適合	適合	適合	適合	適合	0.014	適合	適合	適合	適合		適合						280																																
指-1119		31	環改化	四	127	足立区六町二丁目１７－２外５筆					2	地下水代表地点																																																																													適合					0.012									
指-1119		31	環改化	四	127	足立区六町二丁目１７－２外５筆					1	地下水対象地境界																																																																																		適合									
指-1119		31	環改化	四	127	足立区六町二丁目１７－２外５筆					2	土壌詳細																																															0.024												280																																
指-1119		31	環改化	四	135	足立区六町二丁目１８－４外２筆					13	土壌概況							0.1	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出													適合	適合		0.0035			適合	適合					適合	適合	適合	適合	適合	適合	適合	適合	1.6		適合				適合	適合	710	適合	適合	適合	適合	適合	適合																										
指-1119		31	環改化	四	135	足立区六町二丁目１８－４外２筆					2	地下水代表地点																																																																		適合	適合		0.005			適合	適合													0.85					
指-1119		31	環改化	四	135	足立区六町二丁目１８－４外２筆					1	地下水対象地境界																																																																					0.013																	1					
指-1119		31	環改化	四	135	足立区六町二丁目１８－４外２筆					2	土壌詳細																															適合	適合		0.0035			適合	適合													1.2								710																																
指-1119		31	環改化	四	137	足立区六町二丁目１８－２３外２筆					7	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	適合	適合	適合	適合	1.7		適合				適合	適合	250	適合	適合	適合	適合	適合	適合																										
指-1119		31	環改化	四	137	足立区六町二丁目１８－２３外２筆					2	地下水代表地点																																																																																						0.88					
指-1119		31	環改化	四	137	足立区六町二丁目１８－２３外２筆					2	地下水対象地境界																																																																																						0.88					
指-1119		31	環改化	四	137	足立区六町二丁目１８－２３外２筆					2	土壌詳細																																																			0.96								250																																
指-1139		31	環改化	四	158	港区東新橋二丁目５５番１外７筆					31	土壌概況																																															0.29				3.4										適合				適合																										
指-1022		31	環改化	四	175	墨田区横網二丁目２番					4	土壌概況																																											適合	適合	適合	適合	0.021	適合	適合	適合	適合						適合	適合	310	適合	適合	適合	適合	適合	適合																										
指-1022		31	環改化	四	175	墨田区横網二丁目２番					1	地下水代表地点																																																																																		適合									
指-444		31	環改化	四	186	文京区湯島一丁目２０１番１					24	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	0.019	適合	0.025	0.0008	適合	適合	適合						適合	適合	適合	適合	適合	適合	適合	適合	適合																										
指-444		31	環改化	四	186	文京区湯島一丁目２０１番１					1	地下水代表地点																																																																																適合		適合									
指-444		31	環改化	四	186	文京区湯島一丁目２０１番１					4	土壌詳細																																													0.019		0.025																																												
指-1141		31	環改化	四	192	北区神谷２丁目５１番１外６筆					59	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合													適合	適合	0.011	0.079	0.041	適合	適合	適合	1.1		適合				適合	適合	390	適合	適合	適合	適合	適合	適合																										
指-1141		31	環改化	四	192	北区神谷２丁目５１番１外６筆					3	地下水代表地点																																																																																適合	適合	適合				適合					
指-1141		31	環改化	四	192	北区神谷２丁目５１番１外６筆					5	土壌詳細																																													0.011	0.079	0.023				1.1								370																																
指-1141		31	環改化	四	192	北区神谷２丁目５１番１外６筆					2	地下水詳細																																																																																		適合				適合					
指-1136		31	環改化	四	194	港区芝浦四丁目４番４６					63	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	0.1	適合	適合	適合	適合	適合	適合		適合				適合	適合	990	適合	適合	適合	適合	適合	適合																										
指-1136		31	環改化	四	194	港区芝浦四丁目４番４６					3	地下水代表地点																																																																																適合											
指-1136		31	環改化	四	194	港区芝浦四丁目４番４６					33	土壌詳細																																													0.1														4200																																
指-992	○	31	環改化	四	204	港区麻布台一丁目１０００番１					4	土壌概況							0.2	0.4	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出													適合	適合		適合			適合	適合					適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	260	適合	適合	適合	適合	適合	適合																										
指-992	○	31	環改化	四	204	港区麻布台一丁目１０００番１					2	地下水代表地点																																																																		適合	適合		適合			適合	適合																		
指-1122		31	環改化	四	213	足立区六町二丁目２０－１６外８筆					9	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	0.4	不検出	不検出	不検出																適合			適合		適合				適合	適合	適合	適合	適合	適合	適合	適合	適合		適合				適合	適合	860	適合	適合	適合	適合	適合	適合																										
指-1122		31	環改化	四	213	足立区六町二丁目２０－１６外８筆					1	地下水代表地点																																																																					適合			適合		適合																	
指-1122		31	環改化	四	213	足立区六町二丁目２０－１６外８筆					1	土壌詳細																																																											860																																
指-1171	○	31	環改化	四	220	港区三田一丁目１０２番１					46	土壌概況																																													0.059														2000																																
指-1171	○	31	環改化	四	220	港区三田一丁目１０２番１					3	地下水代表地点																																																																																適合											
指-1171	○	31	環改化	四	220	港区三田一丁目１０２番１					45	土壌詳細																																													0.11														2500																																
指-1002		31	環改化	四	227	港区海岸１丁目１１番４					5	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																										0.1			適合			適合	適合						適合	適合	1300		適合	適合		適合	適合																										
指-1002		31	環改化	四	227	港区海岸１丁目１１番４					1	地下水代表地点																																																																															適合												
指-1002		31	環改化	四	227	港区海岸１丁目１１番４					2	土壌詳細																																												2															960																																
指-1101	○	31	環改化	四	233	文京区目白台二丁目２１８番１外１筆					11	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	適合	適合	適合	適合	適合						適合	適合	360	適合	適合	適合	適合	適合	適合																										
指-1119		31	環改化	四	257	足立区六町二丁目１７－１０外２筆					15	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	適合	適合	適合	適合	3.1		適合				適合	適合	適合	適合	適合	適合	適合	適合	適合																										
指-1119		31	環改化	四	257	足立区六町二丁目１７－１０外２筆					3	地下水代表地点																																																																																						適合					
指-1119		31	環改化	四	257	足立区六町二丁目１７－１０外２筆					5	土壌詳細																																																			0.93																																								
指-1119		31	環改化	四	257	足立区六町二丁目１７－１０外２筆					1	地下水詳細																																																																																						適合					
指-1028		31	環改化	四	269	足立区興野一丁目５８４－４外３筆					5	土壌概況							110	不検出	不検出	不検出	不検出	不検出	0.38	3.2	不検出	不検出	不検出	0.064													0.48			適合			適合	0.24				適合	適合	適合	適合	適合	0.011	適合	適合	適合	適合		適合				適合	適合	適合	適合	適合	適合	適合	適合	適合																										
指-1028		31	環改化	四	269	足立区興野一丁目５８４－４外３筆					1	地下水代表地点																																																																		0.46			適合			適合	0.13				適合					適合									
指-1028		31	環改化	四	269	足立区興野一丁目５８４－４外３筆					1	地下水対象地境界																																																																		適合			適合			適合	適合																		
指-1028		31	環改化	四	269	足立区興野一丁目５８４－４外３筆					1	土壌詳細																															0.48			適合			適合	0.24									0.11																																												
指-1150		31	環改化	四	273	江東区亀戸七丁目２３番１外４筆					90	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	0.017	0.08	0.042		適合	適合	適合						適合	適合	2800	適合	適合		適合	適合	適合																										
指-1150		31	環改化	四	273	江東区亀戸七丁目２３番１外４筆					5	地下水代表地点																																																																																適合	適合	0.016									
指-1150		31	環改化	四	273	江東区亀戸七丁目２３番１外４筆					2	地下水対象地境界																																																																																		0.018									
指-1150		31	環改化	四	273	江東区亀戸七丁目２３番１外４筆					8	土壌詳細																																													0.017	0.08	0.068												720																																
指-1150		31	環改化	四	273	江東区亀戸七丁目２３番１外４筆					3	地下水詳細																																																																																適合	適合	適合									
指-1157		31	環改化	四	285	足立区六町三丁目１０番４外１７筆					56	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	0.017	適合	0.022	適合	適合	適合	1.8		適合				適合	適合	570	適合	適合	適合	適合	適合	適合																										
指-1157		31	環改化	四	285	足立区六町三丁目１０番４外１７筆					2	地下水代表地点																																																																																適合		適合				1.2					
指-1157		31	環改化	四	285	足立区六町三丁目１０番４外１７筆					2	地下水対象地境界																																																																																						1.2					
指-1157		31	環改化	四	285	足立区六町三丁目１０番４外４筆					5	土壌詳細																																													0.013		0.016				1.2								570																																
指-1157		31	環改化	四	285	足立区六町三丁目１０番４外４筆					2	地下水詳細																																																																																適合		適合				1.8					
指-1160		31	環改化	四	290	足立区堀之内一丁目１４番５外３筆					17	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	0.026	0.11	0.011	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	210	適合	適合	適合	適合	適合	適合																										
指-1160		31	環改化	四	290	足立区堀之内一丁目１４番５外３筆					2	地下水代表地点																																																																																適合	適合	適合									
指-1160		31	環改化	四	290	足立区堀之内一丁目１４番５外３筆					2	土壌詳細																																													0.041	0.11	0.011												210																																
指-1160		31	環改化	四	290	足立区堀之内一丁目１４番５外３筆					2	地下水詳細																																																																																適合	適合	適合									
指-1152		31	環改化	四	292	大田区大森西二丁目２６５番－１外６筆					8	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	適合	適合	適合	適合	適合						適合	適合	200	適合	適合	適合	適合	適合	適合																										
指-1183		31	環改化	四	296	江東区潮見一丁目５－１３外１筆					117	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	0.035	適合	適合	適合	1.2	適合	適合	適合	適合	適合	適合	適合	1100	適合	適合	適合	適合	適合	適合																										
指-1168	○	31	環改化	四	309	北区赤羽南二丁目１８７番１外２筆					36	土壌概況							不検出	0.7	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出													適合	適合		適合			適合	適合					適合		0.022	適合				適合	1						適合		710	適合				適合	適合																										
指-1168	○	31	環改化	四	309	北区赤羽南二丁目１８７番１外２筆					1	地下水代表地点																																																																		適合	適合		適合			適合	適合							適合						適合					
指-1168	○	31	環改化	四	309	北区赤羽南二丁目１８７番１外２筆					3	土壌詳細																																													0.022						0.82								620																																
指-1166	○	31	環改化	四	310	文京区大塚二丁目３５番					33	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	230	適合	適合	適合	適合	適合	適合																										
指-1158	○	31	環改化	四	317	荒川区西尾久八丁目３１２番外２筆					29	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	適合	適合	適合	適合	適合		適合				適合	適合	420	適合	適合	適合	適合	適合	適合																										
指-1158	○	31	環改化	四	317	荒川区西尾久八丁目３１２番					2	土壌詳細																																																											420																																
指-1124		31	環改化	四	323	港区芝浦一丁目１番１外４筆					10	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出		不検出																									適合	適合	適合	適合	0.016	適合	適合	適合	適合		適合				適合	適合	適合	適合	適合	適合	適合	適合	適合																										
指-1124		31	環改化	四	323	港区芝浦一丁目１番１外４筆					1	地下水代表地点																																																																																		0.015									
指-1124		31	環改化	四	323	港区芝浦一丁目１番１外４筆					1	地下水対象地境界																																																																																		適合									
指-1124		31	環改化	四	323	港区芝浦一丁目１番１外４筆					1	土壌詳細																																															0.016																																												
指-1044		31	環多改	自	1	立川市泉町９３５番１外２筆					15	土壌概況																																																											330																																
"指-1112
指-1113"	○	31	環多改	自	2	昭島市宮沢町字小ハケ５１２番１外１筆					108	土壌概況							16.15			不検出			不検出	0.23				不検出																											適合														425																																
"指-1112
指-1113"	○	31	環多改	自	2	昭島市宮沢町字小ハケ５１２番１外１筆					22	土壌詳細																															0.045			適合			適合	適合																					350																																
"指-1112
指-1113"	○	31	環多改	自	2	昭島市宮沢町字小ハケ５１２番１外１筆					1	地下水詳細																																																																		適合			適合			適合	適合																		
指-1120		31	環多改	自	3	清瀬市竹丘三丁目６９１番２					40	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	適合	適合	適合	適合	適合	適合						適合	適合	240	適合	適合	適合	適合	適合	適合																										
指-1120		31	環多改	自	3	清瀬市竹丘三丁目６９１番２					40	土壌詳細																																											適合	適合	適合	適合	適合	適合	適合	適合	適合						適合	適合	240	適合	適合	適合	適合	適合	適合																										
指-1044		31	環多改	自	4	立川市泉町９３５番１外１筆					5	土壌概況																																																											330																																
指-1044		31	環多改	自	5	立川市泉町９３５番１外１筆					8	土壌概況																																																											330																																
指-1044		31	環多改	自	6	立川市泉町９３５番１外１筆					14	土壌概況																																																											330																																
指-1142		31	環多改	自	7	西多摩郡瑞穂町大字富士山栗原新田字冨士山２１７－１外７筆					49	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	0.087	適合	適合	適合	適合	適合		適合				適合	適合	適合	適合	適合	適合	適合	適合	適合																										
指-1142		31	環多改	自	7	西多摩郡瑞穂町大字富士山栗原新田字冨士山２１７－１外７筆					4	地下水代表地点																																																																																	適合										
指-1142		31	環多改	自	7	西多摩郡瑞穂町大字富士山栗原新田字冨士山２１７番１外７筆					4	土壌詳細																																														0.087																																													
指-1050		31	環改化	自	1	江戸川区西葛西８丁目４番１					6	土壌概況																		不検出												適合															0.082	0.23	0.061				15								14000	適合	適合				27000																										
指-1084		31	環改化	自	2	江戸川区平井６丁目１７３３番２外８筆					111	土壌概況																																											省略		省略						省略						省略		省略						省略																										
指-1045		31	環改化	自	3	江東区東砂七丁目５２７番４外２筆					22	土壌概況																																																											1400																																
指-972		31	環改化	自	4	中央区築地五丁目１番３外１筆					6	土壌概況							不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出	不検出																									適合	適合	適合	0.1	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	適合	230	適合	適合	適合	適合	適合	適合																										
