,［資料1-3］　ベンゼン等28物質の調査結果詳細（物質別）,,,,,,,,,,,,,,,,,
,,注）定量下限未満検出下限以上の値は斜体数字で、検出下限未満の値は < で示した。また年平均値は、定量下限未満検出下限以上のときはそのまま値を、検出下限未満のときは検出下限値の1/2を用いて計算した。,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,ベンゼン,,,,,,,,,,　　基準値等　：,,3,(環境基準),,,,
,,,,,,,,,,,　　定量下限値：,,0.05,,,,,
,,,2022(令和４)年度,,,,,,,,　　検出下限値：,,0.02,,,,(単位:μg/m3）,
,測定地点（局）,,"4月
12日(火)","5月
10日(火)","6月
7日(火)","7月
5日(火)","8月
2日(火)","9月
6日(火)","10月
4日(火)","11月
8日(火)","12月
6日(火)","1月
11日(水)","2月
1日(水)","3月
1日(水)",最大,最小,平 均,
,,中央区晴海,2.1 ,0.49,0.20,0.44,3.3 ,0.95,0.33,0.75,0.89,1.7 ,0.91,0.47,3.3 ,0.20,1.0 ,
,区,国設東京新宿,1.2 ,0.56,0.20,0.50,2.7 ,0.27,0.41,0.74,1.0 ,1.5 ,0.86,0.49,2.7 ,0.20,0.87,
,部,目黒区碑文谷,1.1 ,0.71,0.22,0.31,0.86,0.27,0.46,0.78,1.4 ,1.8 ,0.76,0.41,1.8 ,0.22,0.76,
,一,大田区東糀谷,4.5 ,0.61,0.20,0.75,11  ,1.7 ,0.40,0.74,1.4 ,2.7 ,1.1 ,0.55,11  ,0.20,2.1 ,
,般,板橋区氷川町,1.2 ,0.53,0.27,0.54,1.6 ,0.24,0.54,0.84,1.3 ,1.8 ,0.79,0.46,1.8 ,0.24,0.84,
,環,練馬区石神井町,0.90,0.53,0.22,0.34,0.58,0.25,0.49,0.78,1.1 ,1.6 ,0.84,0.45,1.6 ,0.22,0.67,
,境,足立区西新井,1.9 ,0.52,0.19,0.45,1.7 ,0.63,0.51,0.94,1.8 ,2.3 ,0.82,0.52,2.3 ,0.19,1.0 ,
,,江戸川区春江町,0.82,0.50,0.18,0.43,0.65,0.44,0.68,0.90,1.4 ,2.4 ,0.76,0.75,2.4 ,0.18,0.83,
,,区部一般平均,1.7 ,0.56,0.21,0.47,2.8 ,0.59,0.48,0.81,1.3 ,2.0 ,0.86,0.51,11  ,0.18,1.0 ,
,多,八王子市片倉町,0.46,0.58,0.24,0.29,0.38,0.22,0.42,0.77,0.83,1.5 ,0.88,0.49,1.5 ,0.22,0.59,
,摩,八王子市大楽寺町,0.39,0.58,0.28,0.31,0.15,0.24,0.42,0.73,0.84,1.3 ,0.91,0.52,1.3 ,0.15,0.56,
,一,小金井市貫井北町,0.65,0.68,0.29,0.66,0.78,0.33,0.48,0.84,1.0 ,1.3 ,0.90,0.49,1.3 ,0.29,0.70,
,般,東大和市奈良橋,0.57,1.1 ,0.30,0.39,0.60,0.31,0.59,0.83,1.0 ,1.3 ,0.77,0.72,1.3 ,0.30,0.71,
