ID,RegYear,RegMonth,RegDay,RegHour,RegWeek,OpeDate,MeasName,Benzene,Trichloroethene,Tetrachloroethene,Dichloromethane,Vinylchloride,"1,3-Butadiene",Acrylonitrile,Chloroform,"1,2-Dichloroethane",Toluene,m+p-Xylene,o-Xylene,total-Xylen,Ethylbenzene,Styrene,"1,1-Dichloroethane",Carbon Tetrachloride
17,2022,4,1,17,金,2022/4/1 17:00,江戸川区鹿骨,0.5945 ,0.3528 ,0.0447 ,1.4973 ,ND,ND,0.0203 ,0.1625 ,0.1206 ,2.4864 ,0.3445 ,0.1331 ,0.4776 ,0.4924 ,0.0227 ,ND,1.0470 
18,2022,4,1,18,金,2022/4/1 18:00,江戸川区鹿骨,0.5624 ,0.5462 ,0.0955 ,1.4696 ,ND,ND,0.0220 ,0.1712 ,0.1229 ,2.2233 ,0.3272 ,0.1137 ,0.4409 ,0.4539 ,0.0240 ,ND,1.0672 
19,2022,4,1,19,金,2022/4/1 19:00,江戸川区鹿骨,0.6094 ,0.6019 ,0.1033 ,1.3391 ,ND,ND,0.0210 ,0.1691 ,0.1209 ,2.7438 ,0.3594 ,0.1214 ,0.4808 ,0.4759 ,0.0197 ,ND,1.0641 
20,2022,4,1,20,金,2022/4/1 20:00,江戸川区鹿骨,0.6347 ,0.2490 ,0.0963 ,2.7401 ,ND,ND,ND,0.1688 ,0.1241 ,2.8206 ,0.4008 ,0.1368 ,0.5376 ,0.5336 ,0.0234 ,ND,1.0756 
21,2022,4,1,21,金,2022/4/1 21:00,江戸川区鹿骨,0.5979 ,0.1538 ,0.0694 ,1.2016 ,ND,ND,0.0279 ,0.1773 ,0.1222 ,1.6578 ,0.3338 ,0.1100 ,0.4438 ,0.4649 ,0.0217 ,ND,1.0834 
22,2022,4,1,22,金,2022/4/1 22:00,江戸川区鹿骨,0.6206 ,0.2228 ,0.0730 ,1.1881 ,ND,ND,0.0312 ,0.2437 ,0.1252 ,2.9349 ,0.2938 ,0.0999 ,0.3937 ,0.3712 ,0.0231 ,ND,1.0898 
23,2022,4,1,23,金,2022/4/1 23:00,江戸川区鹿骨,0.6352 ,0.2543 ,0.0903 ,1.6274 ,ND,ND,0.0299 ,0.2759 ,0.1280 ,2.4628 ,0.2894 ,0.1029 ,0.3923 ,0.3207 ,0.0244 ,ND,1.0901 
24,2022,4,1,24,金,2022/4/2 0:00,江戸川区鹿骨,0.6059 ,0.4977 ,0.2021 ,1.1747 ,ND,ND,0.0292 ,0.2261 ,0.1306 ,1.4202 ,0.2426 ,0.0869 ,0.3295 ,0.2663 ,0.0182 ,ND,1.1123 
25,2022,4,2,1,金,2022/4/2 1:00,江戸川区鹿骨,0.6614 ,0.2279 ,0.0561 ,1.4143 ,0.0133 ,ND,0.0389 ,0.1935 ,0.1349 ,1.4711 ,0.2418 ,0.0861 ,0.3279 ,0.2562 ,0.0191 ,ND,1.0758 
26,2022,4,2,2,金,2022/4/2 2:00,江戸川区鹿骨,0.6038 ,0.2061 ,0.0495 ,1.2523 ,ND,ND,0.0263 ,0.1788 ,0.1310 ,2.2786 ,0.2181 ,0.0784 ,0.2965 ,0.2341 ,0.0168 ,ND,1.1278 
27,2022,4,2,3,金,2022/4/2 3:00,江戸川区鹿骨,0.6138 ,0.7128 ,0.0587 ,1.4425 ,ND,ND,0.0234 ,0.1875 ,0.1342 ,4.8115 ,0.3538 ,0.1199 ,0.4737 ,0.4751 ,0.0269 ,ND,1.1389 
28,2022,4,2,4,金,2022/4/2 4:00,江戸川区鹿骨,0.6530 ,0.5383 ,0.0964 ,2.2090 ,0.0132 ,ND,0.0509 ,0.2889 ,0.1318 ,10.4789 ,0.7374 ,0.2370 ,0.9744 ,1.1218 ,0.0621 ,ND,1.0812 
29,2022,4,2,5,金,2022/4/2 5:00,江戸川区鹿骨,0.8671 ,0.6389 ,0.0991 ,3.5098 ,0.0134 ,0.2121 ,0.0430 ,0.3426 ,0.1366 ,8.8903 ,0.9898 ,0.3410 ,1.3308 ,1.1920 ,0.0848 ,ND,1.0728 
30,2022,4,2,6,金,2022/4/2 6:00,江戸川区鹿骨,0.9809 ,0.6092 ,0.1531 ,3.8403 ,0.0144 ,0.2813 ,0.0490 ,0.2325 ,0.1362 ,8.8423 ,0.8889 ,0.3155 ,1.2044 ,0.9802 ,0.0701 ,ND,1.1023 
31,2022,4,2,7,金,2022/4/2 7:00,江戸川区鹿骨,1.1788 ,0.1270 ,0.0721 ,3.2321 ,ND,0.4860 ,0.0690 ,0.1737 ,0.1325 ,3.9207 ,0.3397 ,0.1231 ,0.4628 ,0.3361 ,0.0317 ,ND,1.1269 
32,2022,4,2,8,金,2022/4/2 8:00,江戸川区鹿骨,0.6060 ,0.0653 ,0.0487 ,1.9978 ,ND,ND,0.0264 ,0.1644 ,0.1325 ,1.5061 ,0.2015 ,0.0697 ,0.2712 ,0.1846 ,0.0137 ,ND,1.1059 
33,2022,4,2,9,金,2022/4/2 9:00,江戸川区鹿骨,0.6494 ,0.0540 ,0.0453 ,1.0505 ,ND,ND,0.0311 ,0.1591 ,0.1357 ,1.4027 ,0.2303 ,0.0987 ,0.3290 ,0.1922 ,0.0157 ,ND,1.1036 
34,2022,4,2,10,金,2022/4/2 10:00,江戸川区鹿骨,0.6797 ,0.0473 ,0.0531 ,1.0387 ,0.0130 ,0.1313 ,0.0194 ,0.1666 ,0.1283 ,2.9290 ,0.2638 ,0.0982 ,0.3620 ,0.3232 ,0.0180 ,ND,1.1050 
35,2022,4,2,11,金,2022/4/2 11:00,江戸川区鹿骨,0.5574 ,0.0476 ,0.0472 ,0.9062 ,ND,ND,0.0204 ,0.1574 ,0.1299 ,0.9792 ,0.1631 ,0.0594 ,0.2225 ,0.2138 ,0.0199 ,ND,1.0835 
36,2022,4,2,12,金,2022/4/2 12:00,江戸川区鹿骨,0.5774 ,0.0518 ,0.0790 ,1.1379 ,ND,ND,0.0203 ,0.1640 ,0.1255 ,2.1874 ,0.2546 ,0.0976 ,0.3522 ,0.4064 ,0.0780 ,ND,1.0825 
37,2022,4,2,13,金,2022/4/2 13:00,江戸川区鹿骨,0.7657 ,0.0474 ,0.0808 ,0.8647 ,ND,ND,0.0216 ,0.1601 ,0.1349 ,3.6901 ,0.4793 ,0.1982 ,0.6775 ,0.4326 ,0.4716 ,ND,1.0780 
38,2022,4,2,14,金,2022/4/2 14:00,江戸川区鹿骨,0.8615 ,0.0465 ,0.0442 ,0.9537 ,0.0674 ,ND,0.0469 ,0.1772 ,0.2010 ,1.3605 ,0.1973 ,0.0730 ,0.2703 ,0.2283 ,0.0423 ,ND,1.0922 
39,2022,4,2,15,金,2022/4/2 15:00,江戸川区鹿骨,0.9979 ,0.0547 ,0.0424 ,0.9440 ,0.0304 ,0.1467 ,0.0311 ,0.1905 ,0.1447 ,3.1164 ,0.2853 ,0.1067 ,0.3920 ,0.3365 ,0.0454 ,ND,1.0818 
40,2022,4,2,16,金,2022/4/2 16:00,江戸川区鹿骨,1.1591 ,0.0461 ,0.0378 ,1.0947 ,ND,ND,0.0253 ,0.1730 ,0.1243 ,2.9989 ,0.2776 ,0.0980 ,0.3756 ,0.3532 ,0.0339 ,ND,1.0645 
41,2022,4,2,17,金,2022/4/2 17:00,江戸川区鹿骨,0.8644 ,0.0783 ,0.0371 ,0.8561 ,ND,0.1328 ,0.0329 ,0.1508 ,0.1241 ,3.8200 ,0.5126 ,0.1721 ,0.6847 ,0.6482 ,0.0588 ,ND,1.0782 
42,2022,4,2,18,金,2022/4/2 18:00,江戸川区鹿骨,0.6286 ,0.0564 ,0.0548 ,1.6141 ,ND,0.1315 ,0.0267 ,0.1673 ,0.1246 ,2.8687 ,0.4322 ,0.1491 ,0.5813 ,0.5948 ,0.0335 ,ND,1.0589 
43,2022,4,2,19,金,2022/4/2 19:00,江戸川区鹿骨,0.6176 ,0.0417 ,0.1542 ,1.5533 ,ND,0.1290 ,ND,0.1661 ,0.1284 ,1.8712 ,0.2932 ,0.1067 ,0.3999 ,0.2800 ,0.0264 ,ND,1.0817 
44,2022,4,2,20,金,2022/4/2 20:00,江戸川区鹿骨,0.6621 ,0.0457 ,0.0579 ,1.3754 ,ND,0.1552 ,0.0173 ,0.1654 ,0.1238 ,1.7858 ,0.2968 ,0.1091 ,0.4059 ,0.2536 ,0.0276 ,ND,1.0778 
45,2022,4,2,21,金,2022/4/2 21:00,江戸川区鹿骨,0.6368 ,0.0643 ,0.0412 ,1.0010 ,ND,0.1459 ,0.0214 ,0.1741 ,0.1202 ,2.1278 ,0.2768 ,0.1013 ,0.3781 ,0.2544 ,0.0359 ,ND,1.0926 
46,2022,4,2,22,金,2022/4/2 22:00,江戸川区鹿骨,0.6258 ,0.0513 ,0.0388 ,1.2434 ,ND,0.1428 ,0.0223 ,0.1799 ,0.1213 ,1.4358 ,0.3353 ,0.1240 ,0.4593 ,0.3158 ,0.0218 ,ND,1.0824 
47,2022,4,2,23,金,2022/4/2 23:00,江戸川区鹿骨,0.6408 ,0.0711 ,0.0398 ,1.1825 ,ND,0.1802 ,0.0165 ,0.1770 ,0.1230 ,1.3315 ,0.3402 ,0.1295 ,0.4697 ,0.3079 ,0.0395 ,ND,1.0788 
48,2022,4,2,24,金,2022/4/3 0:00,江戸川区鹿骨,0.6406 ,0.0318 ,0.0578 ,0.8814 ,ND,0.2262 ,0.0184 ,0.1878 ,0.1208 ,2.3804 ,0.2893 ,0.1084 ,0.3977 ,0.2563 ,0.0252 ,ND,1.0814 
49,2022,4,3,1,土,2022/4/3 1:00,江戸川区鹿骨,0.6080 ,0.0515 ,0.0927 ,16.9656 ,ND,0.1145 ,0.0191 ,0.1730 ,0.1192 ,4.3918 ,0.3951 ,0.1415 ,0.5366 ,0.4429 ,0.0316 ,ND,1.0574 
50,2022,4,3,2,土,2022/4/3 2:00,江戸川区鹿骨,0.5520 ,0.1296 ,0.0572 ,2.0065 ,0.0258 ,ND,0.0205 ,0.1832 ,0.1422 ,1.4924 ,0.3090 ,0.1095 ,0.4185 ,0.3165 ,0.0240 ,ND,1.0752 
51,2022,4,3,3,土,2022/4/3 3:00,江戸川区鹿骨,0.7483 ,0.2473 ,0.0729 ,1.7332 ,0.2186 ,0.1343 ,0.0980 ,0.2322 ,0.1495 ,4.1752 ,0.4605 ,0.1813 ,0.6418 ,0.5273 ,0.0366 ,ND,1.0854 
52,2022,4,3,4,土,2022/4/3 4:00,江戸川区鹿骨,0.8626 ,0.9630 ,0.0726 ,1.7291 ,0.2710 ,0.1208 ,0.0515 ,0.1942 ,0.1619 ,3.2779 ,0.4232 ,0.1548 ,0.5780 ,0.4631 ,0.0429 ,ND,1.0665 
53,2022,4,3,5,土,2022/4/3 5:00,江戸川区鹿骨,0.8189 ,0.2789 ,0.0510 ,2.7632 ,0.1919 ,ND,0.0371 ,0.1856 ,0.1558 ,2.6542 ,0.3837 ,0.1375 ,0.5212 ,0.4200 ,0.0277 ,ND,1.0843 
54,2022,4,3,6,土,2022/4/3 6:00,江戸川区鹿骨,0.7688 ,0.3717 ,0.0899 ,7.8967 ,0.1191 ,ND,0.0422 ,0.2004 ,0.1451 ,3.5718 ,0.4741 ,0.1693 ,0.6434 ,0.5698 ,0.0362 ,ND,1.0869 
55,2022,4,3,7,土,2022/4/3 7:00,江戸川区鹿骨,0.7784 ,0.3237 ,0.0681 ,5.7187 ,0.0898 ,ND,0.0449 ,0.1889 ,0.1431 ,3.7299 ,0.4280 ,0.1544 ,0.5824 ,0.5050 ,0.0318 ,ND,1.0959 
56,2022,4,3,8,土,2022/4/3 8:00,江戸川区鹿骨,0.8210 ,0.2758 ,0.0928 ,6.3637 ,0.0806 ,ND,0.0406 ,0.1942 ,0.1491 ,3.9334 ,0.4558 ,0.1643 ,0.6201 ,0.5372 ,0.0339 ,ND,1.0823 
57,2022,4,3,9,土,2022/4/3 9:00,江戸川区鹿骨,0.9056 ,0.2758 ,0.0563 ,3.2189 ,0.0895 ,0.1214 ,0.0413 ,0.2073 ,0.1516 ,4.3539 ,0.4831 ,0.1772 ,0.6603 ,0.5749 ,0.0326 ,ND,1.0777 
58,2022,4,3,10,土,2022/4/3 10:00,江戸川区鹿骨,0.9226 ,0.2691 ,0.1450 ,2.3847 ,0.1024 ,0.1207 ,0.0498 ,0.1952 ,0.1534 ,4.0454 ,0.4745 ,0.1800 ,0.6545 ,0.5669 ,0.0314 ,ND,1.0682 
59,2022,4,3,11,土,2022/4/3 11:00,江戸川区鹿骨,0.9102 ,0.1509 ,0.1413 ,1.3751 ,0.0899 ,ND,0.0490 ,0.1876 ,0.1411 ,2.1483 ,0.3604 ,0.1386 ,0.4990 ,0.4054 ,0.0246 ,ND,1.0849 
60,2022,4,3,12,土,2022/4/3 12:00,江戸川区鹿骨,0.8806 ,0.0998 ,0.1048 ,1.1922 ,0.0822 ,ND,0.0490 ,0.1797 ,0.1432 ,1.8322 ,0.3291 ,0.1261 ,0.4552 ,0.3253 ,0.0220 ,ND,1.0590 
61,2022,4,3,13,土,2022/4/3 13:00,江戸川区鹿骨,0.8475 ,0.2463 ,0.0685 ,1.2471 ,0.0791 ,ND,0.0529 ,0.1796 ,0.1406 ,1.9522 ,0.3143 ,0.1220 ,0.4363 ,0.3510 ,0.0246 ,ND,1.0905 
62,2022,4,3,14,土,2022/4/3 14:00,江戸川区鹿骨,0.9122 ,0.1082 ,0.0685 ,2.5356 ,0.0774 ,ND,0.0504 ,0.1781 ,0.1394 ,1.7241 ,0.3120 ,0.1208 ,0.4328 ,0.3395 ,0.0183 ,ND,1.0801 
63,2022,4,3,15,土,2022/4/3 15:00,江戸川区鹿骨,0.9906 ,0.1435 ,0.2163 ,1.9955 ,0.0719 ,0.1245 ,0.0723 ,0.1801 ,0.1389 ,2.3128 ,0.3846 ,0.1507 ,0.5353 ,0.3786 ,0.0239 ,ND,1.0583 
64,2022,4,3,16,土,2022/4/3 16:00,江戸川区鹿骨,0.9027 ,0.1128 ,0.0610 ,2.0732 ,0.0747 ,ND,0.0284 ,0.1789 ,0.1490 ,1.9406 ,0.3192 ,0.1245 ,0.4437 ,0.3636 ,0.0201 ,ND,1.0696 
65,2022,4,3,17,土,2022/4/3 17:00,江戸川区鹿骨,0.8731 ,0.1472 ,0.0599 ,1.3372 ,0.0540 ,0.1252 ,0.0446 ,0.1831 ,0.1450 ,1.9092 ,0.3654 ,0.1380 ,0.5034 ,0.3666 ,0.0232 ,ND,1.0828 
66,2022,4,3,18,土,2022/4/3 18:00,江戸川区鹿骨,0.8683 ,0.2966 ,0.0761 ,1.3183 ,0.0460 ,0.1496 ,0.0429 ,0.1926 ,0.1464 ,2.3146 ,0.4191 ,0.1632 ,0.5823 ,0.4165 ,0.0295 ,ND,1.0587 
67,2022,4,3,19,土,2022/4/3 19:00,江戸川区鹿骨,0.8292 ,0.2714 ,0.0635 ,1.5099 ,0.0443 ,0.1639 ,0.0454 ,0.1873 ,0.1467 ,2.4294 ,0.3762 ,0.1448 ,0.5210 ,0.3679 ,0.0292 ,ND,1.0859 
68,2022,4,3,20,土,2022/4/3 20:00,江戸川区鹿骨,0.7868 ,0.2203 ,0.0572 ,1.4740 ,0.0236 ,0.2193 ,0.0294 ,0.1835 ,0.1365 ,2.1739 ,0.4164 ,0.1580 ,0.5744 ,0.3641 ,0.0318 ,ND,1.0643 
69,2022,4,3,21,土,2022/4/3 21:00,江戸川区鹿骨,0.6404 ,0.1634 ,0.0677 ,1.1441 ,0.0197 ,0.1159 ,0.0298 ,0.1914 ,0.1295 ,1.6444 ,0.3152 ,0.1162 ,0.4314 ,0.3107 ,0.0260 ,ND,1.0812 
70,2022,4,3,22,土,2022/4/3 22:00,江戸川区鹿骨,0.7084 ,0.2322 ,0.0601 ,1.4058 ,0.0238 ,0.1427 ,0.0206 ,0.1870 ,0.1314 ,1.8911 ,0.3677 ,0.1365 ,0.5042 ,0.3439 ,0.0272 ,ND,1.0960 
71,2022,4,3,23,土,2022/4/3 23:00,江戸川区鹿骨,0.6670 ,0.8170 ,0.0756 ,1.2041 ,0.0203 ,ND,0.0314 ,0.1843 ,0.1258 ,1.4844 ,0.2961 ,0.1096 ,0.4057 ,0.3114 ,0.0245 ,ND,1.0839 
72,2022,4,3,24,土,2022/4/4 0:00,江戸川区鹿骨,0.6223 ,0.4154 ,0.0645 ,1.1951 ,0.0178 ,ND,0.0292 ,0.1836 ,0.1261 ,1.6894 ,0.2828 ,0.1016 ,0.3844 ,0.2925 ,0.0232 ,ND,1.0787 
73,2022,4,4,1,日,2022/4/4 1:00,江戸川区鹿骨,0.6109 ,0.2224 ,0.0587 ,1.4472 ,0.0194 ,ND,0.0237 ,0.1820 ,0.1277 ,1.8967 ,0.2912 ,0.1065 ,0.3977 ,0.3021 ,0.0231 ,ND,1.1005 
74,2022,4,4,2,日,2022/4/4 2:00,江戸川区鹿骨,0.6251 ,0.2254 ,0.0559 ,1.2852 ,0.0198 ,ND,0.0270 ,0.1717 ,0.1287 ,1.6505 ,0.2678 ,0.0976 ,0.3654 ,0.2758 ,0.0224 ,ND,1.0988 
75,2022,4,4,3,日,2022/4/4 3:00,江戸川区鹿骨,0.6172 ,0.1915 ,0.0691 ,1.9990 ,0.0288 ,ND,0.0254 ,0.1793 ,0.1281 ,5.6596 ,0.2673 ,0.0977 ,0.3650 ,0.2855 ,0.0213 ,ND,1.0829 
76,2022,4,4,4,日,2022/4/4 4:00,江戸川区鹿骨,0.5880 ,0.4910 ,0.0582 ,1.4742 ,0.0242 ,ND,0.0268 ,0.1834 ,0.1277 ,2.5573 ,0.2459 ,0.0898 ,0.3357 ,0.2550 ,0.0208 ,ND,1.0929 
77,2022,4,4,5,日,2022/4/4 5:00,江戸川区鹿骨,0.5809 ,0.4450 ,0.0913 ,1.3956 ,0.0227 ,ND,0.0241 ,0.1860 ,0.1246 ,1.6214 ,0.2353 ,0.0871 ,0.3224 ,0.2289 ,0.0202 ,ND,1.1058 
78,2022,4,4,6,日,2022/4/4 6:00,江戸川区鹿骨,0.6664 ,0.1623 ,0.0502 ,1.6557 ,0.0210 ,ND,0.0196 ,0.1739 ,0.1249 ,2.4560 ,0.3392 ,0.1276 ,0.4668 ,0.3133 ,0.0230 ,ND,1.1105 
79,2022,4,4,7,日,2022/4/4 7:00,江戸川区鹿骨,0.6572 ,0.1288 ,0.0718 ,1.2530 ,0.0190 ,0.1232 ,ND,0.1687 ,0.1257 ,1.7945 ,0.3187 ,0.1181 ,0.4368 ,0.2671 ,0.0253 ,ND,1.0919 
80,2022,4,4,8,日,2022/4/4 8:00,江戸川区鹿骨,0.7546 ,0.1740 ,0.1694 ,2.2099 ,0.0183 ,0.1840 ,0.0429 ,0.2034 ,0.1260 ,2.2699 ,0.4156 ,0.1591 ,0.5747 ,0.3219 ,0.0306 ,ND,1.1138 
81,2022,4,4,9,日,2022/4/4 9:00,江戸川区鹿骨,0.7406 ,0.4931 ,0.2602 ,2.7099 ,0.0153 ,0.1725 ,0.0320 ,0.1922 ,0.1329 ,4.7917 ,0.6743 ,0.2377 ,0.9120 ,0.8496 ,0.0435 ,ND,1.0831 
82,2022,4,4,10,日,2022/4/4 10:00,江戸川区鹿骨,1.1502 ,1.9032 ,0.1033 ,3.3477 ,0.0144 ,0.2104 ,ND,0.2040 ,0.1372 ,9.2288 ,1.0894 ,0.3876 ,1.4770 ,0.9853 ,0.0738 ,ND,1.0333 
83,2022,4,4,11,日,2022/4/4 11:00,江戸川区鹿骨,0.8174 ,1.5627 ,0.2047 ,4.6826 ,ND,0.1998 ,0.0241 ,0.1985 ,0.1209 ,11.5670 ,1.2622 ,0.4042 ,1.6664 ,1.9387 ,0.0750 ,ND,1.0461 
84,2022,4,4,12,日,2022/4/4 12:00,江戸川区鹿骨,0.7668 ,1.3208 ,0.1077 ,1.9941 ,0.0219 ,0.1969 ,0.0196 ,0.1704 ,0.1201 ,9.0709 ,0.7937 ,0.2720 ,1.0657 ,1.0546 ,0.0836 ,ND,1.0876 
85,2022,4,4,13,日,2022/4/4 13:00,江戸川区鹿骨,0.7397 ,1.7247 ,0.1083 ,2.8328 ,0.0279 ,0.1428 ,0.0234 ,0.1826 ,0.1210 ,14.2329 ,0.8937 ,0.3017 ,1.1954 ,1.3255 ,0.0905 ,ND,1.0484 
86,2022,4,4,14,日,2022/4/4 14:00,江戸川区鹿骨,0.6556 ,3.0054 ,0.2013 ,3.1534 ,0.0205 ,0.1321 ,0.0232 ,0.1866 ,0.1222 ,13.5527 ,1.0093 ,0.3392 ,1.3485 ,1.5909 ,0.0942 ,ND,1.0466 
87,2022,4,4,15,日,2022/4/4 15:00,江戸川区鹿骨,0.5836 ,2.1016 ,0.1382 ,2.8413 ,ND,ND,ND,0.1597 ,0.1149 ,5.2449 ,0.7402 ,0.2567 ,0.9969 ,1.1592 ,0.0463 ,ND,1.0686 
88,2022,4,4,16,日,2022/4/4 16:00,江戸川区鹿骨,0.6220 ,2.3765 ,0.1579 ,1.7512 ,ND,0.1684 ,0.0198 ,0.1640 ,0.1234 ,11.6634 ,1.0989 ,0.3496 ,1.4485 ,1.7641 ,0.0457 ,ND,1.0346 
89,2022,4,4,17,日,2022/4/4 17:00,江戸川区鹿骨,0.5976 ,1.2129 ,0.0709 ,2.3326 ,ND,0.1196 ,ND,0.1628 ,0.1229 ,5.7311 ,0.6737 ,0.2228 ,0.8965 ,0.9256 ,0.0508 ,ND,1.0588 
90,2022,4,4,18,日,2022/4/4 18:00,江戸川区鹿骨,0.6401 ,1.4860 ,0.3275 ,3.8773 ,0.0169 ,0.1482 ,0.0193 ,0.1737 ,0.1173 ,9.5566 ,0.8561 ,0.2834 ,1.1395 ,1.2543 ,0.0677 ,ND,1.0748 
91,2022,4,4,19,日,2022/4/4 19:00,江戸川区鹿骨,0.6058 ,0.8514 ,0.0773 ,2.9933 ,ND,0.1146 ,0.0162 ,0.1780 ,0.1231 ,7.8760 ,0.7745 ,0.2506 ,1.0251 ,1.1713 ,0.0500 ,ND,1.0404 
92,2022,4,4,20,日,2022/4/4 20:00,江戸川区鹿骨,0.5393 ,0.4903 ,0.0686 ,1.8783 ,ND,ND,0.0186 ,0.1707 ,0.1235 ,4.2011 ,0.5691 ,0.1905 ,0.7596 ,0.8289 ,0.0482 ,ND,1.0655 
