,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Vinylchloride（μg/m3）,0.158,0.259,0.159,0.145,0.062,0.055,0.061,0.069,0.054,0.041,0.039,0.042,0.067,0.085,0.101,0.165,0.082,0.159,0.252,0.094,0.057,0.057,0.06,0.062,0.051,0.055,0.068,0.075,0.058,0.054,0.057,0.055,0.063,0.035,0.037,0.066,0.049,0.047,0.04,0.048,0.086,0.078,0.037,0.036,0.033,0.038,0.037,0.042,0.043,0.039,0.054,0.058,0.05,0.043,0.044,0.042,0.039,0.045,0.05,0.038,0.057,0.051,0.046,0.069,0.049,0.063,0.18,0.143,0.204,0.251,0.166,0.119,0.142,0.074,0.054,0.053,0.111,0.137,0.1,0.088,0.085,0.063,0.05,0.036,0.031,0.04,0.043,0.066,0.097,0.118,0.108,0.109,0.054,0.06,0.043,0.06,0.053,0.046,0.046,0.039,0.034,0.032,0.03,0.036,0.031,0.03,0.028,0.026,0.032,0.04,0.069,0.116,0.12,0.126,0.077,0.182,0.188,0.225,0.083,0.1,0.095,0.076,0.059,0.074,0.059,0.05,0.077,0.056,0.053,0.042,0.042,0.048,0.045,0.067,0.079,0.058,0.039,0.099,0.059,0.055,0.102,0.108,0.083,0.078,0.067,0.069,0.089,0.084,0.062,0.062,0.063,0.057,0.057,0.048,0.045,0.037,0.041,0.065,0.057,0.109,0.07,0.096,0.149,0.124,0.098,0.12,0.124,0.12
"1,3-Butadiene（μg/m3）",0.218,0.223520455,0.181647118,0.1389427,0.110860585,0.13613984,0.176940354,0.201357433,0.17085943,0.175595672,0.162400928,0.152502752,0.144987281,0.16429499,0.169241731,0.20955044,0.17354019,0.210136151,0.360316118,0.315279167,0.259106762,0.289116614,0.32432117,0.27355279,0.186436103,0.192872697,0.15979791,0.131581579,0.139120529,0.156323684,0.164820628,0.21877645,0.253715768,0.217264925,0.155664469,0.142642535,0.103626329,0.094715909,0.107610155,0.123411118,0.17721502,0.143471613,0.151072282,0.201762603,0.259969731,0.213102615,0.2153655,0.194028117,0.175857875,0.154119574,0.158357384,0.156086957,0.139305507,0.139058632,0.14964885,0.189216069,0.205516798,0.163826965,0.133415631,0.100534754,0.094948421,0.078753283,0.081776976,0.105058317,0.135437268,0.188885496,0.291752011,0.262122882,0.304412678,0.265161416,0.252549226,0.215335654,0.224152404,0.21745645,0.1745727,0.146361224,0.127136735,0.163820408,0.172811781,0.185477551,0.15985102,0.13974375,0.15356,0.113302222,0.09038,0.101404229,0.098433333,0.12758,0.220224444,0.331877778,0.298675556,0.285157778,0.288463088,0.314706818,0.297600587,0.24265,0.212275556,0.169506667,0.135362222,0.118266667,0.116391111,0.1143,0.124073333,0.177595556,0.175049993,0.189726667,0.158336957,0.106768085,0.094817021,0.092039583,0.10146875,0.186761646,0.22198193,0.236638608,0.348005221,0.445857447,0.352390142,0.362514707,0.313238676,0.303034074,0.218854212,0.160020293,0.138879352,0.151830131,0.116069565,0.120634783,0.159060848,0.176333202,0.165128585,0.157828261,0.147709157,0.127466967,0.137189397,0.230456522,0.137731651,0.137346158,0.151091417,0.248113436,0.257728625,0.38990259,0.455960788,0.464725813,0.434647255,0.401992334,0.33564353,0.284085046,0.241642426,0.229970354,0.222601142,0.191041462,0.185119478,0.163392637,0.146189946,0.115742357,0.102810304,0.084829206,0.077325773,0.103895556,0.09987507,0.121122222,0.17297746,0.153231342,0.214266658,0.232659175,0.254547094,0.232182373,0.216980018,0.238601838
Acrylonitrile（μg/m3）,0.095324964,0.110651684,0.09770238,0.093139385,0.067194319,0.063385444,0.093992326,0.098292623,0.094921382,0.059338267,0.054246894,0.07987486,0.093314693,0.127647165,0.121455483,0.147947255,0.148734055,0.164798012,0.176231164,0.160310965,0.10131525,0.129306185,0.09678937,0.097988507,0.075370894,0.0920648,0.085444969,0.069778804,0.06033132,0.066897583,0.119548779,0.138742419,0.131850297,0.082861503,0.071509024,0.097406061,0.090511267,0.091212235,0.082183105,0.119416023,0.133272903,0.111953601,0.065465115,0.076803197,0.054333662,0.104297409,0.119228611,0.097021068,0.100127753,0.073907701,0.092741471,0.08121237,0.072747442,0.066585164,0.080776819,0.094169485,0.081936119,0.093502198,0.074453225,0.060066724,0.094194721,0.078589999,0.101884739,0.089028629,0.104309284,0.147649306,0.1545484,0.191211106,0.165403404,0.219991077,0.281739731,0.120077116,0.122151303,0.106091588,0.069505978,0.067506332,0.074576054,0.068526994,0.088607236,0.08651317,0.086846736,0.089301108,0.092924192,0.100631783,0.083129978,0.075971484,0.07188574,0.086091193,0.122212131,0.153228699,0.16126364,0.134850421,0.144162872,0.114420088,0.153978152,0.152885603,0.113785192,0.097576462,0.090193915,0.064432543,0.056546081,0.057850625,0.053362222,0.068691293,0.061330556,0.059913655,0.06022317,0.08487703,0.082931417,0.074359311,0.161239255,0.167984721,0.182042421,0.176063421,0.167577339,0.193868404,0.148396727,0.141124456,0.138077257,0.164057442,0.139813255,0.106345782,0.083681124,0.072199258,0.076008653,0.074650034,0.080060352,0.07731606,0.08942348,0.100745417,0.091053944,0.086876759,0.111429442,0.133832743,0.098231984,0.119658749,0.101148107,0.139289268,0.107686888,0.114853887,0.179783138,0.179492797,0.139034411,0.156878468,0.155544852,0.138409029,0.130498868,0.127745467,0.096586808,0.122963516,0.092623435,0.113094474,0.126895139,0.073339167,0.073984093,0.082924108,0.084285568,0.096069112,0.099868453,0.106269362,0.14006596,0.117849234,0.137553329,0.13235662,0.106375637,0.11966845,0.114666614,0.093024215
Dichloromethane（μg/m3）,1.763140245,2.164759421,1.859428787,1.913160684,1.894805797,2.172903973,1.840728459,1.917932067,1.896663807,2.18747409,2.59619135,2.785250757,2.323221264,2.64353641,2.729071405,2.690485965,3.914210827,3.363961108,2.428894984,2.883863018,2.486543336,2.754810885,2.541331289,3.201910233,3.303585643,3.292225211,3.211349155,3.105747326,2.918897396,3.067386147,3.454555442,2.944305889,2.939183574,3.809857368,4.124300845,2.671272676,2.64838309,2.110496301,2.949329381,2.327235005,2.371882853,2.292299804,1.890132731,2.198991086,2.057963725,2.034596993,2.051105837,1.894451963,2.390055272,2.380438681,3.094384184,3.007646271,2.846433249,2.862114093,3.34853861,3.345574309,2.560033188,2.692805466,2.902312696,2.149983831,2.403327977,2.271329059,2.328301128,2.477477047,3.601391246,2.80409195,2.390745343,2.114010262,2.263023872,2.580789837,2.517877621,2.541603383,2.426760671,2.842110473,2.46207404,2.357969534,2.655471421,2.830106406,2.868186443,2.797317081,2.641698031,2.224894786,2.62710636,2.23743627,2.521758629,2.088444321,2.77725203,2.377254538,3.007980187,3.926806371,3.155714585,2.768893728,3.060695619,3.467885461,3.142734329,3.004280567,3.180968668,3.010200803,2.760939463,2.783163651,2.544298959,2.876187753,2.875065993,2.678267522,2.72256,2.689729449,2.707825876,2.320544371,2.361293715,2.377653293,2.375229398,2.498370236,2.384772042,2.974463937,2.394905212,2.811597563,2.437035383,3.034161625,4.216977396,3.128826713,3.043990887,3.666520434,3.207221011,3.324640467,2.902972832,3.330059697,3.632712858,3.179818169,3.088552104,3.117815551,2.694912021,2.45652498,2.439914435,2.138057957,2.123201261,2.308960046,2.087988587,1.981852144,2.726379795,2.717908439,2.759811071,3.618878856,3.429444302,3.671385632,2.944511051,3.144610734,2.935541986,2.917048726,3.006536617,3.009814986,3.111314673,2.732886077,2.563828796,2.23531998,1.729777679,1.521383246,1.414902005,1.343594643,1.386600741,1.270414264,1.546887005,1.326281445,1.407785822,1.443843709,1.525978039,1.604074026,1.551551952,1.691698533
"1,1-Dichloroethane（μg/m3）",0.031884444,0.031851111,0.031466667,0.032315909,0.03235,0.030831818,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031807895,0.03,0.03,0.03,0.031715789,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031086364,0.031040909,0.03092,0.031211111,0.031106522,0.031322222,0.031671739,0.031819565,0.031526087,0.031528261,0.031778261,0.03175,0.031880435,0.031523913,0.031484783,0.03135,0.031506522,0.031458696,0.031395652,0.031436957,0.031454348,0.031093478,0.030957447,0.030832653,0.030770833,0.030946,0.030938,0.030956,0.030988,0.03508,0.031093878,0.030755102,0.03064898,0.030642857,0.030714286,0.030812245,0.030783673,0.030763265,0.030736735,0.03074898,0.030832653,0.030763265,0.030814286,0.030869388,0.030838776,0.030883333,0.030784444,0.030935556,0.03,0.03,0.030773333,0.030735556,0.030768889,0.030886667,0.030737778,0.03,0.0307,0.030784091,0.03,0.030786364,0.030702222,0.03068,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0307,0.030691489,0.030720833,0.0307375,0.030753191,0.032334043,0.030693617,0.030785106,0.030757447,0.030742553,0.030826087,0.0308,0.030776087,0.030876087,0.030730435,0.030736957,0.030776087,0.030730435,0.030828261,0.030780435,0.030730435,0.03068913,0.03083913,0.030745652,0.03,0.03,0.03,0.03,0.03,0.03,0.031595652,0.03,0.03,0.03,0.03,0.03078913,0.030791304,0.03,0.03068913,0.03,0.03,0.030845652,0.030741304,0.030721739,0.030684783,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.039682222,0.03,0.030742222,0.03252
Chloroform（μg/m3）,0.32830933,0.33721039,0.332284351,0.339422186,0.323274074,0.367857714,0.328734793,0.366916978,0.319771093,0.29551391,0.354477694,0.283268794,0.29609453,0.368486601,0.341029276,0.357965436,0.297120348,0.293936224,0.323339564,0.340793796,0.340415521,0.361846523,0.358624679,0.364338571,0.33108955,0.36254789,0.308846519,0.371090716,0.302147864,0.325888531,0.374647875,0.304909521,0.340576975,0.357493705,0.355089467,0.30983764,0.397848675,0.308039667,0.319815464,0.30615289,0.337268075,0.281906967,0.276665087,0.261807905,0.276421493,0.338261107,0.32785353,0.32328507,0.319864343,0.306621655,0.334131614,0.349880226,0.349693716,0.352004595,0.37648683,0.354135544,0.321255874,0.379803901,0.417299407,0.285636207,0.262299895,0.247143456,0.330012125,0.285273658,0.276922741,0.324611471,0.423113142,0.409727778,0.330877672,0.375687307,0.353996848,0.364276252,0.396409743,0.439349922,0.350731292,0.33079897,0.399957712,0.361746988,0.355878045,0.328681643,0.374304304,0.413475608,0.351466869,0.314901517,0.319615721,0.305835393,0.285582458,0.313774406,0.313910098,0.370490064,0.392930744,0.374353599,0.352888017,0.419222164,0.411130448,0.391267948,0.391610125,0.396719743,0.346709884,0.368874707,0.29614663,0.343842938,0.369131376,0.368748155,0.34892714,0.412146503,0.325926731,0.334820667,0.311699448,0.388525932,0.335153302,0.320102229,0.369779217,0.358770715,0.350435075,0.354066161,0.353365704,0.378826203,0.364928884,0.405333532,0.426997421,0.40238626,0.349892282,0.390853345,0.327502552,0.343881998,0.336478804,0.330321698,0.347605676,0.315655845,0.287443934,0.27981806,0.288254533,0.256567265,0.261732642,0.264108576,0.261845625,0.286876671,0.315942228,0.353320566,0.356824632,0.379818811,0.397601849,0.408528956,0.410570611,0.375679197,0.361795395,0.363909019,0.392685129,0.36957164,0.391598686,0.355851416,0.330659493,0.334546132,0.269611467,0.242449143,0.235301339,0.229498105,0.408295756,0.233876208,0.249188212,0.257716673,0.319348621,0.297994849,0.313815687,0.329590822,0.323778429,0.321330437
"1,2-Dichloroethane（μg/m3）",0.220200919,0.238959952,0.228451398,0.231141317,0.219684717,0.211336904,0.20296926,0.195450824,0.190968883,0.174173782,0.174348425,0.166464792,0.173936238,0.171875966,0.162803194,0.170917875,0.15899505,0.169015266,0.174463545,0.161928798,0.156367696,0.161141455,0.166416749,0.187916377,0.185498671,0.162689792,0.201061388,0.201903539,0.170466447,0.15214683,0.154683538,0.146588812,0.151374081,0.156392582,0.139775736,0.162184811,0.148887031,0.144632292,0.138563958,0.136201147,0.134876521,0.143212866,0.14753585,0.15283261,0.154281626,0.15743241,0.157614197,0.164776349,0.167089762,0.160913333,0.163548323,0.161941641,0.164015686,0.168257329,0.164753711,0.165101754,0.163504003,0.158893534,0.174496275,0.16078032,0.158818795,0.161264753,0.166925824,0.161770611,0.160871278,0.179114757,0.189447688,0.180684754,0.165799532,0.165463353,0.162091102,0.156585079,0.159828746,0.161557489,0.154531123,0.150081569,0.15960452,0.163415002,0.163661871,0.167419727,0.171616876,0.174771674,0.179216088,0.171991728,0.169755528,0.198546967,0.194862084,0.206784885,0.193832393,0.187761516,0.182855562,0.177484559,0.170079915,0.163124446,0.159382715,0.157532424,0.15787106,0.150511719,0.146385617,0.148744151,0.147027836,0.148432965,0.146325373,0.151727304,0.146680845,0.146978025,0.147339841,0.145932282,0.146944927,0.15613273,0.160213546,0.166553088,0.165389678,0.175159849,0.171009008,0.176952369,0.184009948,0.18573504,0.204771085,0.204664284,0.203903404,0.195490519,0.170503077,0.177504603,0.166413944,0.164485476,0.168652725,0.171299408,0.17548543,0.177135131,0.172905379,0.171442091,0.170813976,0.170822975,0.170053739,0.167731358,0.164681484,0.16479327,0.170692593,0.166000295,0.172721054,0.176207396,0.171503616,0.172295224,0.171773209,0.170399655,0.174234919,0.178523033,0.183732481,0.179011039,0.175247617,0.171340024,0.175084786,0.175758906,0.178909418,0.175796086,0.180092123,0.179001921,0.173140751,0.173511431,0.186254288,0.202226906,0.22650063,0.21158249,0.212426574,0.206133553,0.207455062,0.205848444
Benzene（μg/m3）,1.226063045,1.182036379,1.045719321,1.082837202,1.02211751,1.071000014,1.094341887,1.201773912,1.140230196,1.048536192,1.062412046,1.047488292,1.119507701,1.152093902,1.247600176,1.280099229,1.303052911,1.386386589,1.469194769,1.704412757,1.715562178,1.493236072,1.365869242,1.249940246,1.09978264,1.029886643,0.967721143,0.94002226,0.946085086,0.961137915,1.098093845,1.143971798,1.161458387,1.094916516,1.1036262,1.018815382,0.928920698,0.968355512,0.973007337,0.997429244,1.066659677,1.145527664,1.034773534,1.075852116,1.228847843,1.054087235,1.121861343,1.073813243,0.922302843,0.90620392,0.929897343,0.994744582,0.977509964,0.959985985,1.02909829,1.157388049,1.115557137,1.1531794,1.042943871,0.926824285,0.999853553,0.964062489,0.956624356,0.966907627,1.018398199,1.241023118,1.320962558,1.40277767,1.314078606,1.372847454,1.295265394,1.155130728,1.226800273,1.177092998,1.036167244,0.987574689,0.932928313,1.026360416,1.085052399,1.076683613,1.062216766,1.068373952,1.151539863,1.041186765,0.938009471,1.067475049,1.013060582,1.031521423,1.242801829,1.401810115,1.462464184,1.482654643,1.540621221,1.420068031,1.443787455,1.29932431,1.23582219,1.104557256,1.009474652,1.005911022,0.932054573,1.025585209,0.994490444,1.127498009,1.096201185,1.088089155,1.075404042,1.013364625,0.992109234,1.010226899,1.083736395,1.302759809,1.273139217,1.286533272,1.41370325,1.576031106,1.52339532,1.510345557,1.497682524,1.417519427,1.286908961,1.227109346,1.154326503,1.094520631,1.053893096,1.04512572,1.120414873,1.203644386,1.162830932,1.157662849,1.161034062,1.095541067,1.092895198,1.191309296,1.16718761,1.189266198,1.19179531,1.349510269,1.362601303,1.524246195,1.492482526,1.572369762,1.611971539,1.54348418,1.489543582,1.394361183,1.340377595,1.262180735,1.238628716,1.198432237,1.202918424,1.163987953,1.155135319,1.122938744,1.038160616,0.994082399,0.969358721,1.030670089,1.042435768,1.063537321,1.234234763,1.19584225,1.430147305,1.385449657,1.453895853,1.409971125,1.302109897,1.262332542
Carbon Tetrachloride（μg/m3）,1.026678392,1.03208539,1.035904406,1.035344637,1.03090128,1.035037205,1.044793894,1.038931287,1.035178544,0.995075346,1.010469622,1.005535811,1.00317103,1.003810699,1.001084668,1.013527061,0.983718739,0.979244281,0.987238091,0.990291699,0.994516311,0.985208379,0.997565277,0.993959684,1.002304175,0.99560948,1.00465986,1.003534319,0.999463818,0.995440993,1.005577535,1.005101183,0.999004925,0.998250243,0.953307851,0.954749412,0.943814051,0.951810347,0.936580076,0.934619082,0.929824441,0.9279501,0.934542391,0.94963373,0.945876375,0.952296388,0.952604049,0.959650384,0.961904719,0.970600753,0.95822753,0.96348789,0.955474185,0.948954819,0.952836564,0.940255544,0.948104626,0.957818139,0.94810862,0.937604465,0.94695794,0.9411287,0.927625569,0.956247527,0.9387934,0.929874329,0.960934945,0.952785306,0.945547896,0.945535454,0.947271061,0.939068395,0.952645671,0.944756312,0.956502009,0.946727055,0.943040243,0.943291023,0.941359849,0.944087488,0.952556001,0.965199693,0.954641783,0.952180191,0.962138618,0.967197306,0.968837759,0.959540412,0.968082925,0.959299426,0.953796216,0.958052924,0.949799026,0.953519769,0.939213911,0.974958742,0.965328259,0.956574945,0.957133739,0.954553684,0.959378441,0.961758789,0.956451572,0.945676784,0.956879239,0.962516569,0.955563371,0.942577869,0.949015725,0.948069104,0.973865651,0.967091785,0.982976969,0.989468802,0.964070935,0.954164073,0.957486887,0.988400708,0.982100118,0.976365927,0.981564976,0.979164172,0.985494116,0.979828163,0.985320024,0.986443062,0.986111008,0.983901566,0.986372181,0.99902243,0.99522668,0.999329809,1.004318472,1.009369649,1.000891976,0.992343686,0.994082463,0.993724654,0.987280607,0.991883594,0.989008618,0.98033873,0.995050423,0.996341135,1.000351677,1.019774479,1.005898436,1.01688254,1.021561243,1.022818432,1.030556474,1.011535343,1.007302579,1.019033812,1.032163753,1.026758309,1.024749907,1.023219395,1.031925766,1.027280188,1.021839994,1.017618196,1.008233097,1.021469323,1.033796006,1.014570383,1.027878829,1.021596166
