ID,RegYear,RegMonth,RegDay,RegHour,RegWeek,OpeDate,MeasName,Benzene,Trichloroethene,Tetrachloroethene,Dichloromethane,Vinylchloride,"1,3-Butadiene",Acrylonitrile,Chloroform,"1,2-Dichloroethane",Toluene,m+p-Xylene,o-Xylene,total-Xylen,Ethylbenzene,Styrene,"1,1-Dichloroethane",Carbon Tetrachloride
,,,,,,,検出下限値,0.09,0.017,0.014,0.16,0.012,0.11,0.02,0.05,0.04,0.011,0.026,0.014,0.040,0.01,0.003,0.06,0.015
,,,,,,,ND数,3,2,2,2164,688,1395,0,2,2,0,2,2,2,2,0,2350,2
,,,,,,,欠測数,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375,6375
,,,,,,,平均値,0.189,0.632,0.224,0.668,0.107,0.705,1.469,0.338,0.779,5.826,0.976,0.348,1.324,1.166,0.084,0.087,1
1,2020,4,1,1,水,2020/4/1 1:00,品川区豊町,,,,,,,,,,,,,,,,,
2,2020,4,1,2,水,2020/4/1 2:00,品川区豊町,,,,,,,,,,,,,,,,,
3,2020,4,1,3,水,2020/4/1 3:00,品川区豊町,,,,,,,,,,,,,,,,,
4,2020,4,1,4,水,2020/4/1 4:00,品川区豊町,,,,,,,,,,,,,,,,,
5,2020,4,1,5,水,2020/4/1 5:00,品川区豊町,,,,,,,,,,,,,,,,,
6,2020,4,1,6,水,2020/4/1 6:00,品川区豊町,,,,,,,,,,,,,,,,,
7,2020,4,1,7,水,2020/4/1 7:00,品川区豊町,,,,,,,,,,,,,,,,,
8,2020,4,1,8,水,2020/4/1 8:00,品川区豊町,,,,,,,,,,,,,,,,,
9,2020,4,1,9,水,2020/4/1 9:00,品川区豊町,,,,,,,,,,,,,,,,,
10,2020,4,1,10,水,2020/4/1 10:00,品川区豊町,,,,,,,,,,,,,,,,,
11,2020,4,1,11,水,2020/4/1 11:00,品川区豊町,,,,,,,,,,,,,,,,,
12,2020,4,1,12,水,2020/4/1 12:00,品川区豊町,,,,,,,,,,,,,,,,,
13,2020,4,1,13,水,2020/4/1 13:00,品川区豊町,,,,,,,,,,,,,,,,,
14,2020,4,1,14,水,2020/4/1 14:00,品川区豊町,,,,,,,,,,,,,,,,,
15,2020,4,1,15,水,2020/4/1 15:00,品川区豊町,,,,,,,,,,,,,,,,,
