規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,令和４,2022,4月,104.7,1.4,104.1,107.5,100,97.3,101.8,107.7,105.8,96.9,114.6,104.3,133.6,105.2,113.8,98.9,97.2,101.8
５人以上,令和４,2022,5月,102.8,1.7,104.6,103.1,98,97.1,99.2,104.9,104.2,93.2,112.9,101.6,136.8,106.1,111.6,96.6,98.4,101.7
５人以上,令和４,2022,6月,102.8,1.7,103.6,105.4,99.1,97.6,99.8,105.6,103.9,93.3,109.4,102.5,133.8,107,108.1,99.1,98.9,100.8
５人以上,令和４,2022,7月,104.1,2.2,106.8,108.1,99.2,99.5,100.1,108.2,104.6,96.1,110.2,99.5,134.9,108.5,112.3,104.4,92.1,102.7
５人以上,令和４,2022,7月（前年同月比（％））,－,－,－,9.3,-1.6,-7,-0.3,8,1.8,3.9,3.9,3.4,23.1,-0.5,14.8,-1.1,-7.8,-1.9
30人以上,平成28,2016,年平均,99.8,-0.3,－,98.8,101.5,99.2,96.9,115.6,92.1,94.9,100,99.8,118.9,78.7,108.2,95.6,104.4,101.2
30人以上,平成29,2017,年平均,100.2,0.4,－,100.2,102.6,100.1,97.8,115.7,95.3,93.9,102.8,96.7,115.2,76.9,108.4,96.8,99.9,98.6
30人以上,平成30,2018,年平均,100.8,0.5,－,94.9,102.7,107.9,99,110.9,102.1,97.5,104.2,98,122.6,83.6,105.3,99.8,114.4,98.4
30人以上,平成31・令和元,2019,年平均,100.9,0.1,－,104.6,103.4,110,101.1,109.9,97.8,99.6,100.8,103.4,112.7,83.7,101.4,98.5,102.8,101.3
30人以上,令和２,2020,年平均,100,-0.8,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,令和３,2021,年平均,101.6,1.5,－,100.1,101.1,95.7,99.9,99.8,102.8,91.4,104.3,96.8,116.8,105.4,103.2,106.5,101.1,104.2
30人以上,令和３,2021,7月,102.3,2.3,－,99.3,101.3,96,100.1,100.8,103.8,92.4,104.1,95,122.1,110.7,101.2,107.4,100.9,106.9
30人以上,令和３,2021,8月,101,1.5,－,97.9,99.7,94.8,100.2,99.2,103.9,90.9,103.5,91,119.7,108.5,104.7,102.6,92.6,104.4
30人以上,令和３,2021,9月,101.5,0.8,－,97.7,100.4,96.3,99.6,101.7,103.4,90,104.9,92.2,117.8,110.8,105.6,106.1,100.8,104.2
30人以上,令和３,2021,10月,103.4,2.6,－,103.6,103.2,97.8,100.8,100.7,105.1,94,106.8,97.5,115.7,107.8,100.1,111.9,100.4,105.4
30人以上,令和３,2021,11月,101.7,1,－,103.7,101.5,95.9,100,102.2,103.3,92.2,107.1,96.9,118.5,95.8,102.5,103.7,99.2,103
30人以上,令和３,2021,12月,101.9,1.2,－,102.1,101.9,95.4,99.4,105.4,102.6,91.6,105.4,96.1,116.4,98.9,101.6,105.6,104.3,106
30人以上,令和４,2022,1月,102.4,2.2,98,108.2,101.7,100.9,99.6,105.7,103.2,89.2,108.6,100.8,151.6,93.8,110.9,98.5,96.1,101.5
30人以上,令和４,2022,2月,102.3,2.8,102.6,109.6,101.5,102.3,100.1,98.4,102.8,90.9,107.7,100.7,146.1,96.9,112.5,98.6,93.1,102.7
30人以上,令和４,2022,3月,104.9,3.1,99.6,112.8,102,105.9,101.1,110.9,103.4,91.8,110.4,103.3,158.4,96.6,116.9,102.9,97,105.7
30人以上,令和４,2022,4月,106.6,3,104.1,112.6,103,102.9,102.8,110.4,108.4,94.6,111,105.2,159,102.5,121.9,99.3,96.9,104.4
30人以上,令和４,2022,5月,104.2,3,104.6,107.6,100.7,102.2,99.9,107.3,105.8,90.5,109.5,102.5,159.6,102.9,119.1,96.9,98,104.7
30人以上,令和４,2022,6月,104.2,3.3,103.6,109.7,101.6,102.6,100.5,108,105.2,91,107.6,103,157,105.4,114.6,99.5,96.5,103.3
30人以上,令和４,2022,7月,105.5,3.1,106.8,111.5,101.8,102.4,101,110.1,106.5,92.8,108.8,99,155.5,112.1,114.2,105.4,86.8,106.4
30人以上,令和４,2022,7月（前年同月比（％））,－,－,－,12.3,0.5,6.7,0.9,9.2,2.6,0.4,4.5,4.2,27.4,1.3,12.8,-1.9,-14,-0.5
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年７月分,,,,,,,,,,,,,,,,,,,,,
第13表　規模、産業別名目賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,,,
（令和２年平均＝100）,,,,,,,,,,,,,,,,,,,,,
