事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成29,2017,年平均,102.3,－,100.1,104.5,97.4,98.7,114.4,98.8,100,103.8,99.2,119.7,87.9,109.8,101.7,98.1,98.7
５人以上,平成30,2018,年平均,101,－,97.7,102.2,107,98.9,110.1,103.7,99.7,104.4,100.4,117.3,89.2,104.9,98.9,109.9,97
５人以上,平成31・令和元,2019,年平均,100.6,－,103.4,101.1,107.7,99.8,110.1,100.9,99.6,98.4,104.2,108.5,91.9,100.4,97,101.8,100.6
５人以上,令和２,2020,年平均,100,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,令和３,2021,年平均,101.6,－,99.9,101,107.2,100.1,99.9,101.9,91.7,106.4,97.7,109.4,105.3,99.5,105.6,100.4,103.4
５人以上,令和４,2022,年平均,100.4,101.9,103.6,96.4,95.3,97.3,103.8,101.1,91.9,108.2,98.5,129.6,102.2,107,98.1,93.8,98.6
５人以上,令和４,2022,1月,100.8,97.7,103.9,98.4,95.3,98.6,103.2,101.1,91,110.3,100,129.6,102.4,105.9,98,96.6,98.9
５人以上,令和４,2022,2月,100.1,101.8,104.7,98,95.2,98.3,97.2,100.5,92.3,109.9,99,124.6,100.9,105.7,97.6,93.8,99.1
５人以上,令和４,2022,3月,102,98.4,106.4,98,98.1,99.1,106.8,99.9,93.1,111.4,101.9,132.7,100.7,109,100.8,96.9,101.4
５人以上,令和４,2022,4月,102.7,102.2,105.5,98.1,95.5,99.9,105.7,103.8,95.1,112.5,102.4,131.1,103.2,111.7,97.1,95.4,99.9
５人以上,令和４,2022,5月,100.6,102.3,100.9,95.9,95,97.1,102.6,102,91.2,110.5,99.4,133.9,103.8,109.2,94.5,96.3,99.5
５人以上,令和４,2022,6月,100.6,101.4,103.1,97,95.5,97.7,103.3,101.7,91.3,107,100.3,130.9,104.7,105.8,97,96.8,98.6
５人以上,令和４,2022,7月,101.4,104,105.3,96.6,96.9,97.5,105.4,101.9,93.6,107.3,96.9,131.4,105.6,109.3,101.7,89.7,100
