規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,調査産業計,367092,448841,265344,342535,415445,251788,317121,25414,24557,33396,13556
５人以上,"鉱業,採石業,砂利採取業",611299,662552,480974,592850,644267,462109,543284,49566,18449,18285,18865
５人以上,建設業,455195,487847,323008,434766,465886,308782,400280,34486,20429,21961,14226
５人以上,製造業,407145,461759,290022,389230,441899,276277,364434,24796,17915,19860,13745
５人以上,電気・ガス・熱供給・水道業,493728,507955,418763,467689,483619,383752,413630,54059,26039,24336,35011
５人以上,情報通信業,477741,526319,369303,424198,465559,331868,386595,37603,53543,60760,37435
５人以上,"運輸業,郵便業",374975,404264,288161,361679,389569,279012,313696,47983,13296,14695,9149
５人以上,"卸売業,小売業",370457,461210,257518,344617,425888,243479,323105,21512,25840,35322,14039
５人以上,"金融業,保険業",520127,673798,357265,481703,610271,345446,441918,39785,38424,63527,11819
５人以上,"不動産業,物品賃貸業",440453,498938,328348,396138,449106,294608,362687,33451,44315,49832,33740
５人以上,"学術研究,専門・技術サービス業",491091,587481,361800,444568,527298,333600,413315,31253,46523,60183,28200
５人以上,"宿泊業,飲食サービス業",160387,206979,121322,156921,201772,119315,149155,7766,3466,5207,2007
５人以上,"生活関連サービス業,娯楽業",277760,327636,240996,254019,292519,225640,236523,17496,23741,35117,15356
５人以上,"教育,学習支援業",374895,440840,299895,331081,383475,271493,321937,9144,43814,57365,28402
５人以上,"医療,福祉",279604,372250,249991,273053,361551,244766,258508,14545,6551,10699,5225
５人以上,複合サービス事業,366355,435237,267485,335557,398552,245137,309856,25701,30798,36685,22348
５人以上,サービス業（他に分類されないもの）,285299,341332,226267,279854,333893,222923,254305,25549,5445,7439,3344
30人以上,調査産業計,412787,492049,303403,381973,452126,285160,351066,30907,30814,39923,18243
30人以上,"鉱業,採石業,砂利採取業",611299,662552,480974,592850,644267,462109,543284,49566,18449,18285,18865
30人以上,建設業,495290,532145,343239,475822,510842,331340,433240,42582,19468,21303,11899
30人以上,製造業,442960,493485,326428,421463,470158,309151,391442,30021,21497,23327,17277
30人以上,電気・ガス・熱供給・水道業,525647,535177,474832,492887,504617,430344,430013,62874,32760,30560,44488
30人以上,情報通信業,493313,541949,382054,433636,474848,339360,393260,40376,59677,67101,42694
30人以上,"運輸業,郵便業",385281,416819,293408,372503,401478,288098,321421,51082,12778,15341,5310
30人以上,"卸売業,小売業",435656,522505,312097,405039,485066,291187,377837,27202,30617,37439,20910
30人以上,"金融業,保険業",543554,702404,369908,498946,628507,357318,454809,44137,44608,73897,12590
30人以上,"不動産業,物品賃貸業",465778,527013,351349,407929,460971,308810,373229,34700,57849,66042,42539
30人以上,"学術研究,専門・技術サービス業",530297,633306,392945,471919,558364,356654,434288,37631,58378,74942,36291
30人以上,"宿泊業,飲食サービス業",229262,306585,163104,220697,293458,158443,210919,9778,8565,13127,4661
30人以上,"生活関連サービス業,娯楽業",319467,396631,247913,276940,338972,219417,248784,28156,42527,57659,28496
30人以上,"教育,学習支援業",441790,497494,367148,385544,428338,328201,375264,10280,56246,69156,38947
30人以上,"医療,福祉",310377,384591,281199,301358,371563,273756,282333,19025,9019,13028,7443
30人以上,複合サービス事業,371108,425740,240172,345983,395650,226947,309631,36352,25125,30090,13225
30人以上,サービス業（他に分類されないもの）,279804,335604,224179,274980,328739,221390,249298,25682,4824,6865,2789
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年４月分,,,,,,,,,,,,
第１表  規模、産業、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,,
