事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,平成29,2017,年平均,462436,556518,317098,359255,427232,254244,333689,25566,103181,129286,62854
30人以上,TL 調査産業計,平成30,2018,年平均,467598,563389,325098,361009,428750,260237,335576,25433,106589,134639,64861
30人以上,TL 調査産業計,平成31・令和元,2019,年平均,466397,562284,324423,361562,429711,260658,334350,27212,104835,132573,63765
30人以上,TL 調査産業計,令和２,2020,年平均,457856,547459,323332,358390,422798,261692,333481,24909,99466,124661,61640
30人以上,TL 調査産業計,令和３,2021,年平均,462052,549107,333955,363963,426438,272033,337274,26689,98089,122669,61922
30人以上,TL 調査産業計,令和４,2022,年平均,481344,577280,346530,374089,441237,279730,345861,28228,107255,136043,66800
30人以上,TL 調査産業計,令和４,2022,1月,383604,454496,282926,366828,433768,271763,339875,26953,16776,20728,11163
30人以上,TL 調査産業計,令和４,2022,2月,380211,450413,280782,366498,433236,271975,340149,26349,13713,17177,8807
30人以上,TL 調査産業計,令和４,2022,3月,426950,510503,307756,375826,443937,278661,347371,28455,51124,66566,29095
30人以上,TL 調査産業計,令和４,2022,4月,412787,492049,303403,381973,452126,285160,351066,30907,30814,39923,18243
30人以上,TL 調査産業計,令和４,2022,5月,399704,472306,296649,373392,438903,280403,345016,28376,26312,33403,16246
30人以上,TL 調査産業計,令和４,2022,6月,769099,943478,524451,373586,439522,281079,346022,27564,395513,503956,243372
30人以上,TL 調査産業計,令和４,2022,7月,532355,647060,372265,378064,446040,283192,349086,28978,154291,201020,89073
30人以上,TL 調査産業計,令和４,2022,8月,385437,455295,287944,373078,440395,279132,346079,26999,12359,14900,8812
30人以上,TL 調査産業計,令和４,2022,9月,396261,467900,295241,374580,440246,281982,347382,27198,21681,27654,13259
30人以上,TL 調査産業計,令和４,2022,10月,390370,460191,292569,376886,443870,283058,348094,28792,13484,16321,9511
30人以上,TL 調査産業計,令和４,2022,11月,399460,473544,297223,374098,442187,280134,345065,29033,25362,31357,17089
30人以上,TL 調査産業計,令和４,2022,12月,894360,1091917,614448,374206,440758,279911,345088,29118,520154,651159,334537
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,727494,801759,515086,546027,598271,396602,518096,27931,181467,203488,118484
30人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,802882,863788,591888,577972,621460,427321,545840,32132,224910,242328,164567
30人以上,"C 鉱業,採石業,砂利採取業",令和２,2020,年平均,825999,889972,607677,569232,609297,432501,534408,34824,256767,280675,175176
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,年平均,810732,886749,592801,567888,614807,433377,527454,40434,242844,271942,159424
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,年平均,774705,848328,564395,594183,642356,456572,551992,42191,180522,205972,107823
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,1月,577893,632044,434332,557783,607093,427056,516181,41602,20110,24951,7276
