事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,TL 調査産業計,平成29,2017,年平均,544820,417697,386980,30717,127123,118719,115426,111351,4075,3293
30人以上,TL 調査産業計,平成30,2018,年平均,553199,420745,390281,30464,132454,125365,122183,116862,5321,3182
30人以上,TL 調査産業計,平成31・令和元,2019,年平均,552200,421993,389263,32730,130207,122787,119557,114443,5114,3230
30人以上,TL 調査産業計,令和２,2020,年平均,539386,416925,387050,29875,122461,119138,115205,110928,4277,3933
30人以上,TL 調査産業計,令和３,2021,年平均,535924,417072,385427,31645,118852,127901,123728,119457,4271,4173
30人以上,TL 調査産業計,令和４,2022,年平均,555851,426411,393199,33212,129440,135819,131450,126339,5111,4369
30人以上,TL 調査産業計,令和４,2022,1月,439674,419553,387789,31764,20121,128233,126692,121649,5043,1541
30人以上,TL 調査産業計,令和４,2022,2月,434313,417902,386897,31005,16411,126311,125256,120757,4499,1055
30人以上,TL 調査産業計,令和４,2022,3月,488769,427839,394395,33444,60930,128401,124633,120272,4361,3768
30人以上,TL 調査産業計,令和４,2022,4月,474357,437029,400435,36594,37328,133752,132458,127329,5129,1294
30人以上,TL 調査産業計,令和４,2022,5月,457375,425572,392202,33370,31803,134046,133029,127658,5371,1017
30人以上,TL 調査産業計,令和４,2022,6月,907665,426997,394490,32507,480668,149325,134689,129233,5456,14636
30人以上,TL 調査産業計,令和４,2022,7月,614032,428683,394830,33853,185349,140259,135062,129484,5578,5197
30人以上,TL 調査産業計,令和４,2022,8月,439388,424659,392953,31706,14729,134946,133594,128446,5148,1352
30人以上,TL 調査産業計,令和４,2022,9月,451498,425432,393562,31870,26066,136379,135328,130110,5218,1051
30人以上,TL 調査産業計,令和４,2022,10月,447160,430951,396973,33978,16209,133967,132785,127411,5374,1182
30人以上,TL 調査産業計,令和４,2022,11月,457159,426696,392395,34301,30463,136446,134338,129319,5019,2108
30人以上,TL 調査産業計,令和４,2022,12月,1051046,425629,391469,34160,625417,147221,129000,123922,5078,18221
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,728116,546464,518505,27959,181652,117294,117294,117294,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,808423,581695,549289,32406,226728,153129,141479,141458,21,11650
30人以上,"C 鉱業,採石業,砂利採取業",令和２,2020,年平均,831701,572695,537550,35145,259006,213524,197228,196833,395,16296
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,年平均,815349,570144,529299,40845,245205,385894,360313,357729,2584,25581
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,年平均,777019,595580,553158,42422,181439,369602,349547,347646,1901,20055
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,1月,579922,559603,517603,42000,20319,382897,382897,379518,3379,－
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,2月,586010,584449,539199,45250,1561,419091,419091,415636,3455,－
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,3月,572477,568967,523650,45317,3510,395000,395000,394533,467,－
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,4月,614718,596064,545973,50091,18654,303067,303067,300867,2200,－
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,5月,598191,598146,551792,46354,45,344385,344385,343539,846,－
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,6月,1370752,590308,555507,34801,780444,391000,391000,387500,3500,－
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,7月,732797,608640,567978,40662,124157,850750,397000,397000,－,453750
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,8月,605273,603507,564019,39488,1766,242750,242750,242750,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,9月,610135,608461,568933,39528,1674,256000,256000,253500,2500,－
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,10月,608418,606643,566426,40217,1775,174500,174500,167250,7250,－
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,11月,847637,596002,554322,41680,251635,190857,190857,190857,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,12月,1657602,632044,589068,42976,1025558,579000,579000,579000,－,－
30人以上,D 建設業,平成29,2017,年平均,565194,424728,376777,47951,140466,197125,187201,180476,6725,9924
30人以上,D 建設業,平成30,2018,年平均,567481,410748,358562,52186,156733,95370,89815,87612,2203,5555
30人以上,D 建設業,平成31・令和元,2019,年平均,621649,450377,400959,49418,171272,142800,129764,124405,5359,13036
30人以上,D 建設業,令和２,2020,年平均,588079,425779,380927,44852,162300,188685,170987,160424,10563,17698
30人以上,D 建設業,令和３,2021,年平均,575346,426215,381959,44256,149131,200620,184138,174463,9675,16482
30人以上,D 建設業,令和４,2022,年平均,640030,470394,429360,41034,169636,164997,156301,152434,3867,8696
30人以上,D 建設業,令和４,2022,1月,467418,462753,423764,38989,4665,154660,147711,144751,2960,6949
30人以上,D 建設業,令和４,2022,2月,472693,468697,429838,38859,3996,163393,156823,153869,2954,6570
30人以上,D 建設業,令和４,2022,3月,588184,481500,436836,44664,106684,162819,153489,148704,4785,9330
30人以上,D 建設業,令和４,2022,4月,500785,481109,437868,43241,19676,172926,165651,161717,3934,7275
30人以上,D 建設業,令和４,2022,5月,483962,459750,419643,40107,24212,159916,152139,148570,3569,7777
30人以上,D 建設業,令和４,2022,6月,1103279,468000,428754,39246,635279,189008,170451,167005,3446,18557
30人以上,D 建設業,令和４,2022,7月,714734,475602,433679,41923,239132,166614,157216,151878,5338,9398
30人以上,D 建設業,令和４,2022,8月,480932,469226,430226,39000,11706,152819,149486,146027,3459,3333
30人以上,D 建設業,令和４,2022,9月,474820,464324,425256,39068,10496,160646,158097,153788,4309,2549
