"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20210301","1","虎ノ門いきいきプラザ","23","467","493","504","480","264","501","2732"
"20210301","2","南桜公園管理棟","6","283","382","302","173","106","202","1454"
"20210301","3","生涯学習センター","2","71","128","117","85","98","207","708"
"20210301","4","福祉プラザさくら川","27","862","858","738","541","340","632","3998"
"20210301","5","エコプラザ","53","722","1219","1140","920","547","707","5308"
"20210301","6","障害保健福祉センター","70","753","1607","1392","928","409","421","5580"
"20210301","7","芝小学校","80","976","1544","1327","966","605","865","6363"
"20210301","8","港勤労福祉会館","21","332","392","314","324","233","869","2485"
"20210301","9","芝浦港南地区総合支所","56","1111","1856","1354","990","554","798","6719"
"20210301","10","三田中学校","20","247","313","301","227","134","304","1546"
"20210301","11","赤羽小学校","80","646","1146","1298","1039","596","1040","5845"
"20210301","12","豊岡いきいきプラザ","81","782","1296","1416","1137","695","1075","6482"
"20210301","13","御田小学校","31","302","436","578","469","324","550","2690"
"20210301","14","旧三光小学校（三光学童クラブ）","150","1185","1850","2340","1910","1096","1709","10240"
"20210301","15","旧神応小学校","62","624","1000","1223","874","579","1141","5503"
"20210301","16","白金小学校","132","908","1458","1786","1496","1001","1639","8420"
"20210301","17","高輪台小学校","111","888","1352","1728","1531","874","1560","8044"
"20210301","18","シティハイツ桂坂","61","520","879","990","811","521","853","4635"
"20210301","19","国民生活センタ－","77","580","667","973","964","583","996","4840"
"20210301","20","港南小学校","150","605","1009","2267","1605","789","1497","7922"
"20210301","21","六本木中学校","39","452","704","739","571","378","685","3568"
"20210301","22","麻布小学校","90","634","1013","1240","1114","574","835","5500"
"20210301","23","飯倉いきいきプラザ","66","809","1302","1265","846","404","675","5367"
"20210301","24","南山小学校","66","580","849","1084","921","529","835","4864"
"20210301","25","南麻布いきいきプラザ","108","1475","2425","2525","1618","891","1219","10261"
"20210301","26","本村小学校","76","667","912","1234","940","545","1102","5476"
"20210301","27","笄小学校","83","565","968","1279","1040","608","1031","5574"
"20210301","28","西麻布いきいきプラザ","34","521","689","721","536","310","539","3350"
"20210301","29","高陵中学校","48","388","540","808","662","380","635","3461"
"20210301","30","赤坂地区総合支所","35","482","587","607","557","346","468","3082"
"20210301","31","赤坂子ども中高生プラザ","56","932","1503","1392","1100","625","888","6496"
"20210301","32","赤坂小学校","62","615","1041","1281","1030","716","1124","5869"
"20210301","33","赤坂図書館","41","250","377","573","466","319","669","2695"
"20210301","34","青山小学校","47","214","366","581","550","361","852","2971"
"20210301","35","青南小学校","103","589","1019","1341","1161","801","1346","6360"
"20210301","36","赤坂子ども中高生プラザ青山館","14","73","133","150","167","154","329","1020"
"20210301","37","お台場学園","99","425","561","991","1173","451","487","4187"
"20210301","38","芝浦港南区民センター","87","758","1559","1654","1221","628","908","6815"
"20210301","39","品川インターシティB棟","27","177","428","541","531","298","297","2299"
"20210301","40","芝浦アイランド児童高齢者交流プラザ","107","790","1683","2262","1495","589","727","7653"
"20210301","41","シティハイツ港南","102","463","915","1464","1233","550","745","5472"
"20210301",,"在外選挙人名簿","0","22","128","325","346","155","169","1145"

"投票区別年代別名簿登録者数　令和3年3月1日時点","Ver202103",,,,,,,,,
