事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,12月,19.9,162.3,151.2,11.1,12.2,78,76.2,1.8
５人以上,"O 教育,学習支援業",平成30,2018,年平均,19.4,152.5,142,10.5,9.1,49.1,48.1,1
５人以上,"O 教育,学習支援業",平成31・令和元,2019,年平均,19.1,151.8,141.4,10.4,8,45.2,44.2,1
５人以上,"O 教育,学習支援業",令和２,2020,年平均,17.8,141.9,133.7,8.2,7.8,42.1,41.5,0.6
５人以上,"O 教育,学習支援業",令和３,2021,年平均,17.9,142,132.7,9.3,8.8,45.1,44.5,0.6
５人以上,"O 教育,学習支援業",令和４,2022,年平均,17.6,136.9,128.9,8,9.1,45.2,44.6,0.6
５人以上,"O 教育,学習支援業",令和５,2023,年平均,18.7,150.9,138.5,12.4,9.1,46.2,45.5,0.7
５人以上,"O 教育,学習支援業",令和５,2023,1月,17.4,140.2,130,10.2,8.3,41.5,41,0.5
５人以上,"O 教育,学習支援業",令和５,2023,2月,16.9,139.4,127.1,12.3,8.5,43.7,43,0.7
５人以上,"O 教育,学習支援業",令和５,2023,3月,19.4,156.9,145.1,11.8,9,46.9,46.1,0.8
５人以上,"O 教育,学習支援業",令和５,2023,4月,19.9,162.1,145.9,16.2,9.4,47.9,46.3,1.6
５人以上,"O 教育,学習支援業",令和５,2023,5月,18.9,152.6,140.4,12.2,8.9,43,42.5,0.5
５人以上,"O 教育,学習支援業",令和５,2023,6月,20.6,166.9,152.1,14.8,9.9,49.9,49.3,0.6
５人以上,"O 教育,学習支援業",令和５,2023,7月,19.3,153,142.2,10.8,9.5,49,48.2,0.8
５人以上,"O 教育,学習支援業",令和５,2023,8月,16,125.1,118,7.1,8.3,44.6,44,0.6
５人以上,"O 教育,学習支援業",令和５,2023,9月,19,152.8,141.2,11.6,9.2,47.9,47.4,0.5
５人以上,"O 教育,学習支援業",令和５,2023,10月,19.9,160.5,145.9,14.6,9.5,47.4,46.8,0.6
５人以上,"O 教育,学習支援業",令和５,2023,11月,19.6,157.7,143.6,14.1,9.2,46.7,46,0.7
５人以上,"O 教育,学習支援業",令和５,2023,12月,17.9,144,130.5,13.5,9,45.2,44.7,0.5
５人以上,"P 医療,福祉",平成30,2018,年平均,19.5,157.9,150.1,7.8,12.8,71.4,70.2,1.2
５人以上,"P 医療,福祉",平成31・令和元,2019,年平均,19.2,155.6,147.7,7.9,11.5,63.8,62.7,1.1
５人以上,"P 医療,福祉",令和２,2020,年平均,19.2,153.5,146.5,7,11.1,63.4,62.3,1.1
５人以上,"P 医療,福祉",令和３,2021,年平均,19.1,154,146.6,7.4,11.6,68.6,67.3,1.3
５人以上,"P 医療,福祉",令和４,2022,年平均,18.9,151.4,144,7.4,11.9,67.1,65.8,1.3
５人以上,"P 医療,福祉",令和５,2023,年平均,18.9,153.4,145.1,8.3,11.8,67.2,65.7,1.5
５人以上,"P 医療,福祉",令和５,2023,1月,17.9,144.5,136.9,7.6,10.9,65.5,64,1.5
５人以上,"P 医療,福祉",令和５,2023,2月,18.2,146.1,138.7,7.4,11.5,63.9,62.6,1.3
５人以上,"P 医療,福祉",令和５,2023,3月,19.2,157.8,149,8.8,12.4,68.3,66.7,1.6
５人以上,"P 医療,福祉",令和５,2023,4月,19.5,157.1,148.9,8.2,11.9,69.1,67.6,1.5
５人以上,"P 医療,福祉",令和５,2023,5月,18.8,152,143.9,8.1,12.1,67,65.5,1.5
５人以上,"P 医療,福祉",令和５,2023,6月,19.6,159.1,150.5,8.6,12.3,70.5,69,1.5
５人以上,"P 医療,福祉",令和５,2023,7月,19.1,155,146.2,8.8,11.7,65.5,64.1,1.4
５人以上,"P 医療,福祉",令和５,2023,8月,18.8,153.9,145.3,8.6,11.3,66.2,64.4,1.8
５人以上,"P 医療,福祉",令和５,2023,9月,18.8,153.1,144.5,8.6,11.7,66.4,64.9,1.5
５人以上,"P 医療,福祉",令和５,2023,10月,19.1,152.6,145.4,7.2,12.4,71.9,70.3,1.6
５人以上,"P 医療,福祉",令和５,2023,11月,19.1,155.2,146.5,8.7,11.7,65.5,64.2,1.3
５人以上,"P 医療,福祉",令和５,2023,12月,18.9,153.5,145.2,8.3,11.7,66.4,65,1.4
５人以上,Q 複合サービス事業,平成30,2018,年平均,19.1,161.6,146.9,14.7,17.8,111,104.7,6.3
５人以上,Q 複合サービス事業,平成31・令和元,2019,年平均,18.5,156.1,142.4,13.7,17.5,106.9,101.1,5.8
５人以上,Q 複合サービス事業,令和２,2020,年平均,18.5,152.7,142.5,10.2,17.3,102.8,97.3,5.5
５人以上,Q 複合サービス事業,令和３,2021,年平均,18.6,152.5,142.2,10.3,17.2,105,100.8,4.2
５人以上,Q 複合サービス事業,令和４,2022,年平均,18.5,153,142.5,10.5,16.8,104.5,99.6,4.9
５人以上,Q 複合サービス事業,令和５,2023,年平均,18.6,154.6,142.7,11.9,18,119.3,114.3,5
５人以上,Q 複合サービス事業,令和５,2023,1月,17.9,148.8,136.2,12.6,16,105,101.5,3.5
５人以上,Q 複合サービス事業,令和５,2023,2月,17.2,142,131,11,16.6,92.7,88.9,3.8
５人以上,Q 複合サービス事業,令和５,2023,3月,19.2,161.9,149.4,12.5,18.5,125,119.4,5.6
５人以上,Q 複合サービス事業,令和５,2023,4月,19,157.7,145.7,12,17.6,117.8,112.7,5.1
５人以上,Q 複合サービス事業,令和５,2023,5月,18.5,153.9,141.3,12.6,18.2,118.9,114.7,4.2
５人以上,Q 複合サービス事業,令和５,2023,6月,19.7,163.9,152.2,11.7,18.5,123.9,118.3,5.6
５人以上,Q 複合サービス事業,令和５,2023,7月,18.4,151.6,141.5,10.1,18.4,122.9,118.4,4.5
５人以上,Q 複合サービス事業,令和５,2023,8月,18.7,153.5,143.9,9.6,18.6,122.5,119.1,3.4
５人以上,Q 複合サービス事業,令和５,2023,9月,18.2,152,138.7,13.3,17.9,120.7,115.3,5.4
５人以上,Q 複合サービス事業,令和５,2023,10月,19.1,158.4,145.9,12.5,18.3,126.7,121.5,5.2
５人以上,Q 複合サービス事業,令和５,2023,11月,18.5,153.2,140.7,12.5,18,121.7,116.7,5
５人以上,Q 複合サービス事業,令和５,2023,12月,19.3,159.4,146.5,12.9,18.9,131.5,122.8,8.7
５人以上,R サービス業（他に分類されないもの）,平成30,2018,年平均,19.3,158.8,146.9,11.9,15.6,99.3,94.9,4.4
５人以上,R サービス業（他に分類されないもの）,平成31・令和元,2019,年平均,18.9,155.5,142.5,13,15,96.5,92.6,3.9
５人以上,R サービス業（他に分類されないもの）,令和２,2020,年平均,18.6,149.3,137.4,11.9,14.6,89.2,86.2,3
５人以上,R サービス業（他に分類されないもの）,令和３,2021,年平均,18.7,156.7,142.1,14.6,15.3,95.4,92.2,3.2
５人以上,R サービス業（他に分類されないもの）,令和４,2022,年平均,18.7,157.6,142.3,15.3,15.1,95,91.6,3.4
５人以上,R サービス業（他に分類されないもの）,令和５,2023,年平均,19,159.4,144.1,15.3,15.2,99.5,95.3,4.2
５人以上,R サービス業（他に分類されないもの）,令和５,2023,1月,17.8,151.2,136.3,14.9,13.9,87.5,83.3,4.2
５人以上,R サービス業（他に分類されないもの）,令和５,2023,2月,18.3,153.8,138.2,15.6,14.9,96.1,91.9,4.2
５人以上,R サービス業（他に分類されないもの）,令和５,2023,3月,19.2,162.7,146.3,16.4,15.1,98.2,94.1,4.1
５人以上,R サービス業（他に分類されないもの）,令和５,2023,4月,19.4,162.6,147.2,15.4,15.2,97.9,93.8,4.1
５人以上,R サービス業（他に分類されないもの）,令和５,2023,5月,18.5,154.7,140,14.7,15.1,98.5,94.4,4.1
５人以上,R サービス業（他に分類されないもの）,令和５,2023,6月,19.8,168.2,152.6,15.6,15.1,99.2,94.9,4.3
５人以上,R サービス業（他に分類されないもの）,令和５,2023,7月,19.2,160.9,145.8,15.1,15.9,104.7,100.4,4.3
５人以上,R サービス業（他に分類されないもの）,令和５,2023,8月,18.9,157.7,143.6,14.1,15.6,102.2,98.1,4.1
５人以上,R サービス業（他に分類されないもの）,令和５,2023,9月,18.9,160.1,145.2,14.9,15.5,103,98.6,4.4
５人以上,R サービス業（他に分類されないもの）,令和５,2023,10月,19.2,160.5,145.2,15.3,15.6,102.4,98.2,4.2
５人以上,R サービス業（他に分類されないもの）,令和５,2023,11月,19.4,163,146.9,16.1,15.2,98.7,94.6,4.1
５人以上,R サービス業（他に分類されないもの）,令和５,2023,12月,18.8,157.5,142.5,15,15.6,102.5,98.3,4.2
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年年報,,,,,,,,,,,,
第７－１表　産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間　（事業所規模５人以上）,,,,,,,,,,,,
