事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,D 建設業,令和５,2023,7月,655808,460764,423931,36833,195044,150348,123609,120838,2771,26739
５人以上,D 建設業,令和５,2023,8月,467918,455971,420624,35347,11947,122173,119669,117775,1894,2504
５人以上,D 建設業,令和５,2023,9月,468653,458859,426729,32130,9794,134707,129827,127809,2018,4880
５人以上,D 建設業,令和５,2023,10月,474087,463895,429845,34050,10192,126341,124968,122680,2288,1373
５人以上,D 建設業,令和５,2023,11月,472704,457435,421697,35738,15269,133604,132655,130104,2551,949
５人以上,D 建設業,令和５,2023,12月,1073261,458406,421640,36766,614855,150506,128563,126804,1759,21943
５人以上,E 製造業,平成30,2018,年平均,546263,419493,391549,27944,126770,133473,129621,123859,5762,3852
５人以上,E 製造業,平成31・令和元,2019,年平均,549176,416402,390968,25434,132774,137662,131353,125767,5586,6309
５人以上,E 製造業,令和２,2020,年平均,544606,417350,396174,21176,127256,138712,132564,124216,8348,6148
５人以上,E 製造業,令和３,2021,年平均,549396,427137,403248,23889,122259,131187,125179,118776,6403,6008
５人以上,E 製造業,令和４,2022,年平均,546937,419453,393957,25496,127484,130293,124786,118217,6569,5507
５人以上,E 製造業,令和５,2023,年平均,553446,421235,394827,26408,132211,136860,130147,125031,5116,6713
５人以上,E 製造業,令和５,2023,1月,437017,418315,394378,23937,18702,125203,123964,116685,7279,1239
５人以上,E 製造業,令和５,2023,2月,424721,413929,389081,24848,10792,139057,138697,133057,5640,360
５人以上,E 製造業,令和５,2023,3月,511695,419175,391092,28083,92520,133439,129409,123227,6182,4030
５人以上,E 製造業,令和５,2023,4月,434254,421881,392422,29459,12373,133423,132065,127458,4607,1358
５人以上,E 製造業,令和５,2023,5月,456559,417366,391703,25663,39193,126916,126363,121314,5049,553
５人以上,E 製造業,令和５,2023,6月,879715,422298,395759,26539,457417,151274,138864,133253,5611,12410
５人以上,E 製造業,令和５,2023,7月,642610,421311,394774,26537,221299,142404,131169,126618,4551,11235
５人以上,E 製造業,令和５,2023,8月,450452,420185,394827,25358,30267,122143,119281,114345,4936,2862
５人以上,E 製造業,令和５,2023,9月,435397,421559,396017,25542,13838,132059,131371,126250,5121,688
５人以上,E 製造業,令和５,2023,10月,429923,425142,398048,27094,4781,127916,127402,123600,3802,514
５人以上,E 製造業,令和５,2023,11月,468329,426268,398321,27947,42061,136389,134993,129665,5328,1396
５人以上,E 製造業,令和５,2023,12月,1051305,426981,401114,25867,624324,170675,129023,125397,3626,41652
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,629548,516733,445876,70857,112815,208388,163617,161039,2578,44771
５人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,654278,527974,457227,70747,126304,219316,158896,157603,1293,60420
５人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,637430,486659,428249,58410,150771,234573,182082,178368,3714,52491
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,年平均,671333,521020,470166,50854,150313,242706,209636,201184,8452,33070
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,年平均,604594,476811,424483,52328,127783,226897,180915,178076,2839,45982
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,年平均,661452,503540,442427,61113,157912,247721,196887,193271,3616,50834
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,1月,584113,492154,439901,52253,91959,194670,194670,190157,4513,－
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,2月,572548,504930,445227,59703,67618,194565,194111,192255,1856,454
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,3月,×,×,×,×,×,×,×,×,×,×
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,4月,×,×,×,×,×,×,×,×,×,×
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,5月,493791,486530,425883,60647,7261,201282,200835,197643,3192,447
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,6月,1162746,500448,437970,62478,662298,463417,202878,199547,3331,260539
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,7月,536613,505395,443903,61492,31218,201596,201091,196651,4440,505
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,8月,504815,501838,445185,56653,2977,199904,199415,194899,4516,489
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,9月,509182,505885,446228,59657,3297,197450,194187,189826,4361,3263
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,10月,526618,510692,446659,64033,15926,238023,193084,188782,4302,44939
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,11月,510390,509224,446124,63100,1166,195648,195253,191179,4074,395
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,12月,1385935,503973,445820,58153,881962,486269,194968,191079,3889,291301
５人以上,G 情報通信業,平成30,2018,年平均,537097,420178,387707,32471,116919,123730,119393,116352,3041,4337
５人以上,G 情報通信業,平成31・令和元,2019,年平均,553917,426933,390943,35990,126984,124824,119164,113899,5265,5660
５人以上,G 情報通信業,令和２,2020,年平均,549078,427854,392955,34899,121224,139689,135382,129820,5562,4307
５人以上,G 情報通信業,令和３,2021,年平均,553598,427090,393261,33829,126508,147002,140623,135676,4947,6379
５人以上,G 情報通信業,令和４,2022,年平均,566613,432368,395784,36584,134245,138969,132450,127285,5165,6519
５人以上,G 情報通信業,令和５,2023,年平均,567754,437838,399236,38602,129916,146853,136726,131458,5268,10127
５人以上,G 情報通信業,令和５,2023,1月,448825,423483,388380,35103,25342,128193,125925,121241,4684,2268
５人以上,G 情報通信業,令和５,2023,2月,435183,425725,388126,37599,9458,122922,122321,117761,4560,601
５人以上,G 情報通信業,令和５,2023,3月,493026,432849,392487,40362,60177,128215,126568,122550,4018,1647
５人以上,G 情報通信業,令和５,2023,4月,502537,441819,401115,40704,60718,128882,127797,122621,5176,1085
５人以上,G 情報通信業,令和５,2023,5月,471138,435306,397737,37569,35832,134148,133171,127819,5352,977
５人以上,G 情報通信業,令和５,2023,6月,979733,433880,396319,37561,545853,175096,141009,136185,4824,34087
５人以上,G 情報通信業,令和５,2023,7月,548545,439044,400081,38963,109501,149370,139841,134101,5740,9529
５人以上,G 情報通信業,令和５,2023,8月,446077,435187,397770,37417,10890,141650,140760,134726,6034,890
５人以上,G 情報通信業,令和５,2023,9月,477312,441252,403995,37257,36060,153293,151763,147380,4383,1530
５人以上,G 情報通信業,令和５,2023,10月,479585,445040,406066,38974,34545,140997,139165,133607,5558,1832
５人以上,G 情報通信業,令和５,2023,11月,486847,456142,413737,42405,30705,172588,150724,144101,6623,21864
５人以上,G 情報通信業,令和５,2023,12月,1028270,443613,404310,39303,584657,188745,145268,139049,6219,43477
５人以上,"H 運輸業,郵便業",平成30,2018,年平均,508609,407003,356666,50337,101606,137788,135043,120905,14138,2745
５人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,523426,405288,355451,49837,118138,144115,139755,125502,14253,4360
５人以上,"H 運輸業,郵便業",令和２,2020,年平均,442103,371731,328606,43125,70372,139596,136103,123284,12819,3493
５人以上,"H 運輸業,郵便業",令和３,2021,年平均,428715,365865,320683,45182,62850,144100,136900,127230,9670,7200
５人以上,"H 運輸業,郵便業",令和４,2022,年平均,466100,385505,333790,51715,80595,154330,149054,137992,11062,5276
５人以上,"H 運輸業,郵便業",令和５,2023,年平均,521925,415637,360912,54725,106288,171501,166374,150218,16156,5127
５人以上,"H 運輸業,郵便業",令和５,2023,1月,442444,407500,352981,54519,34944,155552,155193,138785,16408,359
５人以上,"H 運輸業,郵便業",令和５,2023,2月,416342,395837,346919,48918,20505,162212,161724,146466,15258,488
５人以上,"H 運輸業,郵便業",令和５,2023,3月,445016,413828,356592,57236,31188,160116,159318,145134,14184,798
５人以上,"H 運輸業,郵便業",令和５,2023,4月,496584,429564,376363,53201,67020,176158,174164,154687,19477,1994
５人以上,"H 運輸業,郵便業",令和５,2023,5月,442500,409285,356191,53094,33215,169652,166691,150577,16114,2961
５人以上,"H 運輸業,郵便業",令和５,2023,6月,821998,419739,367226,52513,402259,190257,174916,158855,16061,15341
５人以上,"H 運輸業,郵便業",令和５,2023,7月,525088,421869,366484,55385,103219,174320,167326,150360,16966,6994
５人以上,"H 運輸業,郵便業",令和５,2023,8月,421078,412475,355091,57384,8603,164431,163764,152315,11449,667
５人以上,"H 運輸業,郵便業",令和５,2023,9月,434106,414342,358597,55745,19764,165540,165195,149217,15978,345
５人以上,"H 運輸業,郵便業",令和５,2023,10月,420584,414559,358618,55941,6025,163911,162971,145802,17169,940
５人以上,"H 運輸業,郵便業",令和５,2023,11月,452975,419727,365176,54551,33248,173334,171244,152416,18828,2090
５人以上,"H 運輸業,郵便業",令和５,2023,12月,944181,428987,370791,58196,515194,200099,172765,157154,15611,27334
５人以上,"I 卸売業,小売業",平成30,2018,年平均,576558,428002,408457,19545,148556,107350,104176,100468,3708,3174
５人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,535664,414942,394150,20792,120722,110801,108369,104813,3556,2432
５人以上,"I 卸売業,小売業",令和２,2020,年平均,531514,411155,391417,19738,120359,109329,106935,104490,2445,2394
５人以上,"I 卸売業,小売業",令和３,2021,年平均,530124,409927,387704,22223,120197,104936,102429,99701,2728,2507
５人以上,"I 卸売業,小売業",令和４,2022,年平均,548758,416485,391824,24661,132273,108296,105571,102788,2783,2725
５人以上,"I 卸売業,小売業",令和５,2023,年平均,548795,423546,399562,23984,125249,106857,104729,102343,2386,2128
５人以上,"I 卸売業,小売業",令和５,2023,1月,425648,413726,390145,23581,11922,101537,100793,98671,2122,744
５人以上,"I 卸売業,小売業",令和５,2023,2月,427416,413433,391179,22254,13983,103027,102418,100095,2323,609
５人以上,"I 卸売業,小売業",令和５,2023,3月,477260,419941,396128,23813,57319,104057,101793,99699,2094,2264
５人以上,"I 卸売業,小売業",令和５,2023,4月,460265,427526,401950,25576,32739,105727,105001,102592,2409,726
５人以上,"I 卸売業,小売業",令和５,2023,5月,441253,425576,401455,24121,15677,103721,103336,100934,2402,385
５人以上,"I 卸売業,小売業",令和５,2023,6月,733774,421930,399230,22700,311844,110676,106188,103788,2400,4488
５人以上,"I 卸売業,小売業",令和５,2023,7月,746475,423686,399053,24633,322789,108138,103967,101807,2160,4171
５人以上,"I 卸売業,小売業",令和５,2023,8月,441506,428863,405532,23331,12643,109222,108344,105753,2591,878
５人以上,"I 卸売業,小売業",令和５,2023,9月,460783,426317,403537,22780,34466,107399,106580,104066,2514,819
５人以上,"I 卸売業,小売業",令和５,2023,10月,436099,424821,400174,24647,11278,106203,105525,103150,2375,678
５人以上,"I 卸売業,小売業",令和５,2023,11月,467443,428580,402859,25721,38863,107303,106827,104363,2464,476
５人以上,"I 卸売業,小売業",令和５,2023,12月,1066755,427992,403340,24652,638763,115347,106114,103339,2775,9233
５人以上,"J 金融業,保険業",平成30,2018,年平均,703759,517033,483494,33539,186726,161052,151154,148522,2632,9898
５人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,695302,511488,474621,36867,183814,162313,153551,149800,3751,8762
５人以上,"J 金融業,保険業",令和２,2020,年平均,706617,517921,478571,39350,188696,171871,162694,159118,3576,9177
５人以上,"J 金融業,保険業",令和３,2021,年平均,648220,476467,439889,36578,171753,172617,162541,159183,3358,10076
５人以上,"J 金融業,保険業",令和４,2022,年平均,658504,489172,450705,38467,169332,179341,169343,165272,4071,9998
５人以上,"J 金融業,保険業",令和５,2023,年平均,642465,478758,444181,34577,163707,186735,173273,169427,3846,13462
５人以上,"J 金融業,保険業",令和５,2023,1月,523775,483267,449764,33503,40508,170698,169131,164989,4142,1567
５人以上,"J 金融業,保険業",令和５,2023,2月,552252,483985,449592,34393,68267,166555,164273,160060,4213,2282
５人以上,"J 金融業,保険業",令和５,2023,3月,567539,484907,449795,35112,82632,172031,168163,163187,4976,3868
５人以上,"J 金融業,保険業",令和５,2023,4月,505267,492025,452895,39130,13242,184639,182975,178323,4652,1664
５人以上,"J 金融業,保険業",令和５,2023,5月,724434,489008,452468,36540,235426,185048,171407,167665,3742,13641
５人以上,"J 金融業,保険業",令和５,2023,6月,1190482,490964,455599,35365,699518,213101,176259,172738,3521,36842
５人以上,"J 金融業,保険業",令和５,2023,7月,546151,468916,434782,34134,77235,214742,175858,172276,3582,38884
５人以上,"J 金融業,保険業",令和５,2023,8月,470448,462011,430082,31929,8437,179404,178742,175501,3241,662
５人以上,"J 金融業,保険業",令和５,2023,9月,513970,482655,448618,34037,31315,176146,171742,168724,3018,4404
５人以上,"J 金融業,保険業",令和５,2023,10月,478584,468826,435871,32955,9758,175522,174079,170586,3493,1443
５人以上,"J 金融業,保険業",令和５,2023,11月,489516,469355,434079,35276,20161,179576,172246,168470,3776,7330
５人以上,"J 金融業,保険業",令和５,2023,12月,1140730,468882,436411,32471,671848,231282,175489,171681,3808,55793
５人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,517366,403454,376621,26833,113912,98743,96190,85452,10738,2553
５人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,519183,391282,363279,28003,127901,99204,98316,94234,4082,888
５人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,521300,403735,378923,24812,117565,96705,95216,91293,3923,1489
５人以上,"K 不動産業,物品賃貸業",令和３,2021,年平均,533155,408456,380429,28027,124699,108103,106225,102930,3295,1878
５人以上,"K 不動産業,物品賃貸業",令和４,2022,年平均,559960,420553,388767,31786,139407,106734,104883,101815,3068,1851
５人以上,"K 不動産業,物品賃貸業",令和５,2023,年平均,574750,421246,391521,29725,153504,110419,108774,105683,3091,1645
５人以上,"K 不動産業,物品賃貸業",令和５,2023,1月,448014,415157,387853,27304,32857,101125,100742,97862,2880,383
５人以上,"K 不動産業,物品賃貸業",令和５,2023,2月,432470,411400,384493,26907,21070,106749,105335,102306,3029,1414
５人以上,"K 不動産業,物品賃貸業",令和５,2023,3月,449784,420780,389572,31208,29004,107983,105076,102009,3067,2907
５人以上,"K 不動産業,物品賃貸業",令和５,2023,4月,494071,430283,400481,29802,63788,111120,110129,106609,3520,991
５人以上,"K 不動産業,物品賃貸業",令和５,2023,5月,448176,417706,388228,29478,30470,104545,103994,101051,2943,551
５人以上,"K 不動産業,物品賃貸業",令和５,2023,6月,1014228,417712,388827,28885,596516,111009,109182,105920,3262,1827
５人以上,"K 不動産業,物品賃貸業",令和５,2023,7月,667856,429738,399181,30557,238118,114584,111991,109481,2510,2593
５人以上,"K 不動産業,物品賃貸業",令和５,2023,8月,440689,416357,385562,30795,24332,108084,107756,104660,3096,328
５人以上,"K 不動産業,物品賃貸業",令和５,2023,9月,442861,419073,391528,27545,23788,114175,110528,107471,3057,3647
５人以上,"K 不動産業,物品賃貸業",令和５,2023,10月,443136,418070,387050,31020,25066,110496,108702,105046,3656,1794
５人以上,"K 不動産業,物品賃貸業",令和５,2023,11月,451166,429899,398737,31162,21267,116718,116518,112756,3762,200
５人以上,"K 不動産業,物品賃貸業",令和５,2023,12月,1147033,428357,396445,31912,718676,116857,114084,111772,2312,2773
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,572635,450003,422320,27683,122632,155439,146853,143697,3156,8586
５人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,593514,468319,440538,27781,125195,160994,154532,150558,3974,6462
５人以上,"L 学術研究,専門・技術サービス業",令和２,2020,年平均,564026,449546,423625,25921,114480,173015,166170,162725,3445,6845
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,年平均,539595,434329,402978,31351,105266,169191,161018,156768,4250,8173
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,年平均,584879,454924,423730,31194,129955,158049,147609,143742,3867,10440
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,年平均,591818,463582,434434,29148,128236,154240,146643,140966,5677,7597
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,1月,490122,452736,424260,28476,37386,134770,133095,127716,5379,1675
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,2月,454078,450229,421614,28615,3849,136739,136350,130706,5644,389
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,3月,573584,462790,431055,31735,110794,148552,142896,137070,5826,5656
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,4月,517956,468834,436599,32235,49122,154942,147136,140597,6539,7806
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,5月,531098,456177,427897,28280,74921,148933,146695,140961,5734,2238
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,6月,924338,462423,433756,28667,461915,178268,151776,145248,6528,26492
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,7月,602610,461123,432599,28524,141487,161807,157989,152127,5862,3818
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,8月,486466,467461,439342,28119,19005,162051,160671,155194,5477,1380
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,9月,522508,470798,442109,28689,51710,149190,146974,142269,4705,2216
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,10月,529163,471029,443364,27665,58134,150379,146174,140858,5316,4205
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,11月,485917,468662,438906,29756,17255,153555,150154,144523,5631,3401
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,12月,969548,470030,440958,29072,499518,170214,139729,133830,5899,30485
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,年平均,363556,319961,293420,26541,43595,85713,85077,81957,3120,636
５人以上,"M 宿泊業,飲食サービス業",平成31・令和元,2019,年平均,344027,303127,273564,29563,40900,82791,82049,78526,3523,742
５人以上,"M 宿泊業,飲食サービス業",令和２,2020,年平均,302406,276600,258018,18582,25806,72072,71292,69026,2266,780
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,年平均,329968,304163,291246,12917,25805,73578,72293,70718,1575,1285
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,年平均,371650,335644,315354,20290,36006,85831,85292,81335,3957,539
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,年平均,407945,364271,336857,27414,43674,88482,87911,84195,3716,571
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,1月,380676,364366,337802,26564,16310,93435,92431,88303,4128,1004
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,2月,379510,374148,348850,25298,5362,88066,87291,83419,3872,775
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,3月,465943,370137,343428,26709,95806,89503,88964,84605,4359,539
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,4月,391170,379201,349871,29330,11969,87848,87514,83597,3917,334
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,5月,369496,361978,331492,30486,7518,88130,87956,84345,3611,174
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,6月,421461,353689,319619,34070,67772,88088,87708,83851,3857,380
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,7月,458890,358888,332905,25983,100002,88253,87692,84142,3550,561
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,8月,373346,361323,336539,24784,12023,87200,86496,82951,3545,704
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,9月,367030,352814,327379,25435,14216,85687,85521,82181,3340,166
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,10月,376495,365566,341547,24019,10929,88523,88358,84945,3413,165
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,11月,386770,363948,338197,25751,22822,84988,84798,81752,3046,190
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,12月,527018,365482,334362,31120,161536,92107,90295,86291,4004,1812
５人以上,"N 生活関連サービス業,娯楽業",平成30,2018,年平均,373802,315223,295074,20149,58579,99882,98584,96358,2226,1298
５人以上,"N 生活関連サービス業,娯楽業",平成31・令和元,2019,年平均,380466,325967,304951,21016,54499,85832,84894,82490,2404,938
５人以上,"N 生活関連サービス業,娯楽業",令和２,2020,年平均,394072,353234,340869,12365,40838,84659,83425,81529,1896,1234
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,年平均,375379,347820,335414,12406,27559,88865,87274,85520,1754,1591
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,年平均,380845,332246,316263,15983,48599,108537,106516,104645,1871,2021
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,年平均,413382,357340,342520,14820,56042,104941,103881,102359,1522,1060
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,1月,361149,352992,338619,14373,8157,104005,103451,101699,1752,554
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,2月,353099,336229,326175,10054,16870,104034,104019,102250,1769,15
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,3月,362286,353041,338740,14301,9245,102430,102284,101009,1275,146
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,4月,400938,370305,353201,17104,30633,105547,105387,103852,1535,160
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,5月,370824,366622,351151,15471,4202,108499,107109,105500,1609,1390
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,6月,574924,354172,340730,13442,220752,109833,107302,106316,986,2531
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,7月,411141,355780,343147,12633,55361,100063,99234,98154,1080,829
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,8月,375597,350101,335550,14551,25496,107396,105924,104591,1333,1472
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,9月,356832,343895,328924,14971,12937,99807,99400,98253,1147,407
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,10月,369709,362523,345236,17287,7186,101624,101458,100103,1355,166
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,11月,379177,367733,351044,16689,11444,105603,105314,103334,1980,289
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,12月,633941,374121,357277,16844,259820,110462,105662,103283,2379,4800
