規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,441575,417981,388889,29092,23594,117321,116435,112675,3760,886
５人以上,"鉱業,採石業,砂利採取業",639561,635014,601867,33147,4547,－,－,－,－,－
５人以上,建設業,468653,458859,426729,32130,9794,134707,129827,127809,2018,4880
５人以上,製造業,435397,421559,396017,25542,13838,132059,131371,126250,5121,688
５人以上,電気・ガス・熱供給・水道業,509182,505885,446228,59657,3297,197450,194187,189826,4361,3263
５人以上,情報通信業,477312,441252,403995,37257,36060,153293,151763,147380,4383,1530
５人以上,"運輸業,郵便業",434106,414342,358597,55745,19764,165540,165195,149217,15978,345
５人以上,"卸売業,小売業",460783,426317,403537,22780,34466,107399,106580,104066,2514,819
５人以上,"金融業,保険業",513970,482655,448618,34037,31315,176146,171742,168724,3018,4404
５人以上,"不動産業,物品賃貸業",442861,419073,391528,27545,23788,114175,110528,107471,3057,3647
５人以上,"学術研究,専門・技術サービス業",522508,470798,442109,28689,51710,149190,146974,142269,4705,2216
５人以上,"宿泊業,飲食サービス業",367030,352814,327379,25435,14216,85687,85521,82181,3340,166
５人以上,"生活関連サービス業,娯楽業",356832,343895,328924,14971,12937,99807,99400,98253,1147,407
５人以上,"教育,学習支援業",456559,450088,436321,13767,6471,94205,93651,92956,695,554
５人以上,"医療,福祉",377879,371051,348596,22455,6828,138543,137904,134661,3243,639
５人以上,複合サービス事業,387697,387524,361504,26020,173,173368,173358,163484,9874,10
５人以上,サービス業（他に分類されないもの）,348113,339185,310520,28665,8928,166661,164682,157205,7477,1979
30人以上,調査産業計,461214,436146,403393,32753,25068,138687,137427,131999,5428,1260
30人以上,"鉱業,採石業,砂利採取業",639561,635014,601867,33147,4547,－,－,－,－,－
30人以上,建設業,488295,477889,441427,36462,10406,172278,165781,160117,5664,6497
30人以上,製造業,465171,448409,418766,29643,16762,169480,168095,157226,10869,1385
30人以上,電気・ガス・熱供給・水道業,527100,523802,452060,71742,3298,200289,196187,190704,5483,4102
30人以上,情報通信業,480952,445427,406257,39170,35525,155713,154003,149388,4615,1710
30人以上,"運輸業,郵便業",440683,418619,360142,58477,22064,170965,170531,152790,17741,434
30人以上,"卸売業,小売業",492478,456580,429945,26635,35898,121463,120325,116751,3574,1138
30人以上,"金融業,保険業",538127,502689,463818,38871,35438,180985,176757,172823,3934,4228
30人以上,"不動産業,物品賃貸業",467656,449404,416950,32454,18252,114686,113600,110311,3289,1086
30人以上,"学術研究,専門・技術サービス業",548907,487829,455859,31970,61078,184720,182538,176237,6301,2182
30人以上,"宿泊業,飲食サービス業",428851,410639,391631,19008,18212,101711,101599,96255,5344,112
30人以上,"生活関連サービス業,娯楽業",398687,377390,355355,22035,21297,84760,84535,83066,1469,225
30人以上,"教育,学習支援業",477930,472995,458022,14973,4935,109213,108502,107490,1012,711
30人以上,"医療,福祉",388768,385983,358413,27570,2785,149626,148641,144314,4327,985
30人以上,複合サービス事業,404478,404193,367702,36491,285,175967,175967,160613,15354,－
30人以上,サービス業（他に分類されないもの）,348631,339457,310131,29326,9174,174156,171852,163498,8354,2304
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年９月分,,,,,,,,,,,
第５表  規模、産業、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
