規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成29,2017,年平均,100.6,0.8,－,94.4,104.3,90.2,94.8,117.2,97,98.2,103.3,99.1,118.3,88.7,107.6,100,99.7,96.1
５人以上,平成30,2018,年平均,101.1,0.4,－,96.6,101.2,98.8,97.7,114.4,106.7,98.4,103,100.8,117.9,92.1,103.4,98.4,111,95.1
５人以上,平成31・令和元,2019,年平均,101.3,0.3,－,103.7,102.1,103,100.7,119.1,100.5,99.2,100.8,105.1,109.9,94.9,98.9,96.1,103,102.1
５人以上,令和２,2020,年平均,100,-1.3,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,令和３,2021,年平均,100.9,0.9,－,97.2,99.3,105.6,100.9,98.5,101.8,91.1,107.5,96.5,109,102.1,98.4,104.9,102.6,103.6
５人以上,令和４,2022,年平均,103.7,2.8,95.1,106,98.7,95,101.9,108.5,105.8,93,114.8,103.5,134.3,107.4,111.6,99.7,98.3,100.4
５人以上,令和４,2022,11月,88,0.9,103.1,92.1,87.8,74.8,82.7,94.8,88.3,73.7,92.9,83.8,130,102.6,88.7,92.2,80.4,88.7
５人以上,令和４,2022,12月,185.5,5.3,201.6,207,180.2,186.5,189.5,194.9,199.2,170.1,227.2,163.9,168.4,154,228.3,172,211.2,155.1
５人以上,令和５,2023,1月,86.4,2,74.2,81.9,81.6,91.5,81,103.8,82.8,74,91.4,87.2,133.6,96.5,86.1,93.3,79.1,92.6
５人以上,令和５,2023,2月,84.6,1.3,75.1,81.1,79.8,89.7,78.5,98.3,83,77.7,88.2,81,130.6,96,82,88.6,79.8,90.9
５人以上,令和５,2023,3月,95.4,2.5,×,103.9,95.4,×,88.6,104.8,93.1,80.1,91.8,102.3,148.9,96.9,99.6,94.2,81.2,99.2
５人以上,令和５,2023,4月,91.8,2.2,×,87.3,80.9,×,90.6,116.6,89.5,71.7,101.2,92.9,133.5,107.8,93.5,98.8,86.2,93.4
５人以上,令和５,2023,5月,91.5,3.6,77.7,84.4,85,78.1,85.2,104.6,86.1,102,92.7,95.2,130.5,102.6,88.3,91.1,89.4,96.2
５人以上,令和５,2023,6月,163.1,3.2,353.1,176.4,162.4,183.3,176.3,189.5,140.2,167.3,204.3,165,136.4,152,191.8,157.6,213,152.1
