事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,TL 調査産業計,令和５,2023,9月,8109951,4436681,3673270,156647,74473,82174,139047,63036,76011,8127551,4448118,3679433,24.2,14,36.6
５人以上,TL 調査産業計,令和５,2023,10月,8129404,4435568,3693836,186896,96248,90648,164802,79887,84915,8151498,4451929,3699569,25.4,14.9,37.9
５人以上,TL 調査産業計,令和５,2023,11月,8157377,4448049,3709328,151985,70436,81549,125341,57663,67678,8184021,4460822,3723199,24.8,14.5,37.1
５人以上,TL 調査産業計,令和５,2023,12月,8184020,4454624,3729396,118720,53728,64992,109592,50321,59271,8193148,4458031,3735117,24.9,14.8,36.9
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,1393,1032,360,31,24,7,35,27,8,1389,1029,359,0.1,－,0.3
５人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,1381,1073,309,26,21,5,29,25,4,1378,1069,310,0.9,1.1,－
５人以上,"C 鉱業,採石業,砂利採取業",令和２,2020,年平均,1460,1129,331,30,25,6,22,18,4,1468,1136,333,0.9,1.2,0.2
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,年平均,1464,1086,378,18,14,4,25,20,5,1457,1080,377,1.1,1.1,0.9
５人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,年平均,1334,988,346,25,21,4,38,31,7,1321,978,343,0.5,0.6,0.5
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,年平均,1261,951,310,31,24,7,28,24,5,1264,951,312,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,1月,1267,971,296,14,13,1,38,33,5,1243,951,292,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,2月,1243,951,292,22,17,5,17,13,4,1248,955,293,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,3月,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,4月,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,5月,1266,957,309,22,16,6,31,26,5,1257,947,310,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,6月,1258,943,315,27,18,9,17,12,5,1268,949,319,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,7月,1268,947,321,19,11,8,18,11,7,1269,947,322,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,8月,1269,946,323,27,20,7,22,15,7,1274,951,323,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,9月,1274,951,323,26,21,5,20,15,5,1280,957,323,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,10月,1280,957,323,28,25,3,27,21,6,1281,961,320,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,11月,1281,961,320,32,23,9,20,18,2,1293,966,327,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,12月,1293,968,325,21,16,5,15,10,5,1299,974,325,－,－,－
５人以上,D 建設業,平成30,2018,年平均,347189,283766,63422,3935,2935,1000,3784,3069,716,347340,283632,63706,4.3,2.5,12.3
５人以上,D 建設業,平成31・令和元,2019,年平均,363394,299951,63443,6789,5588,1201,4243,3399,844,365940,302140,63800,3.9,2.4,11
５人以上,D 建設業,令和２,2020,年平均,385999,322441,63558,4775,3672,1103,4199,3309,890,386575,322804,63771,2.4,1,9.2
５人以上,D 建設業,令和３,2021,年平均,396060,324664,71396,5767,4682,1085,4763,3853,910,397064,325493,71571,2.9,1.6,8.8
５人以上,D 建設業,令和４,2022,年平均,402224,322664,79560,4986,3945,1041,4897,4014,883,402313,322595,79718,3.6,2.2,9.1
５人以上,D 建設業,令和５,2023,年平均,407437,324888,82549,5517,4396,1120,4750,3766,985,408204,325518,82684,3.9,2.3,9.8
５人以上,D 建設業,令和５,2023,1月,401512,321935,79577,3019,2612,407,3939,3218,721,400592,321329,79263,4.1,2.8,9.3
５人以上,D 建設業,令和５,2023,2月,400592,325253,75339,3437,3190,247,3331,2859,472,400698,325584,75114,4.1,3,9.1
５人以上,D 建設業,令和５,2023,3月,400698,322082,78616,4514,3248,1266,4633,3596,1037,400579,321734,78845,4.4,3,9.8
５人以上,D 建設業,令和５,2023,4月,400579,324040,76539,20988,16657,4331,9949,8174,1775,411618,332523,79095,4,3,8.6
５人以上,D 建設業,令和５,2023,5月,411618,328263,83355,4632,3304,1328,4843,3157,1686,411407,328410,82997,4,2.6,9.8
５人以上,D 建設業,令和５,2023,6月,411407,327069,84338,4513,3869,644,4499,3245,1254,411421,327693,83728,4.7,2.6,12.6
５人以上,D 建設業,令和５,2023,7月,411421,328006,83415,4243,3323,920,5490,4628,862,410174,326701,83473,2.9,1.7,7.6
５人以上,D 建設業,令和５,2023,8月,410174,321300,88874,3122,2424,698,4206,3064,1142,409090,320660,88430,4,1.8,12
５人以上,D 建設業,令和５,2023,9月,409090,326059,83031,4249,3227,1022,3747,2950,797,409592,326336,83256,3.2,2,7.9
５人以上,D 建設業,令和５,2023,10月,409592,323686,85906,7003,5658,1345,5603,4384,1219,410992,324960,86032,3.4,1.9,9.2
５人以上,D 建設業,令和５,2023,11月,410992,328088,82904,4030,3285,745,3453,2909,544,411569,328464,83105,3.3,1.9,8.7
５人以上,D 建設業,令和５,2023,12月,411569,322879,88690,2448,1958,490,3312,3002,310,410705,321835,88870,4.2,1.7,13.1
５人以上,E 製造業,平成30,2018,年平均,570350,398635,171715,7165,4809,2356,6966,4604,2362,570549,398840,171709,8.8,3.2,21.8
５人以上,E 製造業,平成31・令和元,2019,年平均,583189,413641,169549,7706,5148,2558,7245,4904,2341,583650,413885,169766,8.2,2.9,21.2
５人以上,E 製造業,令和２,2020,年平均,580551,405412,175139,7751,4942,2809,7319,4788,2530,580983,405566,175418,9.9,4.2,23.1
５人以上,E 製造業,令和３,2021,年平均,567258,388820,178439,6588,3792,2796,7026,4621,2406,566820,387991,178829,11.7,4.3,27.8
５人以上,E 製造業,令和４,2022,年平均,469236,321029,148207,5556,3318,2238,5645,3418,2227,469147,320929,148218,11.8,4.5,27.5
５人以上,E 製造業,令和５,2023,年平均,477508,331090,146418,5857,3935,1922,5145,3481,1664,478220,331544,146676,8.4,3.2,20.2
５人以上,E 製造業,令和５,2023,1月,456602,320864,135738,11169,7453,3716,4618,3000,1618,463153,325317,137836,8.2,3.1,20.2
５人以上,E 製造業,令和５,2023,2月,474723,333451,141272,3791,2868,923,5252,3799,1453,473262,332520,140742,7.8,3.3,18.4
５人以上,E 製造業,令和５,2023,3月,462270,322759,139511,4166,2933,1233,4386,2709,1677,462050,322983,139067,8.1,3,20
５人以上,E 製造業,令和５,2023,4月,471341,327437,143904,16386,11170,5216,11549,8542,3007,476178,330065,146113,8.7,2.9,21.8
５人以上,E 製造業,令和５,2023,5月,482219,332717,149502,5751,3414,2337,6009,4533,1476,481961,331598,150363,8.5,2.8,21.1
５人以上,E 製造業,令和５,2023,6月,486924,336126,150798,4345,2764,1581,5668,3514,2154,485601,335376,150225,8.3,2.8,20.6
５人以上,E 製造業,令和５,2023,7月,482804,335048,147756,3510,2241,1269,4908,3095,1813,481406,334194,147212,8.9,3.5,21.3
５人以上,E 製造業,令和５,2023,8月,482125,331960,150165,2594,1786,808,3987,2885,1102,480732,330861,149871,8.9,3.4,21
５人以上,E 製造業,令和５,2023,9月,477055,329791,147264,4268,2556,1712,3985,2472,1513,477338,329875,147463,8.6,3.3,20.6
５人以上,E 製造業,令和５,2023,10月,479191,329433,149758,6888,4885,2003,4867,3341,1526,481212,330977,150235,8.2,3.3,18.9
５人以上,E 製造業,令和５,2023,11月,487091,338791,148300,3851,2411,1440,3194,2117,1077,487748,339085,148663,8.1,3.4,18.8
５人以上,E 製造業,令和５,2023,12月,487747,334697,153050,3559,2734,825,3315,1765,1550,487991,335666,152325,8.5,3.4,19.6
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,30907,25900,5007,369,268,102,519,392,127,30757,25776,4982,2.4,1.6,6.9
５人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,28606,24021,4585,477,369,108,807,704,103,28276,23686,4590,2.4,1.8,6
５人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,26391,22026,4365,425,360,65,338,302,36,26478,22084,4394,2,1.8,2.8
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,年平均,27190,22667,4523,430,325,105,540,429,111,27080,22563,4517,2.5,2.1,4.6
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,年平均,21116,17637,3479,346,278,68,352,286,66,21110,17629,3481,2.4,2,4.3
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,年平均,22335,18434,3901,524,380,144,343,294,49,22516,18520,3996,1.9,1.9,2.3
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,1月,20948,17365,3583,86,84,2,163,146,17,20871,17303,3568,2.7,2.5,3.6
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,2月,20871,17634,3237,142,75,67,53,36,17,20960,17673,3287,2.6,2.4,3.9
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,3月,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,4月,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,5月,22589,18515,4074,560,425,135,175,140,35,22974,18800,4174,1.4,1.2,2.5
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,6月,22974,19141,3833,251,222,29,116,101,15,23109,19262,3847,1.9,1.7,3
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,7月,23109,18960,4149,1154,999,155,1222,1116,106,23041,18843,4198,1.7,1.8,1.3
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,8月,23041,18844,4197,90,71,19,166,150,16,22965,18765,4200,1.7,1.8,1.3
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,9月,22965,18766,4199,193,171,22,159,143,16,22999,18794,4205,1.7,1.8,1.4
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,10月,22999,18794,4205,97,79,18,77,63,14,23019,18810,4209,1.7,1.8,1.4
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,11月,23019,18811,4208,37,32,5,53,42,11,23003,18801,4202,1.7,1.8,1.5
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,12月,23003,18801,4202,171,137,34,53,44,9,23121,18894,4227,1.7,1.8,1.5
５人以上,G 情報通信業,平成30,2018,年平均,809632,588680,220952,12926,8255,4670,12960,8969,3991,809598,587966,221631,4.1,1.9,9.9
５人以上,G 情報通信業,平成31・令和元,2019,年平均,824883,607618,217266,13697,8941,4756,10743,7440,3304,827837,609119,218718,3.7,2,8.8
５人以上,G 情報通信業,令和２,2020,年平均,848463,612514,235949,13485,8131,5354,11797,7596,4201,850151,613049,237102,3.8,1.7,9.2
５人以上,G 情報通信業,令和３,2021,年平均,871379,618813,252566,13740,8519,5221,12973,8845,4128,872146,618487,253659,3.9,1.5,9.8
５人以上,G 情報通信業,令和４,2022,年平均,890085,618691,271394,13105,8012,5093,12454,7746,4708,890736,618957,271779,5.5,1.7,14.1
５人以上,G 情報通信業,令和５,2023,年平均,898247,625076,273171,14186,8542,5644,12099,7625,4474,900334,625993,274341,5.2,1.7,13.1
５人以上,G 情報通信業,令和５,2023,1月,887142,625732,261410,7673,4765,2908,11443,7236,4207,883372,623261,260111,5.4,1.9,13.7
５人以上,G 情報通信業,令和５,2023,2月,883372,621511,261861,8076,4539,3537,10505,6584,3921,880943,619466,261477,5.4,1.8,14
５人以上,G 情報通信業,令和５,2023,3月,880943,617389,263554,8246,5086,3160,10305,6059,4246,878884,616416,262468,5.7,2,14.4
５人以上,G 情報通信業,令和５,2023,4月,878884,615598,263286,53292,33357,19935,22940,16053,6887,909236,632902,276334,5.1,1.6,13.2
５人以上,G 情報通信業,令和５,2023,5月,909236,628952,280284,14465,8607,5858,11794,6878,4916,911907,630681,281226,5.1,1.5,13
５人以上,G 情報通信業,令和５,2023,6月,911907,631381,280526,9529,5534,3995,10714,6210,4504,910722,630705,280017,5,1.4,13.2
５人以上,G 情報通信業,令和５,2023,7月,910722,629980,280742,12205,8980,3225,17117,11851,5266,905810,627109,278701,4.8,1.4,12.3
５人以上,G 情報通信業,令和５,2023,8月,905810,624078,281732,8121,5398,2723,13962,9299,4663,899969,620177,279792,5,1.5,12.7
５人以上,G 情報通信業,令和５,2023,9月,899969,629757,270212,10404,6140,4264,10393,5232,5161,899980,630665,269315,4.4,1.4,11.2
５人以上,G 情報通信業,令和５,2023,10月,899980,622671,277309,10156,6782,3374,11466,7101,4365,898670,622352,276318,5.4,1.8,13.4
５人以上,G 情報通信業,令和５,2023,11月,898670,623904,274766,21700,9542,12158,8043,4770,3273,912327,628676,283651,5.3,1.8,13.1
５人以上,G 情報通信業,令和５,2023,12月,912327,629963,282364,6369,3779,2590,6504,4221,2283,912192,629521,282671,5.3,1.9,12.9
５人以上,"H 運輸業,郵便業",平成30,2018,年平均,463521,366491,97030,8298,5814,2484,8385,6194,2191,463434,366111,97323,15,11.5,28.4
５人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,468705,358599,110107,11824,8520,3304,10886,8103,2783,469643,359016,110628,13.6,11.7,19.5
５人以上,"H 運輸業,郵便業",令和２,2020,年平均,476092,349165,126927,9597,6339,3259,9023,6478,2545,476666,349026,127641,15.2,12.2,23.2
５人以上,"H 運輸業,郵便業",令和３,2021,年平均,467196,343905,123291,6424,4167,2257,7768,5248,2520,465852,342824,123028,13.7,11.8,19
５人以上,"H 運輸業,郵便業",令和４,2022,年平均,412527,310545,101982,6455,4069,2387,6928,4566,2362,412054,310048,102007,11.7,9.9,17.1
５人以上,"H 運輸業,郵便業",令和５,2023,年平均,409856,304363,105493,6431,3904,2527,6347,3803,2544,409940,304464,105476,10.8,9,16
５人以上,"H 運輸業,郵便業",令和５,2023,1月,410132,304859,105273,3372,1944,1428,4410,2060,2350,409094,304743,104351,10.8,9.1,15.7
５人以上,"H 運輸業,郵便業",令和５,2023,2月,409094,305724,103370,5674,3528,2146,5829,3753,2076,408939,305499,103440,10.7,8.8,16.2
５人以上,"H 運輸業,郵便業",令和５,2023,3月,408939,306174,102765,5176,3358,1818,8347,5794,2553,405768,303738,102030,10.5,8.9,15.3
５人以上,"H 運輸業,郵便業",令和５,2023,4月,405768,303663,102105,16648,10488,6160,10897,7262,3635,411519,306889,104630,10.7,9,15.5
５人以上,"H 運輸業,郵便業",令和５,2023,5月,411519,303886,107633,5390,2531,2859,4240,2225,2015,412669,304192,108477,10.4,8.6,15.5
５人以上,"H 運輸業,郵便業",令和５,2023,6月,412669,310615,102054,6169,3570,2599,8533,5424,3109,410305,308761,101544,11.3,9.3,17.2
５人以上,"H 運輸業,郵便業",令和５,2023,7月,410305,302865,107440,6259,4636,1623,7259,4941,2318,409305,302560,106745,11,9.3,15.8
５人以上,"H 運輸業,郵便業",令和５,2023,8月,409305,304143,105162,4496,2789,1707,4870,2431,2439,408931,304501,104430,10.4,8.7,15.5
５人以上,"H 運輸業,郵便業",令和５,2023,9月,408931,302787,106144,4654,2476,2178,5799,2446,3353,407786,302817,104969,10.7,8.9,15.8
５人以上,"H 運輸業,郵便業",令和５,2023,10月,407786,302120,105666,10270,6053,4217,6123,3613,2510,411933,304560,107373,10.5,8.5,16
５人以上,"H 運輸業,郵便業",令和５,2023,11月,411933,302133,109800,5224,3287,1937,5268,3206,2062,411889,302214,109675,11.4,9.6,16.3
５人以上,"H 運輸業,郵便業",令和５,2023,12月,411889,303382,108507,3839,2192,1647,4583,2475,2108,411145,303099,108046,10.9,8.7,16.9
５人以上,"I 卸売業,小売業",平成30,2018,年平均,1664138,944804,719334,31942,16325,15618,31915,16774,15141,1664165,944355,719811,28.8,16,45.7
５人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,1677940,947163,730777,34550,16884,17666,32598,16405,16193,1679892,947642,732250,28.3,15.3,45
５人以上,"I 卸売業,小売業",令和２,2020,年平均,1670664,935559,735105,30234,15463,14771,32120,17174,14946,1668778,933848,734930,28.1,15.1,44.5
５人以上,"I 卸売業,小売業",令和３,2021,年平均,1662776,945520,717257,28714,15233,13481,29258,15609,13649,1662232,945144,717089,25.7,14,41.1
５人以上,"I 卸売業,小売業",令和４,2022,年平均,1679072,931150,747922,29811,15712,14100,30085,16032,14053,1678798,930830,747969,25.3,13.4,40
５人以上,"I 卸売業,小売業",令和５,2023,年平均,1674599,907511,767088,28862,14228,14634,29060,14507,14553,1674401,907232,767169,25.3,13.1,39.6
５人以上,"I 卸売業,小売業",令和５,2023,1月,1682062,901646,780416,18586,9223,9363,26819,11089,15730,1673829,899780,774049,25.7,13.2,40.3
５人以上,"I 卸売業,小売業",令和５,2023,2月,1673829,909620,764209,24007,10929,13078,30844,15521,15323,1666992,905028,761964,26,13.1,41.3
５人以上,"I 卸売業,小売業",令和５,2023,3月,1666992,906850,760142,27789,14624,13165,30796,14156,16640,1663985,907318,756667,24.8,12.3,39.7
５人以上,"I 卸売業,小売業",令和５,2023,4月,1663985,910779,753206,71938,38847,33091,53494,30239,23255,1682429,919387,763042,25.3,12.9,40.2
５人以上,"I 卸売業,小売業",令和５,2023,5月,1682429,922802,759627,32587,13715,18872,36208,18071,18137,1678808,918446,760362,25.3,13,40.1
５人以上,"I 卸売業,小売業",令和５,2023,6月,1678808,914477,764331,25338,13612,11726,27673,13810,13863,1676473,914279,762194,24.8,12.7,39.3
５人以上,"I 卸売業,小売業",令和５,2023,7月,1676473,902833,773640,23097,11541,11556,30367,18124,12243,1669203,896250,772953,25.4,13.1,39.6
５人以上,"I 卸売業,小売業",令和５,2023,8月,1669203,908363,760840,25914,11428,14486,21509,8772,12737,1673608,911019,762589,25.3,13.9,38.9
５人以上,"I 卸売業,小売業",令和５,2023,9月,1673608,895850,777758,24772,13000,11772,26629,11526,15103,1671751,897324,774427,24.5,12.8,38.1
５人以上,"I 卸売業,小売業",令和５,2023,10月,1671751,901598,770153,29369,14919,14450,24953,12909,12044,1676167,903608,772559,25.3,13.5,39.1
５人以上,"I 卸売業,小売業",令和５,2023,11月,1676167,904965,771202,23627,11419,12208,19909,10294,9615,1679885,906090,773795,25.3,13.3,39.4
５人以上,"I 卸売業,小売業",令和５,2023,12月,1679885,910353,769532,19318,7474,11844,19516,9574,9942,1679687,908253,771434,25.7,13.8,39.6
５人以上,"J 金融業,保険業",平成30,2018,年平均,394972,206536,188435,6891,3683,3208,6301,3627,2674,395562,206592,188969,7.1,2.1,12.7
５人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,400618,211588,189030,7236,3957,3280,6937,3909,3027,400917,211636,189283,4.7,1.1,8.8
５人以上,"J 金融業,保険業",令和２,2020,年平均,398121,203445,194677,7021,3781,3239,7110,4126,2984,398032,203100,194932,5.8,1.2,10.7
５人以上,"J 金融業,保険業",令和３,2021,年平均,398756,201940,196816,6848,3537,3311,7162,3928,3233,398442,201549,196894,6.9,1.5,12.5
５人以上,"J 金融業,保険業",令和４,2022,年平均,397595,201362,196233,6994,3755,3238,7341,4014,3327,397248,201103,196144,6.4,1.5,11.4
５人以上,"J 金融業,保険業",令和５,2023,年平均,395846,192903,202943,6181,3178,3003,6425,3477,2948,395602,192604,202998,6.7,1.6,11.5
５人以上,"J 金融業,保険業",令和５,2023,1月,394435,193493,200942,5361,3213,2148,6266,3414,2852,393530,193292,200238,6.8,1.6,11.9
５人以上,"J 金融業,保険業",令和５,2023,2月,393530,192951,200579,4093,1826,2267,3783,1752,2031,393840,193025,200815,7.2,1.8,12.4
５人以上,"J 金融業,保険業",令和５,2023,3月,393840,194707,199133,3556,1640,1916,4659,2835,1824,392737,193512,199225,6.6,1.6,11.4
５人以上,"J 金融業,保険業",令和５,2023,4月,392737,192485,200252,28908,14611,14297,21235,12003,9232,400410,195093,205317,6.5,1.5,11.3
５人以上,"J 金融業,保険業",令和５,2023,5月,400410,197185,203225,5087,1943,3144,4412,1997,2415,401085,197131,203954,6.6,1.6,11.4
５人以上,"J 金融業,保険業",令和５,2023,6月,401085,197359,203726,4264,1895,2369,5973,2803,3170,399376,196451,202925,6.2,1.4,10.9
５人以上,"J 金融業,保険業",令和５,2023,7月,399376,192950,206426,6564,4083,2481,7855,4187,3668,398085,192846,205239,5.5,1.3,9.4
５人以上,"J 金融業,保険業",令和５,2023,8月,398085,191142,206943,2361,1434,927,4116,2530,1586,396330,190046,206284,6.9,1.6,11.8
５人以上,"J 金融業,保険業",令和５,2023,9月,396330,193210,203120,2701,1806,895,3962,2425,1537,395069,192591,202478,7.1,1.6,12.4
５人以上,"J 金融業,保険業",令和５,2023,10月,395069,191453,203616,6059,3442,2617,7796,4321,3475,393332,190574,202758,6.9,1.5,12
５人以上,"J 金融業,保険業",令和５,2023,11月,393332,189388,203944,2841,970,1871,4255,2117,2138,391918,188241,203677,6.8,1.5,11.6
５人以上,"J 金融業,保険業",令和５,2023,12月,391918,188508,203410,2376,1273,1103,2785,1337,1448,391509,188444,203065,6.9,1.6,11.8
５人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,211993,135074,76920,3842,2174,1668,3681,2291,1390,212154,134957,77198,15,8.9,25.5
５人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,215682,135473,80208,4245,2322,1923,3793,2160,1633,216134,135635,80498,17.6,12.9,25.3
５人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,217897,138154,79743,4168,2407,1762,3933,2318,1616,218132,138243,79889,18.8,15,25.2
５人以上,"K 不動産業,物品賃貸業",令和３,2021,年平均,220894,142153,78741,4549,2565,1985,4531,2731,1799,220912,141987,78927,13.8,10.9,19.1
５人以上,"K 不動産業,物品賃貸業",令和４,2022,年平均,246767,161661,85106,4605,2855,1750,3645,2338,1307,247727,162178,85549,11.7,8.3,18
５人以上,"K 不動産業,物品賃貸業",令和５,2023,年平均,256256,163093,93163,4577,2602,1975,3808,2329,1479,257025,163366,93659,13.1,9.8,18.8
５人以上,"K 不動産業,物品賃貸業",令和５,2023,1月,249833,158883,90950,2615,1229,1386,2394,1305,1089,250054,158807,91247,13,9.3,19.3
５人以上,"K 不動産業,物品賃貸業",令和５,2023,2月,250054,158310,91744,3158,1651,1507,3173,2014,1159,250039,157947,92092,13.3,9.5,19.8
５人以上,"K 不動産業,物品賃貸業",令和５,2023,3月,250039,158959,91080,2806,1418,1388,3310,2114,1196,249535,158263,91272,13,9.4,19.3
５人以上,"K 不動産業,物品賃貸業",令和５,2023,4月,249535,158892,90643,17067,10403,6664,8333,5898,2435,258269,163397,94872,12.2,8.6,18.5
５人以上,"K 不動産業,物品賃貸業",令和５,2023,5月,258269,162158,96111,5209,3045,2164,4893,2807,2086,258585,162396,96189,11.2,7.8,17.1
５人以上,"K 不動産業,物品賃貸業",令和５,2023,6月,258585,165504,93081,3592,1287,2305,3276,2111,1165,258901,164680,94221,12.7,9,19.2
５人以上,"K 不動産業,物品賃貸業",令和５,2023,7月,258901,163800,95101,4236,2036,2200,3952,2436,1516,259185,163400,95785,13.8,10.3,19.8
５人以上,"K 不動産業,物品賃貸業",令和５,2023,8月,259185,164661,94524,3956,2439,1517,2678,1142,1536,260463,165958,94505,14,10.9,19.5
５人以上,"K 不動産業,物品賃貸業",令和５,2023,9月,260463,166132,94331,3134,1614,1520,2708,1333,1375,260889,166413,94476,14.2,11.3,19.2
５人以上,"K 不動産業,物品賃貸業",令和５,2023,10月,260889,166578,94311,4412,3131,1281,5898,4150,1748,259403,165559,93844,13.4,10.8,17.9
５人以上,"K 不動産業,物品賃貸業",令和５,2023,11月,259403,166453,92950,3300,2022,1278,2786,1497,1289,259917,166978,92939,13,10.4,17.7
５人以上,"K 不動産業,物品賃貸業",令和５,2023,12月,259917,166787,93130,1434,950,484,2299,1140,1159,259052,166597,92455,13.1,10.3,18
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,387209,256205,131004,5970,3540,2430,5565,3417,2148,387614,256328,131286,8.6,4,17.6
５人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,391025,255318,135707,6102,3386,2715,5749,3549,2200,391378,255155,136222,7.8,3.8,15.3
５人以上,"L 学術研究,専門・技術サービス業",令和２,2020,年平均,390772,257550,133221,5285,3218,2067,5684,3579,2105,390373,257189,133183,8.1,4.7,14.9
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,年平均,391049,239404,151645,6324,3399,2926,6178,3568,2611,391195,239235,151960,6.9,3.5,12.4
