規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.9,159.5,145.5,14,12.4,75.9,73.3,2.6
５人以上,"鉱業,採石業,砂利採取業",18.2,155.1,133.6,21.5,－,－,－,－
５人以上,建設業,19.7,167.6,150.3,17.3,11.5,76,74.7,1.3
５人以上,製造業,19,158.8,147.1,11.7,16.1,96,93.5,2.5
５人以上,電気・ガス・熱供給・水道業,18.7,159.1,141.3,17.8,14.4,108.8,107.3,1.5
５人以上,情報通信業,18.6,160.1,143.4,16.7,16.1,114.3,100.8,13.5
５人以上,"運輸業,郵便業",19.3,167.8,148.2,19.6,15.6,110.1,102,8.1
５人以上,"卸売業,小売業",18.9,157.7,146.3,11.4,13.6,81,79.4,1.6
５人以上,"金融業,保険業",18.4,152.2,135.5,16.7,15.2,97.8,96,1.8
５人以上,"不動産業,物品賃貸業",19.1,160.3,146.6,13.7,14,81.2,79.3,1.9
５人以上,"学術研究,専門・技術サービス業",19,164.9,148,16.9,12.6,73.9,71.1,2.8
５人以上,"宿泊業,飲食サービス業",19.5,171.5,156.5,15,10.5,63.3,60.5,2.8
５人以上,"生活関連サービス業,娯楽業",19.1,153.3,143.8,9.5,11.7,73.9,72.8,1.1
５人以上,"教育,学習支援業",19,152.8,141.2,11.6,9.2,47.9,47.4,0.5
５人以上,"医療,福祉",18.8,153.1,144.5,8.6,11.7,66.4,64.9,1.5
５人以上,複合サービス事業,18.2,152,138.7,13.3,17.9,120.7,115.3,5.4
５人以上,サービス業（他に分類されないもの）,18.9,160.1,145.2,14.9,15.5,103,98.6,4.4
30人以上,調査産業計,18.7,158.4,143.1,15.3,13.4,85.4,81.9,3.5
30人以上,"鉱業,採石業,砂利採取業",18.2,155.1,133.6,21.5,－,－,－,－
30人以上,建設業,19,163.7,144.3,19.4,14.1,99.5,96.4,3.1
30人以上,製造業,18.7,157.9,144.8,13.1,16.6,116.1,110.8,5.3
30人以上,電気・ガス・熱供給・水道業,18.5,159.2,140.6,18.6,13.9,104.8,102.9,1.9
30人以上,情報通信業,18.5,159.8,142.4,17.4,16.6,119.4,104.5,14.9
30人以上,"運輸業,郵便業",19,166,146.2,19.8,15.7,110.9,102.6,8.3
30人以上,"卸売業,小売業",18.5,155.6,142.9,12.7,14.3,88.7,86.4,2.3
30人以上,"金融業,保険業",18.4,154.3,135.5,18.8,15.2,98.5,96.1,2.4
30人以上,"不動産業,物品賃貸業",18.8,158.5,143.4,15.1,15.9,82,79.8,2.2
30人以上,"学術研究,専門・技術サービス業",18.6,162.5,144.9,17.6,15.3,94.7,91.7,3
30人以上,"宿泊業,飲食サービス業",19.6,173.1,158.6,14.5,10.9,69.4,66.2,3.2
30人以上,"生活関連サービス業,娯楽業",18.4,145.9,133.9,12,11,66.2,64.8,1.4
30人以上,"教育,学習支援業",19,151.7,139.7,12,8.7,49.7,48.9,0.8
30人以上,"医療,福祉",18.6,152.7,142.9,9.8,12.5,71.1,69.4,1.7
30人以上,複合サービス事業,18.6,157.9,139.4,18.5,18.9,122.3,114,8.3
30人以上,サービス業（他に分類されないもの）,18.7,159.8,144.7,15.1,15.8,107.4,102.6,4.8
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年９月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
