事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成30,2018,年平均,105.8,－,115.5,127.5,87,88.7,98.1,107.4,88.4,110.3,109.8,167,148.1,134.7,109.6,141.7,100.3
５人以上,平成31・令和元,2019,年平均,110.6,－,113.3,120.5,99.8,102.4,111.4,112.3,94.8,113.5,111.3,155.7,143.7,129.4,106.7,130.8,109.4
５人以上,令和２,2020,年平均,100,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,令和３,2021,年平均,108.7,－,104.1,109.6,88.9,101.9,99.7,117.3,93.5,119,122.4,79.1,123.2,109.1,109.5,100.3,118.7
５人以上,令和４,2022,年平均,113.6,112.6,103,118.6,88.6,105,112.6,125,99.3,117.6,119.9,145.6,131.8,103.9,100.7,101.9,123.3
５人以上,令和５,2023,年平均,113.5,109.4,101.2,110.4,102.2,105.7,107.3,118.6,91.4,103.2,128.3,155.6,122.3,159.3,118.3,116.1,126
５人以上,令和５,2023,1月,109.7,114.1,94,101,93.1,102.5,105.5,117.9,92.6,96.7,117.1,164.3,115.1,129.4,112,122.8,127.8
５人以上,令和５,2023,2月,113.6,115.7,111,110.8,109.2,108.2,106,115.4,91.5,97.5,130.2,147.6,100,160.8,106,105.4,127.8
５人以上,令和５,2023,3月,121.4,×,112.1,124.5,×,113.8,112.6,121.8,100.6,119.7,140.3,171.4,115.1,158.8,126,121.7,134
５人以上,令和５,2023,4月,121.4,×,109.9,118.6,×,110.1,117.6,123.1,101.7,110.7,137.2,166.7,130.2,213.7,120,116.3,125.8
５人以上,令和５,2023,5月,110.7,105.1,91.8,104.9,101.1,101.3,106.6,116.7,93.8,100.8,120.2,166.7,126.4,156.9,118,119.6,121.6
５人以上,令和５,2023,6月,115.5,114.6,102.2,113.7,99.4,107.5,98.4,119.2,96,98.4,133.3,159.5,113.2,188.2,126,115.2,128.9
５人以上,令和５,2023,7月,113.6,112.6,108.2,108.8,99.4,102.5,112.6,119.2,90.3,100,125.6,164.3,117,141.2,126,97.8,124.7
５人以上,令和５,2023,8月,105.8,102.5,88.5,101,97.1,98.7,113.2,111.5,81.3,99.2,122.5,147.6,111.3,92.2,128,92.4,116.5
５人以上,令和５,2023,9月,109.7,108.6,92.3,106.9,100.6,104.4,101.1,115.4,89.2,98.4,121.7,140.5,122.6,147.1,122,129.3,124.7
５人以上,令和５,2023,10月,114.6,111.1,101.1,112.7,107.5,108.2,108.8,124.4,88.1,105.7,131.8,145.2,143.4,182.4,96,120.7,125.8
５人以上,令和５,2023,11月,114.6,113.6,100.5,117.6,99.4,108.2,101.6,120.5,88.1,104.1,133.3,135.7,132.1,174.5,122,120.7,130.9
５人以上,令和５,2023,12月,111.7,98,102.7,103.9,92.5,103.1,103.8,117.9,84.1,106.6,126.4,157.1,141.5,166.7,118,131.5,123.7
５人以上,平成31・令和元,2019,年平均（前年比（％））,4.6,－,-2,-5.6,14.8,15.3,13.6,4.7,7.1,2.9,1.4,-6.8,-3,-4,-2.6,-7.7,9.1
５人以上,令和２,2020,年平均（前年比（％））,-9.6,－,-11.7,-17,0.2,-2.2,-10.3,-11,5.5,-11.8,-10.1,-35.8,-30.5,-22.7,-6.3,-23.5,-8.6
