事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,D 建設業,令和５,2023,8月,18.2,18.5,16.9,154.1,158.9,136.6,138,140.9,127.2,16.1,18,9.4
５人以上,D 建設業,令和５,2023,9月,19.4,19.7,18.2,164.7,169.1,147.7,147.9,150.7,137.2,16.8,18.4,10.5
５人以上,D 建設業,令和５,2023,10月,19.9,20.2,18.7,168.9,173.6,151.3,150.5,153.5,139.4,18.4,20.1,11.9
５人以上,D 建設業,令和５,2023,11月,20,20.3,18.9,171.2,176,152.3,152.9,156,140.5,18.3,20,11.8
５人以上,D 建設業,令和５,2023,12月,19.7,20,18.3,165.2,170.6,145.6,146.5,149.8,134.6,18.7,20.8,11
５人以上,E 製造業,平成30,2018,年平均,19,19.3,18.2,158.6,164.7,144.6,145.6,150.1,135.3,13,14.6,9.3
５人以上,E 製造業,平成31・令和元,2019,年平均,18.6,19,17.6,154,159.9,139.9,141.7,146.4,130.3,12.3,13.5,9.6
５人以上,E 製造業,令和２,2020,年平均,18.4,18.8,17.6,150.2,155.4,138.3,140,144.4,129.9,10.2,11,8.4
５人以上,E 製造業,令和３,2021,年平均,18.4,18.8,17.5,151.2,157.7,137.2,140,145.5,128.1,11.2,12.2,9.1
５人以上,E 製造業,令和４,2022,年平均,18.4,18.9,17.4,151.6,158.1,137.6,139.5,145.2,127.1,12.1,12.9,10.5
５人以上,E 製造業,令和５,2023,年平均,18.7,19.1,17.8,153.4,159.5,139.6,142.2,147,131.2,11.2,12.5,8.4
５人以上,E 製造業,令和５,2023,1月,17.1,17.5,16.2,140.7,145.9,128.1,130.4,134.7,120,10.3,11.2,8.1
５人以上,E 製造業,令和５,2023,2月,18.5,18.9,17.7,151.8,157.2,139.3,140.5,144.7,130.7,11.3,12.5,8.6
５人以上,E 製造業,令和５,2023,3月,18.8,19.3,17.7,156,162.5,141,143.3,148.4,131.7,12.7,14.1,9.3
５人以上,E 製造業,令和５,2023,4月,19.3,19.9,18.2,159.6,166.7,143.5,147.5,153.2,134.6,12.1,13.5,8.9
５人以上,E 製造業,令和５,2023,5月,17.8,18.2,17,146.6,152.4,133.7,135.9,140.6,125.6,10.7,11.8,8.1
５人以上,E 製造業,令和５,2023,6月,19.6,20.1,18.7,161.2,167.8,146.4,149.6,154.8,138,11.6,13,8.4
５人以上,E 製造業,令和５,2023,7月,19.4,19.8,18.5,159.1,165.3,144.7,148,153,136.5,11.1,12.3,8.2
５人以上,E 製造業,令和５,2023,8月,17.6,17.9,16.9,144.8,150.2,133,134.5,138.9,125,10.3,11.3,8
５人以上,E 製造業,令和５,2023,9月,18.8,19.1,18,153.5,159.6,139.9,142.6,147.4,131.8,10.9,12.2,8.1
５人以上,E 製造業,令和５,2023,10月,19,19.4,18,155.9,162.9,140.7,144.4,150,132.3,11.5,12.9,8.4
５人以上,E 製造業,令和５,2023,11月,19.3,19.6,18.5,158.8,164.7,145.6,146.8,151.3,136.5,12,13.4,9.1
５人以上,E 製造業,令和５,2023,12月,18.6,19,17.8,152.4,158.5,138.9,141.8,146.8,130.7,10.6,11.7,8.2
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,18.5,18.6,17.9,157.6,159.6,147.3,142.5,143.6,136.6,15.1,16,10.7
５人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,18.2,18.3,17.6,153.8,156.6,139.9,136.3,138.1,127.4,17.5,18.5,12.5
５人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,18.5,18.6,17.9,156.1,158.1,145.6,138.7,140,132.2,17.4,18.1,13.4
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,年平均,19,19.1,18.4,159.7,161.1,152.5,144.2,145.2,139.1,15.5,15.9,13.4
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,年平均,19.1,19.2,18.5,160.5,162.5,150.3,145.1,146.3,139,15.4,16.2,11.3
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,年平均,19,19.2,18.5,162.2,164.7,150.6,144.4,145.8,138,17.8,18.9,12.6
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,1月,17.8,17.9,16.9,150.8,153.2,139.6,134.6,136,128,16.2,17.2,11.6
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,2月,17.8,17.9,17.3,154.2,156.4,142.2,135.2,136.4,128.7,19,20,13.5
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,3月,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,4月,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,5月,18.8,18.8,18.3,159.8,162.2,148.5,142.2,143.8,134.7,17.6,18.4,13.8
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,6月,20.5,20.7,19.9,173.5,175.7,162.4,156.2,157.5,149.6,17.3,18.2,12.8
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,7月,18.9,18.9,18.7,160.8,162.5,153,143.5,144,141.1,17.3,18.5,11.9
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,8月,19.5,19.5,19.2,164.8,167.1,155,147.9,148.8,144.1,16.9,18.3,10.9
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,9月,18.6,18.6,18.5,158.2,160.2,149,140.7,141.5,137,17.5,18.7,12
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,10月,19.6,19.6,19.2,167,169.7,154.6,148.3,149.7,141.8,18.7,20,12.8
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,11月,19,19.1,18.8,161.1,163.6,150.2,143.8,145,138.5,17.3,18.6,11.7
５人以上,F 電気・ガス・熱供給・水道業,令和５,2023,12月,18.6,18.7,18.3,155.8,158.1,145.9,139.7,140.9,134.4,16.1,17.2,11.5
５人以上,G 情報通信業,平成30,2018,年平均,18.7,18.9,18.1,156.6,160.2,147.2,142.5,145.5,134.6,14.1,14.7,12.6
５人以上,G 情報通信業,平成31・令和元,2019,年平均,18.5,18.7,17.9,156.8,160.6,146.4,140.5,143.3,132.8,16.3,17.3,13.6
５人以上,G 情報通信業,令和２,2020,年平均,18.7,18.9,18,157.9,162,147.4,142,144.9,134.4,15.9,17.1,13
５人以上,G 情報通信業,令和３,2021,年平均,18.7,19,18,159.4,163.7,149.2,143.2,146.4,135.6,16.2,17.3,13.6
５人以上,G 情報通信業,令和４,2022,年平均,18.4,18.8,17.6,157.5,162.4,146.2,140.8,144.3,132.9,16.7,18.1,13.3
５人以上,G 情報通信業,令和５,2023,年平均,18.6,19,17.9,159.1,163.6,148.7,142.3,145.6,134.7,16.8,18,14
５人以上,G 情報通信業,令和５,2023,1月,17.2,17.6,16.5,148,152.5,137.4,131.7,134.8,124.4,16.3,17.7,13
５人以上,G 情報通信業,令和５,2023,2月,17.7,18.1,16.8,152.5,157.4,140.9,135.3,138.8,127.1,17.2,18.6,13.8
５人以上,G 情報通信業,令和５,2023,3月,19.1,19.6,18.1,164.3,169.9,151,146.2,150.3,136.5,18.1,19.6,14.5
５人以上,G 情報通信業,令和５,2023,4月,19.1,19.5,18.2,163.3,168.1,151.9,145.8,149.3,137.7,17.5,18.8,14.2
５人以上,G 情報通信業,令和５,2023,5月,18.1,18.4,17.3,154.4,159.2,143.7,138.3,141.6,131,16.1,17.6,12.7
５人以上,G 情報通信業,令和５,2023,6月,19.7,20.1,18.9,168,172.9,157,150.9,154.4,143.2,17.1,18.5,13.8
５人以上,G 情報通信業,令和５,2023,7月,18.9,19.3,18.1,161,166.1,149.8,144.7,148.4,136.4,16.3,17.7,13.4
５人以上,G 情報通信業,令和５,2023,8月,18.5,18.8,17.7,157.7,162.4,147.5,142,145.3,134.8,15.7,17.1,12.7
５人以上,G 情報通信業,令和５,2023,9月,18.5,18.7,18.2,158.1,160.9,151.5,141.5,143.7,136.4,16.6,17.2,15.1
５人以上,G 情報通信業,令和５,2023,10月,19,19.4,18.3,161.9,166.2,152,144.7,148.2,136.8,17.2,18,15.2
５人以上,G 情報通信業,令和５,2023,11月,18.9,19.2,18.3,161.7,165.7,152.8,144.5,147.6,137.6,17.2,18.1,15.2
５人以上,G 情報通信業,令和５,2023,12月,18.6,18.9,17.9,158,162.3,148.4,141.6,145.1,133.8,16.4,17.2,14.6
５人以上,"H 運輸業,郵便業",平成30,2018,年平均,19,19.4,17.3,157.3,164.4,130.3,139.4,144.3,120.8,17.9,20.1,9.5
５人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,18.7,19.2,17,159.9,168.5,132.1,139.6,145.1,121.7,20.3,23.4,10.4
５人以上,"H 運輸業,郵便業",令和２,2020,年平均,17.8,18.8,15.1,150.6,163,116.6,132.4,140.7,109.6,18.2,22.3,7
５人以上,"H 運輸業,郵便業",令和３,2021,年平均,17.8,18.5,15.9,151.4,161.2,124.1,133.2,139.4,115.9,18.2,21.8,8.2
５人以上,"H 運輸業,郵便業",令和４,2022,年平均,18.5,19.1,16.5,160.2,170.9,127.8,139.7,146.9,117.9,20.5,24,9.9
５人以上,"H 運輸業,郵便業",令和５,2023,年平均,18.8,19.4,17.1,163.4,172.8,136.4,143.9,150.2,125.8,19.5,22.6,10.6
５人以上,"H 運輸業,郵便業",令和５,2023,1月,17.7,18.2,16.2,156,165.5,128.4,136.8,143.2,118.2,19.2,22.3,10.2
５人以上,"H 運輸業,郵便業",令和５,2023,2月,18.3,18.9,16.3,159.5,169.9,128.6,140.2,147.4,118.9,19.3,22.5,9.7
５人以上,"H 運輸業,郵便業",令和５,2023,3月,18.7,19.2,17.1,163.4,172.5,136,142.9,149.1,124.3,20.5,23.4,11.7
５人以上,"H 運輸業,郵便業",令和５,2023,4月,19.3,19.8,17.6,169,179.1,139.4,147.6,154.1,128.5,21.4,25,10.9
５人以上,"H 運輸業,郵便業",令和５,2023,5月,18.7,19.2,17.1,162,171.2,136.3,142.6,148.7,125.4,19.4,22.5,10.9
５人以上,"H 運輸業,郵便業",令和５,2023,6月,19.3,19.8,17.5,164.5,173.6,137,146.6,153,127.1,17.9,20.6,9.9
５人以上,"H 運輸業,郵便業",令和５,2023,7月,19.3,19.9,17.6,167.2,176.8,139.8,146.7,152.6,129.9,20.5,24.2,9.9
５人以上,"H 運輸業,郵便業",令和５,2023,8月,18.9,19.4,17.3,164.6,174.1,136.9,144,150,126.6,20.6,24.1,10.3
５人以上,"H 運輸業,郵便業",令和５,2023,9月,18.9,19.5,17,161.7,170.9,135,143.3,149.6,125.1,18.4,21.3,9.9
５人以上,"H 運輸業,郵便業",令和５,2023,10月,19,19.6,17.5,165.1,173.5,141,145.3,150.9,129.2,19.8,22.6,11.8
５人以上,"H 運輸業,郵便業",令和５,2023,11月,19,19.6,17.3,164,172.9,139.5,145.5,151.6,128.7,18.5,21.3,10.8
５人以上,"H 運輸業,郵便業",令和５,2023,12月,19,19.6,17.3,164.4,173.7,138.4,145.5,151.9,127.4,18.9,21.8,11
５人以上,"I 卸売業,小売業",平成30,2018,年平均,18.1,18.8,17.1,140.1,151.7,124.9,131.7,141.6,118.9,8.4,10.1,6
５人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,17.7,18.5,16.7,138.4,151,122.1,129.7,140.1,116.2,8.7,10.9,5.9
５人以上,"I 卸売業,小売業",令和２,2020,年平均,17.4,18.2,16.3,135.1,147.9,118.9,127.3,138,113.7,7.8,9.9,5.2
５人以上,"I 卸売業,小売業",令和３,2021,年平均,17.6,18.3,16.6,137.5,149.5,121.7,128.4,138.2,115.5,9.1,11.3,6.2
５人以上,"I 卸売業,小売業",令和４,2022,年平均,17.5,18.2,16.6,138.1,150.2,123.1,128.4,137.9,116.5,9.7,12.3,6.6
５人以上,"I 卸売業,小売業",令和５,2023,年平均,17.6,18.4,16.6,138.9,152.1,123.5,129.7,140.3,117.2,9.2,11.8,6.3
５人以上,"I 卸売業,小売業",令和５,2023,1月,16.5,17.3,15.6,130.7,143,116.3,121.5,131.2,110.2,9.2,11.8,6.1
５人以上,"I 卸売業,小売業",令和５,2023,2月,17.1,17.9,16.1,134.4,147.4,118.8,125.4,135.9,112.9,9,11.5,5.9
５人以上,"I 卸売業,小売業",令和５,2023,3月,17.6,18.6,16.5,140,154.6,122.6,130.5,142.3,116.4,9.5,12.3,6.2
５人以上,"I 卸売業,小売業",令和５,2023,4月,18,18.9,17,142.2,156,125.4,132.6,144,118.7,9.6,12,6.7
５人以上,"I 卸売業,小売業",令和５,2023,5月,17.2,17.9,16.3,135.7,147.7,121.1,126.6,136.3,114.8,9.1,11.4,6.3
５人以上,"I 卸売業,小売業",令和５,2023,6月,18.4,19.3,17.3,145.3,159.3,128.6,136,147.5,122.3,9.3,11.8,6.3
５人以上,"I 卸売業,小売業",令和５,2023,7月,18.1,19,17,142.2,156.4,125.7,132.9,144.4,119.5,9.3,12,6.2
５人以上,"I 卸売業,小売業",令和５,2023,8月,17.3,17.9,16.6,136.6,147.6,123.4,127.9,136.5,117.5,8.7,11.1,5.9
５人以上,"I 卸売業,小売業",令和５,2023,9月,17.6,18.4,16.7,138.8,151.1,124.6,129.8,139.7,118.5,9,11.4,6.1
５人以上,"I 卸売業,小売業",令和５,2023,10月,17.8,18.7,16.7,141.2,154.5,125.5,131.5,142.2,118.9,9.7,12.3,6.6
５人以上,"I 卸売業,小売業",令和５,2023,11月,17.9,18.8,16.8,141.7,155.6,125.5,132.3,143.6,119.1,9.4,12,6.4
５人以上,"I 卸売業,小売業",令和５,2023,12月,17.5,18.4,16.5,138.6,151.5,123.3,129.4,139.8,117.1,9.2,11.7,6.2
５人以上,"J 金融業,保険業",平成30,2018,年平均,18.8,19.3,18.3,153.1,162.6,142.7,137.5,143.9,130.5,15.6,18.7,12.2
５人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,18.3,18.7,17.9,149,156.5,140.4,132.3,136.8,127.1,16.7,19.7,13.3
５人以上,"J 金融業,保険業",令和２,2020,年平均,18.2,18.7,17.8,149.8,159.6,139.5,132.2,137.8,126.3,17.6,21.8,13.2
５人以上,"J 金融業,保険業",令和３,2021,年平均,18.4,18.9,17.8,150.5,160.5,140.3,134,140.5,127.4,16.5,20,12.9
５人以上,"J 金融業,保険業",令和４,2022,年平均,18.2,18.7,17.7,150.6,160,141,133.1,138.9,127.2,17.5,21.1,13.8
５人以上,"J 金融業,保険業",令和５,2023,年平均,18.2,18.9,17.5,149,160.1,138.5,132.9,140.4,125.8,16.1,19.7,12.7
５人以上,"J 金融業,保険業",令和５,2023,1月,17.4,17.9,16.9,143.7,152.4,135.2,127.4,132.7,122.3,16.3,19.7,12.9
５人以上,"J 金融業,保険業",令和５,2023,2月,17.3,17.9,16.8,142.3,151.7,133.4,126.2,132.1,120.7,16.1,19.6,12.7
５人以上,"J 金融業,保険業",令和５,2023,3月,19.2,19.7,18.6,157.6,166.9,148.5,139.9,146,134,17.7,20.9,14.5
５人以上,"J 金融業,保険業",令和５,2023,4月,18.9,19.5,18.3,155.6,165.3,146.3,137.7,144,131.7,17.9,21.3,14.6
５人以上,"J 金融業,保険業",令和５,2023,5月,18.3,18.8,17.8,150.1,159.4,141,133.6,139.6,127.7,16.5,19.8,13.3
５人以上,"J 金融業,保険業",令和５,2023,6月,19.8,20.5,19.2,162.1,173.3,151.3,145.2,152.5,138.1,16.9,20.8,13.2
５人以上,"J 金融業,保険業",令和５,2023,7月,17.9,18.7,17.2,147.2,159.3,135.7,131.3,139.6,123.5,15.9,19.7,12.2
５人以上,"J 金融業,保険業",令和５,2023,8月,17.8,18.6,17,145.2,157.8,133.6,130.9,140,122.5,14.3,17.8,11.1
５人以上,"J 金融業,保険業",令和５,2023,9月,18.1,18.7,17.6,148.4,158.9,138.3,132.7,139.7,126,15.7,19.2,12.3
５人以上,"J 金融業,保険業",令和５,2023,10月,17.9,18.8,17,146.3,159.7,133.8,130.8,140.3,122,15.5,19.4,11.8
５人以上,"J 金融業,保険業",令和５,2023,11月,17.6,18.6,16.8,144.5,157.8,132.1,129,138.6,120.1,15.5,19.2,12
５人以上,"J 金融業,保険業",令和５,2023,12月,17.7,18.7,16.9,144.2,157.2,132.1,129.4,138.8,120.7,14.8,18.4,11.4
５人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,18.8,19.4,17.7,152.6,161.6,137,139.2,146.2,127,13.4,15.4,10
５人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,18.3,18.9,17.3,148.3,156.8,134.1,134.5,140.4,124.6,13.8,16.4,9.5
５人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,18,18.5,17.2,144.2,150.9,132.7,132,136.9,123.6,12.2,14,9.1
５人以上,"K 不動産業,物品賃貸業",令和３,2021,年平均,18.5,19,17.7,151.8,157.9,140.9,137.3,141.6,129.6,14.5,16.3,11.3
５人以上,"K 不動産業,物品賃貸業",令和４,2022,年平均,18.5,19,17.6,151.6,158.3,138.7,137.2,142.3,127.5,14.4,16,11.2
５人以上,"K 不動産業,物品賃貸業",令和５,2023,年平均,18.5,19,17.7,150.6,156.9,139.7,138,143,129.3,12.6,13.9,10.4
５人以上,"K 不動産業,物品賃貸業",令和５,2023,1月,17.5,17.9,16.6,142.7,149.3,131.4,130.9,136.3,121.6,11.8,13,9.8
５人以上,"K 不動産業,物品賃貸業",令和５,2023,2月,17.9,18.3,17.1,145.2,151.9,133.8,133.3,138.6,124.2,11.9,13.3,9.6
５人以上,"K 不動産業,物品賃貸業",令和５,2023,3月,18.7,19.2,17.8,154.1,160.7,142.5,139.5,144.9,130,14.6,15.8,12.5
５人以上,"K 不動産業,物品賃貸業",令和５,2023,4月,19.4,19.9,18.4,157.6,163.6,147.1,144.1,149.5,134.7,13.5,14.1,12.4
５人以上,"K 不動産業,物品賃貸業",令和５,2023,5月,18.2,18.8,17.3,148.5,155.2,137.2,136.2,141.8,126.8,12.3,13.4,10.4
５人以上,"K 不動産業,物品賃貸業",令和５,2023,6月,19.3,19.8,18.5,155.3,161.8,143.9,143.3,148.6,134,12,13.2,9.9
５人以上,"K 不動産業,物品賃貸業",令和５,2023,7月,19.1,19.6,18.4,153.2,160.4,140.8,141,146.6,131.3,12.2,13.8,9.5
５人以上,"K 不動産業,物品賃貸業",令和５,2023,8月,18,18.4,17.3,145.9,151.8,135.6,133.8,138.2,126.1,12.1,13.6,9.5
５人以上,"K 不動産業,物品賃貸業",令和５,2023,9月,18.4,18.7,17.8,149.1,154.6,139.5,137.1,141.1,130.1,12,13.5,9.4
５人以上,"K 不動産業,物品賃貸業",令和５,2023,10月,18.7,19.2,17.9,152.1,157.9,141.9,139.2,143.8,131.1,12.9,14.1,10.8
５人以上,"K 不動産業,物品賃貸業",令和５,2023,11月,18.7,19.2,17.9,153.3,159.1,143.2,140.6,145.1,132.7,12.7,14,10.5
５人以上,"K 不動産業,物品賃貸業",令和５,2023,12月,18.3,18.8,17.6,149.7,155.7,139.1,136.7,141.3,128.5,13,14.4,10.6
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,18.6,19,17.7,153,159.3,140.6,138.9,143.6,129.6,14.1,15.7,11
５人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,18.3,18.7,17.6,151,156.3,141.3,136.7,140.8,129.2,14.3,15.5,12.1
５人以上,"L 学術研究,専門・技術サービス業",令和２,2020,年平均,18.2,18.5,17.5,149.3,153.7,140.8,136.4,140.1,129.3,12.9,13.6,11.5
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,年平均,18.5,18.8,18,154.9,160.1,146.7,139.1,142.7,133.6,15.8,17.4,13.1
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,年平均,18.4,18.7,18.1,156,162.1,147.9,140.5,144.5,135.2,15.5,17.6,12.7
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,年平均,18.5,18.9,18,159,167,148.4,142.4,147.6,135.6,16.6,19.4,12.8
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,1月,16.9,17.2,16.4,145.4,152.3,136.5,130.3,134.9,124.3,15.1,17.4,12.2
