事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,TL 調査産業計,平成30,2018,年平均,553199,420745,390281,30464,132454,125365,122183,116862,5321,3182
30人以上,TL 調査産業計,平成31・令和元,2019,年平均,552200,421993,389263,32730,130207,122787,119557,114443,5114,3230
30人以上,TL 調査産業計,令和２,2020,年平均,539386,416925,387050,29875,122461,119138,115205,110928,4277,3933
30人以上,TL 調査産業計,令和３,2021,年平均,535924,417072,385427,31645,118852,127901,123728,119457,4271,4173
30人以上,TL 調査産業計,令和４,2022,年平均,555851,426411,393199,33212,129440,135819,131450,126339,5111,4369
30人以上,TL 調査産業計,令和５,2023,年平均,566282,434898,401063,33835,131384,140169,135631,130183,5448,4538
30人以上,TL 調査産業計,令和５,2023,1月,448997,426780,394340,32440,22217,129578,127959,122855,5104,1619
30人以上,TL 調査産業計,令和５,2023,2月,438727,423803,391252,32551,14924,130827,129995,124635,5360,832
30人以上,TL 調査産業計,令和５,2023,3月,502251,435357,400586,34771,66894,136615,134250,128732,5518,2365
30人以上,TL 調査産業計,令和５,2023,4月,479730,442076,406202,35874,37654,138294,136742,130969,5773,1552
30人以上,TL 調査産業計,令和５,2023,5月,469779,432317,398526,33791,37462,136967,135452,130015,5437,1515
30人以上,TL 調査産業計,令和５,2023,6月,935756,433634,400035,33599,502122,151162,135402,129914,5488,15760
30人以上,TL 調査産業計,令和５,2023,7月,610328,435737,401814,33923,174591,143240,139125,133490,5635,4115
30人以上,TL 調査産業計,令和５,2023,8月,446949,433820,400715,33105,13129,137578,136505,131299,5206,1073
30人以上,TL 調査産業計,令和５,2023,9月,461214,436146,403393,32753,25068,138687,137427,131999,5428,1260
30人以上,TL 調査産業計,令和５,2023,10月,457231,437676,404218,33458,19555,139154,137825,132467,5358,1329
30人以上,TL 調査産業計,令和５,2023,11月,471329,441098,405519,35579,30231,139748,136607,131178,5429,3141
30人以上,TL 調査産業計,令和５,2023,12月,1065215,440181,406004,34177,625034,159104,139659,134028,5631,19445
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,728116,546464,518505,27959,181652,117294,117294,117294,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,808423,581695,549289,32406,226728,153129,141479,141458,21,11650
30人以上,"C 鉱業,採石業,砂利採取業",令和２,2020,年平均,831701,572695,537550,35145,259006,213524,197228,196833,395,16296
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,年平均,815349,570144,529299,40845,245205,385894,360313,357729,2584,25581
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,年平均,777019,595580,553158,42422,181439,369602,349547,347646,1901,20055
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,年平均,964430,632581,593609,38972,331849,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,1月,609258,606732,569100,37632,2526,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,2月,615969,613336,573121,40215,2633,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,3月,×,×,×,×,×,×,×,×,×,×
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,4月,×,×,×,×,×,×,×,×,×,×
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,5月,637642,633535,590293,43242,4107,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,6月,2897653,624848,591515,33333,2272805,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,7月,639943,635408,596092,39316,4535,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,8月,639808,635556,597230,38326,4252,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,9月,639561,635014,601867,33147,4547,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,10月,650358,645693,608094,37599,4665,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,11月,1046861,649476,605795,43681,397385,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,12月,1893124,657337,615129,42208,1235787,－,－,－,－,－
30人以上,D 建設業,平成30,2018,年平均,567481,410748,358562,52186,156733,95370,89815,87612,2203,5555
30人以上,D 建設業,平成31・令和元,2019,年平均,621649,450377,400959,49418,171272,142800,129764,124405,5359,13036
30人以上,D 建設業,令和２,2020,年平均,588079,425779,380927,44852,162300,188685,170987,160424,10563,17698
30人以上,D 建設業,令和３,2021,年平均,575346,426215,381959,44256,149131,200620,184138,174463,9675,16482
30人以上,D 建設業,令和４,2022,年平均,640030,470394,429360,41034,169636,164997,156301,152434,3867,8696
30人以上,D 建設業,令和５,2023,年平均,638958,476660,436250,40410,162298,159209,152138,147841,4297,7071
30人以上,D 建設業,令和５,2023,1月,476344,470134,429412,40722,6210,159288,157628,154493,3135,1660
30人以上,D 建設業,令和５,2023,2月,461626,457765,417678,40087,3861,159875,156574,152423,4151,3301
30人以上,D 建設業,令和５,2023,3月,578690,474521,430420,44101,104169,164347,157882,153220,4662,6465
30人以上,D 建設業,令和５,2023,4月,514651,494206,449131,45075,20445,167107,161664,156462,5202,5443
30人以上,D 建設業,令和５,2023,5月,489269,470045,430224,39821,19224,158694,156044,151172,4872,2650
30人以上,D 建設業,令和５,2023,6月,1199243,476832,436525,40307,722411,150434,133684,130531,3153,16750
30人以上,D 建設業,令和５,2023,7月,695976,477403,437131,40272,218573,178584,168150,161790,6360,10434
30人以上,D 建設業,令和５,2023,8月,484876,473124,435211,37913,11752,138217,135764,132211,3553,2453
30人以上,D 建設業,令和５,2023,9月,488295,477889,441427,36462,10406,172278,165781,160117,5664,6497
30人以上,D 建設業,令和５,2023,10月,497240,487947,448254,39693,9293,166056,161370,156462,4908,4686
30人以上,D 建設業,令和５,2023,11月,496591,478164,437885,40279,18427,171208,168212,163084,5128,2996
30人以上,D 建設業,令和５,2023,12月,1276269,481134,440760,40374,795135,152399,138250,135024,3226,14149
30人以上,E 製造業,平成30,2018,年平均,597159,443120,411513,31607,154039,136108,132698,125038,7660,3410
30人以上,E 製造業,平成31・令和元,2019,年平均,593013,437212,408479,28733,155801,163341,155309,144111,11198,8032
30人以上,E 製造業,令和２,2020,年平均,584795,435766,410934,24832,149029,145541,139150,127279,11871,6391
30人以上,E 製造業,令和３,2021,年平均,589385,449041,420506,28535,140344,134712,129630,120694,8936,5082
30人以上,E 製造業,令和４,2022,年平均,595291,442953,413504,29449,152338,147243,141202,130364,10838,6041
30人以上,E 製造業,令和５,2023,年平均,605799,447174,416642,30532,158625,163290,153144,143722,9422,10146
30人以上,E 製造業,令和５,2023,1月,459924,443390,415210,28180,16534,158450,157407,143242,14165,1043
30人以上,E 製造業,令和５,2023,2月,450185,436842,407627,29215,13343,147455,146873,137986,8887,582
30人以上,E 製造業,令和５,2023,3月,561075,445087,413526,31561,115988,158660,152209,140790,11419,6451
30人以上,E 製造業,令和５,2023,4月,462957,447760,414201,33559,15197,153107,150667,142787,7880,2440
30人以上,E 製造業,令和５,2023,5月,489212,441942,412030,29912,47270,144914,143929,135082,8847,985
30人以上,E 製造業,令和５,2023,6月,1020350,447084,416783,30301,573266,177227,157848,148190,9658,19379
30人以上,E 製造業,令和５,2023,7月,682773,449149,418678,30471,233624,170448,154752,146216,8536,15696
30人以上,E 製造業,令和５,2023,8月,481609,447598,417898,29700,34011,143426,139154,129706,9448,4272
30人以上,E 製造業,令和５,2023,9月,465171,448409,418766,29643,16762,169480,168095,157226,10869,1385
30人以上,E 製造業,令和５,2023,10月,455746,450841,419273,31568,4905,152010,151153,143575,7578,857
30人以上,E 製造業,令和５,2023,11月,504210,453438,421076,32362,50772,169432,168268,158815,9453,1164
30人以上,E 製造業,令和５,2023,12月,1205530,453954,424108,29846,751576,220708,152286,145150,7136,68422
30人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,639066,524389,450155,74234,114677,210329,156481,154066,2415,53848
30人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,667507,538643,462047,76596,128864,222037,158437,157150,1287,63600
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,633524,485148,424805,60343,148376,234573,182082,178368,3714,52491
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,年平均,631504,464513,406529,57984,166991,225589,181798,178914,2884,43791
