事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,令和２,2020,年平均（前年比（％））,0,－,-2.8,0,-5.6,0.6,-8.2,-0.5,0.1,2.8,-3.8,-5.8,11.9,0.5,3.7,-0.5,0.2
５人以上,令和３,2021,年平均（前年比（％））,1,－,-0.2,0.2,9.6,0.1,-1.1,0.9,-8.6,5.2,-4,10.9,4.9,-1.2,5.5,0.4,1.9
５人以上,令和４,2022,年平均（前年比（％））,1.3,－,7.6,-2.3,-9.7,-0.6,5.8,1.6,2.8,3.9,4.2,19.3,-1,11,-4.3,-3.6,-1.9
５人以上,令和５,2023,年平均（前年比（％））,2.2,7.4,2.7,3,4.5,1.1,8.7,1.9,-1.5,-0.4,2.6,0.5,3.4,-1.2,4.5,4.8,5.3
５人以上,令和５,2023,1月（前年同月比（％））,2.1,10.2,0.7,3.1,5.6,-1.3,7.8,0.8,2.6,-1.6,0.9,4.7,1.5,3,6,3.4,7.3
５人以上,令和５,2023,2月（前年同月比（％））,1.4,6.3,-0.9,2.2,6.4,-1.4,12,0.9,0.2,-2.2,1,6.4,0.5,-3,4.2,6.1,4.9
５人以上,令和５,2023,3月（前年同月比（％））,1.9,×,-0.1,2.1,×,-1.2,5.3,3.8,-0.5,-2.1,0.5,-0.9,2.9,5.2,4.8,0,4.9
５人以上,令和５,2023,4月（前年同月比（％））,2.3,×,2.6,1.3,×,0,12.3,0.8,-1.7,0.3,1,1.8,8.6,-0.6,10.4,3.6,5.3
５人以上,令和５,2023,5月（前年同月比（％））,2.4,7.3,3.8,2.5,1.2,1.5,8.4,2,1.8,-1.4,1.7,-2.3,5.8,-1.5,7.5,2.7,4.4
５人以上,令和５,2023,6月（前年同月比（％））,2.5,6.6,2.2,2.7,4.4,-0.1,11.6,2.3,2.5,0.6,2.1,-5.2,3.1,0.6,7.8,4,4.2
５人以上,令和５,2023,7月（前年同月比（％））,1.5,5,3.7,2.3,2.7,1.5,9.2,0.8,-4.5,1.4,4.3,0.8,-0.7,-3.4,1.6,8.2,3.9
５人以上,令和５,2023,8月（前年同月比（％））,2.2,6.1,3.5,2.6,5.6,-0.3,7.8,2.5,-6.2,0.1,4.8,3.9,1.5,-1.6,5.6,8.4,6.6
５人以上,令和５,2023,9月（前年同月比（％））,2.2,5.9,5.7,3,3.1,3.1,6.6,2.2,-1.9,0.4,3.5,-2.7,4.3,-0.8,3.1,7,3.5
５人以上,令和５,2023,10月（前年同月比（％））,1.5,7.7,3.3,4.5,4.9,3.4,8.2,1.2,-4.2,-2.5,2,3.2,0.7,-4.8,-4,9.2,6.7
５人以上,令和５,2023,11月（前年同月比（％））,2.8,9.5,3.2,4.3,5.6,5.7,9.8,1.8,-3.2,0.9,4.7,0.3,6.2,-4.6,3,3.6,6.4
５人以上,令和５,2023,12月（前年同月比（％））,2.8,4.4,4.3,4.9,4.8,2.7,6.7,2.6,-2.9,2,5.1,-2.7,6.4,-1.5,4.7,1.7,5.5
30人以上,平成30,2018,年平均,100.7,－,92.6,101.3,105.7,99.3,110.5,102.3,98.8,103.8,97.4,121.7,80.7,104.4,100.2,113.7,99.2
30人以上,平成31・令和元,2019,年平均,100.3,－,104.2,102.5,107.8,100.8,109.1,97.4,100.2,99.9,102.9,109.2,81,100.7,97.9,101.9,100
30人以上,令和２,2020,年平均,100,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,令和３,2021,年平均,101.2,－,100.3,100.4,95.7,100.1,99.2,101.9,91,103.4,94.9,118.6,104.9,103,106.7,101.5,103.6
30人以上,令和４,2022,年平均,103.7,103.4,112.5,100.5,102.3,100.2,107.4,103.9,90.6,108.1,99.8,157,100.9,113.9,101.5,94.5,103.3
30人以上,令和５,2023,年平均,106.5,111,113.9,103.8,105.5,100.8,115.7,105.3,89.6,111.8,104,165.3,105.6,112.6,106.4,100.9,110.7
30人以上,令和５,2023,1月,105,106.5,112.3,103.7,103.5,98.4,112.5,102.5,90.1,110.4,101.9,172.7,97,113.2,107.5,99.3,109.5
30人以上,令和５,2023,2月,103.6,107.2,109.2,101.1,105.6,98,110.6,102.3,89.7,108.7,101,172.2,97.1,107.1,103.7,101.1,108.2
30人以上,令和５,2023,3月,106.4,×,112.6,103.2,×,98.7,113.8,104.6,89.6,110.7,103.5,166.6,102.5,120.7,110.9,97.7,111
30人以上,令和５,2023,4月,108,×,117.6,102.7,×,101.3,120.8,105.9,91.1,114.6,104,167.6,110.1,116.8,111.4,99.2,110.4
30人以上,令和５,2023,5月,106.1,110.4,112.6,102.2,101.4,100.4,114.7,105.5,90.4,112,102.1,159.4,111.9,113.7,104.8,98.9,110
30人以上,令和５,2023,6月,106.3,110.7,113.2,103.8,105.7,100.3,118.7,105.1,91.5,110.4,103.9,142.4,109,112.3,107.2,101.5,109.2
30人以上,令和５,2023,7月,106.9,111.5,114.6,104,106.3,101.1,117.4,104.9,88.6,112.7,104.6,170.1,103.3,112.2,107.1,100.4,111.7
30人以上,令和５,2023,8月,106.6,111.7,113,103.6,106.5,100.1,113.7,107.1,87.6,110.4,105.6,168.3,105.3,111.4,106,103.1,111.5
30人以上,令和５,2023,9月,107.4,112.6,115.6,104.9,106.6,102.3,115.8,106.9,91.5,111.9,105.2,161.1,101.6,113.5,104.7,101.8,111.2
30人以上,令和５,2023,10月,106.6,113.8,117.4,104.8,106.7,102.3,115,105.5,88.3,110.5,105.6,173.6,110.2,111.3,97.2,103.2,112.1
30人以上,令和５,2023,11月,107.4,113.3,114.7,105.5,106.6,104.4,115.9,106.2,88.4,115.3,104.6,164.6,108.5,109.6,105.1,103.7,111.9
30人以上,令和５,2023,12月,107.7,115.1,114.5,105.9,106.5,101.7,119,106.5,88.5,114.1,105.7,164.6,111.1,109.8,110.6,100.6,111.7
30人以上,平成31・令和元,2019,年平均（前年比（％））,-0.4,－,12.5,1.2,1.9,1.6,-1.3,-4.7,1.5,-3.8,5.6,-10.2,0.3,-3.6,-2.3,-10.4,0.8
30人以上,令和２,2020,年平均（前年比（％））,-0.3,－,-4,-2.4,-7.2,-0.8,-8.3,2.7,-0.2,0.1,-2.8,-8.5,23.5,-0.6,2.1,-1.9,0
30人以上,令和３,2021,年平均（前年比（％））,1.2,－,0.3,0.4,-4.4,0.1,-0.7,1.9,-9.1,3.5,-5.1,18.6,4.9,3,6.7,1.6,3.6
30人以上,令和４,2022,年平均（前年比（％））,2.5,－,12.2,0.1,6.9,0.1,8.3,2,-0.4,4.5,5.2,32.4,-3.8,10.6,-4.9,-6.9,-0.3
30人以上,令和５,2023,年平均（前年比（％））,2.7,7.4,1.2,3.3,3.1,0.6,7.7,1.3,-1.1,3.4,4.2,5.3,4.7,-1.1,4.8,6.8,7.2
30人以上,令和５,2023,1月（前年同月比（％））,3,10.2,1.4,3.1,2.2,-1.2,6.2,0.3,1.3,2.7,2.4,13.9,4.2,1.7,9.1,3.9,10.2
30人以上,令和５,2023,2月（前年同月比（％））,1.6,6.3,-2.8,0.6,2.7,-1.8,12.4,0.4,-1.2,2.5,1.5,15.9,1.7,-4.9,4.3,8.7,6.5
30人以上,令和５,2023,3月（前年同月比（％））,2.1,×,-1.6,2.5,×,-1.6,3.6,2.4,-2.1,2.3,1.8,4.1,8,3.4,6.6,-0.5,6.3
30人以上,令和５,2023,4月（前年同月比（％））,2.6,×,2.6,1.2,×,-0.5,11.1,-0.3,-2.6,6,0.9,5.2,15.7,-3.9,12.1,3.3,7.8
30人以上,令和５,2023,5月（前年同月比（％））,2.5,7.3,2.6,2.1,-1.6,0.9,7.7,1.6,1,4,0.9,0.3,11.2,-4.5,7.3,0.9,6.3
30人以上,令和５,2023,6月（前年同月比（％））,2.4,6.6,0.7,2.8,2.6,-0.5,11.7,1.6,1.3,3.8,2.2,-9.5,6.1,-2.1,7.3,4.5,6
30人以上,令和５,2023,7月（前年同月比（％））,2.1,5,0.8,3.2,3.2,0.6,8.2,0.2,-3.6,4.7,7.6,11.5,-5.5,-1.8,1.5,12.4,5.9
30人以上,令和５,2023,8月（前年同月比（％））,2.7,6.1,0.3,3.4,4.6,-1.3,5.5,2.4,-4.1,3.1,7.8,11.2,-0.7,-0.1,5.9,14.7,8
30人以上,令和５,2023,9月（前年同月比（％））,3.1,5.9,3.9,4.6,2.2,2.1,5.7,2.1,0.7,3.4,6.5,0.1,2.2,2.3,2.1,12.4,5.1
30人以上,令和５,2023,10月（前年同月比（％））,2.1,7.7,2.3,5.3,5.9,2.5,7.2,0.7,-2.6,-0.5,4.3,8.4,1.2,-2.8,-5.5,14.5,8.8
30人以上,令和５,2023,11月（前年同月比（％））,3.8,9.5,1.8,4.8,6.8,5.6,8.3,1.3,-0.6,4.5,7.3,3.8,5.9,-2.3,2.5,4.9,8.2
30人以上,令和５,2023,12月（前年同月比（％））,4.1,4.4,4.2,6.1,6.6,2.4,5.3,2.9,0,5.4,7.9,0.2,7.8,2,4.7,2.9,7.4
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年年報,,,,,,,,,,,,,,,,,,,,
第15表　規模、産業別名目賃金指数（所定内給与）,,,,,,,,,,,,,,,,,,,,
（令和２年平均=100）,,,,,,,,,,,,,,,,,,,,
